custom_id,record_id,unit_id,treatment_name,variant,model,deception_condition,participant_label
minority_game_bret_njzas__iutxpp68,iutxpp68,iutxpp68,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62a1dae643201bc12c299fa1
minority_game_bret_njzas__iveyf0dl,iveyf0dl,iveyf0dl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,603e0323293b95bb25fc2934
minority_game_bret_njzas__ivzyb13j,ivzyb13j,ivzyb13j,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b5e2bd8c3c515ab19b911a
minority_game_bret_njzas__iw83khe8,iw83khe8,iw83khe8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5aafd9eff69e940001d88bf4
minority_game_bret_njzas__ix69mbqr,ix69mbqr,ix69mbqr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ea83ca983737891e4a162f
minority_game_bret_njzas__ixsekkz4,ixsekkz4,ixsekkz4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,606cb493430bb0d95a005687
minority_game_bret_njzas__iy3ipubq,iy3ipubq,iy3ipubq,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,564bdb55f8f24200052a3d10
minority_game_bret_njzas__iyfgwg58,iyfgwg58,iyfgwg58,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f28196752b92a0a83d7a9db
minority_game_bret_njzas__izbbs48a,izbbs48a,izbbs48a,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b98701eb79d6d0001d08882
minority_game_bret_njzas__j0b0fsic,j0b0fsic,j0b0fsic,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f146f134d45f104d0fee62c
minority_game_bret_njzas__j24qfl7v,j24qfl7v,j24qfl7v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,613a51cb10fa2387d805f59d
minority_game_bret_njzas__j2mpy975,j2mpy975,j2mpy975,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,55ee11c37480920010aaac8b
minority_game_bret_njzas__j4eg3rjr,j4eg3rjr,j4eg3rjr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61165e9f49a2eb0a5b793080
minority_game_bret_njzas__j79rz5v8,j79rz5v8,j79rz5v8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b05943191340ca569ef583
minority_game_bret_njzas__j7aw1k7j,j7aw1k7j,j7aw1k7j,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5dab79a5525a7600139cd31e
minority_game_bret_njzas__j7awsjhd,j7awsjhd,j7awsjhd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c9749b849784d001b486f6a
minority_game_bret_njzas__j9j9mevr,j9j9mevr,j9j9mevr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fca754d9ee46974f52fbba
minority_game_bret_njzas__j9ldctyp,j9ldctyp,j9ldctyp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f5668cf2db7050961fce434
minority_game_bret_njzas__jbdzz66m,jbdzz66m,jbdzz66m,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e81b038c8977f000964e5b2
minority_game_bret_njzas__jboe341z,jboe341z,jboe341z,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5badf5bd0a2d4400010c683e
minority_game_bret_njzas__jh92wfy3,jh92wfy3,jh92wfy3,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c6838ea5f8d580001e8a8ab
minority_game_bret_njzas__jhlahs16,jhlahs16,jhlahs16,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,627126d9ccfbfad602369830
minority_game_bret_njzas__jhr6858x,jhr6858x,jhr6858x,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,581112583caf900001fc974b
minority_game_bret_njzas__jiez97ww,jiez97ww,jiez97ww,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e81148e87a9f70529bb013c
minority_game_bret_njzas__jkydkfif,jkydkfif,jkydkfif,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a91cb166219a30001d2e6ef
minority_game_bret_njzas__jna0s4mu,jna0s4mu,jna0s4mu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61bb384140db417c1a138c01
minority_game_bret_njzas__jolprrsl,jolprrsl,jolprrsl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ccaec0fd916f9001ce474ae
minority_game_bret_njzas__jp3yfz4o,jp3yfz4o,jp3yfz4o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f4a549a9f54b8053e4599cc
minority_game_bret_njzas__jq66lr9i,jq66lr9i,jq66lr9i,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,605ca094af346bf00022a0c1
minority_game_bret_njzas__jrjm8stm,jrjm8stm,jrjm8stm,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60a3ca2ed560f35f5a844fda
minority_game_bret_njzas__ju2ue8e9,ju2ue8e9,ju2ue8e9,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62a727c0b6efe57fb90a5b86
minority_game_bret_njzas__jw64i6e6,jw64i6e6,jw64i6e6,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e641cd41ac46405046f34c4
minority_game_bret_njzas__jwzr4pls,jwzr4pls,jwzr4pls,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e4db49d96e3c32079f64790
minority_game_bret_njzas__jz5n9ih5,jz5n9ih5,jz5n9ih5,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,602566f8b47a130ae1d2f94b
minority_game_bret_njzas__jzoig9ij,jzoig9ij,jzoig9ij,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e55385c54a6e7538c5bb520
minority_game_bret_njzas__k0x6vf5p,k0x6vf5p,k0x6vf5p,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,602a2911a73ba046955f6c58
minority_game_bret_njzas__k10agea8,k10agea8,k10agea8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6151723d5a31bbd66059f6fb
minority_game_bret_njzas__k11c339t,k11c339t,k11c339t,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62f4fe1c11238c6f0fbb02ee
minority_game_bret_njzas__k4khwgis,k4khwgis,k4khwgis,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60455b1578f6f36a3e8ea81c
minority_game_bret_njzas__k4l3nwqs,k4l3nwqs,k4l3nwqs,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,59942e109845ef00014de0a3
minority_game_bret_njzas__k4z27k94,k4z27k94,k4z27k94,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60c7a98bd15fc152ebb28f1f
minority_game_bret_njzas__k601t6pv,k601t6pv,k601t6pv,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ce9896add904c5c58f358c
minority_game_bret_njzas__k61oyfzf,k61oyfzf,k61oyfzf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61583e5838de2383e5d85e8e
minority_game_bret_njzas__k6e89b1o,k6e89b1o,k6e89b1o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,552a8dd1fdf99b4e4716e81b
minority_game_bret_njzas__k6ufyic8,k6ufyic8,k6ufyic8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e25f47427b78983dc68a86a
minority_game_bret_njzas__k6zw5i1t,k6zw5i1t,k6zw5i1t,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b6847f1699a3f000132404f
minority_game_bret_njzas__k7vgk3v0,k7vgk3v0,k7vgk3v0,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c64561ab84cf50001b59f09
minority_game_bret_njzas__k810eyu4,k810eyu4,k810eyu4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c3a4e759e794d000129a225
minority_game_bret_njzas__k9d4hv4b,k9d4hv4b,k9d4hv4b,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ce64b4d0226ce0019c49a3f
minority_game_bret_njzas__kb2m3h8r,kb2m3h8r,kb2m3h8r,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,55e876f25e4d360012cc283d
minority_game_bret_njzas__kbge8nrh,kbge8nrh,kbge8nrh,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,614cd54ab1d05e8f129797c9
minority_game_bret_njzas__kdo57xmb,kdo57xmb,kdo57xmb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5889b8527f238e000133bacb
minority_game_bret_njzas__kf96bgv2,kf96bgv2,kf96bgv2,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6027cc78c597e0049f3e455d
minority_game_bret_njzas__kfb8yjqe,kfb8yjqe,kfb8yjqe,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a5f945176d1c60001ab7e30
minority_game_bret_njzas__kgub2z18,kgub2z18,kgub2z18,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5fd8d15717934d09e3385daa
minority_game_bret_njzas__khvzy8yq,khvzy8yq,khvzy8yq,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,56abcb46f209e0000adab961
minority_game_bret_njzas__ki1gm3lk,ki1gm3lk,ki1gm3lk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5fb242a8b0c0e17bad2840f4
minority_game_bret_njzas__kj9bbtfh,kj9bbtfh,kj9bbtfh,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f0c9a9c5360b60f4118e168
minority_game_bret_njzas__kjow3rqc,kjow3rqc,kjow3rqc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62db14ba293b3099e44bc754
minority_game_bret_njzas__kk24n6pj,kk24n6pj,kk24n6pj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60b3daed9cafd5926a44f4d6
minority_game_bret_njzas__kl0vt30f,kl0vt30f,kl0vt30f,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b5fea64b239d91783414ff
minority_game_bret_njzas__kprq661p,kprq661p,kprq661p,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ec16be1961cd31dc644dc9
minority_game_bret_njzas__kr7o9ua5,kr7o9ua5,kr7o9ua5,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ebd495e39fb6f017b95054a
minority_game_bret_njzas__kuj3ijmi,kuj3ijmi,kuj3ijmi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eecf6e2f865250d3cd6ae39
minority_game_bret_njzas__kwufie1o,kwufie1o,kwufie1o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5afc2d1f2406810001d625c0
minority_game_bret_njzas__kxm8w9tk,kxm8w9tk,kxm8w9tk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ce6525a185715001708c627
minority_game_bret_njzas__lchhb55n,lchhb55n,lchhb55n,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f33f48e7a8953257c8d5923
minority_game_bret_njzas__lef5o9eb,lef5o9eb,lef5o9eb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,567ed8824f0ef30006dbb844
minority_game_bret_njzas__lepukqvl,lepukqvl,lepukqvl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e277e5b5f39769bacb46101
minority_game_bret_njzas__lkeh06ui,lkeh06ui,lkeh06ui,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5df7552e451be54ec34ff402
minority_game_bret_njzas__llhvfv1d,llhvfv1d,llhvfv1d,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,63065979b2924e563b2fcd4a
minority_game_bret_njzas__lltsr4hn,lltsr4hn,lltsr4hn,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60ccdc25fd512fd47ae6d64c
minority_game_bret_njzas__losb1inu,losb1inu,losb1inu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d46c556fb0ce0001a04fd01
minority_game_bret_njzas__lpdwa7a5,lpdwa7a5,lpdwa7a5,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e155f0e416675d002e16aa
minority_game_bret_njzas__lpgukgq4,lpgukgq4,lpgukgq4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62a447d91e71bfacd2e8c006
minority_game_bret_njzas__lptvdtm9,lptvdtm9,lptvdtm9,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6303872635f8f93c6ff87f25
minority_game_bret_njzas__ltv0yx1y,ltv0yx1y,ltv0yx1y,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a7226d9f660ae0001a9a547
minority_game_bret_njzas__lyhgvlm4,lyhgvlm4,lyhgvlm4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eafe0672a2b7901d7057ab7
minority_game_bret_njzas__m1mklhwa,m1mklhwa,m1mklhwa,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cfd0b3f0526d1000184ad8f
minority_game_bret_njzas__m2c5jw2e,m2c5jw2e,m2c5jw2e,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,59feed1da383a100011b3eaa
minority_game_bret_njzas__m3vyp7n4,m3vyp7n4,m3vyp7n4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f2ad10f2a2fc93c43768f1a
minority_game_bret_njzas__m7ppx0tf,m7ppx0tf,m7ppx0tf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eacb65b5fe9ad3315a0a595
minority_game_bret_njzas__m84rlcrn,m84rlcrn,m84rlcrn,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e02596b92f410946e852c9
minority_game_bret_njzas__m9ja8374,m9ja8374,m9ja8374,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f0dd043b221e201edcc92ee
minority_game_bret_njzas__m9oswcsf,m9oswcsf,m9oswcsf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cd89ac3575359001dc46b76
minority_game_bret_njzas__map50gvy,map50gvy,map50gvy,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60e02be4699a3f5cbe314e99
minority_game_bret_njzas__max1ufih,max1ufih,max1ufih,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b055a21e169809861b173d
minority_game_bret_njzas__mbisd6ss,mbisd6ss,mbisd6ss,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c7e33aa19b8d40017e6dd80
minority_game_bret_njzas__mciiaf5s,mciiaf5s,mciiaf5s,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b7924d8338a93000154ad21
minority_game_bret_njzas__me31tbhk,me31tbhk,me31tbhk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ac7c8d69f58d410d1fe843
minority_game_bret_njzas__mepyifry,mepyifry,mepyifry,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5da2f9f17809b60014fc839a
minority_game_bret_njzas__meyfbaxu,meyfbaxu,meyfbaxu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fb94266499982f353adcbd
minority_game_bret_njzas__mf65hwh2,mf65hwh2,mf65hwh2,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c3cac66976c9a00010c0551
minority_game_bret_njzas__mgu3lhff,mgu3lhff,mgu3lhff,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c377642bc6444000133aae9
minority_game_bret_njzas__mi3u3skw,mi3u3skw,mi3u3skw,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ce52692b4a0b500016a9112
minority_game_bret_njzas__mi4ip6qu,mi4ip6qu,mi4ip6qu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c33668916da980001530dab
minority_game_bret_njzas__mirmogtd,mirmogtd,mirmogtd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f7c63ce425bd406179a22a5
minority_game_bret_njzas__mkw1u04o,mkw1u04o,mkw1u04o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b5c474e6bf20e00013f6538
minority_game_bret_njzas__mmo8wjgm,mmo8wjgm,mmo8wjgm,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ee0fc80afc30b0ccf0ea0d3
minority_game_bret_njzas__mo96h75h,mo96h75h,mo96h75h,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,605e4cc9d4e548bca0ad00ad
minority_game_bret_njzas__mpaod4oq,mpaod4oq,mpaod4oq,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,613a467ab51107552deceabb
minority_game_bret_njzas__msj1cmgs,msj1cmgs,msj1cmgs,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d470786da637a00014ba26f
minority_game_bret_njzas__mt8i51h8,mt8i51h8,mt8i51h8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eea5e9ee0d561140ff250a1
minority_game_bret_njzas__muyj20pz,muyj20pz,muyj20pz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d684971f5868700184eab81
minority_game_bret_njzas__mvv9ewn4,mvv9ewn4,mvv9ewn4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6091d120ae5a1f97a574bc7f
minority_game_bret_njzas__mwpvqcbk,mwpvqcbk,mwpvqcbk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ea55df76205ad53a793bc01
minority_game_bret_njzas__n98xbc4b,n98xbc4b,n98xbc4b,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cb4b413a17c7300154f8b60
minority_game_bret_njzas__n9fv5bms,n9fv5bms,n9fv5bms,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61f2abdca09e72f23cbaf4c4
minority_game_bret_njzas__nctfje51,nctfje51,nctfje51,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e9027110aacc7320bd9a84b
minority_game_bret_njzas__nibrvqih,nibrvqih,nibrvqih,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,609e78ca78dfdfbdfad792d2
minority_game_bret_njzas__nig3hsqb,nig3hsqb,nig3hsqb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d89fa922e2fd200012b81bc
minority_game_bret_njzas__njlomv2v,njlomv2v,njlomv2v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5effa70455b1f209ae25a233
minority_game_bret_njzas__nk69phie,nk69phie,nk69phie,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ea1a4df991e2406971f11af
minority_game_bret_njzas__nl5zeqf1,nl5zeqf1,nl5zeqf1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eac39578621a7067ae955eb
minority_game_bret_njzas__nlvw95kn,nlvw95kn,nlvw95kn,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,611bac33b05155b4845a6f41
minority_game_bret_njzas__nnkdhi3l,nnkdhi3l,nnkdhi3l,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eadb9ba99443b0a80211eaa
minority_game_bret_njzas__nnx280ze,nnx280ze,nnx280ze,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c5721c7fcbb880001fcff31
minority_game_bret_njzas__no4rvgmj,no4rvgmj,no4rvgmj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ddd631f063ebd000dbe0687
minority_game_bret_njzas__nonby19c,nonby19c,nonby19c,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62c836b4ac581a6d7d8ce1ef
minority_game_bret_njzas__npopq09b,npopq09b,npopq09b,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60573ad6a05c46bb3568f16f
minority_game_bret_njzas__nr9slp5v,nr9slp5v,nr9slp5v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,579e352f4d107800016dd96e
minority_game_bret_njzas__nro8sto7,nro8sto7,nro8sto7,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60fd1cafe3de7892fe9b3bd4
minority_game_bret_njzas__nsfxh1ch,nsfxh1ch,nsfxh1ch,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c6e60b04e08ad00018cc995
minority_game_bret_njzas__nsm3oim7,nsm3oim7,nsm3oim7,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62c4b186f8abe215ddedd1f8
minority_game_bret_njzas__nw5s7y14,nw5s7y14,nw5s7y14,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,57a7337e913c710001977341
minority_game_bret_njzas__nz8ftqnf,nz8ftqnf,nz8ftqnf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,573b71ac67421f000e19120e
minority_game_bret_njzas__o04aw80j,o04aw80j,o04aw80j,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6079a64f3374e137a5f86a82
minority_game_bret_njzas__o0j6kqxl,o0j6kqxl,o0j6kqxl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f25e8f8e4d6b414e499c7c5
minority_game_bret_njzas__o2iyzi6a,o2iyzi6a,o2iyzi6a,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5981d55b04ebec0001aaadde
minority_game_bret_njzas__o5bqi5mz,o5bqi5mz,o5bqi5mz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60bb404e01d599dfb1c3d71c
minority_game_bret_njzas__o5vw800r,o5vw800r,o5vw800r,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,572f526c3c27e7000e0b8aaa
minority_game_bret_njzas__o6v2e3nr,o6v2e3nr,o6v2e3nr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ffddf62a9ce783d6ae3a7dc
minority_game_bret_njzas__o9zld9sf,o9zld9sf,o9zld9sf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5fb274f5557bcc848df4293a
minority_game_bret_njzas__oa55fk07,oa55fk07,oa55fk07,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c9034a2eedbd9001573ca14
minority_game_bret_njzas__obvsih2n,obvsih2n,obvsih2n,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b6c0b3c08f3e0000147e4bd
minority_game_bret_njzas__octxbr88,octxbr88,octxbr88,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d0b5ff24bb38a001b3a14b2
minority_game_bret_njzas__oeh8r78y,oeh8r78y,oeh8r78y,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f8d9a5e2e5fd20aa89758fe
minority_game_bret_njzas__ok3bntu5,ok3bntu5,ok3bntu5,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,58fd0de6d66f6400016dc0fd
minority_game_bret_njzas__olx7topd,olx7topd,olx7topd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,55da1c4669dbc30010b67569
minority_game_bret_njzas__om8g4m0v,om8g4m0v,om8g4m0v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b086831a6f07e00018b8f08
minority_game_bret_njzas__oma86u8o,oma86u8o,oma86u8o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cec33627950d8001bbcc787
minority_game_bret_njzas__on4tnmwg,on4tnmwg,on4tnmwg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,603b9a49f575217ee6a12f82
minority_game_bret_njzas__onjukpzb,onjukpzb,onjukpzb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,628dea221cad501d3d591b2a
minority_game_bret_njzas__opkjmo82,opkjmo82,opkjmo82,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ebd3cd785939570957fe59
minority_game_bret_njzas__oswtnuhk,oswtnuhk,oswtnuhk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61449811f485875be5126622
minority_game_bret_njzas__ot4fx5dq,ot4fx5dq,ot4fx5dq,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f1c2a59b42e4048b89ad309
minority_game_bret_njzas__ot6vx7is,ot6vx7is,ot6vx7is,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f2e72ed16a1ff1e83d98d1b
minority_game_bret_njzas__oveczh4z,oveczh4z,oveczh4z,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fce6e7d2bb2c5aba28ab4e
minority_game_bret_njzas__owe13lgn,owe13lgn,owe13lgn,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6304de6b49a3ab8b0e7e9085
minority_game_bret_njzas__oxxxihnu,oxxxihnu,oxxxihnu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,600b5191a434df19524dd1a0
minority_game_bret_njzas__oy8kbpmz,oy8kbpmz,oy8kbpmz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ac93d86e734400001da5f30
minority_game_bret_njzas__oyrwoozh,oyrwoozh,oyrwoozh,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fb88be841f0dcba3db01ff
minority_game_bret_njzas__oz5xzylh,oz5xzylh,oz5xzylh,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d557ecbd586d00001247ce4
minority_game_bret_njzas__p0trlmnr,p0trlmnr,p0trlmnr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,59e8cb08bab73300016bd7f7
minority_game_bret_njzas__p1gbrb4y,p1gbrb4y,p1gbrb4y,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b605c4e2696a70001eeef36
minority_game_bret_njzas__p202bp67,p202bp67,p202bp67,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,56622e9373ac8700058096d1
minority_game_bret_njzas__p2adglkg,p2adglkg,p2adglkg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,605fad86115c436a88a3ac7e
minority_game_bret_njzas__p35sl0ci,p35sl0ci,p35sl0ci,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5abe6df4e734400001d9fb26
minority_game_bret_njzas__p5dj3xdg,p5dj3xdg,p5dj3xdg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5dd05d80b2204f1487f7812c
minority_game_bret_njzas__p64gqlrl,p64gqlrl,p64gqlrl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5bafad45f1f9ba00013f8983
minority_game_bret_njzas__p6iw3lyh,p6iw3lyh,p6iw3lyh,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,629b3b3c89d490460eacbfbc
minority_game_bret_njzas__p8ku35jw,p8ku35jw,p8ku35jw,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61470bd6e669bf17e1a1cdce
minority_game_bret_njzas__p91h1c92,p91h1c92,p91h1c92,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6135310c4bf7b53d091feb53
minority_game_bret_njzas__p96qth2k,p96qth2k,p96qth2k,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cbf7efc33c9c70017d49c79
minority_game_bret_njzas__p9g449dm,p9g449dm,p9g449dm,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fb7a821c4708bc2151ad52
minority_game_bret_njzas__pc2eq41n,pc2eq41n,pc2eq41n,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5bc5be2572df5f00014479f9
minority_game_bret_njzas__pf7ltp9k,pf7ltp9k,pf7ltp9k,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6266b7c4afe8a0ff03ca1f53
minority_game_bret_njzas__pfi310co,pfi310co,pfi310co,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a59c1dfeedc32000142835a
