unit_id,profile_id,summary,source_row_id,matching_age_bracket,matching_sex,matching_education
E2__A__1446,two_stage_trust_punishment_y2hgu_demo_profile_00216,"53-year-old, female.",two_stage_demo_source_12172,50-64,female,
E2__A__1548,two_stage_trust_punishment_y2hgu_demo_profile_00217,"25-year-old, male.",two_stage_demo_source_09047,18-29,male,
E2__A__1562,two_stage_trust_punishment_y2hgu_demo_profile_00218,"36-year-old, male.",two_stage_demo_source_00530,30-49,male,
E2__A__1595,two_stage_trust_punishment_y2hgu_demo_profile_00219,"65-year-old, female.",two_stage_demo_source_10646,65+,female,
E2__A__161,two_stage_trust_punishment_y2hgu_demo_profile_00220,"46-year-old, female.",two_stage_demo_source_09570,30-49,female,
E2__A__1614,two_stage_trust_punishment_y2hgu_demo_profile_00221,"48-year-old, male.",two_stage_demo_source_02396,30-49,male,
E2__A__1626,two_stage_trust_punishment_y2hgu_demo_profile_00222,"30-year-old, female.",two_stage_demo_source_08032,30-49,female,
E2__A__1687,two_stage_trust_punishment_y2hgu_demo_profile_00223,"50-year-old, male.",two_stage_demo_source_06559,50-64,male,
E2__A__1696,two_stage_trust_punishment_y2hgu_demo_profile_00224,"20-year-old, male.",two_stage_demo_source_00371,18-29,male,
E2__A__1720,two_stage_trust_punishment_y2hgu_demo_profile_00225,"37-year-old, female.",two_stage_demo_source_12124,30-49,female,
E2__A__1722,two_stage_trust_punishment_y2hgu_demo_profile_00226,"52-year-old, male.",two_stage_demo_source_09403,50-64,male,
E2__A__1729,two_stage_trust_punishment_y2hgu_demo_profile_00227,"70-year-old, male.",two_stage_demo_source_04056,65+,male,
E2__A__1732,two_stage_trust_punishment_y2hgu_demo_profile_00228,"27-year-old, male.",two_stage_demo_source_00210,18-29,male,
E2__A__1878,two_stage_trust_punishment_y2hgu_demo_profile_00229,"54-year-old, male.",two_stage_demo_source_01194,50-64,male,
E2__A__1881,two_stage_trust_punishment_y2hgu_demo_profile_00230,"28-year-old, female.",two_stage_demo_source_09909,18-29,female,
E2__A__1883,two_stage_trust_punishment_y2hgu_demo_profile_00231,"56-year-old, male.",two_stage_demo_source_01953,50-64,male,
E2__A__1886,two_stage_trust_punishment_y2hgu_demo_profile_00232,"20-year-old, male.",two_stage_demo_source_06704,18-29,male,
E2__A__1890,two_stage_trust_punishment_y2hgu_demo_profile_00233,"21-year-old, female.",two_stage_demo_source_11749,18-29,female,
E2__A__1892,two_stage_trust_punishment_y2hgu_demo_profile_00234,"35-year-old, female.",two_stage_demo_source_12147,30-49,female,
E2__A__2038,two_stage_trust_punishment_y2hgu_demo_profile_00235,"25-year-old, female.",two_stage_demo_source_03503,18-29,female,
E2__A__2044,two_stage_trust_punishment_y2hgu_demo_profile_00236,"38-year-old, female.",two_stage_demo_source_00864,30-49,female,
E2__A__2058,two_stage_trust_punishment_y2hgu_demo_profile_00237,"22-year-old, female.",two_stage_demo_source_06470,18-29,female,
E2__A__2066,two_stage_trust_punishment_y2hgu_demo_profile_00238,"30-year-old, female.",two_stage_demo_source_10999,30-49,female,
E2__A__2169,two_stage_trust_punishment_y2hgu_demo_profile_00239,"37-year-old, female.",two_stage_demo_source_08167,30-49,female,
E2__A__2176,two_stage_trust_punishment_y2hgu_demo_profile_00240,"44-year-old, female.",two_stage_demo_source_00872,30-49,female,
E2__A__2183,two_stage_trust_punishment_y2hgu_demo_profile_00241,"54-year-old, female.",two_stage_demo_source_08500,50-64,female,
E2__A__2191,two_stage_trust_punishment_y2hgu_demo_profile_00242,"22-year-old, female.",two_stage_demo_source_04502,18-29,female,
E2__A__2222,two_stage_trust_punishment_y2hgu_demo_profile_00243,"36-year-old, male.",two_stage_demo_source_02958,30-49,male,
E2__A__2232,two_stage_trust_punishment_y2hgu_demo_profile_00244,"49-year-old, female.",two_stage_demo_source_05626,30-49,female,
E2__A__2307,two_stage_trust_punishment_y2hgu_demo_profile_00245,"35-year-old, female.",two_stage_demo_source_11417,30-49,female,
E2__A__2312,two_stage_trust_punishment_y2hgu_demo_profile_00246,"61-year-old, male.",two_stage_demo_source_12630,50-64,male,
E2__A__2353,two_stage_trust_punishment_y2hgu_demo_profile_00247,"57-year-old, male.",two_stage_demo_source_01845,50-64,male,
E2__A__2355,two_stage_trust_punishment_y2hgu_demo_profile_00248,"29-year-old, male.",two_stage_demo_source_07351,18-29,male,
E2__A__2388,two_stage_trust_punishment_y2hgu_demo_profile_00249,"52-year-old, female.",two_stage_demo_source_09956,50-64,female,
E2__A__239,two_stage_trust_punishment_y2hgu_demo_profile_00250,"57-year-old, female.",two_stage_demo_source_03385,50-64,female,
E2__A__2393,two_stage_trust_punishment_y2hgu_demo_profile_00251,"36-year-old, female.",two_stage_demo_source_03565,30-49,female,
E2__A__2397,two_stage_trust_punishment_y2hgu_demo_profile_00252,"31-year-old, male.",two_stage_demo_source_03160,30-49,male,
E2__A__2413,two_stage_trust_punishment_y2hgu_demo_profile_00253,"35-year-old, female.",two_stage_demo_source_02741,30-49,female,
E2__A__2417,two_stage_trust_punishment_y2hgu_demo_profile_00254,"34-year-old, male.",two_stage_demo_source_11611,30-49,male,
E2__A__2426,two_stage_trust_punishment_y2hgu_demo_profile_00255,"38-year-old, male.",two_stage_demo_source_02859,30-49,male,
E2__A__2429,two_stage_trust_punishment_y2hgu_demo_profile_00256,"35-year-old, female.",two_stage_demo_source_02953,30-49,female,
E2__A__2436,two_stage_trust_punishment_y2hgu_demo_profile_00257,"28-year-old, male.",two_stage_demo_source_01640,18-29,male,
E2__A__2444,two_stage_trust_punishment_y2hgu_demo_profile_00258,"48-year-old, female.",two_stage_demo_source_01629,30-49,female,
E2__A__2454,two_stage_trust_punishment_y2hgu_demo_profile_00259,"33-year-old, male.",two_stage_demo_source_10177,30-49,male,
E2__A__2455,two_stage_trust_punishment_y2hgu_demo_profile_00260,"21-year-old, male.",two_stage_demo_source_03770,18-29,male,
E2__A__2470,two_stage_trust_punishment_y2hgu_demo_profile_00261,"22-year-old, male.",two_stage_demo_source_10485,18-29,male,
E2__A__2483,two_stage_trust_punishment_y2hgu_demo_profile_00262,"28-year-old, female.",two_stage_demo_source_07663,18-29,female,
E2__A__2508,two_stage_trust_punishment_y2hgu_demo_profile_00263,"48-year-old, female.",two_stage_demo_source_11222,30-49,female,
E2__A__2531,two_stage_trust_punishment_y2hgu_demo_profile_00264,"44-year-old, male.",two_stage_demo_source_07244,30-49,male,
E2__A__2582,two_stage_trust_punishment_y2hgu_demo_profile_00265,"28-year-old, male.",two_stage_demo_source_09990,18-29,male,
E2__A__2599,two_stage_trust_punishment_y2hgu_demo_profile_00266,"61-year-old, female.",two_stage_demo_source_10586,50-64,female,
E2__A__270,two_stage_trust_punishment_y2hgu_demo_profile_00267,"58-year-old, male.",two_stage_demo_source_00798,50-64,male,
E2__A__286,two_stage_trust_punishment_y2hgu_demo_profile_00268,"43-year-old, female.",two_stage_demo_source_07328,30-49,female,
E2__A__327,two_stage_trust_punishment_y2hgu_demo_profile_00269,"27-year-old, female.",two_stage_demo_source_05944,18-29,female,
E2__A__330,two_stage_trust_punishment_y2hgu_demo_profile_00270,"36-year-old, male.",two_stage_demo_source_03771,30-49,male,
E2__A__349,two_stage_trust_punishment_y2hgu_demo_profile_00271,"48-year-old, male.",two_stage_demo_source_05915,30-49,male,
E2__A__359,two_stage_trust_punishment_y2hgu_demo_profile_00272,"36-year-old, female.",two_stage_demo_source_05398,30-49,female,
E2__A__370,two_stage_trust_punishment_y2hgu_demo_profile_00273,"29-year-old, female.",two_stage_demo_source_06430,18-29,female,
E2__A__378,two_stage_trust_punishment_y2hgu_demo_profile_00274,"33-year-old, female.",two_stage_demo_source_10696,30-49,female,
E2__A__394,two_stage_trust_punishment_y2hgu_demo_profile_00275,"57-year-old, female.",two_stage_demo_source_10792,50-64,female,
E2__A__415,two_stage_trust_punishment_y2hgu_demo_profile_00276,"35-year-old, female.",two_stage_demo_source_08191,30-49,female,
E2__A__487,two_stage_trust_punishment_y2hgu_demo_profile_00277,"21-year-old, female.",two_stage_demo_source_09286,18-29,female,
E2__A__528,two_stage_trust_punishment_y2hgu_demo_profile_00278,"32-year-old, female.",two_stage_demo_source_12539,30-49,female,
E2__A__530,two_stage_trust_punishment_y2hgu_demo_profile_00279,"54-year-old, female.",two_stage_demo_source_08327,50-64,female,
E2__A__549,two_stage_trust_punishment_y2hgu_demo_profile_00280,"54-year-old, male.",two_stage_demo_source_04830,50-64,male,
E2__A__55,two_stage_trust_punishment_y2hgu_demo_profile_00281,"58-year-old, female.",two_stage_demo_source_01074,50-64,female,
E2__A__567,two_stage_trust_punishment_y2hgu_demo_profile_00282,"43-year-old, male.",two_stage_demo_source_07225,30-49,male,
E2__A__578,two_stage_trust_punishment_y2hgu_demo_profile_00283,"25-year-old, female.",two_stage_demo_source_03026,18-29,female,
E2__A__694,two_stage_trust_punishment_y2hgu_demo_profile_00284,"46-year-old, female.",two_stage_demo_source_07765,30-49,female,
E2__A__731,two_stage_trust_punishment_y2hgu_demo_profile_00285,"34-year-old, female.",two_stage_demo_source_00337,30-49,female,
E2__A__732,two_stage_trust_punishment_y2hgu_demo_profile_00286,"56-year-old, female.",two_stage_demo_source_11090,50-64,female,
E2__A__734,two_stage_trust_punishment_y2hgu_demo_profile_00287,"56-year-old, female.",two_stage_demo_source_12349,50-64,female,
E2__A__736,two_stage_trust_punishment_y2hgu_demo_profile_00288,"22-year-old, female.",two_stage_demo_source_01902,18-29,female,
E2__A__741,two_stage_trust_punishment_y2hgu_demo_profile_00289,"32-year-old, female.",two_stage_demo_source_10709,30-49,female,
E2__A__743,two_stage_trust_punishment_y2hgu_demo_profile_00290,"24-year-old, female.",two_stage_demo_source_05315,18-29,female,
E2__A__880,two_stage_trust_punishment_y2hgu_demo_profile_00291,"37-year-old, male.",two_stage_demo_source_00545,30-49,male,
E2__A__889,two_stage_trust_punishment_y2hgu_demo_profile_00292,"62-year-old, female.",two_stage_demo_source_11896,50-64,female,
E2__A__909,two_stage_trust_punishment_y2hgu_demo_profile_00293,"34-year-old, female.",two_stage_demo_source_12301,30-49,female,
E2__A__935,two_stage_trust_punishment_y2hgu_demo_profile_00294,"32-year-old, female.",two_stage_demo_source_00564,30-49,female,
E2__A__936,two_stage_trust_punishment_y2hgu_demo_profile_00295,"36-year-old, female.",two_stage_demo_source_07758,30-49,female,
E2__A__968,two_stage_trust_punishment_y2hgu_demo_profile_00296,"26-year-old, female.",two_stage_demo_source_10756,18-29,female,
E2__A__973,two_stage_trust_punishment_y2hgu_demo_profile_00297,"22-year-old, male.",two_stage_demo_source_10326,18-29,male,
E2__A__975,two_stage_trust_punishment_y2hgu_demo_profile_00298,"31-year-old, female.",two_stage_demo_source_05431,30-49,female,
E2__A__978,two_stage_trust_punishment_y2hgu_demo_profile_00299,"22-year-old, male.",two_stage_demo_source_11242,18-29,male,
E2__A__987,two_stage_trust_punishment_y2hgu_demo_profile_00300,"50-year-old, female.",two_stage_demo_source_10849,50-64,female,
E2__B__1049,two_stage_trust_punishment_y2hgu_demo_profile_00301,"38-year-old, male.",two_stage_demo_source_01482,30-49,male,
E2__B__1051,two_stage_trust_punishment_y2hgu_demo_profile_00302,"55-year-old, female.",two_stage_demo_source_00131,50-64,female,
E2__B__1179,two_stage_trust_punishment_y2hgu_demo_profile_00303,"58-year-old, female.",two_stage_demo_source_01337,50-64,female,
E2__B__1196,two_stage_trust_punishment_y2hgu_demo_profile_00304,"63-year-old, female.",two_stage_demo_source_04773,50-64,female,
E2__B__1231,two_stage_trust_punishment_y2hgu_demo_profile_00305,"44-year-old, female.",two_stage_demo_source_01434,30-49,female,
E2__B__1247,two_stage_trust_punishment_y2hgu_demo_profile_00306,"41-year-old, female.",two_stage_demo_source_01028,30-49,female,
E2__B__128,two_stage_trust_punishment_y2hgu_demo_profile_00307,"46-year-old, male.",two_stage_demo_source_03383,30-49,male,
E2__B__1287,two_stage_trust_punishment_y2hgu_demo_profile_00308,"29-year-old, female.",two_stage_demo_source_08532,18-29,female,
E2__B__1292,two_stage_trust_punishment_y2hgu_demo_profile_00309,"33-year-old, female.",two_stage_demo_source_06853,30-49,female,
E2__B__1300,two_stage_trust_punishment_y2hgu_demo_profile_00310,"30-year-old, male.",two_stage_demo_source_03581,30-49,male,
E2__B__1305,two_stage_trust_punishment_y2hgu_demo_profile_00311,"30-year-old, female.",two_stage_demo_source_12426,30-49,female,
E2__B__1323,two_stage_trust_punishment_y2hgu_demo_profile_00312,"21-year-old, male.",two_stage_demo_source_09186,18-29,male,
E2__B__138,two_stage_trust_punishment_y2hgu_demo_profile_00313,"50-year-old, female.",two_stage_demo_source_08294,50-64,female,
E2__B__1395,two_stage_trust_punishment_y2hgu_demo_profile_00314,"29-year-old, male.",two_stage_demo_source_12339,18-29,male,
E2__B__146,two_stage_trust_punishment_y2hgu_demo_profile_00315,"24-year-old, male.",two_stage_demo_source_10270,18-29,male,
E2__B__1481,two_stage_trust_punishment_y2hgu_demo_profile_00316,"27-year-old, male.",two_stage_demo_source_01658,18-29,male,
E2__B__1573,two_stage_trust_punishment_y2hgu_demo_profile_00317,"45-year-old, male.",two_stage_demo_source_00484,30-49,male,
E2__B__1583,two_stage_trust_punishment_y2hgu_demo_profile_00318,"22-year-old, female.",two_stage_demo_source_11306,18-29,female,
E2__B__1620,two_stage_trust_punishment_y2hgu_demo_profile_00319,"38-year-old, male.",two_stage_demo_source_05332,30-49,male,
E2__B__1631,two_stage_trust_punishment_y2hgu_demo_profile_00320,"28-year-old, male.",two_stage_demo_source_00778,18-29,male,
E2__B__1638,two_stage_trust_punishment_y2hgu_demo_profile_00321,"33-year-old, female.",two_stage_demo_source_06231,30-49,female,
E2__B__1642,two_stage_trust_punishment_y2hgu_demo_profile_00322,"28-year-old, female.",two_stage_demo_source_04978,18-29,female,
E2__B__1709,two_stage_trust_punishment_y2hgu_demo_profile_00323,"27-year-old, female.",two_stage_demo_source_05636,18-29,female,
E2__B__1711,two_stage_trust_punishment_y2hgu_demo_profile_00324,"27-year-old, female.",two_stage_demo_source_05619,18-29,female,
E2__B__1750,two_stage_trust_punishment_y2hgu_demo_profile_00325,"29-year-old, female.",two_stage_demo_source_04107,18-29,female,
E2__B__1753,two_stage_trust_punishment_y2hgu_demo_profile_00326,"36-year-old, male.",two_stage_demo_source_06391,30-49,male,
E2__B__1754,two_stage_trust_punishment_y2hgu_demo_profile_00327,"19-year-old, female.",two_stage_demo_source_06426,18-29,female,
E2__B__1757,two_stage_trust_punishment_y2hgu_demo_profile_00328,"24-year-old, male.",two_stage_demo_source_12766,18-29,male,
E2__B__1893,two_stage_trust_punishment_y2hgu_demo_profile_00329,"23-year-old, female.",two_stage_demo_source_09057,18-29,female,
E2__B__19,two_stage_trust_punishment_y2hgu_demo_profile_00330,"42-year-old, female.",two_stage_demo_source_10141,30-49,female,
E2__B__1901,two_stage_trust_punishment_y2hgu_demo_profile_00331,"30-year-old, male.",two_stage_demo_source_00106,30-49,male,
E2__B__1912,two_stage_trust_punishment_y2hgu_demo_profile_00332,"51-year-old, female.",two_stage_demo_source_04038,50-64,female,
E2__B__192,two_stage_trust_punishment_y2hgu_demo_profile_00333,"26-year-old, female.",two_stage_demo_source_12860,18-29,female,
E2__B__1921,two_stage_trust_punishment_y2hgu_demo_profile_00334,"36-year-old, female.",two_stage_demo_source_03528,30-49,female,
E2__B__2056,two_stage_trust_punishment_y2hgu_demo_profile_00335,"45-year-old, female.",two_stage_demo_source_06667,30-49,female,
E2__B__2081,two_stage_trust_punishment_y2hgu_demo_profile_00336,"44-year-old, female.",two_stage_demo_source_11284,30-49,female,
E2__B__2085,two_stage_trust_punishment_y2hgu_demo_profile_00337,"46-year-old, female.",two_stage_demo_source_08349,30-49,female,
E2__B__2103,two_stage_trust_punishment_y2hgu_demo_profile_00338,"20-year-old, female.",two_stage_demo_source_11522,18-29,female,
E2__B__2186,two_stage_trust_punishment_y2hgu_demo_profile_00339,"28-year-old, male.",two_stage_demo_source_02150,18-29,male,
E2__B__2192,two_stage_trust_punishment_y2hgu_demo_profile_00340,"49-year-old, male.",two_stage_demo_source_06677,30-49,male,
E2__B__2213,two_stage_trust_punishment_y2hgu_demo_profile_00341,"20-year-old, male.",two_stage_demo_source_08310,18-29,male,
E2__B__2220,two_stage_trust_punishment_y2hgu_demo_profile_00342,"21-year-old, male.",two_stage_demo_source_04501,18-29,male,
E2__B__2239,two_stage_trust_punishment_y2hgu_demo_profile_00343,"18-year-old, female.",two_stage_demo_source_07507,18-29,female,
E2__B__226,two_stage_trust_punishment_y2hgu_demo_profile_00344,"38-year-old, female.",two_stage_demo_source_13007,30-49,female,
E2__B__2316,two_stage_trust_punishment_y2hgu_demo_profile_00345,"43-year-old, male.",two_stage_demo_source_09630,30-49,male,
E2__B__2337,two_stage_trust_punishment_y2hgu_demo_profile_00346,"67-year-old, female.",two_stage_demo_source_04131,65+,female,
E2__B__2363,two_stage_trust_punishment_y2hgu_demo_profile_00347,"35-year-old, male.",two_stage_demo_source_00836,30-49,male,
E2__B__2385,two_stage_trust_punishment_y2hgu_demo_profile_00348,"43-year-old, male.",two_stage_demo_source_02389,30-49,male,
E2__B__2400,two_stage_trust_punishment_y2hgu_demo_profile_00349,"71-year-old, female.",two_stage_demo_source_03557,65+,female,
E2__B__2401,two_stage_trust_punishment_y2hgu_demo_profile_00350,"64-year-old, female.",two_stage_demo_source_11506,50-64,female,
E2__B__2427,two_stage_trust_punishment_y2hgu_demo_profile_00351,"31-year-old, male.",two_stage_demo_source_03543,30-49,male,
E2__B__2430,two_stage_trust_punishment_y2hgu_demo_profile_00352,"21-year-old, male.",two_stage_demo_source_10620,18-29,male,
E2__B__2432,two_stage_trust_punishment_y2hgu_demo_profile_00353,"47-year-old, male.",two_stage_demo_source_03580,30-49,male,
E2__B__2441,two_stage_trust_punishment_y2hgu_demo_profile_00354,"30-year-old, male.",two_stage_demo_source_08732,30-49,male,
E2__B__2457,two_stage_trust_punishment_y2hgu_demo_profile_00355,"29-year-old, female.",two_stage_demo_source_06889,18-29,female,
E2__B__2458,two_stage_trust_punishment_y2hgu_demo_profile_00356,"52-year-old, male.",two_stage_demo_source_12530,50-64,male,
E2__B__2473,two_stage_trust_punishment_y2hgu_demo_profile_00357,"42-year-old, male.",two_stage_demo_source_07405,30-49,male,
E2__B__2475,two_stage_trust_punishment_y2hgu_demo_profile_00358,"42-year-old, female.",two_stage_demo_source_12102,30-49,female,
E2__B__2485,two_stage_trust_punishment_y2hgu_demo_profile_00359,"41-year-old, male.",two_stage_demo_source_12576,30-49,male,
E2__B__2497,two_stage_trust_punishment_y2hgu_demo_profile_00360,"24-year-old, female.",two_stage_demo_source_09782,18-29,female,
E2__B__2503,two_stage_trust_punishment_y2hgu_demo_profile_00361,"32-year-old, female.",two_stage_demo_source_08215,30-49,female,
E2__B__2521,two_stage_trust_punishment_y2hgu_demo_profile_00362,"50-year-old, male.",two_stage_demo_source_11252,50-64,male,
E2__B__2544,two_stage_trust_punishment_y2hgu_demo_profile_00363,"43-year-old, female.",two_stage_demo_source_13027,30-49,female,
E2__B__2563,two_stage_trust_punishment_y2hgu_demo_profile_00364,"60-year-old, female.",two_stage_demo_source_03231,50-64,female,
E2__B__2614,two_stage_trust_punishment_y2hgu_demo_profile_00365,"35-year-old, male.",two_stage_demo_source_07355,30-49,male,
E2__B__266,two_stage_trust_punishment_y2hgu_demo_profile_00366,"28-year-old, male.",two_stage_demo_source_01847,18-29,male,
E2__B__280,two_stage_trust_punishment_y2hgu_demo_profile_00367,"25-year-old, female.",two_stage_demo_source_01372,18-29,female,
E2__B__299,two_stage_trust_punishment_y2hgu_demo_profile_00368,"44-year-old, female.",two_stage_demo_source_08760,30-49,female,
E2__B__338,two_stage_trust_punishment_y2hgu_demo_profile_00369,"41-year-old, male.",two_stage_demo_source_00622,30-49,male,
E2__B__356,two_stage_trust_punishment_y2hgu_demo_profile_00370,"32-year-old, male.",two_stage_demo_source_09343,30-49,male,
E2__B__365,two_stage_trust_punishment_y2hgu_demo_profile_00371,"30-year-old, female.",two_stage_demo_source_10732,30-49,female,
E2__B__373,two_stage_trust_punishment_y2hgu_demo_profile_00372,"25-year-old, male.",two_stage_demo_source_02184,18-29,male,
E2__B__397,two_stage_trust_punishment_y2hgu_demo_profile_00373,"26-year-old, male.",two_stage_demo_source_08895,18-29,male,
E2__B__406,two_stage_trust_punishment_y2hgu_demo_profile_00374,"61-year-old, female.",two_stage_demo_source_05172,50-64,female,
E2__B__413,two_stage_trust_punishment_y2hgu_demo_profile_00375,"42-year-old, female.",two_stage_demo_source_11680,30-49,female,
E2__B__430,two_stage_trust_punishment_y2hgu_demo_profile_00376,"60-year-old, male.",two_stage_demo_source_11900,50-64,male,
E2__B__526,two_stage_trust_punishment_y2hgu_demo_profile_00377,"18-year-old, female.",two_stage_demo_source_07550,18-29,female,
E2__B__547,two_stage_trust_punishment_y2hgu_demo_profile_00378,"31-year-old, female.",two_stage_demo_source_07340,30-49,female,
E2__B__548,two_stage_trust_punishment_y2hgu_demo_profile_00379,"33-year-old, male.",two_stage_demo_source_09290,30-49,male,
E2__B__561,two_stage_trust_punishment_y2hgu_demo_profile_00380,"27-year-old, female.",two_stage_demo_source_07561,18-29,female,
E2__B__57,two_stage_trust_punishment_y2hgu_demo_profile_00381,"44-year-old, female.",two_stage_demo_source_09751,30-49,female,
E2__B__594,two_stage_trust_punishment_y2hgu_demo_profile_00382,"21-year-old, female.",two_stage_demo_source_02538,18-29,female,
E2__B__707,two_stage_trust_punishment_y2hgu_demo_profile_00383,"30-year-old, female.",two_stage_demo_source_10226,30-49,female,
E2__B__724,two_stage_trust_punishment_y2hgu_demo_profile_00384,"42-year-old, male.",two_stage_demo_source_06877,30-49,male,
E2__B__750,two_stage_trust_punishment_y2hgu_demo_profile_00385,"50-year-old, male.",two_stage_demo_source_09830,50-64,male,
E2__B__756,two_stage_trust_punishment_y2hgu_demo_profile_00386,"73-year-old, male.",two_stage_demo_source_06843,65+,male,
E2__B__758,two_stage_trust_punishment_y2hgu_demo_profile_00387,"23-year-old, female.",two_stage_demo_source_04008,18-29,female,
E2__B__762,two_stage_trust_punishment_y2hgu_demo_profile_00388,"31-year-old, female.",two_stage_demo_source_01163,30-49,female,
E2__B__765,two_stage_trust_punishment_y2hgu_demo_profile_00389,"44-year-old, female.",two_stage_demo_source_06869,30-49,female,
E2__B__773,two_stage_trust_punishment_y2hgu_demo_profile_00390,"25-year-old, female.",two_stage_demo_source_12837,18-29,female,
E2__B__885,two_stage_trust_punishment_y2hgu_demo_profile_00391,"48-year-old, male.",two_stage_demo_source_00469,30-49,male,
E2__B__907,two_stage_trust_punishment_y2hgu_demo_profile_00392,"51-year-old, male.",two_stage_demo_source_07470,50-64,male,
E2__B__924,two_stage_trust_punishment_y2hgu_demo_profile_00393,"36-year-old, male.",two_stage_demo_source_05846,30-49,male,
E2__B__948,two_stage_trust_punishment_y2hgu_demo_profile_00394,"25-year-old, female.",two_stage_demo_source_00084,18-29,female,
E2__B__980,two_stage_trust_punishment_y2hgu_demo_profile_00395,"47-year-old, female.",two_stage_demo_source_07107,30-49,female,
E2__B__981,two_stage_trust_punishment_y2hgu_demo_profile_00396,"57-year-old, female.",two_stage_demo_source_10101,50-64,female,
E2__B__989,two_stage_trust_punishment_y2hgu_demo_profile_00397,"32-year-old, female.",two_stage_demo_source_09694,30-49,female,
E2__B__991,two_stage_trust_punishment_y2hgu_demo_profile_00398,"27-year-old, female.",two_stage_demo_source_12789,18-29,female,
E2__B__992,two_stage_trust_punishment_y2hgu_demo_profile_00399,"22-year-old, male.",two_stage_demo_source_06917,18-29,male,
E2__B__998,two_stage_trust_punishment_y2hgu_demo_profile_00400,"34-year-old, male.",two_stage_demo_source_07712,30-49,male,
E3A__A__1021,two_stage_trust_punishment_y2hgu_demo_profile_00401,"37-year-old, female.",two_stage_demo_source_12627,30-49,female,
E3A__A__1028,two_stage_trust_punishment_y2hgu_demo_profile_00402,"30-year-old, female.",two_stage_demo_source_04180,30-49,female,
E3A__A__1088,two_stage_trust_punishment_y2hgu_demo_profile_00403,"71-year-old, male.",two_stage_demo_source_10439,65+,male,
E3A__A__109,two_stage_trust_punishment_y2hgu_demo_profile_00404,"72-year-old, male.",two_stage_demo_source_02452,65+,male,
E3A__A__1110,two_stage_trust_punishment_y2hgu_demo_profile_00405,"19-year-old, male.",two_stage_demo_source_04732,18-29,male,
E3A__A__1122,two_stage_trust_punishment_y2hgu_demo_profile_00406,"43-year-old, female.",two_stage_demo_source_08792,30-49,female,
E3A__A__1126,two_stage_trust_punishment_y2hgu_demo_profile_00407,"22-year-old, male.",two_stage_demo_source_07578,18-29,male,
E3A__A__113,two_stage_trust_punishment_y2hgu_demo_profile_00408,"40-year-old, female.",two_stage_demo_source_02551,30-49,female,
E3A__A__114,two_stage_trust_punishment_y2hgu_demo_profile_00409,"29-year-old, other.",two_stage_demo_source_08620,18-29,,
E3A__A__1148,two_stage_trust_punishment_y2hgu_demo_profile_00410,"35-year-old, female.",two_stage_demo_source_07553,30-49,female,
E3A__A__1152,two_stage_trust_punishment_y2hgu_demo_profile_00411,"22-year-old, male.",two_stage_demo_source_12034,18-29,male,
E3A__A__1165,two_stage_trust_punishment_y2hgu_demo_profile_00412,"34-year-old, male.",two_stage_demo_source_07874,30-49,male,
E3A__A__117,two_stage_trust_punishment_y2hgu_demo_profile_00413,"56-year-old, female.",two_stage_demo_source_11562,50-64,female,
E3A__A__1195,two_stage_trust_punishment_y2hgu_demo_profile_00414,"42-year-old, male.",two_stage_demo_source_12582,30-49,male,
E3A__A__1211,two_stage_trust_punishment_y2hgu_demo_profile_00415,"52-year-old, female.",two_stage_demo_source_01145,50-64,female,
E3A__A__1248,two_stage_trust_punishment_y2hgu_demo_profile_00416,"30-year-old, female.",two_stage_demo_source_00945,30-49,female,
E3A__A__1261,two_stage_trust_punishment_y2hgu_demo_profile_00417,"55-year-old, male.",two_stage_demo_source_06570,50-64,male,
E3A__A__128,two_stage_trust_punishment_y2hgu_demo_profile_00418,"32-year-old, male.",two_stage_demo_source_06537,30-49,male,
E3A__A__1290,two_stage_trust_punishment_y2hgu_demo_profile_00419,"32-year-old, female.",two_stage_demo_source_07256,30-49,female,
E3A__A__1302,two_stage_trust_punishment_y2hgu_demo_profile_00420,"28-year-old, female.",two_stage_demo_source_09728,18-29,female,
E3A__A__142,two_stage_trust_punishment_y2hgu_demo_profile_00421,"29-year-old, female.",two_stage_demo_source_04123,18-29,female,
E3A__A__155,two_stage_trust_punishment_y2hgu_demo_profile_00422,"24-year-old, male.",two_stage_demo_source_02317,18-29,male,
E3A__A__159,two_stage_trust_punishment_y2hgu_demo_profile_00423,"24-year-old, male.",two_stage_demo_source_08892,18-29,male,
E3A__A__180,two_stage_trust_punishment_y2hgu_demo_profile_00424,"54-year-old, female.",two_stage_demo_source_05074,50-64,female,
E3A__A__19,two_stage_trust_punishment_y2hgu_demo_profile_00425,"42-year-old, female.",two_stage_demo_source_12155,30-49,female,
E3A__A__191,two_stage_trust_punishment_y2hgu_demo_profile_00426,"28-year-old, female.",two_stage_demo_source_00823,18-29,female,
E3A__A__2,two_stage_trust_punishment_y2hgu_demo_profile_00427,"32-year-old, male.",two_stage_demo_source_09272,30-49,male,
E3A__A__200,two_stage_trust_punishment_y2hgu_demo_profile_00428,"44-year-old, male.",two_stage_demo_source_09490,30-49,male,
E3A__A__261,two_stage_trust_punishment_y2hgu_demo_profile_00429,"25-year-old, female.",two_stage_demo_source_03544,18-29,female,
E3A__A__264,two_stage_trust_punishment_y2hgu_demo_profile_00430,"27-year-old, male.",two_stage_demo_source_01148,18-29,male,
