custom_id,parse_success,parse_errors,validation_errors,text,parsed_target,record_id,unit_id,treatment_name,variant,model,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension,data_source,check,act,decision_time_bucket,return_pct,send_if_act_without_check,send_if_act_after_check,send_if_no_act_without_check,send_if_no_act_after_check,send_if_act_fast,send_if_no_act_fast,send_if_act_slow,send_if_no_act_slow,send_if_act,send_if_no_act,process_label,process_binary,act_binary,pattern_label,action_premium,action_premium_without_check,action_premium_after_check,action_premium_fast,action_premium_slow,process_premium_if_act,process_premium_if_no_act
two_stage_trust_punishment_y2hgu__e2_a_734,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__734,E2__A__734,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_741,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__741,E2__A__741,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_880,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__880,E2__A__880,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_936,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__936,E2__A__936,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_968,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__968,E2__A__968,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_978,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__978,E2__A__978,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_987,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__987,E2__A__987,E2_ROLE_A_HIDDEN,baseline,gpt-5.1,E2,A,hidden,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_105,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__105,E2__A__105,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1165,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1165,E2__A__1165,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1217,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1217,E2__A__1217,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_126,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__126,E2__A__126,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1268,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1268,E2__A__1268,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_13,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__13,E2__A__13,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1351,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1351,E2__A__1351,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1443,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1443,E2__A__1443,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1548,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1548,E2__A__1548,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1595,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__1595,E2__A__1595,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1614,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1614,E2__A__1614,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1687,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1687,E2__A__1687,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1720,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1720,E2__A__1720,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1722,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1722,E2__A__1722,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1878,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1878,E2__A__1878,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1883,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1883,E2__A__1883,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_1886,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__1886,E2__A__1886,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2038,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__2038,E2__A__2038,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2058,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2058,E2__A__2058,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2169,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2169,E2__A__2169,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2183,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2183,E2__A__2183,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2222,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2222,E2__A__2222,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2307,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2307,E2__A__2307,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2353,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__2353,E2__A__2353,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2388,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2388,E2__A__2388,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_239,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__239,E2__A__239,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2413,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2413,E2__A__2413,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2426,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2426,E2__A__2426,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2436,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2436,E2__A__2436,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2454,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2454,E2__A__2454,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2470,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2470,E2__A__2470,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2508,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2508,E2__A__2508,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_2582,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__2582,E2__A__2582,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_270,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__270,E2__A__270,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_327,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__327,E2__A__327,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_349,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__349,E2__A__349,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_370,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__370,E2__A__370,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_394,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__394,E2__A__394,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_487,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__487,E2__A__487,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_530,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__530,E2__A__530,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_549,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__549,E2__A__549,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_578,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__578,E2__A__578,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_732,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__732,E2__A__732,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_736,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__736,E2__A__736,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_743,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__743,E2__A__743,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_889,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__889,E2__A__889,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_909,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__909,E2__A__909,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_935,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E2__A__935,E2__A__935,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_973,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__973,E2__A__973,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_a_975,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E2__A__975,E2__A__975,E2_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E2,A,observable,role_a_check,punish,cost,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_1049,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E2__B__1049,E2__B__1049,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_1179,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E2__B__1179,E2__B__1179,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_1231,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E2__B__1231,E2__B__1231,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_128,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E2__B__128,E2__B__128,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_1287,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E2__B__1287,E2__B__1287,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_1300,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 4
}","{'send_if_act': 7, 'send_if_no_act': 4}",E2__B__1300,E2__B__1300,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,4.0,,,,,3.0,,,,,,
two_stage_trust_punishment_y2hgu__e2_b_138,True,[],[],"{
  ""send_if_act"": 7,
  ""send_if_no_act"": 3
}","{'send_if_act': 7, 'send_if_no_act': 3}",E2__B__138,E2__B__138,E2_ROLE_B_HIDDEN,baseline,gpt-5.1,E2,B,hidden,role_b_hidden_check,punish,cost,generated,,,,,,,,,,,,,7.0,3.0,,,,,4.0,,,,,,
