sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included,wvs_wave,wvs_wave_years,wvs_donor_s007,wvs_match_key,wvs_donor_pool_size,wvs_profile_text,wvs_values_included
191,39,1,mm_individual_demo_039_01_ab_wvsw6_d1,mm_individual_demo_039_01_ab,3kReP4iYMsxcqhhjy,905944905_9866416126132092.0,9866416126132090,12,d881db7ecaca8f1cf95ccf54ca82d3e2,13680,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,37,graduate,male,above100000,0.19,0.78,Random,Fitness,Rand,1,1791,448,512,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 37
Gender: Male
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.19 on a conservative (0) to progressive (1) scale
Religiosity: 0.78 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 9 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete; 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man; 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621173,USA|male|35-44|upper|high|low|high,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 9 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
195,39,5,mm_individual_demo_039_05_ab_wvsw6_d1,mm_individual_demo_039_05_ab,pwGYbyud9R2bNuWMS,-232903043_8564659783151001.0,8564659783151000,4,d881db7ecaca8f1cf95ccf54ca82d3e2,13680,swerve,stay,left,right,swerve,stay,A,swerve,LBN,LBN,23,bachelor,male,above100000,1,0.5,Random,Fitness,Rand,1,1834,459,524,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: LBN

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 2 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 5 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 9 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man; 1 woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female athlete; 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,4220620270,LBN|male|15-24|upper|high|high|mid,1,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 2 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 5 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 9 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|A032|A041|A042|F115|F116|F117|F122|F123
205,41,5,mm_individual_demo_041_05_ab_wvsw6_d1,mm_individual_demo_041_05_ab,xobrLtsqngqq4orgd,2109996815_4955471943205700.0,4955471943205700,10,cf74956998927190759a19a9f27cca1c,13006,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,19,college,male,25000,0.49,0.54,Age,Age,Old,1,1781,446,509,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Attended college
Annual income: $25,001-$35,000
Political views: 0.49 on a conservative (0) to progressive (1) scale
Religiosity: 0.54 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400622171,USA|male|15-24|middle|medium|mid|mid,15,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
206,42,1,mm_individual_demo_042_01_ab_wvsw6_d1,mm_individual_demo_042_01_ab,7KKWzknShAXjekMry,2014150001_3310796707216479.0,3310796707216480,1,177b0905a5980959cf38d569e4f9c7fe,12951,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,23,graduate,male,80000,0.47,0.81,Fitness,Fitness,Fat,1,1761,441,504,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $80,001-$100,000
Political views: 0.47 on a conservative (0) to progressive (1) scale
Religiosity: 0.81 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 10 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621446,USA|male|15-24|upper|high|mid|high,3,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 5 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a week.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 10 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
208,42,3,mm_individual_demo_042_03_ab_wvsw6_d1,mm_individual_demo_042_03_ab,FDyeREdF98ckjuR96,2075776429_2894684585868423.0,2894684585868420,1,177b0905a5980959cf38d569e4f9c7fe,12951,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,25,bachelor,male,50000,1,0.5,Fitness,Fitness,Fat,1,1783,446,510,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 4 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 3 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 8 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400621144,USA|male|25-34|upper|medium|high|mid,7,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 2 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 4 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 3 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 8 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
211,43,1,mm_individual_demo_043_01_ab_wvsw6_d1,mm_individual_demo_043_01_ab,fHPnCsCfH9MnqhAxM,-19258831_2888188033240521.0,2888188033240520,1,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,DEU,DEU,22,vocational,female,10000,1,0.5,Random,Age,Rand,1,1691,423,484,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Female
Education: Vocational training
Annual income: $10,001-$15,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: DEU

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: less often.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 6 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 6 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 5 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,2760621465,DEU|female|15-24|middle|low|high|mid,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not very important.
Religious service attendance: less often.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 6 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 6 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 5 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F117|F123
212,43,2,mm_individual_demo_043_02_ab_wvsw6_d1,mm_individual_demo_043_02_ab,kMwDnr6BkJA66hAg6,-1504500423_9464602832137918.0,9464602832137920,7,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,TUR,TUR,23,graduate,male,15000,0.85,0,Random,Age,Rand,1,1774,444,507,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $15,001-$25,000
Political views: 0.85 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: TUR

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 10 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,7920621348,TUR|male|15-24|upper|medium|high|low,1,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 1 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: a convinced atheist.
Child quality, feeling of responsibility: not mentioned.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 10 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
213,43,3,mm_individual_demo_043_03_ab_wvsw6_d1,mm_individual_demo_043_03_ab,o2BYajfMfqKJjKpZz,-13347552_27693804123087.0,27693804123087,11,29491ff886e46d484657ddcea7f72297,12946,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,29,bachelor,male,50000,0,0.67,Random,Age,Rand,1,1844,461,527,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 29
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.67 on a not religious (0) to very religious (1) scale
Country: BRA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a month.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 4 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,760620352,BRA|male|25-34|upper|medium|low|high,2,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: very important.
Religious service attendance: once a month.
Self-description on religion: a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 4 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F122|F123
216,44,1,mm_individual_demo_044_01_ab_wvsw6_d1,mm_individual_demo_044_01_ab,D9MZZY6vJD3D3Cpk9,1933784075_9809771837108.0,9809771837108,6,60298a3a0af4e1efe84b4646e5214fcd,12918,swerve,stay,left,right,swerve,stay,B,stay,NLD,NLD,41,bachelor,male,50000,1,0,Fitness,Fitness,Fit,1,1878,470,537,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 41
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: NLD

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 3 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 3 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 8 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 4 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,5280620594,NLD|male|35-44|upper|medium|high|low,1,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: most people can be trusted.
Political self-placement: 3 on a 1 left to 10 right scale.
Religion in life: not important at all.
Religious service attendance: never, practically never.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: mentioned as important.
Child quality, obedience: not mentioned.
Avoiding a fare on public transport: 3 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 3 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Euthanasia: 8 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 4 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F122|F123
221,45,1,mm_individual_demo_045_01_ab_wvsw6_d1,mm_individual_demo_045_01_ab,ZE4z96aKruidvP3sx,-457158277_7194433911155327.0,7194433911155330,8,c206763910365d41d0fc71c7580c6043,12888,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,22,high,male,35000,0.32,0.66,Fitness,Fitness,Fat,1,1789,448,512,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: High school diploma
Annual income: $35,001-$50,000
Political views: 0.32 on a conservative (0) to progressive (1) scale
Religiosity: 0.66 on a not religious (0) to very religious (1) scale
Country: USA

Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: once a month.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,wvs_wave_one_donor_exact_polrel_v1,False,6,2010-2014,8400620639,USA|male|15-24|middle|medium|low|mid,3,"Imputed WVS donor profile: Wave 6 (2010-2014).
This is one matched WVS respondent, used as plausible value context for the Moral Machine participant rather than as observed answers from that participant.
General trust: need to be very careful.
Political self-placement: 10 on a 1 left to 10 right scale.
Religion in life: rather important.
Religious service attendance: once a month.
Self-description on religion: not a religious person.
Child quality, feeling of responsibility: mentioned as important.
Child quality, unselfishness: not mentioned.
Child quality, obedience: mentioned as important.
Avoiding a fare on public transport: 1 on a 1 never justifiable to 10 always justifiable scale.
Cheating on taxes: 1 on a 1 never justifiable to 10 always justifiable scale.
Accepting a bribe: 1 on a 1 never justifiable to 10 always justifiable scale.
Suicide: 1 on a 1 never justifiable to 10 always justifiable scale.",A165|E033|A006|F028|F034|A032|A041|A042|F115|F116|F117|F123
