custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0056,2142
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0057,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0058,2191
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0059,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0060,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0061,2138
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0062,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0063,1992
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0064,2193
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0001,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0002,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0003,503
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0004,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0005,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0006,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0007,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0008,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0009,648
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0010,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0011,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0012,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0013,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0014,652
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0015,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0016,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0017,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0018,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0019,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0020,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0021,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0022,705
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0023,502
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0024,652
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0025,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0026,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0027,502
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0028,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0029,648
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0030,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0031,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0032,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0033,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0034,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0035,652
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0036,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0037,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0038,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0039,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0040,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0041,705
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0042,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0043,654
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0044,702
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0045,702
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0046,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0047,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0048,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0049,650
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0050,503
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0051,652
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0052,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0053,648
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0054,649
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0055,651
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0056,652
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0057,704
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0058,701
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0059,703
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0060,702
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0061,648
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0062,702
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0063,502
simbenchpop__simbenchpop__ctx_005__twin_persona_summary_non_social_econ_only__s0064,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0001,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0002,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0003,503
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0004,703
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0005,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0006,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0007,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0008,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0009,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0010,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0011,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0012,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0013,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0014,652
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0015,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0016,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0017,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0018,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0019,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0020,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0021,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0022,705
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0023,502
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0024,653
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0025,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0026,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0027,502
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0028,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0029,648
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0030,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0031,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0032,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0033,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0034,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0035,652
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0036,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0037,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0038,705
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0039,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0040,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0041,705
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0042,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0043,654
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0044,702
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0045,702
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0046,703
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0047,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0048,650
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0049,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0050,503
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0051,652
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0052,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0053,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0054,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0055,651
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0056,653
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0057,704
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0058,702
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0059,703
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0060,702
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0061,649
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0062,702
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0063,502
simbenchpop__simbenchpop__ctx_006__twin_persona_summary_non_social_econ_only__s0064,704
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0001,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0002,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0003,906
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0004,1106
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0005,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0006,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0007,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0008,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0009,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0010,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0011,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0012,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0013,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0014,1055
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0015,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0016,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0017,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0018,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0019,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0020,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0021,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0022,1108
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0023,905
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0024,1056
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0025,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0026,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0027,905
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0028,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0029,1051
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0030,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0031,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0032,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0033,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0034,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0035,1055
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0036,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0037,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0038,1108
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0039,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0040,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0041,1108
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0042,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0043,1057
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0044,1105
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0045,1105
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0046,1106
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0047,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0048,1053
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0049,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0050,906
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0051,1055
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0052,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0053,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0054,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0055,1054
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0056,1056
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0057,1107
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0058,1105
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0059,1106
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0060,1105
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0061,1052
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0062,1105
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0063,905
simbenchpop__simbenchpop__ctx_007__twin_persona_summary_non_social_econ_only__s0064,1107
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0001,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0002,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0003,579
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0004,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0005,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0006,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0007,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0008,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0009,725
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0010,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0011,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0012,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0013,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0014,729
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0015,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0016,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0017,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0018,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0019,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0020,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0021,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0022,782
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0023,579
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0024,729
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0025,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0026,725
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0027,579
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0028,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0029,724
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0030,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0031,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0032,725
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0033,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0034,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0035,729
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0036,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0037,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0038,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0039,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0040,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0041,782
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0042,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0043,731
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0044,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0045,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0046,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0047,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0048,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0049,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0050,579
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0051,729
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0052,727
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0053,725
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0054,726
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0055,728
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0056,729
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0057,781
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0058,778
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0059,780
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0060,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0061,725
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0062,779
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0063,579
simbenchpop__simbenchpop__ctx_008__twin_persona_summary_non_social_econ_only__s0064,781
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0001,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0002,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0003,570
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0004,770
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0005,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0006,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0007,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0008,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0009,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0010,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0011,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0012,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0013,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0014,719
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0015,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0016,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0017,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0018,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0019,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0020,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0021,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0022,772
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0023,569
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0024,720
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0025,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0026,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0027,569
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0028,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0029,715
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0030,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0031,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0032,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0033,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0034,716
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0035,719
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0036,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0037,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0038,772
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0039,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0040,771
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0041,772
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0042,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0043,721
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0044,769
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0045,769
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0046,770
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0047,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0048,717
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0049,718
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0050,570
simbenchpop__simbenchpop__ctx_009__twin_persona_summary_non_social_econ_only__s0051,719
