custom_id,record_id,unit_id,treatment_name,variant,model,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players_json,chip_definitions_json,participant_chip_values_json,initial_chip_holdings_json,turn_order_json,round_turn_orders_json
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""peacock-red-3668"": {""BLUE"": 0.5, ""GREEN"": 0.5, ""RED"": 0.8}, ""cat-orange-2462"": {""GREEN"": 0.5, ""RED"": 0.5, ""BLUE"": 0.3}, ""otter-blue-7516"": {""BLUE"": 0.2, ""RED"": 0.7, ""GREEN"": 0.5}}","{""peacock-red-3668"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""cat-orange-2462"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""otter-blue-7516"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""]","[[""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""], [""cat-orange-2462"", ""peacock-red-3668"", ""otter-blue-7516""], [""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""]]"
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""badger-red-5032"": {""GREEN"": 0.5, ""RED"": 1.0, ""BLUE"": 1.0}, ""camel-yellow-5577"": {""GREEN"": 0.5, ""BLUE"": 0.8, ""RED"": 0.4}, ""squid-yellow-9545"": {""BLUE"": 1.0, ""RED"": 0.1, ""GREEN"": 0.5}}","{""squid-yellow-9545"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""badger-red-5032"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""camel-yellow-5577"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""]","[[""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""], [""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""], [""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""]]"
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""ram-purple-9443"", ""dog-blue-6080"", ""butterfly-blue-3807""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""ram-purple-9443"": {""RED"": 0.9, ""GREEN"": 0.5, ""BLUE"": 0.7}, ""butterfly-blue-3807"": {""RED"": 0.7, ""GREEN"": 0.5, ""BLUE"": 0.5}, ""dog-blue-6080"": {""BLUE"": 0.1, ""RED"": 0.2, ""GREEN"": 0.5}}","{""ram-purple-9443"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""dog-blue-6080"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""butterfly-blue-3807"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""ram-purple-9443"", ""dog-blue-6080"", ""butterfly-blue-3807""]","[[""ram-purple-9443"", ""dog-blue-6080"", ""butterfly-blue-3807""], [""ram-purple-9443"", ""dog-blue-6080"", ""butterfly-blue-3807""], [""ram-purple-9443"", ""dog-blue-6080"", ""butterfly-blue-3807""]]"
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""lion-orange-6194"", ""iguana-orange-3232"", ""alligator-blue-3197""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""iguana-orange-3232"": {""BLUE"": 0.7, ""RED"": 0.5, ""GREEN"": 0.5}, ""alligator-blue-3197"": {""BLUE"": 0.7, ""GREEN"": 0.5, ""RED"": 0.3}, ""lion-orange-6194"": {""BLUE"": 0.2, ""GREEN"": 0.5, ""RED"": 0.2}}","{""lion-orange-6194"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""iguana-orange-3232"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""alligator-blue-3197"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""lion-orange-6194"", ""iguana-orange-3232"", ""alligator-blue-3197""]","[[""lion-orange-6194"", ""iguana-orange-3232"", ""alligator-blue-3197""], [""lion-orange-6194"", ""iguana-orange-3232"", ""alligator-blue-3197""], [""lion-orange-6194"", ""iguana-orange-3232"", ""alligator-blue-3197""]]"
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""duck-orange-4971"": {""RED"": 0.2, ""GREEN"": 0.5, ""BLUE"": 0.2}, ""whale-red-86"": {""BLUE"": 0.3, ""GREEN"": 0.5, ""RED"": 0.7}, ""dolphin-orange-3122"": {""RED"": 0.5, ""BLUE"": 0.2, ""GREEN"": 0.5}}","{""dolphin-orange-3122"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""whale-red-86"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""duck-orange-4971"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""]","[[""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""], [""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""], [""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""]]"
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,chip3__cohort_07_m8ak4j__game_2_alt_profile,chip3__cohort_07_m8ak4j__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""zebra-blue-1097"", ""gorilla-purple-9767"", ""turtle-yellow-8674""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""zebra-blue-1097"": {""BLUE"": 0.3, ""RED"": 0.8, ""GREEN"": 0.5}, ""gorilla-purple-9767"": {""GREEN"": 0.5, ""BLUE"": 0.4, ""RED"": 0.2}, ""turtle-yellow-8674"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.7}}","{""zebra-blue-1097"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""gorilla-purple-9767"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""turtle-yellow-8674"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""zebra-blue-1097"", ""gorilla-purple-9767"", ""turtle-yellow-8674""]","[[""zebra-blue-1097"", ""gorilla-purple-9767"", ""turtle-yellow-8674""], [""zebra-blue-1097"", ""gorilla-purple-9767"", ""turtle-yellow-8674""], [""zebra-blue-1097"", ""gorilla-purple-9767"", ""turtle-yellow-8674""]]"
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,chip3__g11_m5wp7b__game_2_alt_profile,chip3__g11_m5wp7b__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g11-m5wp7b,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""cat-green-4185"": {""RED"": 0.5, ""BLUE"": 0.7000000000000001, ""GREEN"": 0.5}, ""iguana-yellow-3262"": {""GREEN"": 0.5, ""BLUE"": 0.30000000000000004, ""RED"": 0.8}, ""zebra-pink-2457"": {""BLUE"": 0.8, ""RED"": 0.4, ""GREEN"": 0.5}}","{""cat-green-4185"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""iguana-yellow-3262"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""zebra-pink-2457"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]","[[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""], [""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""], [""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]]"
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g12-m5wp8p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""swan-purple-1670"": {""GREEN"": 0.5, ""BLUE"": 0.9, ""RED"": 0.5}, ""bear-purple-7271"": {""BLUE"": 1.0, ""GREEN"": 0.5, ""RED"": 0.7000000000000001}, ""peacock-red-7768"": {""BLUE"": 0.4, ""RED"": 0.6000000000000001, ""GREEN"": 0.5}}","{""bear-purple-7271"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""peacock-red-7768"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""swan-purple-1670"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]","[[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""], [""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""], [""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]]"
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g13-m5wp8q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""camel-red-6481"": {""RED"": 0.30000000000000004, ""BLUE"": 0.6000000000000001, ""GREEN"": 0.5}, ""monkey-yellow-524"": {""RED"": 1.0, ""BLUE"": 0.9, ""GREEN"": 0.5}, ""gorilla-yellow-5964"": {""BLUE"": 0.1, ""RED"": 1.0, ""GREEN"": 0.5}}","{""gorilla-yellow-5964"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""camel-red-6481"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""monkey-yellow-524"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]","[[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""], [""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""], [""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]]"
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g15-m5wp8s,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""otter-green-8822"": {""BLUE"": 1.0, ""RED"": 0.4, ""GREEN"": 0.5}, ""tiger-red-5171"": {""RED"": 0.7000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""alligator-yellow-2789"": {""BLUE"": 0.6000000000000001, ""GREEN"": 0.5, ""RED"": 0.1}}","{""alligator-yellow-2789"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""otter-green-8822"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-red-5171"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""], [""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""], [""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]]"
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g16-m5wp8t,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""pig-green-5362"": {""BLUE"": 0.30000000000000004, ""RED"": 0.4, ""GREEN"": 0.5}, ""frog-yellow-5901"": {""BLUE"": 0.5, ""GREEN"": 0.5, ""RED"": 0.9}, ""dolphin-green-1598"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.1}}","{""dolphin-green-1598"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-yellow-5901"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""pig-green-5362"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""], [""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""], [""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]]"
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g17-m5wp8w,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""owl-green-168"": {""GREEN"": 0.5, ""BLUE"": 0.6000000000000001, ""RED"": 1.0}, ""iguana-blue-1059"": {""RED"": 0.30000000000000004, ""GREEN"": 0.5, ""BLUE"": 0.2}, ""squid-purple-9957"": {""GREEN"": 0.5, ""BLUE"": 0.5, ""RED"": 0.9}}","{""iguana-blue-1059"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-green-168"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-9957"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""], [""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""], [""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]]"
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g18-m5wq8i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""whale-orange-533"": {""BLUE"": 0.30000000000000004, ""GREEN"": 0.5, ""RED"": 0.6000000000000001}, ""gorilla-purple-8501"": {""RED"": 0.8, ""BLUE"": 0.5, ""GREEN"": 0.5}, ""llama-pink-7039"": {""RED"": 0.6000000000000001, ""BLUE"": 0.8, ""GREEN"": 0.5}}","{""gorilla-purple-8501"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""llama-pink-7039"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""whale-orange-533"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""], [""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""], [""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]]"
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,g19-m5wq90,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""tiger-purple-9111"": {""BLUE"": 0.30000000000000004, ""RED"": 1.0, ""GREEN"": 0.5}, ""lion-yellow-4229"": {""RED"": 0.9, ""BLUE"": 0.5, ""GREEN"": 0.5}, ""duck-purple-4961"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 1.0}}","{""duck-purple-4961"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""lion-yellow-4229"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-purple-9111"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]","[[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""], [""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""], [""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]]"
