record_id,unit_id,treatment_name,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension,gold_target_json
E1__B__1298,E1__B__1298,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E1__B__1369,E1__B__1369,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__146,E1__B__146,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__1579,E1__B__1579,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 7, ""send_if_act_after_check"": 9, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 4}"
E1__B__1610,E1__B__1610,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__1631,E1__B__1631,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 7, ""send_if_no_act_after_check"": 10}"
E1__B__1698,E1__B__1698,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__1736,E1__B__1736,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__1737,E1__B__1737,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 6, ""send_if_act_after_check"": 6, ""send_if_no_act_without_check"": 4, ""send_if_no_act_after_check"": 4}"
E1__B__189,E1__B__189,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 4, ""send_if_no_act_after_check"": 6}"
E1__B__1895,E1__B__1895,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__1896,E1__B__1896,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__2041,E1__B__2041,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 1, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E1__B__2070,E1__B__2070,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 0}"
E1__B__2179,E1__B__2179,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 3, ""send_if_no_act_without_check"": 3, ""send_if_no_act_after_check"": 1}"
E1__B__2197,E1__B__2197,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E1__B__2231,E1__B__2231,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 0}"
E1__B__2318,E1__B__2318,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 4, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__2360,E1__B__2360,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__2405,E1__B__2405,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 3, ""send_if_no_act_after_check"": 4}"
E1__B__2408,E1__B__2408,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E1__B__242,E1__B__242,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 7, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 7, ""send_if_no_act_after_check"": 7}"
E1__B__2431,E1__B__2431,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 0}"
E1__B__2440,E1__B__2440,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__2461,E1__B__2461,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 2}"
E1__B__2482,E1__B__2482,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E1__B__2530,E1__B__2530,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__2601,E1__B__2601,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E1__B__286,E1__B__286,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__338,E1__B__338,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 5}"
E1__B__351,E1__B__351,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 2}"
E1__B__38,E1__B__38,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 0, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__417,E1__B__417,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 3, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__536,E1__B__536,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 8, ""send_if_act_after_check"": 6, ""send_if_no_act_without_check"": 2, ""send_if_no_act_after_check"": 5}"
E1__B__571,E1__B__571,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__590,E1__B__590,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 3, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E1__B__727,E1__B__727,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 5, ""send_if_no_act_after_check"": 5}"
E1__B__756,E1__B__756,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 2, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__759,E1__B__759,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 2}"
E1__B__76,E1__B__76,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 5, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 5}"
E1__B__889,E1__B__889,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 0, ""send_if_act_after_check"": 2, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__93,E1__B__93,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 10, ""send_if_no_act_after_check"": 10}"
E1__B__98,E1__B__98,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 8, ""send_if_no_act_without_check"": 6, ""send_if_no_act_after_check"": 7}"
E1__B__982,E1__B__982,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 5, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E1__B__997,E1__B__997,E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,help,cost,"{""send_if_act_without_check"": 10, ""send_if_act_after_check"": 10, ""send_if_no_act_without_check"": 0, ""send_if_no_act_after_check"": 0}"
E2__A__1050,E2__A__1050,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1178,E2__A__1178,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1220,E2__A__1220,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1263,E2__A__1263,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1275,E2__A__1275,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1297,E2__A__1297,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1358,E2__A__1358,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 16}"
E2__A__1446,E2__A__1446,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 75}"
E2__A__1562,E2__A__1562,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__161,E2__A__161,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1626,E2__A__1626,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1696,E2__A__1696,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__1729,E2__A__1729,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 49}"
E2__A__1732,E2__A__1732,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 20}"
E2__A__1881,E2__A__1881,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 40}"
E2__A__1890,E2__A__1890,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 40}"
E2__A__1892,E2__A__1892,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2044,E2__A__2044,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2066,E2__A__2066,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2176,E2__A__2176,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 20}"
E2__A__2191,E2__A__2191,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 100}"
E2__A__2232,E2__A__2232,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2312,E2__A__2312,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2355,E2__A__2355,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 6}"
E2__A__2393,E2__A__2393,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 25}"
E2__A__2397,E2__A__2397,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2417,E2__A__2417,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2429,E2__A__2429,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2444,E2__A__2444,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 20}"
E2__A__2455,E2__A__2455,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2483,E2__A__2483,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 31}"
E2__A__2531,E2__A__2531,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 100}"
E2__A__2599,E2__A__2599,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 42}"
E2__A__286,E2__A__286,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__330,E2__A__330,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__359,E2__A__359,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__378,E2__A__378,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__415,E2__A__415,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__528,E2__A__528,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__55,E2__A__55,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__567,E2__A__567,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__694,E2__A__694,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__731,E2__A__731,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 30}"
E2__A__734,E2__A__734,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 51}"
E2__A__741,E2__A__741,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__880,E2__A__880,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__936,E2__A__936,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 25}"
E2__A__968,E2__A__968,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 1}"
E2__A__978,E2__A__978,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 60}"
E2__A__987,E2__A__987,E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__105,E2__A__105,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__1165,E2__A__1165,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1217,E2__A__1217,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 100}"
E2__A__126,E2__A__126,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1268,E2__A__1268,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 49}"
E2__A__13,E2__A__13,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1351,E2__A__1351,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1443,E2__A__1443,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 30}"
E2__A__1548,E2__A__1548,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1595,E2__A__1595,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1614,E2__A__1614,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 40}"
E2__A__1687,E2__A__1687,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 30}"
E2__A__1720,E2__A__1720,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 0}"
E2__A__1722,E2__A__1722,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1878,E2__A__1878,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__1883,E2__A__1883,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__1886,E2__A__1886,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 35}"
E2__A__2038,E2__A__2038,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2058,E2__A__2058,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 25}"
E2__A__2169,E2__A__2169,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2183,E2__A__2183,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2222,E2__A__2222,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 49}"
E2__A__2307,E2__A__2307,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2353,E2__A__2353,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2388,E2__A__2388,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__239,E2__A__239,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 40}"
E2__A__2413,E2__A__2413,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__2426,E2__A__2426,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__2436,E2__A__2436,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2454,E2__A__2454,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__2470,E2__A__2470,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 67}"
E2__A__2508,E2__A__2508,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__2582,E2__A__2582,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__270,E2__A__270,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__327,E2__A__327,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
E2__A__349,E2__A__349,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 43}"
E2__A__370,E2__A__370,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 80}"
E2__A__394,E2__A__394,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 0}"
E2__A__487,E2__A__487,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}"
E2__A__530,E2__A__530,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""NO"", ""act"": ""NO"", ""return_pct"": 0}"
E2__A__549,E2__A__549,E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,punish,cost,"{""check"": ""YES"", ""act"": ""NO"", ""return_pct"": 50}"
