tag,cluster_id,cluster_title,config_column,config_value,count,cluster_n,pct_within_cluster
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_endowment,20,223,223,1.0
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_numRounds,20,22,223,0.09865470852017937
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_playerCount,18,27,223,0.1210762331838565
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_punishmentCost,2,90,223,0.40358744394618834
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_punishmentExists,True,114,223,0.5112107623318386
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_punishmentMagnitude,2.0,35,223,0.15695067264573992
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_rewardCost,2,90,223,0.40358744394618834
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_rewardExists,True,112,223,0.5022421524663677
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_rewardMagnitude,2.0,72,223,0.32286995515695066
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_showNRounds,False,115,223,0.515695067264574
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_showOtherSummaries,False,130,223,0.5829596412556054
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_showPunishmentId,False,128,223,0.5739910313901345
CONTRIBUTION,13,Unwavering Full Cooperation in Groups,CONFIG_showRewardId,False,128,223,0.5739910313901345
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_MPCR,0.36,19,307,0.06188925081433225
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_allOrNothing,True,237,307,0.7719869706840391
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_chat,True,195,307,0.6351791530944625
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_defaultContribProp,0,178,307,0.5798045602605864
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_endowment,20,307,307,1.0
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_numRounds,5,29,307,0.09446254071661238
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_playerCount,19,33,307,0.10749185667752444
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_punishmentCost,2,104,307,0.33876221498371334
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_punishmentExists,True,191,307,0.6221498371335505
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_punishmentMagnitude,3.0,42,307,0.13680781758957655
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_rewardCost,2,104,307,0.33876221498371334
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_rewardExists,True,172,307,0.5602605863192183
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_rewardMagnitude,2.0,87,307,0.28338762214983715
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_showNRounds,True,167,307,0.5439739413680782
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_showOtherSummaries,False,155,307,0.504885993485342
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_showPunishmentId,True,171,307,0.5570032573289903
CONTRIBUTION,14,Unconditional Full Cooperation in Group Settings,CONFIG_showRewardId,True,171,307,0.5570032573289903
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_MPCR,0.63,11,129,0.08527131782945736
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_allOrNothing,True,65,129,0.5038759689922481
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_chat,True,101,129,0.7829457364341085
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_defaultContribProp,0,72,129,0.5581395348837209
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_endowment,20,129,129,1.0
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_numRounds,22,12,129,0.09302325581395349
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_playerCount,17,19,129,0.14728682170542637
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_punishmentCost,3,46,129,0.35658914728682173
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_punishmentExists,True,129,129,1.0
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_punishmentMagnitude,3.0,21,129,0.16279069767441862
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_rewardCost,3,46,129,0.35658914728682173
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_rewardExists,False,80,129,0.6201550387596899
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_rewardMagnitude,2.0,37,129,0.2868217054263566
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_showNRounds,False,75,129,0.5813953488372093
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_showOtherSummaries,True,84,129,0.6511627906976745
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_showPunishmentId,False,67,129,0.5193798449612403
PUNISHMENT,0,The Reluctance to Punish in Groups,CONFIG_showRewardId,False,67,129,0.5193798449612403
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_MPCR,0.38,6,110,0.05454545454545454
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_allOrNothing,False,61,110,0.5545454545454546
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_chat,False,70,110,0.6363636363636364
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_defaultContribProp,0,62,110,0.5636363636363636
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_endowment,20,110,110,1.0
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_numRounds,8,12,110,0.10909090909090909
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_playerCount,20,10,110,0.09090909090909091
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_punishmentCost,2,39,110,0.35454545454545455
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_punishmentExists,True,110,110,1.0
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_punishmentMagnitude,5.0,23,110,0.20909090909090908
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_rewardCost,2,39,110,0.35454545454545455
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_rewardExists,False,65,110,0.5909090909090909
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_rewardMagnitude,1.0,33,110,0.3
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_showNRounds,True,57,110,0.5181818181818182
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_showOtherSummaries,False,63,110,0.5727272727272728
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_showPunishmentId,False,68,110,0.6181818181818182
PUNISHMENT,1,The Reluctant Non-Punisher,CONFIG_showRewardId,False,68,110,0.6181818181818182
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_MPCR,0.56,12,142,0.08450704225352113
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_allOrNothing,False,85,142,0.5985915492957746
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_chat,False,115,142,0.8098591549295775
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_defaultContribProp,0,76,142,0.5352112676056338
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_endowment,20,142,142,1.0
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_numRounds,4,12,142,0.08450704225352113
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_playerCount,16,18,142,0.1267605633802817
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_punishmentCost,3,50,142,0.352112676056338
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_punishmentExists,True,142,142,1.0
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_punishmentMagnitude,2.0,30,142,0.2112676056338028
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_rewardCost,3,50,142,0.352112676056338
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_rewardExists,False,76,142,0.5352112676056338
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_rewardMagnitude,1.0,39,142,0.2746478873239437
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_showNRounds,False,98,142,0.6901408450704225
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_showOtherSummaries,False,77,142,0.5422535211267606
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_showPunishmentId,False,83,142,0.5845070422535211
PUNISHMENT,2,Non-Punitive Behavior in Group Dynamics,CONFIG_showRewardId,False,83,142,0.5845070422535211
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_MPCR,0.19,9,113,0.07964601769911504
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_allOrNothing,True,62,113,0.5486725663716814
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_chat,True,65,113,0.5752212389380531
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_defaultContribProp,0,65,113,0.5752212389380531
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_endowment,20,113,113,1.0
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_numRounds,1,9,113,0.07964601769911504
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_playerCount,19,12,113,0.10619469026548672
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_punishmentCost,3,39,113,0.34513274336283184
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_punishmentExists,True,113,113,1.0
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_punishmentMagnitude,3.0,19,113,0.168141592920354
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_rewardCost,3,39,113,0.34513274336283184
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_rewardExists,False,64,113,0.5663716814159292
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_rewardMagnitude,2.0,37,113,0.3274336283185841
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_showNRounds,True,61,113,0.5398230088495575
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_showOtherSummaries,False,77,113,0.6814159292035398
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_showPunishmentId,False,71,113,0.6283185840707964
PUNISHMENT,3,The Reluctant Non-Punisher Profile,CONFIG_showRewardId,False,71,113,0.6283185840707964
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_MPCR,0.24,10,179,0.055865921787709494
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_allOrNothing,True,91,179,0.5083798882681564
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_chat,True,133,179,0.7430167597765364
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_defaultContribProp,0,94,179,0.5251396648044693
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_endowment,20,179,179,1.0
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_numRounds,10,16,179,0.0893854748603352
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_playerCount,13,18,179,0.1005586592178771
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_punishmentCost,2,64,179,0.3575418994413408
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_punishmentExists,True,179,179,1.0
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_punishmentMagnitude,4.0,26,179,0.1452513966480447
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_rewardCost,2,64,179,0.3575418994413408
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_rewardExists,True,103,179,0.5754189944134078
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_rewardMagnitude,3.0,50,179,0.27932960893854747
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_showNRounds,True,97,179,0.5418994413407822
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_showOtherSummaries,True,99,179,0.553072625698324
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_showPunishmentId,True,102,179,0.5698324022346368
PUNISHMENT,4,Reluctance to Use Punishment Mechanisms,CONFIG_showRewardId,True,102,179,0.5698324022346368
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_MPCR,0.46,18,166,0.10843373493975904
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_allOrNothing,False,85,166,0.5120481927710844
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_chat,True,119,166,0.7168674698795181
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_defaultContribProp,1,85,166,0.5120481927710844
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_endowment,20,166,166,1.0
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_numRounds,14,17,166,0.10240963855421686
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_playerCount,16,26,166,0.1566265060240964
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_punishmentCost,2,53,166,0.3192771084337349
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_punishmentExists,True,166,166,1.0
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_punishmentMagnitude,6.0,36,166,0.21686746987951808
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_rewardCost,2,53,166,0.3192771084337349
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_rewardExists,True,126,166,0.7590361445783133
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_rewardMagnitude,1.0,45,166,0.2710843373493976
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_showNRounds,True,100,166,0.6024096385542169
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_showOtherSummaries,False,97,166,0.5843373493975904
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_showPunishmentId,True,104,166,0.6265060240963856
PUNISHMENT,5,Reluctance to Use Punishment in Groups,CONFIG_showRewardId,True,104,166,0.6265060240963856
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_MPCR,0.24,6,84,0.07142857142857142
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_allOrNothing,True,46,84,0.5476190476190477
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_chat,True,69,84,0.8214285714285714
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_defaultContribProp,0,47,84,0.5595238095238095
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_endowment,20,84,84,1.0
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_numRounds,30,7,84,0.08333333333333333
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_playerCount,15,12,84,0.14285714285714285
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_punishmentCost,2,29,84,0.34523809523809523
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_punishmentExists,True,84,84,1.0
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_punishmentMagnitude,7.0,14,84,0.16666666666666666
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_rewardCost,2,29,84,0.34523809523809523
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_rewardExists,True,44,84,0.5238095238095238
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_rewardMagnitude,2.0,27,84,0.32142857142857145
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_showNRounds,False,47,84,0.5595238095238095
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_showOtherSummaries,True,44,84,0.5238095238095238
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_showPunishmentId,True,48,84,0.5714285714285714
PUNISHMENT,6,Selective Punishment in Cooperative Settings,CONFIG_showRewardId,True,48,84,0.5714285714285714
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_MPCR,0.19,11,103,0.10679611650485436
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_allOrNothing,True,62,103,0.6019417475728155
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_chat,True,76,103,0.7378640776699029
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_defaultContribProp,1,63,103,0.6116504854368932
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_endowment,20,103,103,1.0
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_numRounds,30,11,103,0.10679611650485436
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_playerCount,18,20,103,0.1941747572815534
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_punishmentCost,2,43,103,0.4174757281553398
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_punishmentExists,True,103,103,1.0
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_punishmentMagnitude,3.0,23,103,0.22330097087378642
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_rewardCost,2,43,103,0.4174757281553398
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_rewardExists,False,75,103,0.7281553398058253
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_rewardMagnitude,2.0,44,103,0.42718446601941745
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_showNRounds,True,55,103,0.5339805825242718
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_showOtherSummaries,True,62,103,0.6019417475728155
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_showPunishmentId,False,52,103,0.5048543689320388
PUNISHMENT,7,Selective Punishment in Group Dynamics,CONFIG_showRewardId,False,52,103,0.5048543689320388
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_MPCR,0.56,8,94,0.0851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_allOrNothing,False,52,94,0.5531914893617021
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_chat,False,74,94,0.7872340425531915
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_defaultContribProp,0,53,94,0.5638297872340425
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_endowment,20,94,94,1.0
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_numRounds,11,8,94,0.0851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_playerCount,13,11,94,0.11702127659574468
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_punishmentCost,2,29,94,0.30851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_punishmentExists,True,94,94,1.0
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_punishmentMagnitude,6.0,16,94,0.1702127659574468
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_rewardCost,2,29,94,0.30851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_rewardExists,False,51,94,0.5425531914893617
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_rewardMagnitude,2.0,29,94,0.30851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_showNRounds,False,56,94,0.5957446808510638
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_showOtherSummaries,False,54,94,0.574468085106383
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_showPunishmentId,True,55,94,0.5851063829787234
PUNISHMENT,8,Selective Punishment in Cooperative Settings,CONFIG_showRewardId,True,55,94,0.5851063829787234
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_MPCR,0.4,12,121,0.09917355371900827
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_allOrNothing,True,63,121,0.5206611570247934
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_chat,False,88,121,0.7272727272727273
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_defaultContribProp,0,64,121,0.5289256198347108
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_endowment,20,121,121,1.0
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_numRounds,9,10,121,0.08264462809917356
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_playerCount,16,14,121,0.11570247933884298
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_punishmentCost,3,51,121,0.4214876033057851
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_punishmentExists,True,121,121,1.0
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_punishmentMagnitude,2.0,19,121,0.15702479338842976
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_rewardCost,3,51,121,0.4214876033057851
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_rewardExists,True,64,121,0.5289256198347108
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_rewardMagnitude,2.0,35,121,0.2892561983471074
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_showNRounds,True,70,121,0.5785123966942148
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_showOtherSummaries,True,62,121,0.512396694214876
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_showPunishmentId,False,61,121,0.5041322314049587
PUNISHMENT,9,Selective Punishment in Cooperative Settings,CONFIG_showRewardId,False,61,121,0.5041322314049587
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_MPCR,0.23,6,92,0.06521739130434782
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_allOrNothing,True,51,92,0.5543478260869565
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_chat,True,81,92,0.8804347826086957
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_defaultContribProp,0,50,92,0.5434782608695652
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_endowment,20,92,92,1.0
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_numRounds,10,8,92,0.08695652173913043
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_playerCount,19,15,92,0.16304347826086957
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_punishmentCost,2,30,92,0.32608695652173914
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_punishmentExists,True,92,92,1.0
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_punishmentMagnitude,4.0,16,92,0.17391304347826086
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_rewardCost,2,30,92,0.32608695652173914
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_rewardExists,True,52,92,0.5652173913043478
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_rewardMagnitude,2.0,31,92,0.33695652173913043
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_showNRounds,True,55,92,0.5978260869565217
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_showOtherSummaries,True,58,92,0.6304347826086957
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_showPunishmentId,False,47,92,0.5108695652173914
PUNISHMENT,10,Selective Punishment in Cooperative Groups,CONFIG_showRewardId,False,47,92,0.5108695652173914
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_MPCR,0.17,7,108,0.06481481481481481
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_allOrNothing,False,55,108,0.5092592592592593
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_chat,False,90,108,0.8333333333333334
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_defaultContribProp,0,61,108,0.5648148148148148
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_endowment,20,108,108,1.0
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_numRounds,11,12,108,0.1111111111111111
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_playerCount,15,14,108,0.12962962962962962
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_punishmentCost,3,35,108,0.32407407407407407
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_punishmentExists,True,108,108,1.0
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_punishmentMagnitude,4.0,16,108,0.14814814814814814
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_rewardCost,3,35,108,0.32407407407407407
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_rewardExists,False,64,108,0.5925925925925926
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_rewardMagnitude,3.0,35,108,0.32407407407407407
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_showNRounds,False,65,108,0.6018518518518519
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_showOtherSummaries,True,56,108,0.5185185185185185
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_showPunishmentId,True,56,108,0.5185185185185185
PUNISHMENT,11,Selective Punishment in Group Dynamics,CONFIG_showRewardId,True,56,108,0.5185185185185185
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_MPCR,0.2,6,101,0.0594059405940594
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_allOrNothing,True,54,101,0.5346534653465347
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_chat,True,71,101,0.7029702970297029
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_defaultContribProp,0,51,101,0.504950495049505
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_endowment,20,101,101,1.0
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_numRounds,14,9,101,0.0891089108910891
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_playerCount,19,20,101,0.19801980198019803
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_punishmentCost,2,36,101,0.3564356435643564
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_punishmentExists,True,101,101,1.0
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_punishmentMagnitude,11.0,15,101,0.1485148514851485
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_rewardCost,2,36,101,0.3564356435643564
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_rewardExists,True,62,101,0.6138613861386139
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_rewardMagnitude,2.0,30,101,0.297029702970297
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_showNRounds,True,68,101,0.6732673267326733
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_showOtherSummaries,True,60,101,0.594059405940594
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_showPunishmentId,True,51,101,0.504950495049505
PUNISHMENT,12,The Dynamics of Costly Punishment,CONFIG_showRewardId,True,51,101,0.504950495049505
PUNISHMENT,13,Costly Punishers: Enforcing Contribution Norms,CONFIG_MPCR,0.4,10,152,0.06578947368421052
