custom_id,parse_success,parse_errors,validation_errors,text,parsed_target,record_id,unit_id,treatment_name,variant,model,TreatmentCode,Treatment,PersonalizedTreatment,num_scenarios,scenario_manifest_json,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated
multi_game_llm_fvk2c__59,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 0,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",59,59,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,0.0,1.0,0.0,0.0,0.0
multi_game_llm_fvk2c__650,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 0,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",650,650,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,0.0,1.0,0.0,0.0,0.0
multi_game_llm_fvk2c__667,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""NO"",
      ""TGReceiver_decision"": 0,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 0, 'TGSender_decision': 'NO', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",667,667,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,0.0,0.0,1.0,0.0,0.0
multi_game_llm_fvk2c__763,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 1,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": null,
      ""TGReceiver_decision"": 2,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 1, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': None, 'PD_decision': None, 'SH_decision': None, 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",763,763,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,1.0,0.0,1.0,1.0,0.0
multi_game_llm_fvk2c__8,True,[],[],"{
  ""UGProposer_delegated"": 0,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""NO"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'NO', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",8,8,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,0.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__846,True,[],[],"{
  ""UGProposer_delegated"": 0,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",846,846,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,0.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__871,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 3,
      ""UGResponder_decision"": 1,
      ""TGSender_decision"": ""NO"",
      ""TGReceiver_decision"": 1,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 1, 'TGReceiver_decision': 1, 'TGSender_decision': 'NO', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",871,871,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__980,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 3,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""NO"",
      ""TGReceiver_decision"": 1,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 2, 'TGReceiver_decision': 1, 'TGSender_decision': 'NO', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",980,980,TDU,baseline,gpt-5-mini,TDU,TransparentDelegation,0,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,1.0,0.0,0.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__1089,True,[],[],"{
  ""UGProposer_delegated"": null,
  ""UGResponder_delegated"": null,
  ""TGSender_delegated"": null,
  ""TGReceiver_delegated"": null,
  ""PD_delegated"": null,
  ""SH_delegated"": null,
  ""C_delegated"": null,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': None, 'UGResponder_delegated': None, 'TGSender_delegated': None, 'TGReceiver_delegated': None, 'PD_delegated': None, 'SH_delegated': None, 'C_delegated': None, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",1089,1089,TRP,baseline,gpt-5-mini,TRP,TransparentRandom,1,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,,,,,,,
multi_game_llm_fvk2c__11,True,[],[],"{
  ""UGProposer_delegated"": null,
  ""UGResponder_delegated"": null,
  ""TGSender_delegated"": null,
  ""TGReceiver_delegated"": null,
  ""PD_delegated"": null,
  ""SH_delegated"": null,
  ""C_delegated"": null,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""AgainstAI"",
      ""UGProposer_decision"": 3,
      ""UGResponder_decision"": 2,
      ""TGSender_decision"": ""NO"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""Y"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': None, 'UGResponder_delegated': None, 'TGSender_delegated': None, 'TGReceiver_delegated': None, 'PD_delegated': None, 'SH_delegated': None, 'C_delegated': None, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 4, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'AgainstAI', 'UGProposer_decision': 3, 'UGResponder_decision': 2, 'TGReceiver_decision': 2, 'TGSender_decision': 'NO', 'PD_decision': 'B', 'SH_decision': 'Y', 'C_decision': 'Earth'}]}",11,11,TRP,baseline,gpt-5-mini,TRP,TransparentRandom,1,3,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""21"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstHuman"", ""order"": 2}, {""scenario_code"": ""22"", ""scenario"": ""NoAISupport"", ""case"": ""AgainstAI"", ""order"": 3}]",generated,,,,,,,
