custom_id,estimated_input_chars,estimated_input_tokens_char4
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_FAuuG8S2iw8wkGRnA__p006__g034,12582,3146
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_SFohXkBYvScM7Y7rC__p006__g035,11710,2928
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_5R7YRmti4R5GiJKpi__p006__g036,12943,3236
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6BxRfLcBtXYodAS8h__p006__g037,8891,2223
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7Y6PBvgZNqtriKzaZ__p006__g038,9376,2344
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_HmA52oSS75D5Z2W8a__p006__g039,13118,3280
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6pQRuemJv5faRcZft__p006__g040,13064,3266
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_5mhtM66ewYHNxSp4q__p007__g001,9677,2419
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2TquMDieEiixty8AN__p007__g002,12605,3151
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_65crAkEscRbHNJXbW__p007__g003,9385,2346
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3EG5RaDj4z7hkT2JD__p007__g004,10018,2504
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_PmcxhmDRj2tN3cECC__p007__g005,20789,5197
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_925LF9k9CXpz8KjQm__p007__g006,26258,6564
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_ASQtYBWx6cGN27KxL__p007__g007,11245,2811
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_DYFJDsdGg8bppBJ7P__p007__g008,12074,3018
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_CbDvrXGkphmfGtH3G__p007__g009,18280,4570
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_FvbM5EM5aB5pcjLpA__p007__g010,15202,3800
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_C5Cd8Yq5dDbdycXKB__p007__g011,12835,3209
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_AyQkFs97hRTki5zWR__p007__g012,13942,3486
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7oRFMBwqmesGX7t3H__p007__g013,21102,5276
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_fMhhGrfpZH9ign2AK__p007__g014,14752,3688
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_i7C4Y4NiesraiSwwb__p007__g015,13036,3259
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7tfDsTHHnxsgrhE3d__p007__g016,15429,3857
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_r7Bk7fEwX3HSRrXMZ__p007__g017,10653,2663
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7FQezekfKk3zctLN8__p007__g018,16808,4202
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2khRAszouj8vP8ZfP__p007__g019,12180,3045
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_CoHyYysb84APn5gDE__p007__g020,12184,3046
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2KKC9nMd8nRXfgH5G__p007__g021,13318,3330
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_PrfKWppTZdvPhe4oN__p007__g022,14651,3663
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6Pxb9DsQpyk22cJNr__p007__g023,10286,2572
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_Fm7uYc98E2b6kcoDE__p007__g024,11127,2782
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_9oyspxPncwXdAkruR__p007__g025,10556,2639
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_2TDnnb4wn9rwy3CYZ__p007__g026,11496,2874
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7ywewvEuctuz4Rq8j__p007__g027,13919,3480
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_AJ4ikZuWJeJcEXhgZ__p007__g028,13397,3349
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3v9ji6wNY7sXHe8cM__p007__g029,12653,3163
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_8GneB6qmtDLSnbcJT__p007__g030,11540,2885
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6sSM4xSyZQkaxyHav__p007__g031,10743,2686
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_3EQGxadfbmAKaACgZ__p007__g032,10575,2644
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,11071,2768
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_FAuuG8S2iw8wkGRnA__p007__g034,13408,3352
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_SFohXkBYvScM7Y7rC__p007__g035,12536,3134
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_5R7YRmti4R5GiJKpi__p007__g036,13769,3442
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6BxRfLcBtXYodAS8h__p007__g037,9717,2429
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_7Y6PBvgZNqtriKzaZ__p007__g038,10202,2550
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_HmA52oSS75D5Z2W8a__p007__g039,13944,3486
nemotron_pgg_match__pid_nemotron_f581e74f06fb__game_6pQRuemJv5faRcZft__p007__g040,13890,3472
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_5mhtM66ewYHNxSp4q__p008__g001,8613,2153
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2TquMDieEiixty8AN__p008__g002,11541,2885
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_65crAkEscRbHNJXbW__p008__g003,8321,2080
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3EG5RaDj4z7hkT2JD__p008__g004,8954,2238
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_PmcxhmDRj2tN3cECC__p008__g005,19725,4931
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_925LF9k9CXpz8KjQm__p008__g006,25194,6298
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_ASQtYBWx6cGN27KxL__p008__g007,10181,2545
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_DYFJDsdGg8bppBJ7P__p008__g008,11010,2752
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_CbDvrXGkphmfGtH3G__p008__g009,17216,4304
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_FvbM5EM5aB5pcjLpA__p008__g010,14138,3534
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_C5Cd8Yq5dDbdycXKB__p008__g011,11771,2943
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_AyQkFs97hRTki5zWR__p008__g012,12878,3220
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7oRFMBwqmesGX7t3H__p008__g013,20038,5010
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_fMhhGrfpZH9ign2AK__p008__g014,13688,3422
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_i7C4Y4NiesraiSwwb__p008__g015,11972,2993
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7tfDsTHHnxsgrhE3d__p008__g016,14365,3591
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_r7Bk7fEwX3HSRrXMZ__p008__g017,9589,2397
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7FQezekfKk3zctLN8__p008__g018,15744,3936
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2khRAszouj8vP8ZfP__p008__g019,11116,2779
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_CoHyYysb84APn5gDE__p008__g020,11120,2780
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2KKC9nMd8nRXfgH5G__p008__g021,12254,3064
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_PrfKWppTZdvPhe4oN__p008__g022,13587,3397
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6Pxb9DsQpyk22cJNr__p008__g023,9222,2306
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_Fm7uYc98E2b6kcoDE__p008__g024,10063,2516
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_9oyspxPncwXdAkruR__p008__g025,9492,2373
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_2TDnnb4wn9rwy3CYZ__p008__g026,10432,2608
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7ywewvEuctuz4Rq8j__p008__g027,12855,3214
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_AJ4ikZuWJeJcEXhgZ__p008__g028,12333,3083
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3v9ji6wNY7sXHe8cM__p008__g029,11589,2897
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_8GneB6qmtDLSnbcJT__p008__g030,10476,2619
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6sSM4xSyZQkaxyHav__p008__g031,9679,2420
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_3EQGxadfbmAKaACgZ__p008__g032,9511,2378
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_Aj2G7CTuhLZ7Z2SPK__p008__g033,10007,2502
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_FAuuG8S2iw8wkGRnA__p008__g034,12344,3086
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_SFohXkBYvScM7Y7rC__p008__g035,11472,2868
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_5R7YRmti4R5GiJKpi__p008__g036,12705,3176
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6BxRfLcBtXYodAS8h__p008__g037,8653,2163
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_7Y6PBvgZNqtriKzaZ__p008__g038,9138,2284
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_HmA52oSS75D5Z2W8a__p008__g039,12880,3220
nemotron_pgg_match__pid_nemotron_99bedf79e01a__game_6pQRuemJv5faRcZft__p008__g040,12826,3206
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_5mhtM66ewYHNxSp4q__p009__g001,8198,2050
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2TquMDieEiixty8AN__p009__g002,11126,2782
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_65crAkEscRbHNJXbW__p009__g003,7906,1976
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3EG5RaDj4z7hkT2JD__p009__g004,8539,2135
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_PmcxhmDRj2tN3cECC__p009__g005,19310,4828
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_925LF9k9CXpz8KjQm__p009__g006,24779,6195
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_ASQtYBWx6cGN27KxL__p009__g007,9766,2442
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_DYFJDsdGg8bppBJ7P__p009__g008,10595,2649
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_CbDvrXGkphmfGtH3G__p009__g009,16801,4200
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_FvbM5EM5aB5pcjLpA__p009__g010,13723,3431
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_C5Cd8Yq5dDbdycXKB__p009__g011,11356,2839
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_AyQkFs97hRTki5zWR__p009__g012,12463,3116
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7oRFMBwqmesGX7t3H__p009__g013,19623,4906
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_fMhhGrfpZH9ign2AK__p009__g014,13273,3318
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_i7C4Y4NiesraiSwwb__p009__g015,11557,2889
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7tfDsTHHnxsgrhE3d__p009__g016,13950,3488
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_r7Bk7fEwX3HSRrXMZ__p009__g017,9174,2294
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7FQezekfKk3zctLN8__p009__g018,15329,3832
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2khRAszouj8vP8ZfP__p009__g019,10701,2675
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_CoHyYysb84APn5gDE__p009__g020,10705,2676
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2KKC9nMd8nRXfgH5G__p009__g021,11839,2960
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_PrfKWppTZdvPhe4oN__p009__g022,13172,3293
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6Pxb9DsQpyk22cJNr__p009__g023,8807,2202
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_Fm7uYc98E2b6kcoDE__p009__g024,9648,2412
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_9oyspxPncwXdAkruR__p009__g025,9077,2269
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_2TDnnb4wn9rwy3CYZ__p009__g026,10017,2504
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7ywewvEuctuz4Rq8j__p009__g027,12440,3110
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_AJ4ikZuWJeJcEXhgZ__p009__g028,11918,2980
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3v9ji6wNY7sXHe8cM__p009__g029,11174,2794
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_8GneB6qmtDLSnbcJT__p009__g030,10061,2515
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6sSM4xSyZQkaxyHav__p009__g031,9264,2316
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_3EQGxadfbmAKaACgZ__p009__g032,9096,2274
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_Aj2G7CTuhLZ7Z2SPK__p009__g033,9592,2398
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_FAuuG8S2iw8wkGRnA__p009__g034,11929,2982
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_SFohXkBYvScM7Y7rC__p009__g035,11057,2764
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_5R7YRmti4R5GiJKpi__p009__g036,12290,3072
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6BxRfLcBtXYodAS8h__p009__g037,8238,2060
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_7Y6PBvgZNqtriKzaZ__p009__g038,8723,2181
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_HmA52oSS75D5Z2W8a__p009__g039,12465,3116
nemotron_pgg_match__pid_nemotron_977a3ad6553e__game_6pQRuemJv5faRcZft__p009__g040,12411,3103
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_5mhtM66ewYHNxSp4q__p010__g001,9277,2319
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2TquMDieEiixty8AN__p010__g002,12205,3051
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_65crAkEscRbHNJXbW__p010__g003,8985,2246
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3EG5RaDj4z7hkT2JD__p010__g004,9618,2404
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_PmcxhmDRj2tN3cECC__p010__g005,20389,5097
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_925LF9k9CXpz8KjQm__p010__g006,25858,6464
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_ASQtYBWx6cGN27KxL__p010__g007,10845,2711
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_DYFJDsdGg8bppBJ7P__p010__g008,11674,2918
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_CbDvrXGkphmfGtH3G__p010__g009,17880,4470
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_FvbM5EM5aB5pcjLpA__p010__g010,14802,3700
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_C5Cd8Yq5dDbdycXKB__p010__g011,12435,3109
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_AyQkFs97hRTki5zWR__p010__g012,13542,3386
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7oRFMBwqmesGX7t3H__p010__g013,20702,5176
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_fMhhGrfpZH9ign2AK__p010__g014,14352,3588
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_i7C4Y4NiesraiSwwb__p010__g015,12636,3159
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7tfDsTHHnxsgrhE3d__p010__g016,15029,3757
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_r7Bk7fEwX3HSRrXMZ__p010__g017,10253,2563
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7FQezekfKk3zctLN8__p010__g018,16408,4102
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2khRAszouj8vP8ZfP__p010__g019,11780,2945
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_CoHyYysb84APn5gDE__p010__g020,11784,2946
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2KKC9nMd8nRXfgH5G__p010__g021,12918,3230
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_PrfKWppTZdvPhe4oN__p010__g022,14251,3563
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6Pxb9DsQpyk22cJNr__p010__g023,9886,2472
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_Fm7uYc98E2b6kcoDE__p010__g024,10727,2682
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_9oyspxPncwXdAkruR__p010__g025,10156,2539
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_2TDnnb4wn9rwy3CYZ__p010__g026,11096,2774
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7ywewvEuctuz4Rq8j__p010__g027,13519,3380
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_AJ4ikZuWJeJcEXhgZ__p010__g028,12997,3249
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3v9ji6wNY7sXHe8cM__p010__g029,12253,3063
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_8GneB6qmtDLSnbcJT__p010__g030,11140,2785
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6sSM4xSyZQkaxyHav__p010__g031,10343,2586
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_3EQGxadfbmAKaACgZ__p010__g032,10175,2544
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_Aj2G7CTuhLZ7Z2SPK__p010__g033,10671,2668
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_FAuuG8S2iw8wkGRnA__p010__g034,13008,3252
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_SFohXkBYvScM7Y7rC__p010__g035,12136,3034
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_5R7YRmti4R5GiJKpi__p010__g036,13369,3342
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6BxRfLcBtXYodAS8h__p010__g037,9317,2329
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_7Y6PBvgZNqtriKzaZ__p010__g038,9802,2450
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_HmA52oSS75D5Z2W8a__p010__g039,13544,3386
nemotron_pgg_match__pid_nemotron_9afc2d5a2cf6__game_6pQRuemJv5faRcZft__p010__g040,13490,3372
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_5mhtM66ewYHNxSp4q__p011__g001,9249,2312
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2TquMDieEiixty8AN__p011__g002,12177,3044
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_65crAkEscRbHNJXbW__p011__g003,8957,2239
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3EG5RaDj4z7hkT2JD__p011__g004,9590,2398
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_PmcxhmDRj2tN3cECC__p011__g005,20361,5090
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_925LF9k9CXpz8KjQm__p011__g006,25830,6458
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_ASQtYBWx6cGN27KxL__p011__g007,10817,2704
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_DYFJDsdGg8bppBJ7P__p011__g008,11646,2912
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_CbDvrXGkphmfGtH3G__p011__g009,17852,4463
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_FvbM5EM5aB5pcjLpA__p011__g010,14774,3694
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_C5Cd8Yq5dDbdycXKB__p011__g011,12407,3102
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_AyQkFs97hRTki5zWR__p011__g012,13514,3378
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7oRFMBwqmesGX7t3H__p011__g013,20674,5168
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_fMhhGrfpZH9ign2AK__p011__g014,14324,3581
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_i7C4Y4NiesraiSwwb__p011__g015,12608,3152
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7tfDsTHHnxsgrhE3d__p011__g016,15001,3750
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_r7Bk7fEwX3HSRrXMZ__p011__g017,10225,2556
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7FQezekfKk3zctLN8__p011__g018,16380,4095
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2khRAszouj8vP8ZfP__p011__g019,11752,2938
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_CoHyYysb84APn5gDE__p011__g020,11756,2939
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2KKC9nMd8nRXfgH5G__p011__g021,12890,3222
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_PrfKWppTZdvPhe4oN__p011__g022,14223,3556
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6Pxb9DsQpyk22cJNr__p011__g023,9858,2464
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_Fm7uYc98E2b6kcoDE__p011__g024,10699,2675
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_9oyspxPncwXdAkruR__p011__g025,10128,2532
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_2TDnnb4wn9rwy3CYZ__p011__g026,11068,2767
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7ywewvEuctuz4Rq8j__p011__g027,13491,3373
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_AJ4ikZuWJeJcEXhgZ__p011__g028,12969,3242
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3v9ji6wNY7sXHe8cM__p011__g029,12225,3056
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_8GneB6qmtDLSnbcJT__p011__g030,11112,2778
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6sSM4xSyZQkaxyHav__p011__g031,10315,2579
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_3EQGxadfbmAKaACgZ__p011__g032,10147,2537
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_Aj2G7CTuhLZ7Z2SPK__p011__g033,10643,2661
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_FAuuG8S2iw8wkGRnA__p011__g034,12980,3245
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_SFohXkBYvScM7Y7rC__p011__g035,12108,3027
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_5R7YRmti4R5GiJKpi__p011__g036,13341,3335
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6BxRfLcBtXYodAS8h__p011__g037,9289,2322
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_7Y6PBvgZNqtriKzaZ__p011__g038,9774,2444
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_HmA52oSS75D5Z2W8a__p011__g039,13516,3379
nemotron_pgg_match__pid_nemotron_b759705eca6f__game_6pQRuemJv5faRcZft__p011__g040,13462,3366
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_5mhtM66ewYHNxSp4q__p012__g001,8264,2066
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2TquMDieEiixty8AN__p012__g002,11192,2798
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_65crAkEscRbHNJXbW__p012__g003,7972,1993
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_3EG5RaDj4z7hkT2JD__p012__g004,8605,2151
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_PmcxhmDRj2tN3cECC__p012__g005,19376,4844
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_925LF9k9CXpz8KjQm__p012__g006,24845,6211
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_ASQtYBWx6cGN27KxL__p012__g007,9832,2458
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_DYFJDsdGg8bppBJ7P__p012__g008,10661,2665
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_CbDvrXGkphmfGtH3G__p012__g009,16867,4217
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_FvbM5EM5aB5pcjLpA__p012__g010,13789,3447
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_C5Cd8Yq5dDbdycXKB__p012__g011,11422,2856
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_AyQkFs97hRTki5zWR__p012__g012,12529,3132
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7oRFMBwqmesGX7t3H__p012__g013,19689,4922
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_fMhhGrfpZH9ign2AK__p012__g014,13339,3335
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_i7C4Y4NiesraiSwwb__p012__g015,11623,2906
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7tfDsTHHnxsgrhE3d__p012__g016,14016,3504
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_r7Bk7fEwX3HSRrXMZ__p012__g017,9240,2310
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7FQezekfKk3zctLN8__p012__g018,15395,3849
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2khRAszouj8vP8ZfP__p012__g019,10767,2692
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_CoHyYysb84APn5gDE__p012__g020,10771,2693
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2KKC9nMd8nRXfgH5G__p012__g021,11905,2976
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_PrfKWppTZdvPhe4oN__p012__g022,13238,3310
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_6Pxb9DsQpyk22cJNr__p012__g023,8873,2218
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_Fm7uYc98E2b6kcoDE__p012__g024,9714,2428
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_9oyspxPncwXdAkruR__p012__g025,9143,2286
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_2TDnnb4wn9rwy3CYZ__p012__g026,10083,2521
nemotron_pgg_match__pid_nemotron_6724960e0edd__game_7ywewvEuctuz4Rq8j__p012__g027,12506,3126
