custom_id,persona_pid,persona_source,source_dataset,source_row_idx,uuid,persona_chars,raw_profile_chars,profile_sha1,raw_profile_sha1,age,sex,marital_status,education_level,bachelors_field,occupation,city,state,country,game_id,treatment_name,config_id,num_rounds,players,model,top_k
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7Y6PBvgZNqtriKzaZ__p004__g038,nemotron_8d1dc8f0a145,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,59298,8d1dc8f0a14543eb899b055ea65ccff3,5587,5779,048cd34cd942fca9ce1d4e7067d9dcc73dbc8ffc,eaa158b47ecd0566296c543f9ebbc4382d5ba792,40,Male,never_married,graduate,stem,clergy,Live Oak,FL,USA,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_HmA52oSS75D5Z2W8a__p004__g039,nemotron_8d1dc8f0a145,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,59298,8d1dc8f0a14543eb899b055ea65ccff3,5587,5779,048cd34cd942fca9ce1d4e7067d9dcc73dbc8ffc,eaa158b47ecd0566296c543f9ebbc4382d5ba792,40,Male,never_married,graduate,stem,clergy,Live Oak,FL,USA,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_6pQRuemJv5faRcZft__p004__g040,nemotron_8d1dc8f0a145,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,59298,8d1dc8f0a14543eb899b055ea65ccff3,5587,5779,048cd34cd942fca9ce1d4e7067d9dcc73dbc8ffc,eaa158b47ecd0566296c543f9ebbc4382d5ba792,40,Male,never_married,graduate,stem,clergy,Live Oak,FL,USA,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5mhtM66ewYHNxSp4q__p005__g001,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TquMDieEiixty8AN__p005__g002,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_65crAkEscRbHNJXbW__p005__g003,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EG5RaDj4z7hkT2JD__p005__g004,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_PmcxhmDRj2tN3cECC__p005__g005,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_925LF9k9CXpz8KjQm__p005__g006,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_ASQtYBWx6cGN27KxL__p005__g007,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_DYFJDsdGg8bppBJ7P__p005__g008,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_CbDvrXGkphmfGtH3G__p005__g009,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_FvbM5EM5aB5pcjLpA__p005__g010,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_C5Cd8Yq5dDbdycXKB__p005__g011,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_AyQkFs97hRTki5zWR__p005__g012,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7oRFMBwqmesGX7t3H__p005__g013,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_fMhhGrfpZH9ign2AK__p005__g014,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_i7C4Y4NiesraiSwwb__p005__g015,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7tfDsTHHnxsgrhE3d__p005__g016,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_r7Bk7fEwX3HSRrXMZ__p005__g017,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7FQezekfKk3zctLN8__p005__g018,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2khRAszouj8vP8ZfP__p005__g019,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,2khRAszouj8vP8ZfP,VALIDATION_18_C,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_CoHyYysb84APn5gDE__p005__g020,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,CoHyYysb84APn5gDE,VALIDATION_18_T,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2KKC9nMd8nRXfgH5G__p005__g021,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_PrfKWppTZdvPhe4oN__p005__g022,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,PrfKWppTZdvPhe4oN,VALIDATION_19_T,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6Pxb9DsQpyk22cJNr__p005__g023,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_Fm7uYc98E2b6kcoDE__p005__g024,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_9oyspxPncwXdAkruR__p005__g025,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,9oyspxPncwXdAkruR,VALIDATION_2_C,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TDnnb4wn9rwy3CYZ__p005__g026,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7ywewvEuctuz4Rq8j__p005__g027,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,7ywewvEuctuz4Rq8j,VALIDATION_3_C,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_AJ4ikZuWJeJcEXhgZ__p005__g028,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3v9ji6wNY7sXHe8cM__p005__g029,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_8GneB6qmtDLSnbcJT__p005__g030,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,8GneB6qmtDLSnbcJT,VALIDATION_4_T,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6sSM4xSyZQkaxyHav__p005__g031,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EQGxadfbmAKaACgZ__p005__g032,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_Aj2G7CTuhLZ7Z2SPK__p005__g033,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_FAuuG8S2iw8wkGRnA__p005__g034,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_SFohXkBYvScM7Y7rC__p005__g035,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5R7YRmti4R5GiJKpi__p005__g036,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6BxRfLcBtXYodAS8h__p005__g037,nemotron_2dbb30158a18,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,96033,2dbb30158a1846768fa2b0d55c5372b3,5048,5248,2c04fc795e61e75e74d0612e3f5e2bd52b2dcf1b,e6961516b7cef6fcde6407dbce897aa7c7f314bd,48,Female,married_present,graduate,arts_humanities,manager,Auburn,NY,USA,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3
