sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included
119,24,4,mm_individual_demo_024_04_ab_wvsw6covered168,mm_individual_demo_024_04_ab,om2Bq2NKbLBBemHJr,-2025265369_6788224712692164.0,6788224712692160,9,a6d1ea9ffa14fb945cbfb1987b9ea8ca,16962,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,22,bachelor,male,35000,0.5,0.5,Age,Age,Young,0,792,198,227,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve into a concrete barrier. The following passengers die: 1 elderly woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
126,26,1,mm_individual_demo_026_01_ab_wvsw6covered168,mm_individual_demo_026_01_ab,BDbvJ6GdP8ufTZFEz,-1774028836_9183762686911112.0,9183762686911110,10,57f2f3f1620ea7cadb3a45a62c948db0,14983,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,22,bachelor,male,35000,0.33,0,Gender,Gender,Female,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.33 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
128,26,3,mm_individual_demo_026_03_ab_wvsw6covered168,mm_individual_demo_026_03_ab,D4NxFS79e6BxPX33x,508109930_3083813551358914.0,3083813551358910,10,57f2f3f1620ea7cadb3a45a62c948db0,14983,stay,swerve,left,right,stay,swerve,A,stay,NLD,NLD,25,bachelor,male,15000,0.73,0,Gender,Gender,Female,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Male
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 0.73 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: NLD

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
132,27,2,mm_individual_demo_027_02_ab_wvsw6covered168,mm_individual_demo_027_02_ab,D5ALH9B7Hocuybj8C,-300080140_8279304714462183.0,8279304714462180,9,0205c1ee69c9f923c1b7a1e71b3e5963,14824,swerve,stay,left,right,swerve,stay,B,stay,BRA,BRA,22,college,male,under5000,0.5,0.5,Gender,Gender,Male,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
134,27,4,mm_individual_demo_027_04_ab_wvsw6covered168,mm_individual_demo_027_04_ab,tLJ2reCu7cRKfhwX2,-696884400_2808927424456440.0,2808927424456440,3,0205c1ee69c9f923c1b7a1e71b3e5963,14824,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,35,graduate,female,25000,1,1,Gender,Gender,Male,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 35
Gender: Female
Education: Graduate degree
Annual income: $25,001-$35,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
135,27,5,mm_individual_demo_027_05_ab_wvsw6covered168,mm_individual_demo_027_05_ab,wbwP3JfWtzfReFWDw,-400969013_3781454661623122.0,3781454661623120,1,0205c1ee69c9f923c1b7a1e71b3e5963,14824,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,26,college,male,35000,0.41,0.46,Gender,Gender,Male,1,804,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Attended college
Annual income: $35,001-$50,000
Political views: 0.41 on a conservative (0) to progressive (1) scale
Religiosity: 0.46 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
136,28,1,mm_individual_demo_028_01_ab_wvsw6covered168,mm_individual_demo_028_01_ab,2Xtv94sQDzbNeRvBN,-157566411_7960748349356137.0,7960748349356140,4,ea2b354634993cdac66fa6f859c0068e,14807,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,26,college,female,10000,0.5,0.87,Gender,Gender,Male,1,816,204,234,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Female
Education: Attended college
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.87 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
137,28,2,mm_individual_demo_028_02_ab_wvsw6covered168,mm_individual_demo_028_02_ab,3o4ceP8D5fu6HbsRQ,1929312264_4559752888955086.0,4559752888955090,1,ea2b354634993cdac66fa6f859c0068e,14807,stay,swerve,left,right,stay,swerve,A,stay,BRA,BRA,30,graduate,male,25000,1,0.78,Gender,Gender,Male,1,813,204,233,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 30
Gender: Male
Education: Graduate degree
Annual income: $25,001-$35,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.78 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
140,28,5,mm_individual_demo_028_05_ab_wvsw6covered168,mm_individual_demo_028_05_ab,jWN4Rsp4ixL8XsCPg,-457624045_4334010992292907.0,4334010992292910,13,ea2b354634993cdac66fa6f859c0068e,14807,stay,swerve,left,right,stay,swerve,A,stay,URY,URY,23,college,male,5000,0.5,0.34,Gender,Gender,Male,1,813,204,233,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Attended college
Annual income: $5,000-$10,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.34 on a not religious (0) to very religious (1) scale
Country: URY

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
141,29,1,mm_individual_demo_029_01_ab_wvsw6covered168,mm_individual_demo_029_01_ab,2sFkd9kCwd2RQRpCp,-1923514892_2543619245813511.0,2543619245813510,1,7c5eb9f0e9c6bb257050569d1264ea4a,14790,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,19,college,female,above100000,1,0.5,Gender,Gender,Female,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Female
Education: Attended college
Annual income: Over $100,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
151,31,1,mm_individual_demo_031_01_ab_wvsw6covered168,mm_individual_demo_031_01_ab,3hXdk4Ptpno5dERNZ,1602200907_4175260135737535.0,4175260135737540,2,3b93b24d35338bb577169344973e079e,14760,stay,swerve,left,right,stay,swerve,A,stay,AUS,AUS,27,bachelor,male,above100000,0.8,0,Gender,Gender,Female,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 0.80 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: AUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
152,31,2,mm_individual_demo_031_02_ab_wvsw6covered168,mm_individual_demo_031_02_ab,64juTuPNJbnAuCNGX,1876858657_8173119574061702.0,8173119574061700,6,3b93b24d35338bb577169344973e079e,14760,swerve,stay,left,right,swerve,stay,B,stay,TUR,TUR,23,bachelor,female,under5000,0.76,0.03,Gender,Gender,Female,1,802,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Female
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.03 on a not religious (0) to very religious (1) scale
Country: TUR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
154,31,4,mm_individual_demo_031_04_ab_wvsw6covered168,mm_individual_demo_031_04_ab,iQQamRh5M5r7ymwnK,-2050344306_5941576020066758.0,5941576020066760,3,3b93b24d35338bb577169344973e079e,14760,stay,swerve,left,right,stay,swerve,B,swerve,DEU,DEU,23,graduate,male,35000,0.5,0,Gender,Gender,Female,1,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
156,32,1,mm_individual_demo_032_01_ab_wvsw6covered168,mm_individual_demo_032_01_ab,2KCpT7wFEiB2BCR98,-1749553699_8011296422552461.0,8011296422552460,1,658ada3062c37295a6befb570d209548,14760,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,34,bachelor,male,50000,0,0.7,Gender,Gender,Male,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 34
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.70 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
158,32,3,mm_individual_demo_032_03_ab_wvsw6covered168,mm_individual_demo_032_03_ab,bEeRLurMk9NZhQthm,-25460991_6069927859525645.0,6069927859525650,5,658ada3062c37295a6befb570d209548,14760,stay,swerve,left,right,stay,swerve,A,stay,ESP,ESP,43,college,male,50000,0.7,0.14,Gender,Gender,Male,1,810,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 43
Gender: Male
Education: Attended college
Annual income: $50,001-$80,000
Political views: 0.70 on a conservative (0) to progressive (1) scale
Religiosity: 0.14 on a not religious (0) to very religious (1) scale
Country: ESP

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
160,32,5,mm_individual_demo_032_05_ab_wvsw6covered168,mm_individual_demo_032_05_ab,sAJJ2cAyPk6hYLrvK,-307622532_4806858849792981.0,4806858849792980,8,658ada3062c37295a6befb570d209548,14760,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,37,bachelor,male,50000,0.5,1,Gender,Gender,Male,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 37
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
162,33,2,mm_individual_demo_033_02_ab_wvsw6covered168,mm_individual_demo_033_02_ab,6k84sNzL7y2HPR6gi,-1807210319_6726101186779356.0,6726101186779360,13,1de59853b82d8b8ffeb21679ff2e677d,14644,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,45,bachelor,male,above100000,0.5,1,Gender,Gender,Female,1,789,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 45
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
165,33,5,mm_individual_demo_033_05_ab_wvsw6covered168,mm_individual_demo_033_05_ab,oZaiYdnqxMxSGujcv,-1964674121_3012561044949400.0,3012561044949400,2,1de59853b82d8b8ffeb21679ff2e677d,14644,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,28,bachelor,male,50000,0.29,0.86,Gender,Gender,Female,1,791,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 28
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.29 on a conservative (0) to progressive (1) scale
Religiosity: 0.86 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
166,34,1,mm_individual_demo_034_01_ab_wvsw6covered168,mm_individual_demo_034_01_ab,37mFagkBND7vFE2i5,945622925_138000416608260.0,138000416608260,1,1f19e7f9ae9fcb941276e4822b3b3a68,14631,stay,swerve,left,right,stay,swerve,A,stay,DEU,DEU,19,underHigh,male,under5000,0.5,0,Gender,Gender,Male,1,820,205,235,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male doctor.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female doctor.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
168,34,3,mm_individual_demo_034_03_ab_wvsw6covered168,mm_individual_demo_034_03_ab,hKZiPrFM5rAobso9P,-1587149488_9821879318291166.0,9821879318291170,6,1f19e7f9ae9fcb941276e4822b3b3a68,14631,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,50,graduate,male,80000,0.89,0,Gender,Gender,Male,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 50
Gender: Male
Education: Graduate degree
Annual income: $80,001-$100,000
Political views: 0.89 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female doctor.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male doctor.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
178,36,3,mm_individual_demo_036_03_ab_wvsw6covered168,mm_individual_demo_036_03_ab,8YXeKNTbJwjP9bRfs,460415764_3272013610042197.0,3272013610042200,9,adc5741ef7d135c4bdabe548792ec703,14570,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,27,high,female,10000,0.5,0.5,Gender,Gender,Female,1,796,199,228,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Female
Education: High school diploma
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
179,36,4,mm_individual_demo_036_04_ab_wvsw6covered168,mm_individual_demo_036_04_ab,pEjcafpmq7HpPPu4Y,-406595758_3243059454112971.0,3243059454112970,13,adc5741ef7d135c4bdabe548792ec703,14570,stay,swerve,left,right,stay,swerve,A,stay,DEU,DEU,29,graduate,male,35000,0.5,0,Gender,Gender,Female,1,790,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 29
Gender: Male
Education: Graduate degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
180,36,5,mm_individual_demo_036_05_ab_wvsw6covered168,mm_individual_demo_036_05_ab,wrm989j99r8g28nAn,-1055962950_3816058528546748.0,3816058528546750,3,adc5741ef7d135c4bdabe548792ec703,14570,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,26,bachelor,male,15000,1,0,Gender,Gender,Female,1,790,198,226,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Bachelor degree
Annual income: $15,001-$25,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
181,37,1,mm_individual_demo_037_01_ab_wvsw6covered168,mm_individual_demo_037_01_ab,AWs4KNNEkmpbAnq2n,-523138362_5080619096851446.0,5080619096851450,7,f2d3245b01c063e4d1096b26d9921826,14557,stay,swerve,left,right,stay,swerve,B,swerve,USA,USA,28,bachelor,male,10000,0.64,0,Gender,Gender,Female,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 28
Gender: Male
Education: Bachelor degree
Annual income: $10,001-$15,000
Political views: 0.64 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female doctor.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male doctor.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
183,37,3,mm_individual_demo_037_03_ab_wvsw6covered168,mm_individual_demo_037_03_ab,fyRq66Cz5tfEKFnjw,-1812175042_1934911493312339.0,1934911493312340,10,f2d3245b01c063e4d1096b26d9921826,14557,stay,swerve,left,right,stay,swerve,A,stay,AUS,AUS,23,bachelor,male,35000,0.85,0,Gender,Gender,Female,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.85 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: AUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female doctor.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male doctor.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
184,37,4,mm_individual_demo_037_04_ab_wvsw6covered168,mm_individual_demo_037_04_ab,iLXyQQCxnyEyEhMpR,-829386284_8285123937972445.0,8285123937972450,13,f2d3245b01c063e4d1096b26d9921826,14557,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,19,college,male,10000,1,0,Gender,Gender,Female,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Attended college
Annual income: $10,001-$15,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male doctor.
(B) Continue ahead through the crossing. The following pedestrians die: 1 female doctor.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini_ab_no_logprobs,individual_demographic_ab_no_logprobs_v1,False
