game_id,treatment_name,config_id,created_at,num_rounds,num_players,avatars,valid_number_of_starting_players,has_complete_gold_trajectory,repeat_count
eKvYkv4QEg8DiocsW,VALIDATION_0_C,0,2024-07-09T16:14:09Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
Tq6CqAMFvaLaeJfB9,VALIDATION_4_T,4,2024-07-09T16:15:45Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
n54FzkWNqLZxLv2BS,VALIDATION_3_C,3,2024-07-09T16:16:18Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
n74g6xhjAnWFgWFXa,VALIDATION_4_C,4,2024-07-09T16:17:13Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
kKTDmWLcdt9dYZdJe,VALIDATION_3_C,3,2024-07-09T16:18:11Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
4HwmGmWXPq5jBJust,VALIDATION_0_C,0,2024-07-09T16:18:38Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
GgqMbe6kLtHq97cqW,VALIDATION_3_T,3,2024-07-09T17:08:33Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,0,2024-07-09T17:09:24Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
F9zgaNoZPFFagrLwk,VALIDATION_0_C,0,2024-07-09T17:09:55Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
zTh5xJnzAGYBX76sn,VALIDATION_3_T,3,2024-07-09T17:09:58Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
g58db5RF5FKjCquM2,VALIDATION_4_T,4,2024-07-09T17:10:05Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
DK7noLxqCtZXyR52B,VALIDATION_4_C,4,2024-07-09T17:10:31Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
hvxgwX3y76vGYtkqS,VALIDATION_0_T,0,2024-07-09T17:11:33Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
RpshqXWYZ9p7q7JZw,VALIDATION_4_T,4,2024-07-09T17:11:55Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
urf8ouXom7YTA2ASn,VALIDATION_3_C,3,2024-07-09T17:12:02Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
qxovusdi9YEximFBr,VALIDATION_4_T,4,2024-07-09T17:12:05Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
2TquMDieEiixty8AN,VALIDATION_0_T,0,2024-07-09T17:12:09Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
zBbM66zutHe6rm6h4,VALIDATION_0_T,0,2024-07-09T17:12:13Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
5zZoNBh7D35XSCvQk,VALIDATION_4_C,4,2024-07-09T17:13:11Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
3A3sYGqp4MsqL6MNC,VALIDATION_4_C,4,2024-07-09T17:13:36Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
Y3arzNSYAvQRdPuYN,VALIDATION_3_T,3,2024-07-09T17:13:46Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
4hDDkjrDWqkXQRsrK,VALIDATION_3_C,3,2024-07-09T17:14:06Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
3NXGadc6567AGQEq9,VALIDATION_4_C,4,2024-07-09T18:01:54Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
nxmwtbBo6NK64RrLp,VALIDATION_3_T,3,2024-07-09T18:02:15Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
AaPW26f94YzzFxPLk,VALIDATION_0_C,0,2024-07-09T18:02:40Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
RGrXtztJwJyh5AzfS,VALIDATION_0_T,0,2024-07-09T18:02:46Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,0,2024-07-09T18:02:48Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
twdeTASCCce7w6Rkj,VALIDATION_4_C,4,2024-07-09T18:02:59Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
aCwABuHs4X2RsQjPQ,VALIDATION_3_C,3,2024-07-09T18:03:07Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
k6ASmEnkogfYzTeTR,VALIDATION_3_T,3,2024-07-09T18:03:15Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
7ywewvEuctuz4Rq8j,VALIDATION_3_C,3,2024-07-09T18:04:33Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
ediANmka55Hjf459P,VALIDATION_0_T,0,2024-07-09T18:04:33Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
voynRJGavKc9Wag58,VALIDATION_0_T,0,2024-07-09T18:04:34Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
79XdcpxMwu5Lprr32,VALIDATION_3_C,3,2024-07-09T18:06:09Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
dYdCLYP8K6xi8DNdF,VALIDATION_3_T,3,2024-07-09T18:06:31Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
WPcM5Z7cCTkDcfTNo,VALIDATION_4_C,4,2024-07-09T18:09:13Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
xDh4D8JqoDA7p8vNb,VALIDATION_4_T,4,2024-07-09T18:11:30Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
SMZBbZw2az8XaF5qY,VALIDATION_6_C,6,2024-07-10T15:21:27Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
uERcGPrTeqKWLtmbJ,VALIDATION_7_C,7,2024-07-10T15:21:57Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
bCJp3xM9rXfEYftS3,VALIDATION_7_T,7,2024-07-10T15:22:01Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
ohrCZLC8WuLcJCQRF,VALIDATION_7_C,7,2024-07-10T15:23:11Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
J8LtGoKhSz9dsgodz,VALIDATION_6_T,6,2024-07-10T15:23:13Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
MGv4Ra9r3btAqchDm,VALIDATION_6_C,6,2024-07-10T15:23:48Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
zrqNKi2yjqEnmQ8cK,VALIDATION_7_T,7,2024-07-10T15:24:09Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
tgAv2henLBPYepRvJ,VALIDATION_6_T,6,2024-07-10T15:24:54Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
XX49nw9jHujR2rLX3,VALIDATION_6_C,6,2024-07-10T15:25:58Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,2024-07-10T15:28:06Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
8dBkS5FZcPQP3kPSS,VALIDATION_6_T,6,2024-07-10T15:28:07Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
wbfiYici7fRE6g98p,VALIDATION_7_C,7,2024-07-10T15:30:54Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
amLXh9uWHwWnDMAEJ,VALIDATION_7_C,7,2024-07-10T16:45:33Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
bJn7By83cXqDHYcvj,VALIDATION_6_C,6,2024-07-10T16:46:43Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
w2fRGwjFfRK9WRdSw,VALIDATION_7_T,7,2024-07-10T16:46:49Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
XD2ZiJvnjXDnitmJz,VALIDATION_6_T,6,2024-07-10T16:47:14Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
D2NiPqkwXDFbtWFK8,VALIDATION_6_C,6,2024-07-10T16:47:22Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
f58BzbvBptcgqwLNK,VALIDATION_7_C,7,2024-07-10T16:47:51Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
Dykb225N5mCo3B33S,VALIDATION_7_T,7,2024-07-10T16:48:34Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
PQAakDXzCNggyPmtt,VALIDATION_6_C,6,2024-07-10T16:48:48Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
3BxNLPzWw2rpgPJPe,VALIDATION_7_C,7,2024-07-10T16:49:00Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
4b6cXrHzX3uMEqs3v,VALIDATION_6_T,6,2024-07-10T16:49:08Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
G6u4NFdFkW9ywDJXv,VALIDATION_6_T,6,2024-07-10T16:50:47Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
RAPkyGgbimpE2farJ,VALIDATION_7_T,7,2024-07-10T16:54:01Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
Zo9ETLuBRigdAu8Sp,VALIDATION_6_C,6,2024-07-10T19:35:42Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
yGcb96hmCJiStj55n,VALIDATION_7_T,7,2024-07-10T19:35:46Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,2024-07-10T19:35:50Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
xtYCfKwtkHuqYb2Gv,VALIDATION_6_C,6,2024-07-10T19:36:10Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,2024-07-10T19:36:14Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
RndvQoAzSMZfDbwGm,VALIDATION_7_T,7,2024-07-10T19:36:22Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
XEZvKBhxrtEjsqNW9,VALIDATION_6_C,6,2024-07-10T19:36:48Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
JbBvp4oGtGfqAvYzK,VALIDATION_6_T,6,2024-07-10T19:37:01Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
h34j9usb3xNBh8FkC,VALIDATION_7_T,7,2024-07-10T19:37:19Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
t8Ss94ojpNP6xdGYh,VALIDATION_7_C,7,2024-07-10T19:37:35Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
XqbLw9kk7tZwheTHS,VALIDATION_7_C,7,2024-07-10T19:37:56Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
nksA9bQGkMzbEzXmB,VALIDATION_6_T,6,2024-07-10T19:38:56Z,16,13,"[""COW"", ""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",True,False,1
ED7BJjzFGZWCG8qRd,VALIDATION_6_C,6,2024-07-10T20:34:14Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
XXp5gLR8saMAt2pbb,VALIDATION_7_C,7,2024-07-10T20:35:04Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,2024-07-10T20:35:06Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
NoZQLERPr4kYDgFzP,VALIDATION_7_T,7,2024-07-10T20:35:16Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
nRTwAP7KEWAmawF3x,VALIDATION_6_C,6,2024-07-10T20:35:34Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,True,1
Pr7XnW5PT2Fr5Wg6K,VALIDATION_6_T,6,2024-07-10T20:36:14Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
EjwgHPWCGmGDiFNaK,VALIDATION_6_T,6,2024-07-10T20:36:45Z,16,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",True,False,1
PsX7jSsqEwQzqzjur,VALIDATION_7_T,7,2024-07-10T20:36:56Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
GTH6GC6ib28Na4iSj,VALIDATION_7_C,7,2024-07-10T20:37:18Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
wcza2r5jvbpJHZQSF,VALIDATION_7_T,7,2024-07-10T20:38:40Z,19,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,2024-07-12T14:03:56Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
DLiR9WYctRMmqNrwW,VALIDATION_8_C,8,2024-07-12T14:04:19Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
gvGt4wztfnq4WbECw,VALIDATION_8_C,8,2024-07-12T14:04:22Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
zjHbWYPbEC977w5CW,VALIDATION_14_C,14,2024-07-12T14:04:23Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
gv6sq5Y4NMqzeGSFH,VALIDATION_12_C,12,2024-07-12T14:04:30Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,2024-07-12T14:04:38Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
zuGtwFTEXZHNDxmt5,VALIDATION_8_C,8,2024-07-12T14:05:05Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
43EgdreyndHorgfGv,VALIDATION_12_C,12,2024-07-12T14:05:10Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
R9dXNQiLPqw28reqD,VALIDATION_8_T,8,2024-07-12T14:05:10Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2024-07-12T14:05:14Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
J7ssZCGxWqgxkk8Kt,VALIDATION_14_C,14,2024-07-12T14:05:35Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
Pc3ZtY7HxvMXPyYXu,VALIDATION_14_T,14,2024-07-12T14:06:02Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
f5kBd6G3t4e65zNgw,VALIDATION_12_T,12,2024-07-12T14:06:04Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
T3AGWQSAe7LHxLwHi,VALIDATION_8_T,8,2024-07-12T14:06:14Z,2,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
a2PCpqs4NBBS3qsDJ,VALIDATION_12_C,12,2024-07-12T14:06:33Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
PPXAxGcBiLKnraZbn,VALIDATION_14_C,14,2024-07-12T14:06:46Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
CpcpNpmXaYtr3JqsB,VALIDATION_14_T,14,2024-07-12T14:06:58Z,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
X4NS6fdfGsJP9Se9b,VALIDATION_12_T,12,2024-07-12T14:09:09Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
Qdg4gv38vfnM9ktKv,VALIDATION_12_C,12,2024-07-12T14:38:31Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
WRGBgZZHHT7aanmfu,VALIDATION_12_C,12,2024-07-12T14:39:06Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
N56o7Mxv3K5PaL9PZ,VALIDATION_12_T,12,2024-07-12T14:39:37Z,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
