custom_id,player_id,player_mean_contribution_rate,player_mean_normalized_payoff,player_contribution_volatility,player_punish_round_rate,player_reward_round_rate,observed_rounds,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_rounds,twin_pid,seat_index,message_count,player_message_rate,behavioral_stability,communication_coordination,conditional_cooperation,cooperation_orientation,exploitation_caution,generosity_without_return,norm_enforcement,model_name
trajectory_completion_compact__VALIDATION_19_T__mf69tavvQcoqC5iaR__k0__rep1,eT6yxwEuqxyPXPpej,0.2603448275862069,0.46120689655172414,0.18117400206699152,0.034482758620689655,0.0,29,mf69tavvQcoqC5iaR,VALIDATION_19_T,False,True,True,29,1560,2,0,0.0,0.66,0.49,0.37,0.49,0.49,0.48,0.3,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__mf69tavvQcoqC5iaR__k0__rep1,iNA3zhjG2LYNgAbc4,0.5431034482758621,0.1314655172413793,0.20624898659355398,0.3103448275862069,0.0,29,mf69tavvQcoqC5iaR,VALIDATION_19_T,False,True,True,29,1769,3,0,0.0,0.86,0.79,0.52,0.73,0.46,0.71,0.55,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__mf69tavvQcoqC5iaR__k0__rep1,ptkLcjm6ejjPCyNRM,0.19655172413793104,0.5474137931034483,0.16965026625931048,0.0,0.0,29,mf69tavvQcoqC5iaR,VALIDATION_19_T,False,True,True,29,1829,4,0,0.0,0.81,0.42,0.21,0.61,0.65,0.61,0.33,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__privie8F5995NBXnB__k0__rep1,9BkgNzm5rLvtqGYMC,0.5396551724137931,0.4202586206896552,0.20818563928446315,0.0,0.13793103448275862,29,privie8F5995NBXnB,VALIDATION_19_T,False,True,True,29,1491,1,0,0.0,0.78,0.63,0.41,0.65,0.46,0.53,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__privie8F5995NBXnB__k0__rep1,e3y9a59DzCXe5nvzL,0.5206896551724138,0.3771551724137931,0.2057439157265696,0.3448275862068966,0.034482758620689655,29,privie8F5995NBXnB,VALIDATION_19_T,False,True,True,29,903,2,0,0.0,0.9,0.76,0.5,0.58,0.65,0.45,0.43,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__privie8F5995NBXnB__k0__rep1,ejYz5QGLsurXHCw4z,0.606896551724138,0.3168103448275862,0.2452036936251568,0.06896551724137931,0.20689655172413793,29,privie8F5995NBXnB,VALIDATION_19_T,False,True,True,29,1841,3,0,0.0,0.36,0.6,0.41,0.66,0.56,0.57,0.19,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__privie8F5995NBXnB__k0__rep1,fGarrhJkbA9KLDjLC,0.29310344827586204,0.6185344827586207,0.22732482377723456,0.0,0.0,29,privie8F5995NBXnB,VALIDATION_19_T,False,True,True,29,1369,4,0,0.0,0.44,0.5,0.36,0.35,0.66,0.25,0.42,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__uFaYheSQ6WssQwa7w__k0__rep1,2cRJ897LRjrvGuDjm,0.8068965517241379,0.6745689655172413,0.12228016018273892,0.034482758620689655,0.1724137931034483,29,uFaYheSQ6WssQwa7w,VALIDATION_19_T,False,True,True,29,255,1,0,0.0,0.73,0.51,0.42,0.69,0.35,0.68,0.18,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__uFaYheSQ6WssQwa7w__k0__rep1,6gNdr3cQCuSet5Jtx,0.7999999999999999,0.6961206896551724,0.11218826541377547,0.0,0.10344827586206896,29,uFaYheSQ6WssQwa7w,VALIDATION_19_T,False,True,True,29,1407,2,0,0.0,0.96,0.74,0.47,0.69,0.47,0.57,0.21,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__uFaYheSQ6WssQwa7w__k0__rep1,Fto95YnQ6d4n8kceA,0.8327586206896551,0.6271551724137931,0.09217287175602526,0.20689655172413793,0.06896551724137931,29,uFaYheSQ6WssQwa7w,VALIDATION_19_T,False,True,True,29,589,3,0,0.0,0.94,0.76,0.57,0.68,0.63,0.57,0.6,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__uFaYheSQ6WssQwa7w__k0__rep1,iR3fBR7KYvyZnSm4y,0.606896551724138,0.8943965517241379,0.31092856977986244,0.0,0.0,29,uFaYheSQ6WssQwa7w,VALIDATION_19_T,False,True,True,29,1555,4,0,0.0,0.2,0.4,0.48,0.59,0.24,0.68,0.15,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__v9hzdr6gxdBLtzfBL__k0__rep1,FvABnFpw7KY4AhaHH,0.34310344827586203,0.46551724137931033,0.2277037314109152,0.0,0.0,29,v9hzdr6gxdBLtzfBL,VALIDATION_19_T,False,True,True,29,998,1,0,0.0,0.74,0.78,0.45,0.64,0.52,0.55,0.18,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__v9hzdr6gxdBLtzfBL__k0__rep1,Qu3sGnX7iGE5iT24m,0.25,0.4547413793103448,0.20802851263460384,0.0,0.0,29,v9hzdr6gxdBLtzfBL,VALIDATION_19_T,False,True,True,29,723,2,0,0.0,0.38,0.36,0.36,0.58,0.48,0.53,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__v9hzdr6gxdBLtzfBL__k0__rep1,cH8T3KHAFYwGctYEw,0.5827586206896551,0.08836206896551724,0.20311193706281236,0.3103448275862069,0.13793103448275862,29,v9hzdr6gxdBLtzfBL,VALIDATION_19_T,False,True,True,29,1620,3,0,0.0,0.91,0.76,0.51,0.77,0.43,0.71,0.41,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__v9hzdr6gxdBLtzfBL__k0__rep1,vxbAKsAymQ9jt37DC,0.3931034482758621,0.3448275862068966,0.24520369362515676,0.1724137931034483,0.13793103448275862,29,v9hzdr6gxdBLtzfBL,VALIDATION_19_T,False,True,True,29,1726,4,0,0.0,0.58,0.61,0.46,0.66,0.58,0.55,0.34,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__zKf8JGD6NqbmcmQAK__k0__rep1,28FNm63ueZEFiixHT,0.5086206896551724,0.3146551724137931,0.2385549042265928,0.0,0.10344827586206896,29,zKf8JGD6NqbmcmQAK,VALIDATION_19_T,False,True,True,29,1827,1,0,0.0,0.52,0.59,0.39,0.65,0.5,0.55,0.16,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__zKf8JGD6NqbmcmQAK__k0__rep1,QbnMn6dMADDX53MaM,0.5224137931034483,0.26939655172413796,0.26960578081919834,0.10344827586206896,0.10344827586206896,29,zKf8JGD6NqbmcmQAK,VALIDATION_19_T,False,True,True,29,952,2,0,0.0,0.7,0.6,0.37,0.66,0.6,0.57,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__zKf8JGD6NqbmcmQAK__k0__rep1,tAyyz4iFRrm5i7czy,0.45862068965517244,0.3577586206896552,0.196551724137931,0.06896551724137931,0.06896551724137931,29,zKf8JGD6NqbmcmQAK,VALIDATION_19_T,False,True,True,29,1391,3,0,0.0,0.81,0.67,0.33,0.61,0.45,0.56,0.33,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_19_T__zKf8JGD6NqbmcmQAK__k0__rep1,vJ4uiHSeajdvoyqKf,0.19482758620689655,0.6702586206896551,0.16986040292069393,0.0,0.0,29,zKf8JGD6NqbmcmQAK,VALIDATION_19_T,False,True,True,29,1866,4,0,0.0,0.6,0.52,0.28,0.44,0.69,0.29,0.3,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__6Pxb9DsQpyk22cJNr__k0__rep1,5tio4wiyyYr7bHTgi,0.228125,0.07735148514851482,0.17850835939809653,0.0,0.0,16,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,False,False,False,16,146,1,0,0.0,0.5,0.7,0.4,0.6,0.47,0.52,0.27,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__6Pxb9DsQpyk22cJNr__k0__rep1,FQofjXthCyRvwzLQE,0.0,0.30321782178217815,0.0,0.0,0.0,16,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,False,False,False,16,319,2,0,0.0,0.55,0.52,0.26,0.4,0.61,0.28,0.22,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__6Pxb9DsQpyk22cJNr__k0__rep1,MN7a6urCjjzwa5WHW,0.23125,0.07425742574257423,0.16092991486979666,0.0,0.0,16,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,False,False,False,16,594,3,0,0.0,0.61,0.6,0.38,0.63,0.54,0.57,0.29,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep1,Py9iNHgoCtEFiDxat,0.6,0.7549504950495048,0.2091650066335189,0.0,0.0,16,DYRPApJAy2LnezJW3,VALIDATION_1_C,False,False,False,16,853,1,0,0.0,0.52,0.49,0.48,0.49,0.58,0.46,0.49,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep1,jxEXcXAL5XmfvecnE,0.7,0.6559405940594059,0.10307764064044152,0.0,0.0,16,DYRPApJAy2LnezJW3,VALIDATION_1_C,False,False,False,16,57,2,0,0.0,1.0,0.52,0.53,0.69,0.59,0.57,0.52,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep1,rFjnmFnLg3aXStCKo,0.7312500000000001,0.6249999999999999,0.11973277537917512,0.0,0.0,16,DYRPApJAy2LnezJW3,VALIDATION_1_C,False,False,False,16,1583,3,0,0.0,0.71,0.59,0.45,0.66,0.33,0.67,0.4,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__EZDNBZXqSWEGgM3rB__k0__rep1,Ch4dZj2MKrdAeWBPR,0.35625,0.012376237623762368,0.20145951826607747,0.0,0.0,16,EZDNBZXqSWEGgM3rB,VALIDATION_1_C,False,False,False,16,1470,1,0,0.0,0.44,0.42,0.62,0.74,0.62,0.68,0.45,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__EZDNBZXqSWEGgM3rB__k0__rep1,MpmZPrBx6HhuJN8MA,0.009375000000000001,0.35581683168316824,0.02633171804117612,0.0,0.0,16,EZDNBZXqSWEGgM3rB,VALIDATION_1_C,False,False,False,16,1584,2,0,0.0,0.69,0.59,0.38,0.56,0.75,0.37,0.23,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__EZDNBZXqSWEGgM3rB__k0__rep1,yZo6t7A6bo4JZgYex,0.19375,0.17326732673267323,0.16092991486979666,0.0,0.0,16,EZDNBZXqSWEGgM3rB,VALIDATION_1_C,False,False,False,16,88,3,0,0.0,0.58,0.55,0.4,0.62,0.37,0.57,0.12,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__LENkaA2TC6u3FfEPn__k0__rep1,8nPPN3LYgNZhK9YJ9,0.25,0.4672029702970296,0.16298006013006622,0.0,0.0,16,LENkaA2TC6u3FfEPn,VALIDATION_1_C,False,False,False,16,365,1,0,0.0,0.89,0.56,0.49,0.68,0.66,0.54,0.43,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__LENkaA2TC6u3FfEPn__k0__rep1,f8WjvYax7mrytacJL,0.303125,0.41460396039603953,0.12179484543690675,0.0,0.0,16,LENkaA2TC6u3FfEPn,VALIDATION_1_C,False,False,False,16,1517,2,0,0.0,0.71,0.53,0.44,0.63,0.44,0.55,0.15,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__LENkaA2TC6u3FfEPn__k0__rep1,fbiMaBwETxptYiX6A,0.534375,0.18564356435643561,0.1283534548619553,0.0,0.0,16,LENkaA2TC6u3FfEPn,VALIDATION_1_C,False,False,False,16,1974,3,0,0.0,0.62,0.54,0.55,0.73,0.64,0.65,0.44,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dakGThnA5puHNGNmR__k0__rep1,BJovLpAkpgEERtBuC,0.05625,0.4176980198019801,0.08816709987291177,0.0,0.0,16,dakGThnA5puHNGNmR,VALIDATION_1_C,False,False,False,16,1263,1,0,0.0,0.74,0.82,0.38,0.56,0.72,0.5,0.43,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dakGThnA5puHNGNmR__k0__rep1,mYzfJe89mezjA3BwB,0.38125000000000003,0.09591584158415839,0.2098176291449315,0.0,0.0,16,dakGThnA5puHNGNmR,VALIDATION_1_C,False,False,False,16,155,2,0,0.0,0.73,0.76,0.45,0.72,0.54,0.62,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dakGThnA5puHNGNmR__k0__rep1,qTqK9CC3DKnHdnD5K,0.278125,0.19801980198019797,0.1991927066310411,0.0,0.0,16,dakGThnA5puHNGNmR,VALIDATION_1_C,False,False,False,16,838,3,0,0.0,0.64,0.61,0.41,0.62,0.45,0.59,0.24,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dcbuervX39CFjNDsD__k0__rep1,EwRQkrT2YnHvTpWeN,0.278125,0.12685643564356433,0.16952944987523555,0.0,0.0,16,dcbuervX39CFjNDsD,VALIDATION_1_C,False,False,False,16,1380,1,0,0.0,0.76,0.8,0.48,0.6,0.61,0.52,0.43,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dcbuervX39CFjNDsD__k0__rep1,SHentrYKm9fnSMwoP,0.015625,0.3867574257425742,0.03408972535823661,0.0,0.0,16,dcbuervX39CFjNDsD,VALIDATION_1_C,False,False,False,16,1039,2,0,0.0,0.81,0.51,0.32,0.45,0.63,0.29,0.26,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__dcbuervX39CFjNDsD__k0__rep1,aNFERvurgu5BPGGKB,0.3125,0.09282178217821781,0.20804146221366548,0.0,0.0,16,dcbuervX39CFjNDsD,VALIDATION_1_C,False,False,False,16,1456,3,0,0.0,1.0,0.75,0.46,0.82,0.43,0.77,0.4,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__gixvAJagenLR4bZqY__k0__rep1,E4PED87jR6RYG3mxb,0.490625,0.21039603960396036,0.1371800254227998,0.0,0.0,16,gixvAJagenLR4bZqY,VALIDATION_1_C,False,False,False,16,930,1,0,0.0,0.57,0.59,0.5,0.81,0.29,0.74,0.19,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__gixvAJagenLR4bZqY__k0__rep1,Ymb746k7noJ7n9mqg,0.221875,0.4764851485148514,0.12743717815064803,0.0,0.0,16,gixvAJagenLR4bZqY,VALIDATION_1_C,False,False,False,16,100,2,0,0.0,0.66,0.79,0.34,0.66,0.39,0.63,0.17,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__gixvAJagenLR4bZqY__k0__rep1,kHpRgniucKGNibPbY,0.3375,0.36200495049504944,0.1956559480312316,0.0,0.0,16,gixvAJagenLR4bZqY,VALIDATION_1_C,False,False,False,16,284,3,0,0.0,0.76,0.57,0.54,0.62,0.64,0.53,0.56,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__ubqE84hRkjXyn8o9L__k0__rep1,dbRQspAyheAmcnF6T,0.259375,0.32487623762376233,0.1679087829001211,0.0,0.0,16,ubqE84hRkjXyn8o9L,VALIDATION_1_C,False,False,False,16,1317,1,0,0.0,0.63,0.5,0.34,0.56,0.56,0.48,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__ubqE84hRkjXyn8o9L__k0__rep1,kKhtsbaB6pwCvJEqL,0.28125,0.30321782178217815,0.19675095298371495,0.0,0.0,16,ubqE84hRkjXyn8o9L,VALIDATION_1_C,False,False,False,16,509,2,0,0.0,0.42,0.59,0.48,0.6,0.51,0.52,0.32,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_C__ubqE84hRkjXyn8o9L__k0__rep1,mAKR485fmy5Bvh4X7,0.33125,0.25371287128712866,0.2310810193417019,0.0,0.0,16,ubqE84hRkjXyn8o9L,VALIDATION_1_C,False,False,False,16,1196,3,0,0.0,0.72,0.65,0.45,0.67,0.54,0.6,0.34,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__5Cc83tYuWvA6YkhBj__k0__rep1,HxeBTzuPgfkyMmG24,0.44375000000000003,0.4888613861386138,0.06817945071647322,0.0,0.0,16,5Cc83tYuWvA6YkhBj,VALIDATION_1_T,False,True,False,16,602,1,0,0.0,0.56,0.52,0.38,0.62,0.37,0.59,0.3,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__5Cc83tYuWvA6YkhBj__k0__rep1,NRaA4mjmwqrfLnZYp,0.265625,0.6342821782178217,0.160778137117582,0.0,0.0,16,5Cc83tYuWvA6YkhBj,VALIDATION_1_T,False,True,False,16,435,2,0,0.0,0.92,0.54,0.23,0.34,0.64,0.21,0.2,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__5Cc83tYuWvA6YkhBj__k0__rep1,vRiLyafMedDLGe9Cs,0.7,0.21967821782178212,0.12374368670764585,0.1875,0.0,16,5Cc83tYuWvA6YkhBj,VALIDATION_1_T,False,True,False,16,1169,3,0,0.0,0.63,0.75,0.55,0.72,0.53,0.65,0.31,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep1,92DJDwwnBGgbcCrRs,0.540625,0.3341584158415841,0.05921029787967629,0.3125,0.0,16,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,False,True,False,16,1078,1,0,0.0,0.52,0.85,0.47,0.65,0.43,0.59,0.39,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep1,XkjRSiccXaTtuoCrH,0.36875,0.45482673267326723,0.11439378261076953,0.0,0.0,16,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,False,True,False,16,1930,2,0,0.0,0.43,0.54,0.47,0.64,0.41,0.58,0.21,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep1,nTTi8zyJLfDjxg77B,0.440625,0.4362623762376237,0.08143008887997116,0.1875,0.0,16,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,False,True,False,16,1910,3,0,0.0,0.59,0.65,0.49,0.56,0.68,0.47,0.48,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__KeCNqo8rknDTPRXCN__k0__rep1,DkwG4K6ffe3KjH3ZA,0.553125,0.6311881188118811,0.062421826110744295,0.125,0.0,16,KeCNqo8rknDTPRXCN,VALIDATION_1_T,False,True,False,16,290,1,0,0.0,0.58,0.53,0.5,0.57,0.53,0.52,0.36,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__KeCNqo8rknDTPRXCN__k0__rep1,WaNdry3Fc69TAHip7,0.390625,0.7301980198019801,0.17249886774990728,0.0,0.0,16,KeCNqo8rknDTPRXCN,VALIDATION_1_T,False,True,False,16,1403,2,0,0.0,0.69,0.68,0.46,0.45,0.77,0.33,0.33,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__KeCNqo8rknDTPRXCN__k0__rep1,gH43io4Dt4kBdPp5m,0.85,0.31559405940594054,0.07071067811865475,0.3125,0.0,16,KeCNqo8rknDTPRXCN,VALIDATION_1_T,False,True,False,16,1889,3,0,0.0,0.56,0.64,0.53,0.65,0.38,0.66,0.42,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__QdqBfTFqaaH2BmeGf__k0__rep1,98QKM36heLaEjoCjq,0.96875,0.7827970297029702,0.08267972847076846,0.3125,0.0,16,QdqBfTFqaaH2BmeGf,VALIDATION_1_T,False,True,False,16,1639,1,0,0.0,0.74,0.45,0.48,0.76,0.4,0.76,0.37,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__QdqBfTFqaaH2BmeGf__k0__rep1,JDepBjEEjwGoiGyYy,0.765625,0.9467821782178216,0.2737007661205938,0.0625,0.0,16,QdqBfTFqaaH2BmeGf,VALIDATION_1_T,False,True,False,16,290,2,0,0.0,0.58,0.53,0.5,0.57,0.53,0.52,0.36,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__QdqBfTFqaaH2BmeGf__k0__rep1,sPjCgMPYZMaDLZycH,0.921875,0.8230198019801979,0.19200321449132043,0.1875,0.0,16,QdqBfTFqaaH2BmeGf,VALIDATION_1_T,False,True,False,16,310,3,0,0.0,0.84,0.51,0.4,0.73,0.37,0.71,0.36,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TJPaSpryeQ4jvvYtQ__k0__rep1,Af7S7fMjLj2SwGCxL,0.9,0.41150990099009893,2.220446049250313e-16,0.0625,0.0,16,TJPaSpryeQ4jvvYtQ,VALIDATION_1_T,False,True,False,16,1379,1,0,0.0,0.47,0.56,0.38,0.77,0.29,0.73,0.31,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TJPaSpryeQ4jvvYtQ__k0__rep1,GNXZM6eQiQ5E4EfXo,0.46875,0.7889851485148514,0.21785531322416718,0.0625,0.0,16,TJPaSpryeQ4jvvYtQ,VALIDATION_1_T,False,True,False,16,2007,2,0,0.0,0.5,0.46,0.29,0.28,0.65,0.24,0.45,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TJPaSpryeQ4jvvYtQ__k0__rep1,nZQk9YmsFfM4J22He,0.609375,0.6745049504950494,0.08332682266233365,0.375,0.0,16,TJPaSpryeQ4jvvYtQ,VALIDATION_1_T,False,True,False,16,1819,3,0,0.0,0.56,0.8,0.39,0.6,0.3,0.62,0.3,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TvaK7RsiSd758hAmp__k0__rep1,KBinDWATw6jZSceAK,0.471875,1.027227722772277,0.2083932205591151,0.125,0.0,16,TvaK7RsiSd758hAmp,VALIDATION_1_T,False,True,False,16,1705,1,0,0.0,0.6,0.61,0.5,0.4,0.86,0.27,0.75,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TvaK7RsiSd758hAmp__k0__rep1,divAuNGa8Gw8ywn2D,0.925,0.5847772277227722,0.13919410907075055,0.0625,0.0,16,TvaK7RsiSd758hAmp,VALIDATION_1_T,False,True,False,16,1205,2,0,0.0,0.74,0.66,0.51,0.84,0.27,0.82,0.41,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__TvaK7RsiSd758hAmp__k0__rep1,goA4MhL6zmWk6eDJG,0.909375,0.6157178217821782,0.14813291118114164,0.0625,0.0,16,TvaK7RsiSd758hAmp,VALIDATION_1_T,False,True,False,16,1908,3,0,0.0,0.46,0.7,0.49,0.71,0.32,0.69,0.33,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__tGoAaMWpJTmqmxxMh__k0__rep1,NgmYexX944QZFvkQQ,0.696875,0.6249999999999999,0.1178833507116251,0.125,0.0,16,tGoAaMWpJTmqmxxMh,VALIDATION_1_T,False,True,False,16,1334,1,0,0.0,0.52,0.49,0.52,0.77,0.32,0.72,0.27,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__tGoAaMWpJTmqmxxMh__k0__rep1,YGPnw2yRPKQ9F4L6g,0.6875,0.6157178217821782,0.17275343701356569,0.125,0.0,16,tGoAaMWpJTmqmxxMh,VALIDATION_1_T,False,True,False,16,1365,2,0,0.0,0.74,0.72,0.45,0.76,0.38,0.72,0.29,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__tGoAaMWpJTmqmxxMh__k0__rep1,vP7Ph6zL3iMxhhfwP,0.615625,0.6868811881188118,0.160778137117582,0.0,0.0,16,tGoAaMWpJTmqmxxMh,VALIDATION_1_T,False,True,False,16,650,3,0,0.0,0.6,0.55,0.4,0.58,0.55,0.57,0.36,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__yB6tLexJ2FZ6h4oim__k0__rep1,H9x2EeB4qBFSnAXqK,0.646875,0.547648514851485,0.10226917607470984,0.5,0.0,16,yB6tLexJ2FZ6h4oim,VALIDATION_1_T,False,True,False,16,1102,1,0,0.0,0.53,0.47,0.52,0.5,0.65,0.43,0.58,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__yB6tLexJ2FZ6h4oim__k0__rep1,HMtdcNC2NnaWzy67A,0.46875,0.6033415841584158,0.18016919131749468,0.125,0.0,16,yB6tLexJ2FZ6h4oim,VALIDATION_1_T,False,True,False,16,1887,2,0,0.0,0.43,0.45,0.4,0.45,0.75,0.28,0.42,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_1_T__yB6tLexJ2FZ6h4oim__k0__rep1,y4WpMSwXjyJFwQekn,0.7125,0.4455445544554455,0.0649519052838329,0.3125,0.0,16,yB6tLexJ2FZ6h4oim,VALIDATION_1_T,False,True,False,16,1332,3,0,0.0,0.36,0.48,0.61,0.71,0.58,0.66,0.5,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__9oyspxPncwXdAkruR__k0__rep1,ZYCbZJLjLFZK6uyDN,0.7100000000000001,0.5972222222222221,0.12,0.0,0.5,10,9oyspxPncwXdAkruR,VALIDATION_2_C,False,False,True,10,934,1,0,0.0,0.94,0.61,0.48,0.82,0.3,0.78,0.18,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__9oyspxPncwXdAkruR__k0__rep1,dDKvAaQCPDy9Miehn,0.585,0.6990740740740741,0.10735455276791943,0.0,0.2,10,9oyspxPncwXdAkruR,VALIDATION_2_C,False,False,True,10,2008,2,0,0.0,0.86,0.61,0.54,0.69,0.74,0.59,0.46,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__9oyspxPncwXdAkruR__k0__rep1,eQRPxvDZhvrmyjGey,0.63,0.6481481481481481,0.1345362404707371,0.0,0.6,10,9oyspxPncwXdAkruR,VALIDATION_2_C,False,False,True,10,681,3,0,0.0,0.87,0.66,0.44,0.71,0.65,0.58,0.32,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__9oyspxPncwXdAkruR__k0__rep1,ja5c5A7zt8e5Xx94S,0.63,0.6527777777777778,0.11224972160321822,0.0,0.3,10,9oyspxPncwXdAkruR,VALIDATION_2_C,False,False,True,10,140,4,0,0.0,0.93,0.73,0.48,0.67,0.49,0.55,0.43,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__D3PWPDrNAPhLocZzf__k0__rep1,KFyryhiLQLraXprbX,0.7849999999999999,0.5231481481481481,0.045000000000000005,0.0,1.0,10,D3PWPDrNAPhLocZzf,VALIDATION_2_C,False,False,True,10,1704,1,0,0.0,0.41,0.59,0.4,0.74,0.29,0.71,0.01,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__D3PWPDrNAPhLocZzf__k0__rep1,WtFbWAsiA4sm7HiZG,0.51,0.7685185185185185,0.04358898943540673,0.0,0.0,10,D3PWPDrNAPhLocZzf,VALIDATION_2_C,False,False,True,10,1176,2,0,0.0,0.48,0.57,0.5,0.57,0.6,0.5,0.33,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__D3PWPDrNAPhLocZzf__k0__rep1,emkJD85rvK6K2GkH7,0.6,0.6805555555555556,0.031622776601683784,0.0,0.6,10,D3PWPDrNAPhLocZzf,VALIDATION_2_C,False,False,True,10,1243,3,0,0.0,0.64,0.47,0.37,0.55,0.51,0.49,0.14,gpt-5-mini twin
trajectory_completion_compact__VALIDATION_2_C__D3PWPDrNAPhLocZzf__k0__rep1,zfG6QXcrnB4Mt37wy,0.665,0.6203703703703703,0.04499999999999999,0.0,1.0,10,D3PWPDrNAPhLocZzf,VALIDATION_2_C,False,False,True,10,1141,4,0,0.0,0.51,0.45,0.42,0.62,0.3,0.68,0.3,gpt-5-mini twin
