custom_id,record_id,unit_id,treatment_name,TreatmentCode,Treatment,PersonalizedTreatment,scenario,case,scenario_order,cell_name,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated,UGProposer_decision,UGProposer_decision_nonnull,UGProposer_decision_state,UGResponder_decision,UGResponder_decision_nonnull,UGResponder_decision_state,TGSender_decision,TGSender_decision_nonnull,TGSender_decision_state,TGReceiver_decision,TGReceiver_decision_nonnull,TGReceiver_decision_state,PD_decision,PD_decision_nonnull,PD_decision_state,SH_decision,SH_decision_nonnull,SH_decision_state,C_decision,C_decision_nonnull,C_decision_state
multi_game_llm_fvk2c__679,679,679,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__702,702,702,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__702,702,702,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__707,707,707,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__707,707,707,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__724,724,724,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__724,724,724,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__839,839,839,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__839,839,839,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__868,868,868,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__868,868,868,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__87,87,87,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__87,87,87,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__995,995,995,ODP,ODP,OpaqueDelegation,1,AISupport,AgainstHuman,1,ODP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__995,995,995,ODP,ODP,OpaqueDelegation,1,NoAISupport,Opaque,2,ODP__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__102,102,102,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__102,102,102,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1097,1097,1097,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1097,1097,1097,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1122,1122,1122,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1122,1122,1122,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1173,1173,1173,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1173,1173,1173,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1213,1213,1213,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1213,1213,1213,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1216,1216,1216,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1216,1216,1216,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1402,1402,1402,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1402,1402,1402,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__147,147,147,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0,NULL,3.0,1,3,,0,NULL,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__147,147,147,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1512,1512,1512,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1512,1512,1512,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1546,1546,1546,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1546,1546,1546,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1576,1576,1576,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1576,1576,1576,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1622,1622,1622,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1622,1622,1622,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1655,1655,1655,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1655,1655,1655,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__177,177,177,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__177,177,177,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1775,1775,1775,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1775,1775,1775,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1807,1807,1807,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1807,1807,1807,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1885,1885,1885,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1885,1885,1885,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1979,1979,1979,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__1979,1979,1979,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2049,2049,2049,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2049,2049,2049,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2120,2120,2120,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2120,2120,2120,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2155,2155,2155,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2155,2155,2155,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2239,2239,2239,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__2239,2239,2239,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2283,2283,2283,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2283,2283,2283,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2302,2302,2302,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2302,2302,2302,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2304,2304,2304,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2304,2304,2304,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2347,2347,2347,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2347,2347,2347,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__236,236,236,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__236,236,236,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2540,2540,2540,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2540,2540,2540,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2590,2590,2590,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2590,2590,2590,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2727,2727,2727,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2727,2727,2727,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2761,2761,2761,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2761,2761,2761,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2802,2802,2802,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2802,2802,2802,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2835,2835,2835,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2835,2835,2835,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__288,288,288,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__288,288,288,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__296,296,296,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__296,296,296,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2975,2975,2975,ODU,ODU,OpaqueDelegation,0,AISupport,AgainstHuman,1,ODU__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__2975,2975,2975,ODU,ODU,OpaqueDelegation,0,NoAISupport,Opaque,2,ODU__NoAISupport__Opaque,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
