custom_id,persona_pid,persona_source,source_record_id,num_backstory_statements,backstory_sha1,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k,match_rank,player,probability,is_top1
argyle_pgg_match__pid_argyle_anes2016_300605__game_3EQGxadfbmAKaACgZ__p002__g032,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_3EQGxadfbmAKaACgZ__p002__g032,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,CHICKEN,0.05,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,1,RABBIT,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,2,DOG,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,3,DUCK,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_FAuuG8S2iw8wkGRnA__p002__g034,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_FAuuG8S2iw8wkGRnA__p002__g034,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,2,MOOSE,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_FAuuG8S2iw8wkGRnA__p002__g034,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,3,DOG,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_SFohXkBYvScM7Y7rC__p002__g035,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_SFohXkBYvScM7Y7rC__p002__g035,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,DUCK,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_SFohXkBYvScM7Y7rC__p002__g035,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,DOG,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_5R7YRmti4R5GiJKpi__p002__g036,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,OWL,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_5R7YRmti4R5GiJKpi__p002__g036,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,SLOTH,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_5R7YRmti4R5GiJKpi__p002__g036,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,DUCK,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_6BxRfLcBtXYodAS8h__p002__g037,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_6BxRfLcBtXYodAS8h__p002__g037,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,GORILLA,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_6BxRfLcBtXYodAS8h__p002__g037,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DOG,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_7Y6PBvgZNqtriKzaZ__p002__g038,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,CHICKEN,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_7Y6PBvgZNqtriKzaZ__p002__g038,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,GORILLA,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_7Y6PBvgZNqtriKzaZ__p002__g038,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DOG,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_HmA52oSS75D5Z2W8a__p002__g039,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,1,COW,0.65,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_HmA52oSS75D5Z2W8a__p002__g039,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,2,PARROT,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_HmA52oSS75D5Z2W8a__p002__g039,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,3,MONKEY,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_6pQRuemJv5faRcZft__p002__g040,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,1,OWL,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300605__game_6pQRuemJv5faRcZft__p002__g040,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,2,MONKEY,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300605__game_6pQRuemJv5faRcZft__p002__g040,argyle_anes2016_300605,argyle_anes2016_first_person_backstory,300605,10,e5e196340b53c8c2669cc6ec71ca6d6c281b98d3,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3,3,COW,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_5mhtM66ewYHNxSp4q__p003__g001,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,CHICKEN,0.5,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_5mhtM66ewYHNxSp4q__p003__g001,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,RABBIT,0.35,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_5mhtM66ewYHNxSp4q__p003__g001,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,CHICK,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_2TquMDieEiixty8AN__p003__g002,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,MOOSE,0.55,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_2TquMDieEiixty8AN__p003__g002,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,RABBIT,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_2TquMDieEiixty8AN__p003__g002,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,DUCK,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_65crAkEscRbHNJXbW__p003__g003,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_65crAkEscRbHNJXbW__p003__g003,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,DUCK,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_65crAkEscRbHNJXbW__p003__g003,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_3EG5RaDj4z7hkT2JD__p003__g004,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_3EG5RaDj4z7hkT2JD__p003__g004,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_3EG5RaDj4z7hkT2JD__p003__g004,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,3,DUCK,0.05,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_PmcxhmDRj2tN3cECC__p003__g005,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,1,CHICK,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_PmcxhmDRj2tN3cECC__p003__g005,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,2,GORILLA,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_PmcxhmDRj2tN3cECC__p003__g005,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,3,DUCK,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_925LF9k9CXpz8KjQm__p003__g006,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,1,CHICK,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_925LF9k9CXpz8KjQm__p003__g006,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,2,SLOTH,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_925LF9k9CXpz8KjQm__p003__g006,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,3,SNAKE,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_ASQtYBWx6cGN27KxL__p003__g007,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,GORILLA,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_ASQtYBWx6cGN27KxL__p003__g007,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,DUCK,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_ASQtYBWx6cGN27KxL__p003__g007,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,SLOTH,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_DYFJDsdGg8bppBJ7P__p003__g008,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.5,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_DYFJDsdGg8bppBJ7P__p003__g008,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,DOG,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_DYFJDsdGg8bppBJ7P__p003__g008,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,PARROT,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_CbDvrXGkphmfGtH3G__p003__g009,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300610__game_CbDvrXGkphmfGtH3G__p003__g009,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,2,CHICK,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_CbDvrXGkphmfGtH3G__p003__g009,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,3,COW,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300610__game_FvbM5EM5aB5pcjLpA__p003__g010,argyle_anes2016_300610,argyle_anes2016_first_person_backstory,300610,10,87235afedc481e78bef4a84c69359f6aa06928c3,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,1,CHICKEN,0.55,True
