custom_id,record_id,unit_id,treatment_name,variant,model,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players_json,chip_definitions_json,participant_chip_values_json,initial_chip_holdings_json,turn_order_json
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,chip2__cohort_17_m8agzl__game_2_alt_profile,chip2__cohort_17_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip2,2-Chip Bargaining,Cohort 17-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""whale-orange-8655"", ""zebra-pink-5323"", ""swan-blue-3036""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""swan-blue-3036"": {""RED"": 1.0, ""GREEN"": 0.5}, ""zebra-pink-5323"": {""GREEN"": 0.5, ""RED"": 0.6}, ""whale-orange-8655"": {""RED"": 0.3, ""GREEN"": 0.5}}","{""whale-orange-8655"": {""RED"": 10, ""GREEN"": 10}, ""zebra-pink-5323"": {""RED"": 10, ""GREEN"": 10}, ""swan-blue-3036"": {""RED"": 10, ""GREEN"": 10}}","[""whale-orange-8655"", ""zebra-pink-5323"", ""swan-blue-3036""]"
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,chip2__cohort_18_m8agzl__game_2_alt_profile,chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip2,2-Chip Bargaining,Cohort 18-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""pig-blue-1277"", ""turtle-yellow-3106"", ""elephant-yellow-5788""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""pig-blue-1277"": {""GREEN"": 0.5, ""RED"": 0.4}, ""elephant-yellow-5788"": {""GREEN"": 0.5, ""RED"": 0.4}, ""turtle-yellow-3106"": {""RED"": 0.1, ""GREEN"": 0.5}}","{""pig-blue-1277"": {""RED"": 10, ""GREEN"": 10}, ""turtle-yellow-3106"": {""RED"": 10, ""GREEN"": 10}, ""elephant-yellow-5788"": {""RED"": 10, ""GREEN"": 10}}","[""pig-blue-1277"", ""turtle-yellow-3106"", ""elephant-yellow-5788""]"
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,chip2__cohort_19_m8agzl__game_2_alt_profile,chip2__cohort_19_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip2,2-Chip Bargaining,Cohort 19-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""fox-green-431"", ""kangaroo-red-2064"", ""gorilla-red-579""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""kangaroo-red-2064"": {""RED"": 1.0, ""GREEN"": 0.5}, ""gorilla-red-579"": {""RED"": 0.9, ""GREEN"": 0.5}, ""fox-green-431"": {""GREEN"": 0.5, ""RED"": 0.6}}","{""fox-green-431"": {""RED"": 10, ""GREEN"": 10}, ""kangaroo-red-2064"": {""RED"": 10, ""GREEN"": 10}, ""gorilla-red-579"": {""RED"": 10, ""GREEN"": 10}}","[""fox-green-431"", ""kangaroo-red-2064"", ""gorilla-red-579""]"
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,chip2__cohort_20_m8agzl__game_2_alt_profile,chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip2,2-Chip Bargaining,Cohort 20-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""tiger-yellow-3019"", ""bat-purple-4553"", ""unicorn-pink-1559""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""unicorn-pink-1559"": {""GREEN"": 0.5, ""RED"": 0.6}, ""bat-purple-4553"": {""GREEN"": 0.5, ""RED"": 0.9}, ""tiger-yellow-3019"": {""GREEN"": 0.5, ""RED"": 0.8}}","{""tiger-yellow-3019"": {""RED"": 10, ""GREEN"": 10}, ""bat-purple-4553"": {""RED"": 10, ""GREEN"": 10}, ""unicorn-pink-1559"": {""RED"": 10, ""GREEN"": 10}}","[""tiger-yellow-3019"", ""bat-purple-4553"", ""unicorn-pink-1559""]"
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""buffalo-green-2230"", ""bear-green-5745"", ""goose-green-3433""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""goose-green-3433"": {""BLUE"": 0.1, ""GREEN"": 0.5, ""RED"": 0.1}, ""buffalo-green-2230"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.7}, ""bear-green-5745"": {""GREEN"": 0.5, ""RED"": 0.6, ""BLUE"": 1.0}}","{""buffalo-green-2230"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""bear-green-5745"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""goose-green-3433"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""buffalo-green-2230"", ""bear-green-5745"", ""goose-green-3433""]"
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""otter-blue-7516"", ""peacock-red-3668"", ""cat-orange-2462""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""otter-blue-7516"": {""GREEN"": 0.5, ""BLUE"": 0.4, ""RED"": 1.0}, ""peacock-red-3668"": {""RED"": 1.0, ""GREEN"": 0.5, ""BLUE"": 0.5}, ""cat-orange-2462"": {""BLUE"": 0.7, ""RED"": 1.0, ""GREEN"": 0.5}}","{""otter-blue-7516"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""peacock-red-3668"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""cat-orange-2462"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""otter-blue-7516"", ""peacock-red-3668"", ""cat-orange-2462""]"
chip_bargain__chip3_cohort_03_m8aiq8_game_1,chip3__cohort_03_m8aiq8__game_1,chip3__cohort_03_m8aiq8__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""badger-red-5032"", ""camel-yellow-5577"", ""squid-yellow-9545""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""badger-red-5032"": {""RED"": 0.8, ""BLUE"": 0.8, ""GREEN"": 0.5}, ""camel-yellow-5577"": {""GREEN"": 0.5, ""RED"": 0.6, ""BLUE"": 0.4}, ""squid-yellow-9545"": {""GREEN"": 0.5, ""RED"": 0.2, ""BLUE"": 0.6}}","{""badger-red-5032"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""camel-yellow-5577"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-yellow-9545"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""badger-red-5032"", ""camel-yellow-5577"", ""squid-yellow-9545""]"
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""dog-blue-6080"", ""butterfly-blue-3807"", ""ram-purple-9443""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""ram-purple-9443"": {""GREEN"": 0.5, ""BLUE"": 0.1, ""RED"": 0.4}, ""butterfly-blue-3807"": {""BLUE"": 0.9, ""GREEN"": 0.5, ""RED"": 0.6}, ""dog-blue-6080"": {""BLUE"": 0.2, ""GREEN"": 0.5, ""RED"": 1.0}}","{""dog-blue-6080"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""butterfly-blue-3807"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""ram-purple-9443"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dog-blue-6080"", ""butterfly-blue-3807"", ""ram-purple-9443""]"
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""alligator-blue-3197"", ""lion-orange-6194"", ""iguana-orange-3232""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""lion-orange-6194"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 1.0}, ""iguana-orange-3232"": {""GREEN"": 0.5, ""BLUE"": 0.4, ""RED"": 0.8}, ""alligator-blue-3197"": {""GREEN"": 0.5, ""RED"": 0.3, ""BLUE"": 0.6}}","{""alligator-blue-3197"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""lion-orange-6194"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""iguana-orange-3232"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-blue-3197"", ""lion-orange-6194"", ""iguana-orange-3232""]"
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""whale-red-86"", ""dolphin-orange-3122"", ""duck-orange-4971""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""duck-orange-4971"": {""BLUE"": 0.6, ""RED"": 1.0, ""GREEN"": 0.5}, ""dolphin-orange-3122"": {""RED"": 0.6, ""GREEN"": 0.5, ""BLUE"": 0.8}, ""whale-red-86"": {""GREEN"": 0.5, ""BLUE"": 0.4, ""RED"": 1.0}}","{""whale-red-86"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""dolphin-orange-3122"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""duck-orange-4971"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""whale-red-86"", ""dolphin-orange-3122"", ""duck-orange-4971""]"
chip_bargain__chip3_cohort_07_m8ak4j_game_1,chip3__cohort_07_m8ak4j__game_1,chip3__cohort_07_m8ak4j__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""turtle-yellow-8674"", ""gorilla-purple-9767"", ""zebra-blue-1097""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""gorilla-purple-9767"": {""BLUE"": 0.7, ""GREEN"": 0.5, ""RED"": 1.0}, ""turtle-yellow-8674"": {""GREEN"": 0.5, ""RED"": 0.9, ""BLUE"": 1.0}, ""zebra-blue-1097"": {""RED"": 0.6, ""BLUE"": 0.5, ""GREEN"": 0.5}}","{""turtle-yellow-8674"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""gorilla-purple-9767"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""zebra-blue-1097"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""turtle-yellow-8674"", ""gorilla-purple-9767"", ""zebra-blue-1097""]"
chip_bargain__chip3_g11_m5wp7b_game_1,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""cat-green-4185"": {""BLUE"": 0.6000000000000001, ""GREEN"": 0.5, ""RED"": 0.9}, ""zebra-pink-2457"": {""BLUE"": 1.0, ""GREEN"": 0.5, ""RED"": 0.4}, ""iguana-yellow-3262"": {""BLUE"": 0.30000000000000004, ""GREEN"": 0.5, ""RED"": 0.8}}","{""cat-green-4185"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""iguana-yellow-3262"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""zebra-pink-2457"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]"
chip_bargain__chip3_g12_m5wp8p_game_1,chip3__g12_m5wp8p__game_1,chip3__g12_m5wp8p__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g12-m5wp8p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""swan-purple-1670"": {""GREEN"": 0.5, ""RED"": 0.5, ""BLUE"": 0.8}, ""bear-purple-7271"": {""RED"": 0.8, ""GREEN"": 0.5, ""BLUE"": 0.8}, ""peacock-red-7768"": {""BLUE"": 0.7000000000000001, ""RED"": 0.8, ""GREEN"": 0.5}}","{""bear-purple-7271"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""peacock-red-7768"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""swan-purple-1670"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]"
chip_bargain__chip3_g13_m5wp8q_game_1,chip3__g13_m5wp8q__game_1,chip3__g13_m5wp8q__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g13-m5wp8q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""monkey-yellow-524"": {""RED"": 0.2, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""gorilla-yellow-5964"": {""BLUE"": 0.30000000000000004, ""RED"": 0.30000000000000004, ""GREEN"": 0.5}, ""camel-red-6481"": {""GREEN"": 0.5, ""BLUE"": 0.8, ""RED"": 0.5}}","{""gorilla-yellow-5964"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""camel-red-6481"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""monkey-yellow-524"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]"
chip_bargain__chip3_g15_m5wp8s_game_1,chip3__g15_m5wp8s__game_1,chip3__g15_m5wp8s__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g15-m5wp8s,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""alligator-yellow-2789"": {""GREEN"": 0.5, ""RED"": 0.7000000000000001, ""BLUE"": 0.30000000000000004}, ""otter-green-8822"": {""BLUE"": 0.5, ""RED"": 0.30000000000000004, ""GREEN"": 0.5}, ""tiger-red-5171"": {""RED"": 0.6000000000000001, ""BLUE"": 0.2, ""GREEN"": 0.5}}","{""alligator-yellow-2789"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""otter-green-8822"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-red-5171"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]"
chip_bargain__chip3_g16_m5wp8t_game_1,chip3__g16_m5wp8t__game_1,chip3__g16_m5wp8t__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g16-m5wp8t,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""frog-yellow-5901"": {""RED"": 1.0, ""GREEN"": 0.5, ""BLUE"": 0.30000000000000004}, ""dolphin-green-1598"": {""GREEN"": 0.5, ""RED"": 0.2, ""BLUE"": 1.0}, ""pig-green-5362"": {""BLUE"": 0.4, ""GREEN"": 0.5, ""RED"": 0.4}}","{""dolphin-green-1598"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-yellow-5901"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""pig-green-5362"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]"
chip_bargain__chip3_g17_m5wp8w_game_1,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""owl-green-168"": {""GREEN"": 0.5, ""RED"": 0.7000000000000001, ""BLUE"": 0.30000000000000004}, ""iguana-blue-1059"": {""GREEN"": 0.5, ""BLUE"": 0.8, ""RED"": 0.2}, ""squid-purple-9957"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.5}}","{""iguana-blue-1059"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-green-168"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-9957"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]"
chip_bargain__chip3_g18_m5wq8i_game_1,chip3__g18_m5wq8i__game_1,chip3__g18_m5wq8i__game_1,CHIP3__GAME_1,twin_sampled_unadjusted_seed_0,gpt-5-mini,chip3,3-Chip Bargaining,g18-m5wq8i,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""llama-pink-7039"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""gorilla-purple-8501"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 0.1}, ""whale-orange-533"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}}","{""gorilla-purple-8501"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""llama-pink-7039"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""whale-orange-533"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]"
