gameId,playerId,n_observed_rounds,min_contribution,max_contribution,expected_rounds,endowment,valid_number_of_starting_players,CONFIG_chat,CONFIG_punishmentExists,CONFIG_showRewardId,CONFIG_showNRounds,CONFIG_showPunishmentId,CONFIG_rewardExists,CONFIG_showOtherSummaries,CONFIG_allOrNothing,CONFIG_defaultContribProp,complete_round_coverage,always_full,always_zero
EEe5Aynbvexiu25Q4,k8CH8RjtJ2aRjTKwu,18,0.0,20.0,18.0,20.0,True,False,True,False,False,False,True,False,True,1.0,True,False,False
EEe5Aynbvexiu25Q4,qw96LAa7HgbhBHaQq,18,0.0,0.0,18.0,20.0,True,False,True,False,False,False,True,False,True,1.0,True,False,True
EEe5Aynbvexiu25Q4,zHXp57nr3CzTTr9xi,18,0.0,20.0,18.0,20.0,True,False,True,False,False,False,True,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,3qzFu3MNWZ9Ezfs84,30,20.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,True,False
EEpd3uZzuS7TShmdH,5KpPvHT3i7o6qXZdy,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,DS5TDmW3mJoWSo4dC,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,ERy47ZcyWzgEFExyw,30,20.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,True,False
EEpd3uZzuS7TShmdH,TemznF6XhD2xGLrzF,30,20.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,True,False
EEpd3uZzuS7TShmdH,atfuQJt3dPEZq5TXv,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,d35yXRzFQ5JJFEDv9,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,eQsfc22cgk2cEgbft,30,20.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,True,False
EEpd3uZzuS7TShmdH,n3LWvaN74SDjH94yY,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,xEvBxeR7azm37CoGc,30,0.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,False,False
EEpd3uZzuS7TShmdH,xXr8hj854Wk282raK,30,20.0,20.0,30.0,20.0,True,True,False,True,True,True,False,False,True,1.0,True,True,False
ESikYmAwPYqz6DLkw,6n72H8gdJWtGwGWPg,7,0.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,85iwrNwYMRKjvHNdy,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,88zGAJZcjPvasZuA2,7,15.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,CPXbHnex3wCi67ZSk,7,0.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,EzotrLpTsiQFdLywQ,7,10.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,Gqp2SYFkeM64XMxBQ,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,Nuqrjojz6654Fk93Y,7,19.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,bFckYYPK3xNFonPR3,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,bNdiTfKqQoLzk7o69,7,5.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,bguQSYySz3Rqkrn6R,7,0.0,18.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,c4MS6mmtryjXhXT25,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,c77frsYTLumnPEN3B,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,dA22uH5M3pPx4Hkxm,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
ESikYmAwPYqz6DLkw,hZtBHzPZhaALwQXRa,7,10.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,i8xGRwdHE9GcQ6P8o,7,0.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,kajJrGnAmX3ZLGQmx,7,10.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,kfokmYTteJ5ycFi5Q,7,5.0,12.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
ESikYmAwPYqz6DLkw,skgdqNXenmY2ZTKHt,7,20.0,20.0,7.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,2u3N8ZBaTrwrr7ent,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,4QSXLcF7HyXdHwTGW,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,5xf8XmXiNQvnzANiH,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,C2LKY4HNmTDWeBf9k,11,15.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,CegtkXEnziHoHrj4y,11,15.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,ChpQQ74m7QpG6Xnmb,11,14.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,Khz5nARdwXJEyAonQ,11,2.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,KsG68YJiA7w7bjcrH,7,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,False,False,False
EiQexzqKqzprkv8Rh,Y4ESkNgpfeY4v7syk,11,10.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,Z3svQSMQK5mipy8oZ,11,0.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,ZgMKNjkrT73twhNin,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,b43yybEFWSgc9ihQ3,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,bY7MXNN2J64REtMjS,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
EiQexzqKqzprkv8Rh,cWpikwe454CNzJEnh,11,0.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,eDZimSiNoL7CMf7MY,11,12.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,odjTHrruuPTeaMQsW,11,0.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,qsJcTxH45dt3fpBDD,11,10.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,tJY3fqM3mGboZmSxr,11,11.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,False,False
EiQexzqKqzprkv8Rh,vHaFZE7myJm7srTap,11,20.0,20.0,11.0,20.0,True,False,True,True,False,True,False,True,False,1.0,True,True,False
Ep7RASWzHevNh78dL,3vQinYzT7XPKYDkXB,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,73PtaXmPuB3XNx6Hq,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,7H2knCivRDdTFgPKd,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,8cLeZXc2EHW6hcQgw,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,9XBKab6phjBJns2gN,3,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,False,False,False
Ep7RASWzHevNh78dL,9ppaqrbErzrZRwYWh,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,AL7MRXFhSZh3py3fK,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,JtJ6nNc6zBwphCBzR,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,NMYjY7fAEydHCWxvB,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,W8Xeb3GtuSixG8DmJ,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,ZCTt88oQuJG7H6dDj,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,dtgpBAEnRFywHoMig,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,jDGAaZb2uPYGowpZh,3,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,False,False,False
Ep7RASWzHevNh78dL,tZczuk6T76cJQbogu,5,0.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,False,False
Ep7RASWzHevNh78dL,u3bRMAozGnYBTJqY8,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Ep7RASWzHevNh78dL,zsvzKD4yqohtuWqmd,5,20.0,20.0,5.0,20.0,True,True,True,False,True,False,False,True,True,1.0,True,True,False
Esb9zF6J52owJzGuL,6LfgWTmLrTw6ocYWA,1,14.0,14.0,1.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,False,False
Esb9zF6J52owJzGuL,pQdJQNB7mpwMsfaXk,1,20.0,20.0,1.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,True,False
FDhgaavSuHcHqTnoY,A5MiSumFG9pMNDvoZ,29,20.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,True,False
FDhgaavSuHcHqTnoY,AYoNPzxH3THqQirAW,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,EQHqJiiQRPXRcPumT,1,0.0,0.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,False,False,False
FDhgaavSuHcHqTnoY,WdzpBFHHuYJKGDEfa,2,0.0,0.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,False,False,False
FDhgaavSuHcHqTnoY,ZWQXErLHGRwiCnEAK,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,h7iq7SaWEzH4N4vEi,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,iZTrTtyLh2RQzXGhJ,29,20.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,True,False
FDhgaavSuHcHqTnoY,j2rxcZShjq4SqumGw,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,oLTiMWsbCmRZjGJoa,29,20.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,True,False
FDhgaavSuHcHqTnoY,pSnZmfW9FNsjNgSQd,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,ry9ynTGFDExhwiH2u,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,vANmJ4HeA8w7Yjvum,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FDhgaavSuHcHqTnoY,ygfJ2gJ7R47rN7Y8a,29,0.0,20.0,29.0,20.0,True,False,False,False,True,False,True,False,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,5dWuiifG8REbveceN,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,7WXxbavzSZGvTQZsq,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,GCDh3atza72jjGZF8,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,GSWbaWXf4wcC2hQNM,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,HtTQgH92rrfSt6ZwM,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,bX6XJK86T5LQySjFS,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,hHMRaqv4Ghgd5Ljbp,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,nS8FdE65oyTFvebuG,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
FPPMdHLDRKNWZpFjA,rt92FAo8P2PHpqaEE,28,0.0,20.0,28.0,20.0,True,False,True,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,37Qjb7SqbrFrfRLNu,20,20.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
Fj9DT3BL4SG26wNCY,9GW2oKr5GBDwbYMpf,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,A7NELwAoAPnqyW83u,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,A8X77Yj2S5nPLXKvQ,20,20.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
Fj9DT3BL4SG26wNCY,Efsqpq52tZGWC2fqK,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,GMoiWGHcji9Gy5jgB,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,R9JM2eGvCbpJnPGBL,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,cx9w92Kmyxhdf66ES,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,kAFwduKJ9rkCuHvCs,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
Fj9DT3BL4SG26wNCY,ukXqbrd6dBJYHeW6d,20,0.0,20.0,20.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
FmkaCSorD3a94QiTC,7HyGymAaYvjRWPH9R,1,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,False,False,False
FmkaCSorD3a94QiTC,EGcsXcA9KcKvGiDeK,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,FY853omDERBGLnWXC,17,0.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,False,False
FmkaCSorD3a94QiTC,H8EAMYQKyWJ9avkpY,17,0.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,False,False
FmkaCSorD3a94QiTC,Pi4Empbxows6seizj,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,QrpyoEzEu75hjm5o8,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,RamY3dpzw74H5EsMz,17,0.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,False,False
FmkaCSorD3a94QiTC,SEgtz7bkeRQww5sGQ,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,TbgNrLsRNfeB8kG7q,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,dkL3J9hMEk9CmHMqm,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,jXc72ua364R4i6Z5Q,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,kj869WYppdMz2dYGL,17,0.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,False,False
FmkaCSorD3a94QiTC,qPotpGRQjkwkfoXpS,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,ttZbZrsYyNnKBiwMF,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FmkaCSorD3a94QiTC,w4Aena3bB24mELNMM,17,20.0,20.0,17.0,20.0,True,False,True,True,True,True,True,False,True,1.0,True,True,False
FpYh3P5jAMzox9jXF,3PKCfDTqZRvBowEo6,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,Dmra7qzWd8wwLwcLi,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,GM4GNN6EXmhXWuh9e,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,QBWmmzsTaNAkHQmCB,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,Sobtwx5KjbxuJijvx,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,XGSGgWNf6dPCKJe7f,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,bdcpfXacXH3mi6ytT,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,fpFxtzv8KbddMwT5f,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,hFRk8jHTRrTfEXerP,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,noXwx5mbTAhbe2D5X,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,oxzfaNFWeQTCPbfR6,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,r4ppXWQgvYmHmkjdr,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,uEdQDGdaW6RAt6bdQ,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FpYh3P5jAMzox9jXF,z8wNrGjGdvhsrtd3n,24,20.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,True,False
FpYh3P5jAMzox9jXF,zyeWX2rk8kRATyEpM,24,0.0,20.0,24.0,20.0,True,True,True,False,False,False,True,True,True,0.0,True,False,False
FvZe9PNTuF273SJxa,6b42kqQPuGMHk4yvX,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,QG5q8LYhqZ3K2XnrK,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,SCJYAJ744WXwqRcTJ,22,10.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,False,False
FvZe9PNTuF273SJxa,SSoNSmBR4Y7Ays38d,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,WSfDiWKwtdSD2FRFE,1,0.0,0.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,False,False,False
FvZe9PNTuF273SJxa,WbT9X5inuAJneqsq4,22,8.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,False,False
FvZe9PNTuF273SJxa,adFGoqtnHrrhm2yEQ,22,1.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,False,False
FvZe9PNTuF273SJxa,bTr9vEumghjmvqwdb,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,gimLBJdGdHJrREskJ,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,hKq7NB6yhmjx5xhYE,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,omyb3Tiwx3LPLzHyk,4,0.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,False,False,False
FvZe9PNTuF273SJxa,vKDMNqsjmFrj5NYcN,5,0.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,False,False,False
FvZe9PNTuF273SJxa,wHiPyq8N7cJQHQfcC,22,20.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,True,False
FvZe9PNTuF273SJxa,xYgbPP5mcWqPTkDdr,22,16.0,20.0,22.0,20.0,True,True,True,True,False,True,True,False,False,0.0,True,False,False
FxN4ETksRuuZDFtEm,FK4WzfCAQJ2PhsmBf,9,0.0,20.0,9.0,20.0,True,False,False,True,True,True,False,True,True,0.0,True,False,False
FxN4ETksRuuZDFtEm,NvTuFa62irY7vQYvP,9,0.0,20.0,9.0,20.0,True,False,False,True,True,True,False,True,True,0.0,True,False,False
FxN4ETksRuuZDFtEm,e4ibC4yyh8keBWJRN,9,20.0,20.0,9.0,20.0,True,False,False,True,True,True,False,True,True,0.0,True,True,False
FxN4ETksRuuZDFtEm,ir7kuiDXzxBT56Mwe,9,0.0,0.0,9.0,20.0,True,False,False,True,True,True,False,True,True,0.0,True,False,True
G6ZjvG8cmjw4tAj6T,4vjmCiFpgjrfeY32v,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,68NhXvTiB22wQCfT5,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,7Pe3Mzhn7y7WpApnu,6,0.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,False
G6ZjvG8cmjw4tAj6T,A8Q7dhWK42XxvygSe,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,CtFWzyC9AetEJKRqF,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,HkxwRxQWSEhi6vrou,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,LCBpzS9WDWn3yTgyE,6,20.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,True,False
G6ZjvG8cmjw4tAj6T,LziC8HDex6gmfaLxA,6,0.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,False
G6ZjvG8cmjw4tAj6T,WL7naBzQSJKsecQ6W,6,0.0,0.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,True
G6ZjvG8cmjw4tAj6T,d9Q4bAGJWN7dbLZ7Z,6,0.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,False
G6ZjvG8cmjw4tAj6T,vTHF7zQCvSKCHxByb,6,0.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,False
G6ZjvG8cmjw4tAj6T,xJSX3CD6tYhBoouuS,6,0.0,20.0,6.0,20.0,True,True,False,False,True,False,False,False,True,0.0,True,False,False
G6oekPH7QWW5gEh8g,EsNFMQAZe7JmtiDBF,2,11.0,20.0,2.0,20.0,False,True,False,False,False,False,True,True,False,0.0,True,False,False
G6oekPH7QWW5gEh8g,HE7K8dp2fEkfc2ZGb,1,0.0,0.0,2.0,20.0,False,True,False,False,False,False,True,True,False,0.0,False,False,False
G6oekPH7QWW5gEh8g,oKrYcAGCRCTpFy8WA,2,2.0,15.0,2.0,20.0,False,True,False,False,False,False,True,True,False,0.0,True,False,False
G6oekPH7QWW5gEh8g,y9eHvkbhwijYkPHcM,2,16.0,17.0,2.0,20.0,False,True,False,False,False,False,True,True,False,0.0,True,False,False
G7MK9MeuEdEmnrf8g,34XA4hdGczFSLM8A2,14,20.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
G7MK9MeuEdEmnrf8g,4F4iWqtTcfym6eZbu,14,20.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
G7MK9MeuEdEmnrf8g,6pJAT3w3b6pEeQSh2,14,20.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
G7MK9MeuEdEmnrf8g,9dfMmsGPWxWSam3aH,14,20.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
G7MK9MeuEdEmnrf8g,9hfoX8Na8ZGdnWYRP,14,5.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
G7MK9MeuEdEmnrf8g,JHxEWx9sH99wYFXFN,14,15.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,False,False
G7MK9MeuEdEmnrf8g,REE3nTygZekYjxGt7,14,20.0,20.0,14.0,20.0,True,True,True,True,True,True,True,False,False,1.0,True,True,False
