simbench_row_id,simbench_split_baseline,dataset_name_baseline,group_size_baseline,option_count_baseline,expected_request_count_baseline,completed_request_count_baseline,missing_request_count_baseline,full_request_success_count_baseline,full_request_failure_count_baseline,valid_prediction_count_baseline,invalid_or_missing_prediction_count_baseline,completion_rate_baseline,parse_success_rate_baseline,full_request_success_rate_baseline,valid_prediction_rate_baseline,evaluated_baseline,predicted_distribution_json_baseline,gold_distribution_json_baseline,predicted_modal_label_baseline,gold_modal_label_baseline,modal_match_baseline,predicted_entropy_baseline,gold_entropy_baseline,uniform_baseline_tvd_baseline,dataset_uniform_baseline_tvd_mean_baseline,tvd_baseline,jsd_baseline,simbench_score_raw_baseline,simbench_score_baseline,simbench_split_persona_summary,dataset_name_persona_summary,group_size_persona_summary,option_count_persona_summary,expected_request_count_persona_summary,completed_request_count_persona_summary,missing_request_count_persona_summary,full_request_success_count_persona_summary,full_request_failure_count_persona_summary,valid_prediction_count_persona_summary,invalid_or_missing_prediction_count_persona_summary,completion_rate_persona_summary,parse_success_rate_persona_summary,full_request_success_rate_persona_summary,valid_prediction_rate_persona_summary,evaluated_persona_summary,predicted_distribution_json_persona_summary,gold_distribution_json_persona_summary,predicted_modal_label_persona_summary,gold_modal_label_persona_summary,modal_match_persona_summary,predicted_entropy_persona_summary,gold_entropy_persona_summary,uniform_baseline_tvd_persona_summary,dataset_uniform_baseline_tvd_mean_persona_summary,tvd_persona_summary,jsd_persona_summary,simbench_score_raw_persona_summary,simbench_score_persona_summary
simbenchpop_000154,SimBenchPop,Jester,417,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.1223021582733813, ""B"": 0.045563549160671464, ""C"": 0.08633093525179855, ""D"": 0.0671462829736211, ""E"": 0.05755395683453238, ""F"": 0.33093525179856115, ""G"": 0.1223021582733813, ""H"": 0.05275779376498801, ""I"": 0.04796163069544365, ""J"": 0.0671462829736211}",F,F,1.0,1.033114087516671,2.0600584773832553,0.2755395683453238,0.3204558426811387,0.4392086330935251,0.1850725524281213,-0.3705745834397167,-37.057458343971675,SimBenchPop,Jester,417,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0004672029702970296, ""B"": 0.0004672029702970296, ""C"": 0.0006234529702970296, ""D"": 0.0031203589108910884, ""E"": 0.021086014851485157, ""F"": 0.1112190594059405, ""G"": 0.30228960396039606, ""H"": 0.40621132425742573, ""I"": 0.1424891707920792, ""J"": 0.012026608910891084}","{""A"": 0.1223021582733813, ""B"": 0.045563549160671464, ""C"": 0.08633093525179855, ""D"": 0.0671462829736211, ""E"": 0.05755395683453238, ""F"": 0.33093525179856115, ""G"": 0.1223021582733813, ""H"": 0.05275779376498801, ""I"": 0.04796163069544365, ""J"": 0.0671462829736211}",H,F,0,1.4138124334544282,2.0600584773832553,0.2755395683453238,0.3204558426811387,0.627968516276088,0.2545918654731741,-0.95961013231059,-95.961013231059
simbenchpop_000155,SimBenchPop,Jester,416,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.024038461538461543, ""B"": 0.014423076923076922, ""C"": 0.019230769230769232, ""D"": 0.024038461538461543, ""E"": 0.04567307692307691, ""F"": 0.4326923076923077, ""G"": 0.15384615384615385, ""H"": 0.1201923076923077, ""I"": 0.0625, ""J"": 0.10336538461538462}",F,F,1.0,1.033114087516671,1.7702858676100706,0.4100961538461539,0.3204558426811387,0.3177884615384615,0.1110429752312281,0.0083237088778291,0.8323708877829183,SimBenchPop,Jester,416,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0009359529702970296, ""B"": 0.010467202970297029, ""C"": 0.0034501575157515744, ""D"": 0.007807858910891087, ""E"": 0.054485636063606346, ""F"": 0.2112522033453344, ""G"": 0.4269415925967598, ""H"": 0.2495186159240924, ""I"": 0.0320204207920792, ""J"": 0.0031203589108910884}","{""A"": 0.024038461538461543, ""B"": 0.014423076923076922, ""C"": 0.019230769230769232, ""D"": 0.024038461538461543, ""E"": 0.04567307692307691, ""F"": 0.4326923076923077, ""G"": 0.15384615384615385, ""H"": 0.1201923076923077, ""I"": 0.0625, ""J"": 0.10336538461538462}",G,F,0,1.4366378850430357,1.7702858676100706,0.4100961538461539,0.3204558426811387,0.4112343061229201,0.1089567732038518,-0.2832791647119634,-28.327916471196342
simbenchpop_000156,SimBenchPop,Jester,367,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.04087193460490464, ""B"": 0.03814713896457766, ""C"": 0.02452316076294278, ""D"": 0.0653950953678474, ""E"": 0.04904632152588556, ""F"": 0.36239782016348776, ""G"": 0.1307901907356948, ""H"": 0.10626702997275204, ""I"": 0.0681198910081744, ""J"": 0.11444141689373297}",F,F,1.0,1.033114087516671,1.9756355080998316,0.3138964577656675,0.3204558426811387,0.4077656675749318,0.1557510944409051,-0.2724550882371286,-27.24550882371286,SimBenchPop,Jester,367,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0006234529702970297, ""B"": 0.0007797029702970297, ""C"": 0.00843595297029703, ""D"": 0.020464108910891093, ""E"": 0.048429764851485146, ""F"": 0.17278155940594056, ""G"": 0.38463335396039605, ""H"": 0.3168363242574258, ""I"": 0.04467667079207921, ""J"": 0.002339108910891089}","{""A"": 0.04087193460490464, ""B"": 0.03814713896457766, ""C"": 0.02452316076294278, ""D"": 0.0653950953678474, ""E"": 0.04904632152588556, ""F"": 0.36239782016348776, ""G"": 0.1307901907356948, ""H"": 0.10626702997275204, ""I"": 0.0681198910081744, ""J"": 0.11444141689373297}",G,F,0,1.4647415806142334,1.9756355080998316,0.3138964577656675,0.3204558426811387,0.464412457509375,0.1457732320425961,-0.4492244972780119,-44.922449727801194
simbenchpop_000157,SimBenchPop,Jester,1651,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.03755299818291945, ""B"": 0.026044821320411873, ""C"": 0.04421562689279225, ""D"": 0.06965475469412478, ""E"": 0.026044821320411873, ""F"": 0.23864324651726226, ""G"": 0.19139915202907332, ""H"": 0.16596002422774075, ""I"": 0.09267110841913993, ""J"": 0.10781344639612359}",F,F,1.0,1.033114087516671,2.0537611267667284,0.3038158691701998,0.3204558426811387,0.4939127801332525,0.201162030255206,-0.5412818689803314,-54.128186898033135,SimBenchPop,Jester,1651,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.00046720297029702947, ""B"": 0.00046720297029702947, ""C"": 0.002512657515751574, ""D"": 0.004526608910891086, ""E"": 0.035233690092910386, ""F"": 0.1578416035284846, ""G"": 0.3394722130180051, ""H"": 0.38648089843324995, ""I"": 0.06769006364922203, ""J"": 0.005307858910891086}","{""A"": 0.03755299818291945, ""B"": 0.026044821320411873, ""C"": 0.04421562689279225, ""D"": 0.06965475469412478, ""E"": 0.026044821320411873, ""F"": 0.23864324651726226, ""G"": 0.19139915202907332, ""H"": 0.16596002422774075, ""I"": 0.09267110841913993, ""J"": 0.10781344639612359}",H,F,0,1.400178380786835,2.0537611267667284,0.3038158691701998,0.3204558426811387,0.3777828039669396,0.1154769267123312,-0.1788919209778383,-17.889192097783834
simbenchpop_000158,SimBenchPop,Jester,621,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.0322061191626409, ""B"": 0.01932367149758454, ""C"": 0.033816425120772944, ""D"": 0.057971014492753624, ""E"": 0.040257648953301126, ""F"": 0.35909822866344604, ""G"": 0.15458937198067632, ""H"": 0.13848631239935588, ""I"": 0.08051529790660225, ""J"": 0.08373590982286634}",F,F,1.0,1.033114087516671,1.9365428429659832,0.3521739130434783,0.3204558426811387,0.3960547504025765,0.1449382214090499,-0.2359105301027715,-23.59105301027715,SimBenchPop,Jester,621,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.00046720297029702947, ""B"": 0.00046720297029702947, ""C"": 0.0009359529702970292, ""D"": 0.0040578589108910875, ""E"": 0.03391587596259626, ""F"": 0.16855123533186644, ""G"": 0.396965529886322, ""H"": 0.3488733612944628, ""I"": 0.04264542079207919, ""J"": 0.0031203589108910875}","{""A"": 0.0322061191626409, ""B"": 0.01932367149758454, ""C"": 0.033816425120772944, ""D"": 0.05797101449275362, ""E"": 0.040257648953301126, ""F"": 0.35909822866344604, ""G"": 0.15458937198067632, ""H"": 0.13848631239935588, ""I"": 0.08051529790660225, ""J"": 0.08373590982286634}",G,F,0,1.3375968300440932,1.9365428429659832,0.3521739130434783,0.3204558426811387,0.4527632068007526,0.1348479404906024,-0.4128723727195789,-41.28723727195789
simbenchpop_000159,SimBenchPop,Jester,1295,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.07104247104247105, ""B"": 0.05637065637065638, ""C"": 0.05405405405405406, ""D"": 0.08494208494208495, ""E"": 0.04787644787644788, ""F"": 0.3706563706563707, ""G"": 0.1196911196911197, ""H"": 0.08725868725868727, ""I"": 0.051737451737451735, ""J"": 0.05637065637065638}",F,F,1.0,1.033114087516671,2.012753295709935,0.2903474903474904,0.3204558426811387,0.4117760617760618,0.1624609778697879,-0.2849697428852589,-28.49697428852589,SimBenchPop,Jester,1295,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.005000000000000001, ""B"": 0.008437500000000002, ""C"": 0.03828125000000002, ""D"": 0.13968750000000005, ""E"": 0.22953125000000008, ""F"": 0.28171875, ""G"": 0.19609375000000004, ""H"": 0.08109375, ""I"": 0.016718750000000004, ""J"": 0.0034375}","{""A"": 0.07104247104247105, ""B"": 0.05637065637065638, ""C"": 0.05405405405405406, ""D"": 0.08494208494208494, ""E"": 0.04787644787644788, ""F"": 0.3706563706563707, ""G"": 0.11969111969111972, ""H"": 0.08725868725868727, ""I"": 0.05173745173745174, ""J"": 0.05637065637065638}",F,F,1,1.7724270817591323,2.0127532957099348,0.2903474903474904,0.3204558426811387,0.3128028474903476,0.0900645643477852,0.0238815904455393,2.388159044553939
simbenchpop_000160,SimBenchPop,Jester,261,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.13793103448275862, ""B"": 0.0421455938697318, ""C"": 0.06513409961685823, ""D"": 0.061302681992337155, ""E"": 0.06896551724137931, ""F"": 0.41379310344827586, ""G"": 0.06896551724137931, ""H"": 0.05747126436781609, ""I"": 0.034482758620689655, ""J"": 0.04980842911877394}",F,F,1.0,1.033114087516671,1.9194121779616553,0.3517241379310344,0.3204558426811387,0.3982758620689655,0.1728874680011265,-0.2428416306494356,-24.284163064943563,SimBenchPop,Jester,261,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0007797029702970294, ""B"": 0.0009359529702970293, ""C"": 0.0031376575157515737, ""D"": 0.008120358910891086, ""E"": 0.05073563606360635, ""F"": 0.21906470334533445, ""G"": 0.42467596759675974, ""H"": 0.2627217409240924, ""I"": 0.028270420792079195, ""J"": 0.0015578589108910885}","{""A"": 0.13793103448275865, ""B"": 0.04214559386973181, ""C"": 0.06513409961685826, ""D"": 0.06130268199233717, ""E"": 0.06896551724137932, ""F"": 0.4137931034482759, ""G"": 0.06896551724137932, ""H"": 0.0574712643678161, ""I"": 0.03448275862068966, ""J"": 0.04980842911877395}",G,F,0,1.378910258752563,1.9194121779616553,0.3517241379310346,0.3204558426811387,0.5609609269116568,0.2244477066476293,-0.7505092814607421,-75.05092814607421
simbenchpop_000161,SimBenchPop,Jester,447,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.1, ""B"": 0.1, ""C"": 0.1, ""D"": 0.2, ""E"": 0.2, ""F"": 0.2, ""G"": 0.05, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.12527964205816555, ""B"": 0.05592841163310962, ""C"": 0.05592841163310962, ""D"": 0.10067114093959731, ""E"": 0.06040268456375839, ""F"": 0.3221476510067114, ""G"": 0.12080536912751678, ""H"": 0.06487695749440715, ""I"": 0.035794183445190156, ""J"": 0.058165548098434}",D,F,0.0,1.9560115027140732,2.06579650151787,0.2689038031319911,0.3204558426811387,0.3270693512304251,0.0829328173180887,-0.0206378154754598,-2.063781547545984,SimBenchPop,Jester,447,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.027343750000000003, ""B"": 0.016249999999999997, ""C"": 0.06390625000000001, ""D"": 0.20250000000000007, ""E"": 0.29000000000000015, ""F"": 0.25265624999999997, ""G"": 0.10453124999999996, ""H"": 0.0328125, ""I"": 0.006718750000000001, ""J"": 0.00328125}","{""A"": 0.12527964205816555, ""B"": 0.05592841163310962, ""C"": 0.05592841163310962, ""D"": 0.1006711409395973, ""E"": 0.06040268456375839, ""F"": 0.3221476510067114, ""G"": 0.12080536912751678, ""H"": 0.06487695749440715, ""I"": 0.035794183445190156, ""J"": 0.058165548098433995}",E,F,0,1.7716489424419573,2.06579650151787,0.268903803131991,0.3204558426811387,0.3394040128635348,0.0979803936427234,-0.059128802345632,-5.9128802345632
simbenchpop_000162,SimBenchPop,Jester,207,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.1256038647342995, ""B"": 0.09178743961352656, ""C"": 0.09178743961352656, ""D"": 0.08695652173913042, ""E"": 0.04830917874396134, ""F"": 0.4009661835748792, ""G"": 0.05797101449275361, ""H"": 0.04347826086956521, ""I"": 0.004830917874396134, ""J"": 0.04830917874396134}",F,F,1.0,1.033114087516671,1.8977658650552496,0.3265700483091787,0.3204558426811387,0.4492753623188405,0.2026399791429347,-0.4019883630765324,-40.19883630765324,SimBenchPop,Jester,207,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.005154702970297031, ""B"": 0.004529702970297031, ""C"": 0.005950157515751577, ""D"": 0.012495358910891093, ""E"": 0.08511063606360637, ""F"": 0.2331272033453345, ""G"": 0.39087388426342634, ""H"": 0.22996132425742577, ""I"": 0.029207920792079213, ""J"": 0.0035891089108910893}","{""A"": 0.1256038647342995, ""B"": 0.09178743961352656, ""C"": 0.09178743961352656, ""D"": 0.08695652173913042, ""E"": 0.04830917874396134, ""F"": 0.4009661835748792, ""G"": 0.05797101449275361, ""H"": 0.04347826086956521, ""I"": 0.004830917874396134, ""J"": 0.04830917874396134}",G,F,0,1.5146102055998727,1.8977658650552496,0.3265700483091787,0.3204558426811387,0.5805643933958613,0.2312424903959338,-0.8116829717894605,-81.16829717894605
simbenchpop_000163,SimBenchPop,Jester,940,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.1, ""B"": 0.1, ""C"": 0.1, ""D"": 0.2, ""E"": 0.2, ""F"": 0.2, ""G"": 0.05, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.07021276595744681, ""B"": 0.04042553191489362, ""C"": 0.06382978723404255, ""D"": 0.0627659574468085, ""E"": 0.05106382978723403, ""F"": 0.37446808510638296, ""G"": 0.11914893617021277, ""H"": 0.10106382978723402, ""I"": 0.059574468085106386, ""J"": 0.0574468085106383}",D,F,0.0,1.9560115027140732,2.002569552089624,0.2946808510638298,0.3204558426811387,0.4117021276595744,0.1179881406491708,-0.2847390274273387,-28.47390274273387,SimBenchPop,Jester,940,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.002169471153846154, ""B"": 0.0049759615384615385, ""C"": 0.02073317307692308, ""D"": 0.11162860576923075, ""E"": 0.2353185096153846, ""F"": 0.28841346153846154, ""G"": 0.20180288461538462, ""H"": 0.1077764423076923, ""I"": 0.02343149038461538, ""J"": 0.00375}","{""A"": 0.07021276595744681, ""B"": 0.04042553191489362, ""C"": 0.06382978723404255, ""D"": 0.0627659574468085, ""E"": 0.05106382978723403, ""F"": 0.37446808510638296, ""G"": 0.11914893617021277, ""H"": 0.10106382978723402, ""I"": 0.059574468085106386, ""J"": 0.0574468085106383}",F,F,1,1.7358481016666416,2.002569552089624,0.2946808510638298,0.3204558426811387,0.3224838891162029,0.0959122644928839,-0.0063286299232252,-0.6328629923225249
simbenchpop_000164,SimBenchPop,Jester,713,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.1, ""B"": 0.1, ""C"": 0.1, ""D"": 0.2, ""E"": 0.2, ""F"": 0.2, ""G"": 0.05, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.09116409537166902, ""B"": 0.049088359046283316, ""C"": 0.08134642356241235, ""D"": 0.09677419354838711, ""E"": 0.07152875175315569, ""F"": 0.3169705469845723, ""G"": 0.10799438990182329, ""H"": 0.07012622720897617, ""I"": 0.049088359046283316, ""J"": 0.0659186535764376}",D,F,0.0,1.9560115027140732,2.1031929177279434,0.2249649368863955,0.3204558426811387,0.3100981767180925,0.0828332714007528,0.0323216636538356,3.2321663653835597,SimBenchPop,Jester,713,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.006873452970297031, ""B"": 0.00812345297029703, ""C"": 0.014842202970297032, ""D"": 0.045776608910891095, ""E"": 0.18244018151815178, ""F"": 0.2881982260726073, ""G"": 0.2936177289603961, ""H"": 0.14076861592409243, ""I"": 0.015770420792079208, ""J"": 0.003589108910891089}","{""A"": 0.091164095371669, ""B"": 0.0490883590462833, ""C"": 0.08134642356241233, ""D"": 0.09677419354838708, ""E"": 0.07152875175315568, ""F"": 0.3169705469845722, ""G"": 0.10799438990182327, ""H"": 0.07012622720897616, ""I"": 0.0490883590462833, ""J"": 0.06591865357643759}",G,F,0,1.667398820825271,2.103192917727943,0.2249649368863955,0.3204558426811387,0.3671771575386852,0.1096866680067165,-0.1457964207069717,-14.579642070697174
simbenchpop_000165,SimBenchPop,Jester,492,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.3, ""B"": 0.25, ""C"": 0.2, ""D"": 0.15, ""E"": 0.1, ""F"": 0.0, ""G"": 0.0, ""H"": 0.0, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.11788617886178862, ""B"": 0.06097560975609756, ""C"": 0.06910569105691057, ""D"": 0.06910569105691057, ""E"": 0.05487804878048781, ""F"": 0.3516260162601626, ""G"": 0.09146341463414634, ""H"": 0.05894308943089431, ""I"": 0.05894308943089431, ""J"": 0.06707317073170732}",A,F,0.0,1.5444795210968605,2.0524850321976698,0.2695121951219512,0.3204558426811387,0.6280487804878049,0.2966034258183598,-0.9598606011772064,-95.98606011772064,SimBenchPop,Jester,492,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.01875, ""B"": 0.03953125, ""C"": 0.08859374999999999, ""D"": 0.2221875, ""E"": 0.2787500000000001, ""F"": 0.20046874999999997, ""G"": 0.10187499999999995, ""H"": 0.03984375, ""I"": 0.006874999999999999, ""J"": 0.0031249999999999993}","{""A"": 0.11788617886178863, ""B"": 0.060975609756097573, ""C"": 0.06910569105691058, ""D"": 0.06910569105691058, ""E"": 0.05487804878048782, ""F"": 0.35162601626016265, ""G"": 0.09146341463414635, ""H"": 0.05894308943089432, ""I"": 0.05894308943089432, ""J"": 0.06707317073170734}",E,F,0,1.842831835733608,2.0524850321976693,0.2695121951219513,0.3204558426811387,0.4068534044715448,0.1252857363269896,-0.2696083212824232,-26.960832128242316
simbenchpop_000166,SimBenchPop,Jester,546,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.05, ""F"": 0.2, ""G"": 0.45, ""H"": 0.25, ""I"": 0.05, ""J"": 0.0}","{""A"": 0.02380952380952381, ""B"": 0.01831501831501832, ""C"": 0.025641025641025644, ""D"": 0.03846153846153847, ""E"": 0.03846153846153847, ""F"": 0.3754578754578755, ""G"": 0.16117216117216118, ""H"": 0.1318681318681319, ""I"": 0.08058608058608059, ""J"": 0.10622710622710624}",G,F,0.0,1.327362863420189,1.877088532436031,0.3747252747252747,0.3204558426811387,0.4184981684981684,0.1342164404289816,-0.3059464449040618,-30.594644490406186,SimBenchPop,Jester,546,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0006234529702970297, ""B"": 0.01015470297029703, ""C"": 0.0029814075157515753, ""D"": 0.005307858910891089, ""E"": 0.04932938606360636, ""F"": 0.19406470334533454, ""G"": 0.41436346759675974, ""H"": 0.2811592409240925, ""I"": 0.039989170792079205, ""J"": 0.002026608910891089}","{""A"": 0.02380952380952381, ""B"": 0.01831501831501832, ""C"": 0.025641025641025644, ""D"": 0.03846153846153847, ""E"": 0.03846153846153847, ""F"": 0.3754578754578755, ""G"": 0.16117216117216118, ""H"": 0.1318681318681319, ""I"": 0.08058608058608059, ""J"": 0.10622710622710624}",G,F,0,1.4260804745612508,1.877088532436031,0.3747252747252747,0.3204558426811387,0.413350263082627,0.1134577905857505,-0.289882124239877,-28.988212423987704
simbenchpop_000167,SimBenchPop,Jester,395,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.05063291139240507, ""B"": 0.015189873417721518, ""C"": 0.035443037974683546, ""D"": 0.04810126582278481, ""E"": 0.03291139240506329, ""F"": 0.4278481012658228, ""G"": 0.1189873417721519, ""H"": 0.09873417721518987, ""I"": 0.07088607594936709, ""J"": 0.10126582278481014}",F,F,1.0,1.033114087516671,1.8559836993236136,0.3481012658227848,0.3204558426811387,0.370253164556962,0.1434941043518112,-0.1553952689992699,-15.539526899926992,SimBenchPop,Jester,395,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0004672029702970297, ""B"": 0.0004672029702970297, ""C"": 0.0010922029702970296, ""D"": 0.013276608910891092, ""E"": 0.0304752193969397, ""F"": 0.1357645139513951, ""G"": 0.30406517214221424, ""H"": 0.3783135969846986, ""I"": 0.12639542079207922, ""J"": 0.009682858910891089}","{""A"": 0.05063291139240507, ""B"": 0.015189873417721518, ""C"": 0.035443037974683546, ""D"": 0.04810126582278481, ""E"": 0.03291139240506329, ""F"": 0.4278481012658228, ""G"": 0.1189873417721519, ""H"": 0.09873417721518987, ""I"": 0.07088607594936709, ""J"": 0.10126582278481014}",H,F,0,1.4855339790249975,1.8559836993236136,0.3481012658227848,0.3204558426811387,0.5201665949822831,0.1666108430106724,-0.6232083354456464,-62.32083354456464
simbenchpop_000168,SimBenchPop,Jester,1049,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.05, ""F"": 0.2, ""G"": 0.45, ""H"": 0.25, ""I"": 0.05, ""J"": 0.0}","{""A"": 0.031458531935176365, ""B"": 0.015252621544327933, ""C"": 0.03527168732125835, ""D"": 0.03431839847473785, ""E"": 0.0228789323164919, ""F"": 0.3203050524308866, ""G"": 0.15252621544327935, ""H"": 0.13155386081982842, ""I"": 0.11058150619637752, ""J"": 0.14585319351763587}",G,F,0.0,1.327362863420189,1.9353430960579168,0.3608198284080077,0.3204558426811387,0.4430409914204004,0.1540379894867976,-0.3825336673959065,-38.25336673959065,SimBenchPop,Jester,1049,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0006234529702970297, ""B"": 0.0007797029702970297, ""C"": 0.0015609529702970298, ""D"": 0.011557858910891089, ""E"": 0.04936726485148516, ""F"": 0.1554378094059406, ""G"": 0.37775835396039614, ""H"": 0.3204300742574258, ""I"": 0.0737391707920792, ""J"": 0.00874535891089109}","{""A"": 0.031458531935176365, ""B"": 0.015252621544327933, ""C"": 0.03527168732125835, ""D"": 0.03431839847473785, ""E"": 0.0228789323164919, ""F"": 0.3203050524308866, ""G"": 0.15252621544327935, ""H"": 0.13155386081982842, ""I"": 0.11058150619637752, ""J"": 0.14585319351763587}",G,F,0,1.475817421391339,1.9353430960579168,0.3608198284080077,0.3204558426811387,0.4405966844897074,0.1268055614693826,-0.3749060738084644,-37.49060738084644
simbenchpop_000169,SimBenchPop,Jester,710,10,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0, ""E"": 0.1, ""F"": 0.6, ""G"": 0.25, ""H"": 0.05, ""I"": 0.0, ""J"": 0.0}","{""A"": 0.0295774647887324, ""B"": 0.021126760563380285, ""C"": 0.026760563380281693, ""D"": 0.050704225352112685, ""E"": 0.04788732394366198, ""F"": 0.3690140845070423, ""G"": 0.17183098591549298, ""H"": 0.10704225352112677, ""I"": 0.08873239436619722, ""J"": 0.08732394366197184}",F,F,1.0,1.033114087516671,1.9167644272545936,0.347887323943662,0.3204558426811387,0.3612676056338028,0.1329685738852424,-0.1273553404775107,-12.735534047751074,SimBenchPop,Jester,710,10,64,64,0,39,25,64,0,1.0,0.609375,0.609375,1.0,True,"{""A"": 0.0004672029702970297, ""B"": 0.0004672029702970297, ""C"": 0.0009359529702970297, ""D"": 0.012651608910891092, ""E"": 0.029211014851485157, ""F"": 0.13434405940594052, ""G"": 0.30619585396039606, ""H"": 0.3655863242574258, ""I"": 0.1392079207920792, ""J"": 0.01093285891089109}","{""A"": 0.0295774647887324, ""B"": 0.021126760563380285, ""C"": 0.026760563380281693, ""D"": 0.050704225352112685, ""E"": 0.04788732394366198, ""F"": 0.3690140845070423, ""G"": 0.17183098591549298, ""H"": 0.10704225352112677, ""I"": 0.08873239436619722, ""J"": 0.08732394366197184}",H,F,0,1.4959897839420333,1.9167644272545936,0.347887323943662,0.3204558426811387,0.4433844652070842,0.1254828674908735,-0.3836054961502524,-38.36054961502524
