custom_id,persona_pid,persona_source,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,max_persona_chars,top_k,match_rank,player,probability,is_top1,player_key,match_probability,final_surplus,final_welfare,proposer_mean_net_surplus,proposer_acceptance_rate,proposer_mean_trade_ratio,response_acceptance_rate,response_mean_net_surplus_if_accepted,received_trade_rate
persona_chip_match__pid_1715__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,1715,twin_direct_persona_summary,chip4__cohort_01_m898xg__game_2_alt_profile,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""buffalo-yellow-4552"", ""goose-green-9189"", ""bear-red-8738""]",gpt-5-mini,0,3,3,bear-red-8738,0.1,False,chip4__cohort_01_m898xg__game_2_alt_profile::bear-red-8738,0.1,0.0,27.0,2.1666666666666665,0.0,1.0,0.0,nan,0.0
persona_chip_match__pid_1715__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1715,twin_direct_persona_summary,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""peacock-red-7894"", ""otter-orange-7286"", ""squid-pink-8454""]",gpt-5-mini,0,3,1,peacock-red-7894,0.75,True,chip4__cohort_02_m7xl5i__game_2_alt_profile::peacock-red-7894,0.75,7.0,35.0,1.1666666666666667,0.6666666666666666,1.0,0.5,1.3333333333333333,0.5
persona_chip_match__pid_1715__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1715,twin_direct_persona_summary,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""peacock-red-7894"", ""otter-orange-7286"", ""squid-pink-8454""]",gpt-5-mini,0,3,2,squid-pink-8454,0.15,False,chip4__cohort_02_m7xl5i__game_2_alt_profile::squid-pink-8454,0.15,7.0,30.0,2.0,0.6666666666666666,1.0,0.5,1.8333333333333333,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1715,twin_direct_persona_summary,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""peacock-red-7894"", ""otter-orange-7286"", ""squid-pink-8454""]",gpt-5-mini,0,3,3,otter-orange-7286,0.1,False,chip4__cohort_02_m7xl5i__game_2_alt_profile::otter-orange-7286,0.1,6.0,30.0,5.333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.5,0.0
persona_chip_match__pid_1715__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1715,twin_direct_persona_summary,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""bear-blue-8468"", ""otter-yellow-9944"", ""dog-red-9959""]",gpt-5-mini,0,3,1,otter-yellow-9944,0.6,True,chip4__cohort_02_m89542__game_2_alt_profile::otter-yellow-9944,0.6,3.1999999999999993,20.2,2.0666666666666664,0.3333333333333333,0.7269841269841271,0.3333333333333333,1.2,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1715,twin_direct_persona_summary,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""bear-blue-8468"", ""otter-yellow-9944"", ""dog-red-9959""]",gpt-5-mini,0,3,2,bear-blue-8468,0.3,False,chip4__cohort_02_m89542__game_2_alt_profile::bear-blue-8468,0.3,1.0,20.0,0.49999999999999994,0.3333333333333333,0.6944444444444443,0.3333333333333333,0.35,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1715,twin_direct_persona_summary,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""bear-blue-8468"", ""otter-yellow-9944"", ""dog-red-9959""]",gpt-5-mini,0,3,3,dog-red-9959,0.1,False,chip4__cohort_02_m89542__game_2_alt_profile::dog-red-9959,0.1,-0.10000000000000142,23.9,0.1333333333333333,0.3333333333333333,1.0277777777777777,0.16666666666666666,2.5,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1715,twin_direct_persona_summary,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,"[""camel-yellow-4406"", ""otter-orange-6095"", ""badger-purple-8825""]",gpt-5-mini,0,3,1,badger-purple-8825,0.62,True,chip4__cohort_02_m8aboy__game_2_alt_profile::badger-purple-8825,0.62,-0.28999999999999915,22.71,0.2333333333333331,0.3333333333333333,1.1666666666666665,0.16666666666666666,-0.3999999999999999,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1715,twin_direct_persona_summary,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,"[""camel-yellow-4406"", ""otter-orange-6095"", ""badger-purple-8825""]",gpt-5-mini,0,3,2,otter-orange-6095,0.28,False,chip4__cohort_02_m8aboy__game_2_alt_profile::otter-orange-6095,0.28,2.6999999999999993,19.7,1.0666666666666667,0.6666666666666666,1.1666666666666667,0.16666666666666666,0.5,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1715,twin_direct_persona_summary,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,"[""camel-yellow-4406"", ""otter-orange-6095"", ""badger-purple-8825""]",gpt-5-mini,0,3,3,camel-yellow-4406,0.1,False,chip4__cohort_02_m8aboy__game_2_alt_profile::camel-yellow-4406,0.1,0.0,25.0,1.4666666666666668,0.0,0.5833333333333334,0.16666666666666666,0.0,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1715,twin_direct_persona_summary,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""camel-blue-7414"", ""squid-orange-6967"", ""lion-green-7491""]",gpt-5-mini,0,3,1,camel-blue-7414,0.7,True,chip4__cohort_03_m898xg__game_2_alt_profile::camel-blue-7414,0.7,4.399999999999999,23.4,1.4666666666666666,1.0,1.111111111111111,0.0,nan,0.0
persona_chip_match__pid_1715__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1715,twin_direct_persona_summary,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""camel-blue-7414"", ""squid-orange-6967"", ""lion-green-7491""]",gpt-5-mini,0,3,2,squid-orange-6967,0.25,False,chip4__cohort_03_m898xg__game_2_alt_profile::squid-orange-6967,0.25,1.7100000000000009,16.71,0.46666666666666673,0.3333333333333333,0.40740740740740744,0.6666666666666666,2.0,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1715,twin_direct_persona_summary,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""camel-blue-7414"", ""squid-orange-6967"", ""lion-green-7491""]",gpt-5-mini,0,3,3,lion-green-7491,0.05,False,chip4__cohort_03_m898xg__game_2_alt_profile::lion-green-7491,0.05,3.1000000000000014,29.1,4.6000000000000005,0.3333333333333333,0.5333333333333333,0.5,0.3666666666666667,0.5
persona_chip_match__pid_1715__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1715,twin_direct_persona_summary,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""butterfly-yellow-2785"", ""badger-blue-8654"", ""cat-pink-5829""]",gpt-5-mini,0,3,1,butterfly-yellow-2785,0.6,True,chip4__cohort_04_m89542__game_2_alt_profile::butterfly-yellow-2785,0.6,1.1999999999999993,15.2,0.5333333333333332,0.3333333333333333,1.0222222222222221,0.3333333333333333,0.35000000000000014,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1715,twin_direct_persona_summary,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""butterfly-yellow-2785"", ""badger-blue-8654"", ""cat-pink-5829""]",gpt-5-mini,0,3,2,cat-pink-5829,0.3,False,chip4__cohort_04_m89542__game_2_alt_profile::cat-pink-5829,0.3,3.1099999999999994,20.11,0.9999999999999999,0.6666666666666666,1.0,0.3333333333333333,1.2,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1715,twin_direct_persona_summary,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""butterfly-yellow-2785"", ""badger-blue-8654"", ""cat-pink-5829""]",gpt-5-mini,0,3,3,badger-blue-8654,0.1,False,chip4__cohort_04_m89542__game_2_alt_profile::badger-blue-8654,0.1,4.299999999999997,33.3,1.2666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.25,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1715,twin_direct_persona_summary,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""whale-pink-487"", ""iguana-red-1430"", ""duck-red-8937""]",gpt-5-mini,0,3,1,whale-pink-487,0.65,True,chip4__cohort_05_m7xlsd__game_2_alt_profile::whale-pink-487,0.65,5.799999999999997,34.8,1.6666666666666667,1.0,1.1666666666666667,0.3333333333333333,0.3999999999999997,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1715,twin_direct_persona_summary,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""whale-pink-487"", ""iguana-red-1430"", ""duck-red-8937""]",gpt-5-mini,0,3,2,duck-red-8937,0.25,False,chip4__cohort_05_m7xlsd__game_2_alt_profile::duck-red-8937,0.25,1.3999999999999986,28.4,1.5333333333333334,0.3333333333333333,1.037037037037037,0.6666666666666666,0.24999999999999994,0.16666666666666666
persona_chip_match__pid_1715__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1715,twin_direct_persona_summary,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""whale-pink-487"", ""iguana-red-1430"", ""duck-red-8937""]",gpt-5-mini,0,3,3,iguana-red-1430,0.1,False,chip4__cohort_05_m7xlsd__game_2_alt_profile::iguana-red-1430,0.1,4.800000000000001,18.8,0.8666666666666666,0.3333333333333333,1.1666666666666667,0.3333333333333333,2.1,0.3333333333333333
persona_chip_match__pid_1715__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1715,twin_direct_persona_summary,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""butterfly-purple-4350"", ""owl-yellow-8687"", ""ram-green-9746""]",gpt-5-mini,0,3,1,ram-green-9746,0.55,True,chip4__cohort_05_m898xg__game_2_alt_profile::ram-green-9746,0.55,5.899999999999999,24.9,1.133333333333333,0.6666666666666666,0.9999999999999999,0.8333333333333334,1.7199999999999995,0.5
persona_chip_match__pid_1715__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1715,twin_direct_persona_summary,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""butterfly-purple-4350"", ""owl-yellow-8687"", ""ram-green-9746""]",gpt-5-mini,0,3,2,butterfly-purple-4350,0.35,False,chip4__cohort_05_m898xg__game_2_alt_profile::butterfly-purple-4350,0.35,3.1000000000000014,22.1,0.4999999999999998,1.0,1.3888888888888886,0.6666666666666666,0.575,0.5
persona_chip_match__pid_1715__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1715,twin_direct_persona_summary,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""butterfly-purple-4350"", ""owl-yellow-8687"", ""ram-green-9746""]",gpt-5-mini,0,3,3,owl-yellow-8687,0.1,False,chip4__cohort_05_m898xg__game_2_alt_profile::owl-yellow-8687,0.1,7.600000000000001,30.6,2.0333333333333337,0.6666666666666666,1.1833333333333333,0.16666666666666666,3.0,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1709,twin_direct_persona_summary,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""dog-orange-384"", ""buffalo-red-6989"", ""cat-pink-8143""]",gpt-5-mini,0,3,1,dog-orange-384,0.62,True,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.62,0.1999999999999993,8.2,0.36666666666666664,0.0,0.8333333333333334,0.16666666666666666,0.19999999999999996,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1709,twin_direct_persona_summary,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""dog-orange-384"", ""buffalo-red-6989"", ""cat-pink-8143""]",gpt-5-mini,0,3,2,buffalo-red-6989,0.28,False,chip2__cohort_01_m7xia7__game_1::buffalo-red-6989,0.28,0.0,6.0,0.5333333333333333,0.0,1.0,0.0,nan,0.0
persona_chip_match__pid_1709__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1709,twin_direct_persona_summary,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""dog-orange-384"", ""buffalo-red-6989"", ""cat-pink-8143""]",gpt-5-mini,0,3,3,cat-pink-8143,0.1,False,chip2__cohort_01_m7xia7__game_1::cat-pink-8143,0.1,-0.5999999999999996,8.4,-0.13333333333333344,0.3333333333333333,1.4444444444444444,0.0,nan,0.0
persona_chip_match__pid_1709__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1709,twin_direct_persona_summary,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""otter-blue-1497"", ""peacock-pink-777"", ""badger-red-827""]",gpt-5-mini,0,3,1,otter-blue-1497,0.7,True,chip2__cohort_02_m7xiz2__game_1::otter-blue-1497,0.7,1.0,11.0,0.8333333333333334,0.6666666666666666,0.5888888888888889,0.3333333333333333,-0.25,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1709,twin_direct_persona_summary,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""otter-blue-1497"", ""peacock-pink-777"", ""badger-red-827""]",gpt-5-mini,0,3,2,badger-red-827,0.2,False,chip2__cohort_02_m7xiz2__game_1::badger-red-827,0.2,1.0999999999999996,8.1,0.10000000000000002,0.6666666666666666,0.7222222222222222,0.3333333333333333,0.29999999999999993,0.3333333333333333
persona_chip_match__pid_1709__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1709,twin_direct_persona_summary,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""otter-blue-1497"", ""peacock-pink-777"", ""badger-red-827""]",gpt-5-mini,0,3,3,peacock-pink-777,0.1,False,chip2__cohort_02_m7xiz2__game_1::peacock-pink-777,0.1,0.9000000000000004,13.9,1.5999999999999999,0.0,0.8333333333333334,0.16666666666666666,0.9000000000000004,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1709,twin_direct_persona_summary,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""dog-purple-778"", ""peacock-purple-2249"", ""owl-orange-1045""]",gpt-5-mini,0,3,1,owl-orange-1045,0.6,True,chip2__cohort_03_m8aexq__game_1::owl-orange-1045,0.6,1.5,11.5,1.3333333333333333,0.3333333333333333,0.37222222222222223,0.5,0.6666666666666666,0.3333333333333333
persona_chip_match__pid_1709__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1709,twin_direct_persona_summary,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""dog-purple-778"", ""peacock-purple-2249"", ""owl-orange-1045""]",gpt-5-mini,0,3,2,peacock-purple-2249,0.25,False,chip2__cohort_03_m8aexq__game_1::peacock-purple-2249,0.25,0.0,13.0,0.6333333333333335,0.3333333333333333,1.138888888888889,0.16666666666666666,0.10000000000000009,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1709,twin_direct_persona_summary,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""dog-purple-778"", ""peacock-purple-2249"", ""owl-orange-1045""]",gpt-5-mini,0,3,3,dog-purple-778,0.15,False,chip2__cohort_03_m8aexq__game_1::dog-purple-778,0.15,1.1999999999999993,15.2,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.16666666666666666,-0.20000000000000018,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1709,twin_direct_persona_summary,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,0,3,1,owl-yellow-7660,0.7,True,chip2__cohort_05_m7xjzy__game_1::owl-yellow-7660,0.7,0.9000000000000004,8.9,0.7000000000000001,0.6666666666666666,0.9444444444444443,0.16666666666666666,0.19999999999999996,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1709,twin_direct_persona_summary,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,0,3,2,whale-blue-4588,0.2,False,chip2__cohort_05_m7xjzy__game_1::whale-blue-4588,0.2,3.8000000000000007,16.8,0.6333333333333334,0.0,0.8666666666666667,0.3333333333333333,1.9000000000000004,0.3333333333333333
persona_chip_match__pid_1709__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1709,twin_direct_persona_summary,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,0,3,3,iguana-red-1137,0.1,False,chip2__cohort_05_m7xjzy__game_1::iguana-red-1137,0.1,2.5999999999999996,8.6,0.9666666666666667,0.6666666666666666,1.1333333333333333,0.16666666666666666,-0.8,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1709,twin_direct_persona_summary,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,0,3,1,whale-green-1798,0.6,True,chip2__cohort_07_m8ag8i__game_1::whale-green-1798,0.6,5.300000000000001,18.3,1.4000000000000001,0.6666666666666666,1.0,0.3333333333333333,2.05,0.3333333333333333
persona_chip_match__pid_1709__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1709,twin_direct_persona_summary,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,0,3,2,swan-pink-1424,0.35,False,chip2__cohort_07_m8ag8i__game_1::swan-pink-1424,0.35,1.5999999999999996,7.6,0.13333333333333333,1.0,1.8333333333333333,0.16666666666666666,1.2,0.16666666666666666
persona_chip_match__pid_1709__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1709,twin_direct_persona_summary,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,0,3,3,turtle-yellow-7601,0.05,False,chip2__cohort_07_m8ag8i__game_1::turtle-yellow-7601,0.05,0.5999999999999996,7.6,2.0999999999999996,0.0,0.4000000000000001,0.3333333333333333,0.3,0.3333333333333333
persona_chip_match__pid_1709__record_chip2__cohort_12_m8agmu__game_1__p005__g006,1709,twin_direct_persona_summary,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,0,3,1,monkey-pink-6874,0.75,True,chip2__cohort_12_m8agmu__game_1::monkey-pink-6874,0.75,-2.3000000000000007,10.7,1.1000000000000003,0.3333333333333333,1.0,0.3333333333333333,-0.85,0.3333333333333333
