StatementID,TreatmentCode,SubjectID,ID,UGProposer,UGProposer_JUS,AI_UGProposer,AI_UGProposer_JUS,StatementID2,SubjectID2,ID2,UGResponder,UGResponder_JUS,AI_UGResponder,AI_UGResponder_JUS
102,ODU,1141,4,5,5 is fair and equal.,5,Split the amount in half to ensure some gain for both parties.,102,1280,59,5,The best outcome for us both.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
103,ODU,1148,57,5,It is fair we both receive half.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",103,1313,10,3,It is better than 0.,1,"I would accept any offer above 0 ECU, as receiving any amount is better than receiving nothing."
104,ODU,1149,61,5,Split the amount 50/50.,5,"I think that a fair offer would be to split the endowment down the middle, giving both of us 5 ECU each. This ensures that both parties receive a fair share of the endowment and there is a higher likelihood that the responder will accept the offer.",104,1340,12,1,I am happy to accept any bonus as it is helpful.,1,"1 ECU is the minimum amount of money, so accepting anything less than that wouldn't make sense."
105,ODU,1161,27,5,Most fair split and therefore most likely to be accept.,5,"I want to offer the responder a fair and equal split of the endowment, to increase the likelihood of them accepting my offer.",105,1341,13,1,"To maximise my own earnings. I can't choose what they said, only what I would accept.",1,I would accept any amount greater than 0 ECU.
106,ODU,1167,39,5,"Nobody would pick 6 because the other person is never giving away more than half, so just split this one up seems the best option to pick.",5,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",106,1369,32,4,I think that’s a fair acceptance rate.,1,Accepting any amount is better than receiving nothing.
107,ODU,1168,55,5,They should be willing to accept half.,5,I'm offering half of my endowment because I believe it's a fair compromise that balances the need to be generous with the need to keep some ECU for myself. I hope the responder will see it this way and accept my offer.,107,1381,59,1,I think accepting 1 is better than nothing.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
108,ODU,1187,30,5,I divided the money equally between both of us.,4,"I chose to offer the responder 4 ECU because it's a fair split that gives them a decent amount while also keeping the majority of the endowment for myself. It's not too little to make them reject the offer, but it's not too much to give away either.",108,1385,9,5,Not a huge amount to receive.,1,"I want to receive something, so I will accept any positive offer."
109,ODU,1212,62,5,It is a very fair share.,5,I believe this offer is fair and gives the responder a reasonable amount of the endowment while also allowing me to keep a significant portion for myself.,109,1393,39,4,I feel that this a fair divide of ECU.,1,I would accept any positive amount as receiving something is better than receiving nothing.
110,ODU,1218,42,5,So we are equal.,5,"I think it's a fair offer that balances my self-interest with the responder's potential acceptance. By offering 5 ECU, I get to keep half of the endowment while also increasing the likelihood that the responder will accept the offer and we'll both end up with some money.",110,1423,58,4,Seems a fair amount to accept.,1,Accepting any positive amount is better than receiving 0 ECU.
111,ODU,1223,57,5,It's a fair split.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",111,1426,64,5,Fairness for both parties.,1,I'm not willing to accept any less than 1 ECU.
112,ODU,1232,54,5,Split 50/50 is fair.,5,"I'm offering half of my endowment because I think it's a fair and reasonable offer. This way, both the responder and I receive some money, and I am still left with a decent amount for myself.",112,1430,51,5,"It should be obvious, that rather than playing a game of 'what would they do' we simply think that a fair split makes the most sense.",1,Accepting an offer of 1 ECU is better than receiving 0 ECU.
113,ODU,1239,57,5,That's fair and the other person would be unlikely to presume I would give more than half to them.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",113,1431,52,4,A little under half is the minimum I will accept.,1,I would accept any offer above 0 ECU because it's better than receiving nothing.
114,ODU,1249,34,4,"4 is better than 0, I think the receiver will accept that.",5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",114,1436,33,2,That is on the other person.,1,Accepting 1 ECU is better than getting 0 ECU.
115,ODU,1280,10,5,The best outcome for us both.,5,"I want to offer the responder 5 ECU because it is a fair and balanced split of the total endowment, and it increases the chances that the responder will accept the offer and both parties will receive some money.",115,1440,54,4,Going lower in the hope they accept.,1,"I'll take any amount offered, as long as it's positive and I receive something."
116,ODU,1313,55,5,I think this is fair.,5,I'm offering half of my endowment because I believe it's a fair compromise that balances the need to be generous with the need to keep some ECU for myself. I hope the responder will see it this way and accept my offer.,116,1459,36,7,I think they will offer mid range so want to be safer.,1,"I would accept any offer that is greater than 0 ECU. This is because I am currently endowed with 0 ECU, so any positive amount of ECU would be an improvement."
117,ODU,1340,53,5,I like sharing with others.,5,"I believe it's fair to offer the responder half of my endowment, as this way we both get something rather than both getting nothing.",117,1488,24,3,"It is below the fair value, however it's enough that I'd not feel too hard done by.",1,Even 1 ECU is better than nothing.
118,ODU,1341,48,4,I believe this is the lowest they would accept.,5,"I believe that a fair division of the endowment would be for both parties to receive half, so I'm offering 5 ECU to the responder.",118,1492,32,3,Any less than this as an offer and they deserve nothing.,1,Accepting any amount is better than receiving nothing.
119,ODU,1345,36,5,The amount is split 50-50.,5,I want to keep half of the endowment for myself and offer the other half to the responder. This seems like a fair and reasonable offer to make.,119,1496,14,1,"I think we should be able to give whatever we feel comfortable with, without being punished.",1,"I want to receive at least some ECU, so even a small amount is better than nothing."
120,ODU,1369,13,5,I think that's a fair offer.,5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",120,1533,52,3,We will both receive something.,1,I would accept any offer above 0 ECU because it's better than receiving nothing.
121,ODU,1381,41,5,"Any lower and I'd expect them to reject, so 5 ECU is better than nothing.",4,I want to offer the responder 4 ECU because I want to maximize my own payout while still making a fair offer that the responder might accept.,121,1546,47,5,A 50/50 split is the fairest choice.,1,"Sure! I'd like to receive at least 1 ECU, so that I end up with some money and don't walk away empty-handed."
122,ODU,1382,47,4,I should get more as I'm the one tasked with making the decision.,5,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.",122,1552,43,5,I feel that is what I am owed.,1,Accepting any amount is better than getting nothing.
123,ODU,1385,27,4,Seems a fair amount to give.,5,"I want to offer the responder a fair and equal split of the endowment, to increase the likelihood of them accepting my offer.",123,1562,61,4,I think 4 is a respectable amount for the proposer to share as they would still get the majority of the ECU.,1,I wouldn't accept anything less than 1 ECU because I would rather have some amount of money than none at all.
124,ODU,1423,40,5,"Fair share, 50/50 split.",5,"I think it's a fair offer to both parties, leaving some for me and giving some to the responder.",124,1563,35,3,Because this is better than nothing and we all get something!,1,Any amount is better than nothing.
125,ODU,1426,37,5,A fair share of the overall money available makes sense.,5,"I'm trying to be fair and give the responder half of the endowment so that we both end up with 5 ECU each. This way, both of us stand to gain something and there's a good chance the responder will accept the offer.",125,1605,41,2,I want to accept something or we get nothing.,1,"I believe that any positive amount is better than nothing, so I would accept any offer of 1 ECU or more."
126,ODU,1436,7,5,I hope the responder will see things equally as I do.,5,I want to keep half and offer the other half to the responder. It's a fair and equal split and maximizes the chances of the offer being accepted.,126,1610,20,1,"I need the ECU, any ECU they're willing to share.",1,"I want to receive some money, so I accept any positive offer."
127,ODU,1440,13,5,They would probably accept half.,5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",127,1612,37,5,I am able to work out what is fair and reasonable.,1,I would accept a minimum of 1 ECU as it is better to receive something than nothing.
128,ODU,1459,34,9,I want them to accept so make the payment higher.,5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",128,1613,59,5,I think it's fair for the other person to have half.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
129,ODU,1463,45,5,Equal payment seems fair.,5,"I think a fair offer would be to give half of my endowment to the responder, which would result in both of us having 5 ECU.",129,1622,61,3,"Something is better than nothing, and I would want to make it clear that I wouldn't accept any lower.",1,I wouldn't accept anything less than 1 ECU because I would rather have some amount of money than none at all.
130,ODU,1488,41,5,This shares the endowment equally and so I think they'd be more likely to accept.,4,I want to offer the responder 4 ECU because I want to maximize my own payout while still making a fair offer that the responder might accept.,130,1635,64,5,Better to split the pot for a potential to get something instead of nothing.,1,I'm not willing to accept any less than 1 ECU.
131,ODU,1496,22,5,I think giving half the amount and keeping half the amount is fairer and makes more sense than having nothing.,5,I want to be fair and keep the possibility of a mutually beneficial outcome alive.,131,1641,41,5,It's only fair.,1,"I believe that any positive amount is better than nothing, so I would accept any offer of 1 ECU or more."
132,ODU,1500,16,4,I want to accrue some ECU but give the responder the opportunity to also accrue some ECU.,5,I think it's a fair offer that benefits both parties.,132,1677,19,4,"Uses fairness without too much risk for either party I'm hoping, but still lowers the bar for my acceptance.",1,Getting something is better than nothing.
133,ODU,1512,38,5,It's fair to split it.,5,"I think it's a fair offer that balances my self-interest with a desire to be generous. By offering half, I'm showing that I'm willing to share the resources and not just keep everything for myself. This increases the likelihood that the responder will accept the offer and we'll both end up with something, rather than both getting nothing if the responder rejects my offer.",133,1688,19,5,It’s mid range for best bet.,1,Getting something is better than nothing.
134,ODU,1533,57,5,Equal value for both parties.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",134,1701,39,4,That's what I offered.,1,I would accept any positive amount as receiving something is better than receiving nothing.
135,ODU,1546,53,5,50/50 split is fair.,5,"I believe it's fair to offer the responder half of my endowment, as this way we both get something rather than both getting nothing.",135,1702,42,5,I want to keep it fair between us and trust them to do the same.,1,I'll accept any positive amount because it's better than getting nothing.
136,ODU,1548,53,5,"I am just trying to make it fair, half the amount I have.",5,"I believe it's fair to offer the responder half of my endowment, as this way we both get something rather than both getting nothing.",136,1704,62,5,5 is fair for both.,1,"I believe in fairness and equity, even a small amount is better than nothing."
137,ODU,1552,51,5,50/50 is the most logical answer.,5,"I think it's a fair and reasonable offer, giving the responder half of my endowment while still allowing me to keep a portion of the money.",137,1719,45,4,I want to make sure I get something.,1,It is better to have something than nothing.
138,ODU,1563,51,5,This is an obviously fair offer. I find it hard to believe they would want more than half.,5,"I think it's a fair and reasonable offer, giving the responder half of my endowment while still allowing me to keep a portion of the money.",138,1728,22,3,I think people will lowball but I would be okay with them taking more over both getting 0.,1,Getting something is better than getting nothing.
139,ODU,1569,24,5,I think it’s a fair system to each earn equally.,5,I want to split the endowment equally and offer 5 ECU to the responder.,139,1734,38,1,Rejecting is pointless because at least I get something even if it's only 1 ECU - although the other person getting 10 would be incredibly unfair.,1,"I'd like to receive something, so even just 1 ECU is better than nothing."
140,ODU,1605,61,5,Fair to split it into equal amounts.,5,"I think that a fair offer would be to split the endowment down the middle, giving both of us 5 ECU each. This ensures that both parties receive a fair share of the endowment and there is a higher likelihood that the responder will accept the offer.",140,1739,19,5,I think that is most fair.,1,Getting something is better than nothing.
141,ODU,1606,5,5,I think it's fair to split evenly.,5,I want to keep 5 ECU and offer 5 ECU to the responder to maximize the chance of the offer being accepted and both of us receiving money.,141,1740,49,5,It seems fair to split the reward.,1,"I want at least something, so I'll accept an offer of 1 ECU or more."
142,ODU,1610,46,5,"We split it in half, it's equal within our group of two.",5,"I'm offering 5 ECU to the responder as a fair compromise, hoping they will accept the offer and we both receive some money.",142,1745,51,3,"I don't mind receiving a bit less, but would like something.",1,Accepting an offer of 1 ECU is better than receiving 0 ECU.
143,ODU,1622,31,3,This is probably the lowest I would accept.,5,"I'd like to offer half of my endowment, 5 ECU, to maximize the chances of the responder accepting the offer and both of us receiving some money.",143,1750,37,5,Equal shares - seems fair. We both win.,1,I would accept a minimum of 1 ECU as it is better to receive something than nothing.
144,ODU,1635,54,5,Better to split the pot for a potential to get something instead of nothing.,5,"I'm offering half of my endowment because I think it's a fair and reasonable offer. This way, both the responder and I receive some money, and I am still left with a decent amount for myself.",144,1761,63,4,Hoping they are generous.,1,I need to receive something in order to accept the offer.
145,ODU,1641,47,5,"Equal amount, fair share for both of us.",5,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.",145,1775,13,5,A fair distribution for both of us.,1,I would accept any amount greater than 0 ECU.
146,ODU,1655,49,5,It's a fair offer to benefit both of us.,5,"I believe that a fair and equal split of the endowment would be to offer half to the responder, which in this case is 5 ECU.",146,1796,44,5,Because it’s fair.,1,"I would accept any positive amount, as even a small amount of ECU is better than none at all."
147,ODU,1657,52,4,"As this is the first round, I would like to see the responder's response to my 'own' offer.",5,"I am dividing the money equally, which is a fair offer.",147,1809,49,2,I would hope that the proposer wants to be reasonably fair.,1,"I want at least something, so I'll accept an offer of 1 ECU or more."
148,ODU,1677,6,5,Uses fairness without too much risk for either party I'm hoping.,5,I'm following a fair and rational strategy.,148,1812,59,5,I think it’s fair to split it evenly.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
149,ODU,1688,54,4,"Seems fair, without too much loss.",5,"I'm offering half of my endowment because I think it's a fair and reasonable offer. This way, both the responder and I receive some money, and I am still left with a decent amount for myself.",149,1841,24,1,"I would accept anything, because if I reject it, I get 0 anyways.",1,Even 1 ECU is better than nothing.
150,ODU,1693,16,5,To make it fair.,5,I think it's a fair offer that benefits both parties.,150,1844,38,5,The minimum which I would accept is half of the proposer's ECU.,1,"I'd like to receive something, so even just 1 ECU is better than nothing."
151,ODU,1702,45,5,I want to keep it fair between us and trust them to do the same.,5,"I think a fair offer would be to give half of my endowment to the responder, which would result in both of us having 5 ECU.",151,1854,59,5,I would expect the other person to split the amount evenly.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
152,ODU,1703,47,5,Even amount for both of us.,5,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.",152,1860,25,3,Gone a little lower and hope they have given half.,1,It's better to receive something than nothing.
153,ODU,1704,15,5,I think the responder is likely to want 5 as a minimum.,5,"I believe this is a fair offer for both parties and increases the chance that the responder will accept it, leading to a positive outcome for both of us.",153,1867,16,5,I believe this is a fair decision.,1,"I just want to receive some ECU, even if it's just a little bit."
154,ODU,1718,41,5,Split it 50/50.,4,I want to offer the responder 4 ECU because I want to maximize my own payout while still making a fair offer that the responder might accept.,154,1871,56,5,"Splits the amount in half, 50/50.",1,"Sure, since accepting 0 ECU would result in no payment for either party, I would rather receive something than nothing."
155,ODU,1719,9,5,It's fair to offer half.,5,"I want to offer the responder 5 ECU because it's a fair compromise between keeping the majority for myself and giving a significant enough amount to the responder to make the offer worth their acceptance. This way, both of us can come away with some ECU and avoid leaving empty-handed.",155,1879,50,4,This still leaves the proposer with most of the money.,1,"I'd like to receive at least some compensation for participating in this exchange, and 1 ECU is a small but non-zero amount."
156,ODU,1728,33,5,It is a 50/50 split. Anyone who chose to reject anything at that rate would be foolish.,5,I would like to keep half of my endowment and offer the other half to the responder because I believe this is a fair and reasonable compromise that would maximize the chances of the offer being accepted.,156,1892,60,2,"I started with 0, so any offer is an improvement of what I had.",1,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer."
157,ODU,1734,9,5,Half and half is fairest.,5,"I want to offer the responder 5 ECU because it's a fair compromise between keeping the majority for myself and giving a significant enough amount to the responder to make the offer worth their acceptance. This way, both of us can come away with some ECU and avoid leaving empty-handed.",157,1909,13,4,The other will propose no lower.,1,I would accept any amount greater than 0 ECU.
158,ODU,1740,49,5,It seems fair to split the reward.,5,"I believe that a fair and equal split of the endowment would be to offer half to the responder, which in this case is 5 ECU.",158,1916,36,3,It's not a too bad amount.,1,"I would accept any offer that is greater than 0 ECU. This is because I am currently endowed with 0 ECU, so any positive amount of ECU would be an improvement."
159,ODU,1745,6,5,I would like to split this equally for now.,5,I'm following a fair and rational strategy.,159,1931,64,4,"It seems fair, almost half.",1,I'm not willing to accept any less than 1 ECU.
160,ODU,1747,25,5,"I wanted to make the first choice myself to test the water and see how this pans out to get a good feel for it, also because I believe in sharing fairly.",5,To maximize total payout for both parties and increase likelihood of acceptance.,160,1945,4,5,I would hope they went 50/50.,1,I want at least something.
161,ODU,1748,45,5,Because this means we will both receive the same amount which seems equal and fair.,5,"I think a fair offer would be to give half of my endowment to the responder, which would result in both of us having 5 ECU.",161,1949,7,1,1 is better than 0.,1,Any positive amount is better than nothing.
162,ODU,1750,12,5,Equal shares - seems fair. We both win.,5,"I want to split the endowment in half, so 5 ECU for the responder and 5 ECU for myself. This seems like a fair and reasonable offer.",162,1955,46,1,"It's the smallest amount that appears to guarantee at least some bonus payment, with the upside being that if the proposer offers more, the bonus can only improve.",1,I would accept a minimum of 1 ECU because it is better than nothing.
163,ODU,1762,39,5,Just to be fair.,5,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",163,1959,47,4,I have a clear amount in my head of what I would accept.,1,"Sure! I'd like to receive at least 1 ECU, so that I end up with some money and don't walk away empty-handed."
164,ODU,1775,39,5,"Sharing equally may influence the responder to accept, thus increasing my chance of receiving more ECU.",5,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",164,1999,5,4,I wouldn't accept less than this as it wouldn't be fair.,1,It's better than nothing.
165,ODU,1796,15,5,It’s only fair to split down the middle.,5,"I believe this is a fair offer for both parties and increases the chance that the responder will accept it, leading to a positive outcome for both of us.",165,2013,18,5,I prefer to have more control in how the money is split to make sure it's fair.,1,"I want at least some money, so I would accept any positive offer."
166,ODU,1801,46,5,Half belongs to me.,5,"I'm offering 5 ECU to the responder as a fair compromise, hoping they will accept the offer and we both receive some money.",166,2026,14,2,"Guarantees I get something, but doesn't let them get away with being too greedy.",1,"I want to receive at least some ECU, so even a small amount is better than nothing."
167,ODU,1809,34,5,It seems fairer to benefit both of us.,5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",167,2030,30,5,Seems fair to get half.,1,"It is reasonable to assume that people tend to act in their own self-interest, and therefore if given the opportunity to earn even a small amount of money, they will usually take it."
168,ODU,1812,15,5,I think it is fair to divide it equally.,5,"I believe this is a fair offer for both parties and increases the chance that the responder will accept it, leading to a positive outcome for both of us.",168,2042,7,2,Better than nothing.,1,Any positive amount is better than nothing.
169,ODU,1841,42,5,I split it evenly.,5,"I think it's a fair offer that balances my self-interest with the responder's potential acceptance. By offering 5 ECU, I get to keep half of the endowment while also increasing the likelihood that the responder will accept the offer and we'll both end up with some money.",169,2091,48,4,It’s the limit I chose.,1,"I want to receive at least some amount, even if it's just a small one."
170,ODU,1854,59,5,It's most fair to split the ECU evenly.,5,"I chose to offer 5 ECU because it seems like a fair and equal split between myself and the responder. It also gives the responder a decent amount of money, which may increase the likelihood of them accepting the offer. However, I still keep half of my endowment, which is important to me as well.",170,2101,9,1,It’s that or nothing.,1,"I want to receive something, so I will accept any positive offer."
171,ODU,1860,61,5,I will go half as the person doesn’t know how much I am offering and may reject.,5,"I think that a fair offer would be to split the endowment down the middle, giving both of us 5 ECU each. This ensures that both parties receive a fair share of the endowment and there is a higher likelihood that the responder will accept the offer.",171,2112,63,5,I think that is what I will be offered.,1,I need to receive something in order to accept the offer.
172,ODU,1867,32,5,I believe this is a fair decision.,5,"I want to offer 5 ECU because I believe it is a fair and reasonable amount for both parties, and increases the chances of the offer being accepted.",172,2133,19,5,Seems a fair amount.,1,Getting something is better than nothing.
173,ODU,1871,56,5,Seems a likely amount to be accepted.,5,I think it's a fair offer that balances keeping a decent amount for myself while still giving the responder a substantial sum.,173,2142,45,4,I feel that is a fair amount without being too low.,1,It is better to have something than nothing.
174,ODU,1879,13,5,This leaves a fair amount for each and they are unlikely to refuse.,5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",174,2144,31,4,I would like it to be as close to equal as possible.,1,Any amount is better than none.
175,ODU,1892,63,5,Splitting the 10 in half is fair.,5,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",175,2155,46,5,"I believe this is fair, the other gets to keep 5.",1,I would accept a minimum of 1 ECU because it is better than nothing.
176,ODU,1909,20,5,I feel this a sum the other person will agree on.,5,I want to split the endowment fairly.,176,2198,45,1,"No matter what the offer is, if I reject it, I get nothing. Therefore I will accept whatever offer is made, as long as it is more than nothing.",1,It is better to have something than nothing.
177,ODU,1916,58,5,I think this figure will be accepted.,5,"I think it's a fair offer that benefits both of us. By offering 5 ECU, I am still able to keep a significant amount for myself while also giving the responder a chance to earn some money.",177,2231,39,5,I would imagine they would split it down the middle.,1,I would accept any positive amount as receiving something is better than receiving nothing.
178,ODU,1931,59,5,It's a fair split.,5,"I chose to offer 5 ECU because it seems like a fair and equal split between myself and the responder. It also gives the responder a decent amount of money, which may increase the likelihood of them accepting the offer. However, I still keep half of my endowment, which is important to me as well.",178,2269,46,5,Half feels fair.,1,I would accept a minimum of 1 ECU because it is better than nothing.
179,ODU,1932,32,4,A reasonably good offer just under half.,5,"I want to offer 5 ECU because I believe it is a fair and reasonable amount for both parties, and increases the chances of the offer being accepted.",179,2275,14,4,Seems like the right amount.,1,"I want to receive at least some ECU, so even a small amount is better than nothing."
180,ODU,1945,25,5,I want to divide it equally.,5,To maximize total payout for both parties and increase likelihood of acceptance.,180,2304,41,2,"Started with nothing, so better off in the end.",1,"I believe that any positive amount is better than nothing, so I would accept any offer of 1 ECU or more."
181,ODU,1949,37,5,Half each is generous.,5,"I'm trying to be fair and give the responder half of the endowment so that we both end up with 5 ECU each. This way, both of us stand to gain something and there's a good chance the responder will accept the offer.",181,2313,45,4,"Ideally, the split would be 5, but I'd take marginally less. Anything less than 4 I'd feel insulted to accept.",1,It is better to have something than nothing.
182,ODU,1955,60,5,"I hope that the  other party will expect a basic level of fairness in any offer, and therefore their minimum will be equal to or less than the amount I chose.",5,I'm trying to maximize my own payout while still making an offer that the responder is likely to accept. Offering 5 ECU strikes a balance between those two goals.,182,2322,36,3,Something is better than nothing.,1,"I would accept any offer that is greater than 0 ECU. This is because I am currently endowed with 0 ECU, so any positive amount of ECU would be an improvement."
183,ODU,1959,63,4,I can make a clear decision myself on what I offer and what I want to keep.,5,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",183,2344,58,6,I want to gain more than the other person.,1,Accepting any positive amount is better than receiving 0 ECU.
184,ODU,1966,48,5,Half each is fair.,5,"I believe that a fair division of the endowment would be for both parties to receive half, so I'm offering 5 ECU to the responder.",184,2347,24,4,I would accept slightly below 50% of the original endowment to try and ensure both sides get something.,1,Even 1 ECU is better than nothing.
185,ODU,1978,19,5,"This gives equal split between me and the other, and ensures that there is likelihood of the person accepting it.",5,"I aim to maximize my own ECU, but also need to consider the minimum acceptance level of the responder. Offering 5 ECU strikes a balance between these goals.",185,2349,10,5,It's an even split.,1,"I would accept any offer above 0 ECU, as receiving any amount is better than receiving nothing."
186,ODU,1990,47,5,I believe this is a fair proposal.,5,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.",186,2357,52,3,3 seems the basic level of fairness. Below that is not a good offer for me.,1,I would accept any offer above 0 ECU because it's better than receiving nothing.
187,ODU,2011,46,5,Equal fairness for both of us.,5,"I'm offering 5 ECU to the responder as a fair compromise, hoping they will accept the offer and we both receive some money.",187,2399,32,5,Half of the ECU.,1,Accepting any amount is better than receiving nothing.
188,ODU,2013,36,5,It's only fair to split it evenly so that we both have a chance of winning.,5,I want to keep half of the endowment for myself and offer the other half to the responder. This seems like a fair and reasonable offer to make.,188,2407,10,4,"I want to be fair and generous. I just set the premise that I'm okay with 4, so I don't want to confuse matters. But if the other person is super greedy, then they deserve to be punished.",1,"I would accept any offer above 0 ECU, as receiving any amount is better than receiving nothing."
189,ODU,2026,62,5,Would feel guilty about unequal distribution.,5,I believe this offer is fair and gives the responder a reasonable amount of the endowment while also allowing me to keep a significant portion for myself.,189,2421,30,5,"Equal shares, no need for bartering.",1,"It is reasonable to assume that people tend to act in their own self-interest, and therefore if given the opportunity to earn even a small amount of money, they will usually take it."
190,ODU,2030,13,5,Seems fair to give half.,5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",190,2425,60,3,I feel this is acceptable.,1,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer."
191,ODU,2034,16,5,"Half each, sounds fair enough.",5,I think it's a fair offer that benefits both parties.,191,2439,50,4,Because I don't need it very much.,1,"I'd like to receive at least some compensation for participating in this exchange, and 1 ECU is a small but non-zero amount."
192,ODU,2042,13,5,"It will be fair, as equal.",5,"I would like to keep half of my endowment and offer the other half to the responder. This way I am maximizing my chances of reaching an agreement, as it is likely that the responder's minimum acceptance level is somewhere close to 5 ECU.",192,2451,16,3,It's set quite low but would hopefully be higher.,1,"I just want to receive some ECU, even if it's just a little bit."
193,ODU,2091,51,4,I think this is the limit they will choose.,5,"I think it's a fair and reasonable offer, giving the responder half of my endowment while still allowing me to keep a portion of the money.",193,2481,42,5,Because it is only fair to divide equally.,1,I'll accept any positive amount because it's better than getting nothing.
194,ODU,2105,40,5,50:50 split. Opting for fairness.,5,"I think it's a fair offer to both parties, leaving some for me and giving some to the responder.",194,2489,47,0,I don't really expect generosity from others.,1,"Sure! I'd like to receive at least 1 ECU, so that I end up with some money and don't walk away empty-handed."
195,ODU,2112,4,5,I think that is what he/she will accept.,5,Split the amount in half to ensure some gain for both parties.,195,2490,51,2,I would be happy to receive this amount.,1,Accepting an offer of 1 ECU is better than receiving 0 ECU.
196,ODU,2120,42,5,"I think that this is a just and fair split, half and half each.",5,"I think it's a fair offer that balances my self-interest with the responder's potential acceptance. By offering 5 ECU, I get to keep half of the endowment while also increasing the likelihood that the responder will accept the offer and we'll both end up with some money.",196,2503,15,3,"Any lower would not be fair, and I wouldn't mind both getting 0.",1,"I believe that receiving any amount is better than receiving nothing, so I would be willing to accept any positive offer."
197,ODU,2133,54,5,Seems a fair amount.,5,"I'm offering half of my endowment because I think it's a fair and reasonable offer. This way, both the responder and I receive some money, and I am still left with a decent amount for myself.",197,2529,51,4,"I think it should be split evenly, but I will concede one ECU to make 4, if I have to.",1,Accepting an offer of 1 ECU is better than receiving 0 ECU.
198,ODU,2138,34,3,I feel more confident in my own response.,5,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",198,2540,56,5,It seems a fair amount.,1,"Sure, since accepting 0 ECU would result in no payment for either party, I would rather receive something than nothing."
199,ODU,2149,57,0,I want to keep it.,5,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.",199,2570,59,4,Appropriate amount that's not too low.,1,"I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU."
200,ODU,2153,25,5,It seems the fair division.,5,To maximize total payout for both parties and increase likelihood of acceptance.,200,2597,10,3,Less than that would be too greedy for the proposer.,1,"I would accept any offer above 0 ECU, as receiving any amount is better than receiving nothing."
