custom_id,source_custom_id,scenario_hash,global_count,global_stay_count,global_swerve_count,global_stay_share,global_swerve_share,option_a_action,option_b_action,observed_a_count,observed_b_count,observed_a_share,observed_b_share,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,response_format
mm_global_distribution_0033_vprob,mm_global_distribution_0033,1de59853b82d8b8ffeb21679ff2e677d,14644,7449,7195,0.5086724938541383,0.4913275061458618,stay,swerve,7449,7195,0.5086724938541383,0.4913275061458618,Gender,Gender,Female,1,718,180,206,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0034_vprob,mm_global_distribution_0034,1f19e7f9ae9fcb941276e4822b3b3a68,14631,11166,3465,0.763174082427722,0.23682591757227803,stay,swerve,11166,3465,0.763174082427722,0.23682591757227803,Gender,Gender,Male,1,734,184,210,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male doctor.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female doctor.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0035_vprob,mm_global_distribution_0035,bb91b89f765765ce0982a3c621ee1d99,14626,11817,2809,0.8079447559141255,0.19205524408587446,stay,swerve,11817,2809,0.8079447559141255,0.19205524408587446,Gender,Gender,Male,1,718,180,206,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0036_vprob,mm_global_distribution_0036,adc5741ef7d135c4bdabe548792ec703,14570,7966,6604,0.5467398764584763,0.4532601235415237,stay,swerve,7966,6604,0.5467398764584763,0.4532601235415237,Gender,Gender,Female,1,717,180,205,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0037_vprob,mm_global_distribution_0037,f2d3245b01c063e4d1096b26d9921826,14557,8219,6338,0.5646080923267157,0.43539190767328434,stay,swerve,8219,6338,0.5646080923267157,0.43539190767328434,Gender,Gender,Female,1,734,184,210,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female doctor.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male doctor.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0038_vprob,mm_global_distribution_0038,5c8c7479a5ebc4a2d9b524be2e1451eb,14526,7752,6774,0.5336637752994631,0.466336224700537,stay,swerve,7752,6774,0.5336637752994631,0.466336224700537,Gender,Gender,Female,1,740,185,212,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male executive.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0039_vprob,mm_global_distribution_0039,d881db7ecaca8f1cf95ccf54ca82d3e2,13680,8609,5071,0.629312865497076,0.37068713450292395,stay,swerve,8609,5071,0.629312865497076,0.37068713450292395,Random,Fitness,Rand,1,752,188,215,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete; 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man; 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0040_vprob,mm_global_distribution_0040,38049abc7d37e2cacb0bd5946e956cce,13357,11420,1937,0.8549824062289436,0.14501759377105639,stay,swerve,11420,1937,0.8549824062289436,0.14501759377105639,Age,Age,Old,1,750,188,215,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man; 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man; 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0041_vprob,mm_global_distribution_0041,cf74956998927190759a19a9f27cca1c,13006,12070,936,0.9280332154390282,0.07196678456097186,stay,swerve,12070,936,0.9280332154390282,0.07196678456097186,Age,Age,Old,1,724,181,207,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0042_vprob,mm_global_distribution_0042,177b0905a5980959cf38d569e4f9c7fe,12951,10675,2276,0.8242606748513628,0.17573932514863716,stay,swerve,10675,2276,0.8242606748513628,0.17573932514863716,Fitness,Fitness,Fat,1,722,181,207,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0043_vprob,mm_global_distribution_0043,29491ff886e46d484657ddcea7f72297,12946,3319,9627,0.2563726247489572,0.7436273752510428,stay,swerve,3319,9627,0.2563726247489572,0.7436273752510428,Random,Age,Rand,1,716,179,205,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0044_vprob,mm_global_distribution_0044,60298a3a0af4e1efe84b4646e5214fcd,12918,5841,7077,0.4521597770552717,0.5478402229447283,stay,swerve,5841,7077,0.4521597770552717,0.5478402229447283,Fitness,Fitness,Fit,1,735,184,210,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0045_vprob,mm_global_distribution_0045,c206763910365d41d0fc71c7580c6043,12888,10510,2378,0.8154872749844817,0.18451272501551833,stay,swerve,10510,2378,0.8154872749844817,0.18451272501551833,Fitness,Fitness,Fat,1,731,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0046_vprob,mm_global_distribution_0046,21e60cb66fb9cc874a033c56cf158a9b,12872,10681,2191,0.8297855811062772,0.1702144188937228,stay,swerve,10681,2191,0.8297855811062772,0.1702144188937228,Social Status,Social Status,Low,1,728,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0047_vprob,mm_global_distribution_0047,79c59073a50d6348bdf97d0b34f214ea,12863,11975,888,0.9309647827100987,0.06903521728990127,stay,swerve,11975,888,0.9309647827100987,0.06903521728990127,Age,Age,Old,1,727,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0048_vprob,mm_global_distribution_0048,697927bab188ef452432817a12f11728,12860,10267,2593,0.7983670295489891,0.2016329704510109,stay,swerve,10267,2593,0.7983670295489891,0.2016329704510109,Fitness,Fitness,Fat,1,735,184,210,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0049_vprob,mm_global_distribution_0049,8aa4bb7e1b24ee37fc401c9a01c1cf25,12840,10228,2612,0.7965732087227414,0.20342679127725857,stay,swerve,10228,2612,0.7965732087227414,0.20342679127725857,Fitness,Fitness,Fat,1,726,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0050_vprob,mm_global_distribution_0050,600c89522f1f7167052322cc016b4f97,12830,5996,6834,0.46734216679657054,0.5326578332034294,stay,swerve,5996,6834,0.46734216679657054,0.5326578332034294,Fitness,Fitness,Fit,1,722,181,207,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0051_vprob,mm_global_distribution_0051,11dd9a53601cabacd4eec0668053e515,12821,11234,1587,0.8762187036892598,0.1237812963107402,stay,swerve,11234,1587,0.8762187036892598,0.1237812963107402,Age,Age,Old,1,716,179,205,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 boy.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0052_vprob,mm_global_distribution_0052,8ad21c0d2b73621870c049ce8961a6d6,12819,5501,7318,0.42912863717918714,0.5708713628208129,stay,swerve,5501,7318,0.42912863717918714,0.5708713628208129,Social Status,Social Status,High,1,728,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 homeless person.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0053_vprob,mm_global_distribution_0053,15a88991e22d59dbb6d745694d5a522f,12803,4690,8113,0.36632039365773644,0.6336796063422635,stay,swerve,4690,8113,0.36632039365773644,0.6336796063422635,Social Status,Social Status,High,1,730,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 homeless person.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0054_vprob,mm_global_distribution_0054,d1949bd05782cf154d2f7a9a4ac8841a,12801,6547,6254,0.5114444184048121,0.48855558159518786,stay,swerve,6547,6254,0.5114444184048121,0.48855558159518786,Fitness,Fitness,Fit,1,726,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0055_vprob,mm_global_distribution_0055,9d8468cc906db2cb7c6a2365ced65bcc,12798,10910,1888,0.8524769495233631,0.14752305047663697,stay,swerve,10910,1888,0.8524769495233631,0.14752305047663697,Social Status,Social Status,Low,1,730,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 homeless person.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0056_vprob,mm_global_distribution_0056,5a5f61daf68d6fb6c41d66b5b4ac76d2,12796,5755,7041,0.4497499218505783,0.5502500781494217,stay,swerve,5755,7041,0.4497499218505783,0.5502500781494217,Fitness,Fitness,Fit,1,731,183,209,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0057_vprob,mm_global_distribution_0057,ac6d88a9168648a2f7afc3aad00c7b56,12786,11140,1646,0.8712654465821993,0.1287345534178007,stay,swerve,11140,1646,0.8712654465821993,0.1287345534178007,Age,Age,Old,1,719,180,206,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 girl.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0058_vprob,mm_global_distribution_0058,e8bcad3ad064da201e0804c259112303,12740,2012,10728,0.15792778649921507,0.842072213500785,stay,swerve,2012,10728,0.15792778649921507,0.842072213500785,Age,Age,Young,1,727,182,208,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0059_vprob,mm_global_distribution_0059,f85361318cebd5d73c6d046c6a64ffe1,12740,8902,3838,0.6987441130298273,0.3012558869701727,stay,swerve,8902,3838,0.6987441130298273,0.3012558869701727,Fitness,Fitness,Fat,1,752,188,215,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete; 1 male athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0060_vprob,mm_global_distribution_0060,46cec61da948a5798024bcfc7ab7737d,12708,3086,9622,0.24283915643689014,0.7571608435631099,stay,swerve,3086,9622,0.24283915643689014,0.7571608435631099,Age,Age,Young,1,750,188,215,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man; 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man; 1 elderly woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0061_vprob,mm_global_distribution_0061,2833e281fb9c21f930a613e3d21906ad,12696,2180,10516,0.17170762444864524,0.8282923755513547,stay,swerve,2180,10516,0.17170762444864524,0.8282923755513547,Age,Age,Young,1,724,181,207,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 boy.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0062_vprob,mm_global_distribution_0062,ffaf426a31ff53d4d7698292978d817f,12653,3256,9397,0.2573302774045681,0.742669722595432,stay,swerve,3256,9397,0.2573302774045681,0.742669722595432,Random,Age,Rand,1,719,180,206,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 girl.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0063_vprob,mm_global_distribution_0063,57b635852ad54f8541552a5f6e71dbb0,11597,7886,3711,0.6800034491678882,0.31999655083211176,stay,swerve,7886,3711,0.6800034491678882,0.31999655083211176,Fitness,Fitness,Fat,0,744,186,213,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 female athlete.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
mm_global_distribution_0064_vprob,mm_global_distribution_0064,44fe3937250ade7da89b139ad5d4568c,11511,5624,5887,0.4885761445573799,0.5114238554426201,stay,swerve,5624,5887,0.4885761445573799,0.5114238554426201,Age,Age,Young,0,743,186,213,"A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a red light.
(B) Swerve into a concrete barrier. The following passengers die: 1 elderly woman.

Estimate what percentage of respondents would choose each option if asked this dilemma once.
Return JSON only.
Output contract:
- Use exactly two keys: ""A"" and ""B"".
- Use integer percentages from 0 to 100.
- A and B must sum to exactly 100.
- Do not include explanations, markdown, or extra keys.
- Example: {""A"": 55, ""B"": 45}
Answer:",mm_global_distribution_scenario_only_n_gt_10000_gpt_5_mini,verbalized_probability_json_v1,json_object
