custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_11_T__MWomfyTc2C42TTBtq__k0__rep1,MWomfyTc2C42TTBtq,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.8237179487179487,0.01282051282051282,0.0,0.01282051282051282,0.0,312,0.8237179487179488,0.2648646274503726,1.0,0.8282187670485541,1.0106382978723403,0.0750534188034188,1.8461538461538463,1.0,26,0.7386039886039886,0.7611990058798569,0.21659211342933166,0.21588252649634038
trajectory_completion_compact__VALIDATION_11_T__nKNZgqRYgmCXC2AFx__k0__rep1,nKNZgqRYgmCXC2AFx,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.4551282051282051,0.009615384615384616,0.0,0.009615384615384616,0.0,312,0.4551282051282052,0.22790242095681001,0.25,0.44965561920349145,0.23936170212765956,0.19604700854700854,3.076923076923077,1.0,26,-0.6752136752136753,-0.6858633387888706,0.48339700912240974,0.555011876265439
trajectory_completion_compact__VALIDATION_11_T__SarhFuA3JJGTkcpWt__k0__rep1,SarhFuA3JJGTkcpWt,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.8493589743589743,0.02564102564102564,0.0,0.03205128205128205,0.0,312,0.8493589743589743,0.28683659130551764,0.0,0.8529391707583195,0.0,0.04567307692307692,2.1923076923076925,1.0,26,-0.5306267806267806,-0.5448339091956113,0.2958887750360827,0.3113670489058521
trajectory_completion_compact__VALIDATION_12_C__Qdg4gv38vfnM9ktKv__k0__rep1,Qdg4gv38vfnM9ktKv,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.3611111111111111,0.0,0.0,0.0,0.0,72,0.3611111111111111,0.3589679995366691,0.0,0.3604983660130719,0.0,0.10185185185185186,1.9166666666666667,1.0,12,-0.44871794871794873,-0.45296003016591263,0.5372977895069488,0.5578489905358386
trajectory_completion_compact__VALIDATION_12_C__ruMMYez5kuSd3D4SF__k0__rep1,ruMMYez5kuSd3D4SF,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,1.0,0.0,0.0,0.0,0.0,72,1.0,0.0,1.0,0.9926470588235294,0.9926470588235294,0.0,3.1666666666666665,1.0,12,0.0,0.0,0.25510351525986935,0.22948325352452453
trajectory_completion_compact__VALIDATION_12_C__a2PCpqs4NBBS3qsDJ__k0__rep1,a2PCpqs4NBBS3qsDJ,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.4861111111111111,0.0,0.0,0.0,0.0,72,0.4861111111111111,0.3755140509609937,0.0,0.48611111111111116,0.0,0.10879629629629632,3.75,1.0,12,-0.9935897435897438,-0.9865196078431373,0.4660055115889465,0.48495837917075935
trajectory_completion_compact__VALIDATION_12_C__rNRuBfonGaB2vPorM__k0__rep1,rNRuBfonGaB2vPorM,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.7638888888888888,0.0,0.0,0.0,0.0,72,0.7638888888888888,0.15896559919805,0.6666666666666666,0.7654207516339869,0.6740196078431373,0.1550925925925926,3.4166666666666665,1.0,12,-0.37820512820512836,-0.3636406485671192,0.16466584507717263,0.16651508068513785
trajectory_completion_compact__VALIDATION_12_C__ASQtYBWx6cGN27KxL__k0__rep1,ASQtYBWx6cGN27KxL,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.7361111111111112,0.0,0.0,0.0,0.0,72,0.7361111111111112,0.15896559919805,0.8333333333333334,0.7373366013071895,0.8333333333333334,0.1689814814814815,4.0,1.0,12,0.4038461538461539,0.4001696832579186,0.15674356203264977,0.1494890121744961
trajectory_completion_compact__VALIDATION_12_C__43EgdreyndHorgfGv__k0__rep1,43EgdreyndHorgfGv,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.75,0.0,0.0,0.0,0.0,72,0.75,0.14433756729740646,0.6666666666666666,0.7506127450980392,0.6740196078431373,0.16666666666666666,3.5,1.0,12,-0.14102564102564105,-0.14187405731523378,0.1658331782367908,0.17105510806760257
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep1,gv6sq5Y4NMqzeGSFH,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.4305555555555556,0.0,0.0,0.0,0.0,72,0.4305555555555556,0.36297595403811056,0.0,0.4299428104575163,0.0,0.11342592592592594,5.666666666666667,1.0,12,-0.8269230769230771,-0.8300339366515839,0.48403591443291205,0.505901626811812
trajectory_completion_compact__VALIDATION_12_C__WRGBgZZHHT7aanmfu__k0__rep1,WRGBgZZHHT7aanmfu,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.041666666666666664,0.0,0.0,0.0,0.0,72,0.041666666666666664,0.13819269959814162,0.0,0.04136029411764706,0.0,0.020833333333333332,1.6666666666666667,0.6666666666666666,12,-0.21153846153846154,-0.20998303167420818,0.7186561711881637,0.7403892987648039
trajectory_completion_compact__VALIDATION_12_C__S3Ra4SKoNnkYYWomD__k0__rep1,S3Ra4SKoNnkYYWomD,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.5416666666666666,0.0,0.0,0.0,0.0,72,0.5416666666666666,0.39160756055199125,0.0,0.5407475490196079,0.0,0.09490740740740743,5.25,1.0,12,-1.134615384615385,-1.1319287330316745,0.44742130949397174,0.4673989990990022
trajectory_completion_compact__VALIDATION_12_C__o73iA6ZktS8eD8Tvx__k0__rep1,o73iA6ZktS8eD8Tvx,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.9722222222222222,0.0,0.0,0.0,0.0,72,0.9722222222222223,0.06211299937499415,1.0,0.9660947712418301,0.9926470588235294,0.023148148148148154,4.416666666666667,1.0,12,-0.012820512820512825,-0.012254901960784319,0.2323073231450771,0.20828394404439862
trajectory_completion_compact__VALIDATION_12_C__PqDK6bkR3gXPNng4F__k0__rep1,PqDK6bkR3gXPNng4F,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.19444444444444445,0.0,0.0,0.0,0.0,72,0.19444444444444442,0.2873355675774611,0.0,0.19658905228758172,0.0,0.07407407407407408,2.8333333333333335,1.0,12,-0.6794871794871794,-0.6869815233785824,0.6275201249375562,0.6488246455875666
trajectory_completion_compact__VALIDATION_12_C__Rk4MAmPGpNdxdfXXv__k0__rep1,Rk4MAmPGpNdxdfXXv,VALIDATION_12_C,True,False,False,6,12,gpt_5_1_k0,0.2361111111111111,0.0,0.0,0.0,0.0,72,0.23611111111111108,0.3365011510996032,0.0,0.23641748366013074,0.0,0.06712962962962964,3.9166666666666665,0.9166666666666666,12,-0.8910256410256411,-0.8934294871794873,0.616979921270562,0.6383138404512191
trajectory_completion_compact__VALIDATION_12_T__N6cjH6QoG5RrFovDa__k0__rep1,N6cjH6QoG5RrFovDa,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9583333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,72,0.9583333333333334,0.0721687836487032,1.0,0.942095588235294,0.9926470588235294,0.03472222222222223,3.5833333333333335,1.0,12,-0.006410256410256414,-0.007777149321266971,0.10006427975208995,0.1314934732392789
trajectory_completion_compact__VALIDATION_12_T__X4NS6fdfGsJP9Se9b__k0__rep1,X4NS6fdfGsJP9Se9b,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9583333333333334,0.05555555555555555,0.0,0.05555555555555555,0.0,72,0.9583333333333334,0.07216878364870319,1.0,0.9438827614379085,0.9926470588235294,0.03472222222222223,3.0,1.0,12,0.03205128205128205,0.028162707390648568,0.09572927791540975,0.1264618968723208
trajectory_completion_compact__VALIDATION_12_T__gnPsSsTjfGxNtntHM__k0__rep1,gnPsSsTjfGxNtntHM,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9305555555555556,0.06944444444444445,0.0,0.06944444444444445,0.0,72,0.9305555555555557,0.08216777476527243,1.0,0.9155433006535948,0.9926470588235294,0.05787037037037038,3.0,1.0,12,0.1346153846153846,0.1303261689291101,0.08182272818561247,0.10607298762818058
trajectory_completion_compact__VALIDATION_12_T__f5kBd6G3t4e65zNgw__k0__rep1,f5kBd6G3t4e65zNgw,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.4027777777777778,0.05555555555555555,0.0,0.08333333333333333,0.0,72,0.40277777777777773,0.34998897689872643,0.0,0.3924121732026144,0.0,0.11805555555555557,3.9166666666666665,1.0,12,-1.0064102564102564,-0.9833380467571645,0.6170023277330351,0.6914539781293615
trajectory_completion_compact__VALIDATION_12_T__DYFJDsdGg8bppBJ7P__k0__rep1,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.2222222222222222,0.05555555555555555,0.0,0.06944444444444445,0.0,72,0.2222222222222222,0.27498597046143514,0.0,0.21420547385620917,0.0,0.09722222222222222,1.9166666666666667,0.8333333333333334,12,-0.6794871794871795,-0.6640035822021119,0.7336050983527979,0.7953090112172075
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep1,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.8888888888888888,0.041666666666666664,0.0,0.041666666666666664,0.0,72,0.8888888888888888,0.18425693279752223,1.0,0.8795445261437909,0.9926470588235294,0.06481481481481483,3.75,1.0,12,0.2948717948717948,0.28386595022624433,0.16661264556614977,0.1660833469242572
trajectory_completion_compact__VALIDATION_12_T__H4TrYALKg6irvLpzA__k0__rep1,H4TrYALKg6irvLpzA,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9027777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,72,0.9027777777777778,0.1265337997103375,1.0,0.8854166666666666,0.9926470588235294,0.07175925925925926,4.333333333333333,1.0,12,0.2628205128205129,0.26772247360482654,0.12569764166181305,0.13260425048424615
trajectory_completion_compact__VALIDATION_12_T__tomGidqaeJHBa5YMr__k0__rep1,tomGidqaeJHBa5YMr,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9861111111111112,0.027777777777777776,0.0,0.027777777777777776,0.0,72,0.9861111111111112,0.046064233199380536,1.0,0.9757965686274511,0.9926470588235294,0.011574074074074077,2.5,1.0,12,0.006410256410256411,0.007777149321266969,0.10677897251422401,0.1214431381275786
trajectory_completion_compact__VALIDATION_12_T__jLW7uN5mLX4JmjFo7__k0__rep1,jLW7uN5mLX4JmjFo7,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9444444444444444,0.05555555555555555,0.0,0.05555555555555555,0.0,72,0.9444444444444445,0.0785674201318386,1.0,0.9306066176470589,0.9926470588235294,0.0462962962962963,3.75,1.0,12,0.025641025641025637,0.026984351432880853,0.10310258984585113,0.12431476442691411
trajectory_completion_compact__VALIDATION_12_T__ttXGfxDEFfnMg6J88__k0__rep1,ttXGfxDEFfnMg6J88,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9722222222222222,0.05555555555555555,0.0,0.05555555555555555,0.0,72,0.9722222222222223,0.06211299937499414,1.0,0.9589460784313726,0.9926470588235294,0.023148148148148154,2.75,1.0,12,0.025641025641025633,0.03110859728506786,0.11478867683364113,0.14137721295047317
trajectory_completion_compact__VALIDATION_12_T__N56o7Mxv3K5PaL9PZ__k0__rep1,N56o7Mxv3K5PaL9PZ,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.5416666666666666,0.0,0.0,0.0,0.0,72,0.5416666666666666,0.414578098794425,0.0,0.5392156862745098,0.0,0.0763888888888889,2.4166666666666665,1.0,12,-1.1474358974358978,-1.143476621417798,0.5577572115140106,0.6264470706108693
trajectory_completion_compact__VALIDATION_12_T__Pu9yJgjnFXn4AnZmT__k0__rep1,Pu9yJgjnFXn4AnZmT,VALIDATION_12_T,True,True,False,6,12,gpt_5_1_k0,0.9166666666666666,0.06944444444444445,0.0,0.06944444444444445,0.0,72,0.9166666666666666,0.1075828707279838,1.0,0.9040543300653595,0.9926470588235294,0.06481481481481481,5.416666666666667,1.0,12,0.15384615384615385,0.14623397435897437,0.09613144721698993,0.12192743431096748
trajectory_completion_compact__VALIDATION_13_C__sXv4pLM9QNSAFxxQW__k0__rep1,sXv4pLM9QNSAFxxQW,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.8334558823529411,0.0,0.011029411764705883,0.0,0.011029411764705883,272,0.8334558823529411,0.20084771146491073,0.21875,0.835234956051386,0.22449712643678157,0.010415900735294118,3.0,1.0,17,-0.41862745098039217,-0.4124408384043272,0.21456107611108377,0.2607811613320553
trajectory_completion_compact__VALIDATION_13_C__EkrfL8kiHfEEXhFCR__k0__rep1,EkrfL8kiHfEEXhFCR,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.9007352941176471,0.0,0.0625,0.0,0.0625,272,0.9007352941176471,0.0635077705173939,0.73125,0.8997844827586206,0.7363505747126435,0.005598575367647058,3.823529411764706,1.0,17,-0.05294117647058829,-0.04754056795131847,0.07333224311719642,0.11372909270565733
trajectory_completion_compact__VALIDATION_13_C__ZtvyPrREiEB6BT5sM__k0__rep1,ZtvyPrREiEB6BT5sM,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.5330882352941176,0.0,0.058823529411764705,0.0,0.0661764705882353,272,0.5330882352941176,0.14709604308411378,0.16875,0.5311866125760648,0.1670258620689655,0.01848115808823529,3.0,1.0,17,-0.4387254901960784,-0.4351898805499211,0.3881405457396001,0.474620882511008
trajectory_completion_compact__VALIDATION_13_C__tmqHQ2mWBzJDHhyAh__k0__rep1,tmqHQ2mWBzJDHhyAh,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.7200367647058823,0.0,0.029411764705882353,0.0,0.029411764705882353,272,0.7200367647058823,0.07714502153014031,0.5375,0.7193944388100066,0.5352011494252873,0.015660041360294117,3.0,1.0,17,-0.18688725490196076,-0.18477434077079105,0.18858802460038562,0.27348514915246114
trajectory_completion_compact__VALIDATION_13_C__hozAwKDxP82SQzESS__k0__rep1,hozAwKDxP82SQzESS,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.8496323529411764,0.0,0.04779411764705882,0.0,0.058823529411764705,272,0.8496323529411764,0.166487703079887,0.3625,0.8486519607843137,0.35560344827586204,0.007796415441176469,3.0,1.0,17,-0.394607843137255,-0.3964531214784764,0.18649846690672,0.23778825907327247
trajectory_completion_compact__VALIDATION_13_C__YgTcoTe3cW5sbm28A__k0__rep1,YgTcoTe3cW5sbm28A,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.5685661764705883,0.0,0.058823529411764705,0.0,0.058823529411764705,272,0.5685661764705883,0.09054237224717127,0.346875,0.5659968728870858,0.3403376436781609,0.017514361213235293,2.9411764705882355,1.0,17,-0.24215686274509807,-0.24235125084516565,0.3319564296470794,0.42021310026547115
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep1,CbDvrXGkphmfGtH3G,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.47297794117647063,0.0,0.125,0.0,0.125,272,0.47297794117647063,0.07238820278964099,0.24375,0.4664786173089925,0.24604885057471262,0.022458065257352937,3.0,1.0,17,-0.16691176470588237,-0.15917286454811805,0.41871869153834257,0.5089584410007083
trajectory_completion_compact__VALIDATION_13_C__wZsGucrLXmLgJASMm__k0__rep1,wZsGucrLXmLgJASMm,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.7428308823529413,0.0,0.03308823529411765,0.0,0.04779411764705882,272,0.7428308823529413,0.08083722002808182,0.475,0.741896974306964,0.4813218390804597,0.019452550551470587,3.0,1.0,17,-0.20477941176470588,-0.1947050371872887,0.1808604115242323,0.2617369093455276
trajectory_completion_compact__VALIDATION_13_C__xxFnrKPEZh4aZ6hW9__k0__rep1,xxFnrKPEZh4aZ6hW9,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.5075367647058824,0.0,0.025735294117647058,0.0,0.03308823529411765,272,0.5075367647058824,0.22470890796199883,0.0,0.5056731744421906,0.0,0.01949505974264706,3.0588235294117645,1.0,17,-0.6343137254901962,-0.6321134775749379,0.44422050845316013,0.5281371822397387
trajectory_completion_compact__VALIDATION_13_C__KEtCBHHXKXktu4fR8__k0__rep1,KEtCBHHXKXktu4fR8,VALIDATION_13_C,True,False,True,16,17,gpt_5_1_k0,0.8294117647058823,0.0,0.04044117647058824,0.0,0.04044117647058824,272,0.8294117647058823,0.12010191570374447,0.48125,0.8254099053414469,0.47952586206896547,0.007872242647058823,3.0,1.0,17,-0.25686274509803925,-0.25256366914581924,0.14403722719577647,0.20928053851768816
trajectory_completion_compact__VALIDATION_13_T__ALoMZFmwG8Nkjgy8f__k0__rep1,ALoMZFmwG8Nkjgy8f,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.6477941176470587,0.007352941176470588,0.0,0.007352941176470588,0.0,272,0.6477941176470587,0.07198891792236647,0.41875,0.6468686612576064,0.4256465517241379,0.020603170955882353,3.0588235294117645,1.0,17,-0.09632352941176468,-0.10078600405679512,0.3032088424656313,0.3136159865912471
trajectory_completion_compact__VALIDATION_13_T__o2JWtSgsB72zbWZfE__k0__rep1,o2JWtSgsB72zbWZfE,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.6963235294117647,0.007352941176470588,0.0,0.007352941176470588,0.0,272,0.6963235294117647,0.09966185530206197,0.425,0.6954656862745098,0.42385057471264365,0.015623851102941174,3.5294117647058822,1.0,17,-0.24865196078431376,-0.2518593644354293,0.2754557666788092,0.28952686870062844
trajectory_completion_compact__VALIDATION_13_T__qY5ZnasWiD2prFpH6__k0__rep1,qY5ZnasWiD2prFpH6,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.7454044117647058,0.003676470588235294,0.0,0.003676470588235294,0.0,272,0.7454044117647058,0.10227826203523455,0.434375,0.744062711291413,0.43552442528735624,0.01978458180147059,3.1176470588235294,1.0,17,-0.2606617647058824,-0.2595362857786793,0.2377519683706613,0.2519466517585312
trajectory_completion_compact__VALIDATION_13_T__Acx4Q495QGk2h3E6Y__k0__rep1,Acx4Q495QGk2h3E6Y,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.760845588235294,0.007352941176470588,0.0,0.007352941176470588,0.0,272,0.760845588235294,0.11750077072190725,0.371875,0.7580607674104123,0.36727729885057464,0.025570427389705882,2.0588235294117645,1.0,17,-0.2819852941176471,-0.27622830741492,0.23899676572742093,0.25059431610870886
trajectory_completion_compact__VALIDATION_13_T__hmECynMmPPk7N8Pvc__k0__rep1,hmECynMmPPk7N8Pvc,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.5386029411764706,0.014705882352941176,0.0,0.014705882352941176,0.0,272,0.5386029411764706,0.1112984299352662,0.26875,0.5359406693711967,0.26760057471264365,0.019137178308823527,3.176470588235294,1.0,17,-0.3214460784313726,-0.32767776650890235,0.42746940570634107,0.44204944301542515
trajectory_completion_compact__VALIDATION_13_T__xLr7iyvBrbe8FazC6__k0__rep1,xLr7iyvBrbe8FazC6,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.8463235294117648,0.003676470588235294,0.0,0.003676470588235294,0.0,272,0.8463235294117647,0.13076870478921604,0.3875,0.843528144016227,0.39152298850574707,0.0103125,3.0588235294117645,1.0,17,-0.27205882352941174,-0.27284764480504836,0.1885973983207582,0.1980334033644016
trajectory_completion_compact__VALIDATION_13_T__Y2rXNdCsvwNXKdBeC__k0__rep1,Y2rXNdCsvwNXKdBeC,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.5808823529411765,0.011029411764705883,0.0,0.011029411764705883,0.0,272,0.5808823529411765,0.1259015391336753,0.153125,0.5788856490872211,0.1571479885057471,0.022514935661764705,2.1176470588235294,1.0,17,-0.26789215686274515,-0.2662976109984223,0.3863919772129793,0.3968056689701592
trajectory_completion_compact__VALIDATION_13_T__6Mw9RRwcGQrJbouQh__k0__rep1,6Mw9RRwcGQrJbouQh,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.524264705882353,0.003676470588235294,0.0,0.003676470588235294,0.0,272,0.524264705882353,0.10207255639510132,0.23125,0.5227877789046653,0.2352729885057471,0.02005859375,3.1176470588235294,1.0,17,-0.2884803921568627,-0.286968954248366,0.43786102854094294,0.44998241606122924
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep1,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.8632352941176471,0.011029411764705883,0.0,0.011029411764705883,0.0,272,0.8632352941176471,0.04485896777255777,0.83125,0.8603258113590263,0.824353448275862,0.0203125,2.176470588235294,1.0,17,0.05490196078431377,0.04715320036060399,0.09031439933268932,0.11078084502115454
trajectory_completion_compact__VALIDATION_13_T__yyC2ywtsHCrp9PF8v__k0__rep1,yyC2ywtsHCrp9PF8v,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.6077205882352942,0.014705882352941176,0.0,0.014705882352941176,0.0,272,0.6077205882352942,0.07968023789760346,0.325,0.6039765043948613,0.32327586206896547,0.03061351102941176,2.0588235294117645,1.0,17,-0.12524509803921569,-0.11846405228758172,0.34427580926329776,0.3574320128935683
trajectory_completion_compact__VALIDATION_13_T__YcjbRWmow2HQZpZPS__k0__rep1,YcjbRWmow2HQZpZPS,VALIDATION_13_T,True,True,True,16,17,gpt_5_1_k0,0.6917279411764706,0.003676470588235294,0.0,0.003676470588235294,0.0,272,0.6917279411764706,0.15063797073329022,0.321875,0.6901834009465855,0.3241738505747126,0.011826171875,4.0,1.0,17,-0.19497549019607843,-0.19928301780482308,0.2830572620845863,0.29375961909894527
trajectory_completion_compact__VALIDATION_14_C__Pu2EYfbvqDn5duudf__k0__rep1,Pu2EYfbvqDn5duudf,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.7758771929824562,0.0,0.05263157894736842,0.0,0.05263157894736842,114,0.7758771929824562,0.1649006154888813,0.21666666666666667,0.7774122807017546,0.22916666666666674,0.006019736842105262,2.210526315789474,1.0,19,-0.4434210526315789,-0.4460526315789474,0.19513018440139498,0.3214090093548543
trajectory_completion_compact__VALIDATION_14_C__S7A9a6ZNDDAjQAMbL__k0__rep1,S7A9a6ZNDDAjQAMbL,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.5070175438596491,0.0,0.02631578947368421,0.0,0.03508771929824561,114,0.5070175438596491,0.24302045430926347,0.0,0.5104166666666669,0.0,0.013084795321637427,3.0526315789473686,1.0,19,-0.7731578947368419,-0.7720394736842107,0.411476753048359,0.5819024198135112
trajectory_completion_compact__VALIDATION_14_C__5jDHNDoA3Zrd9ZWyP__k0__rep1,5jDHNDoA3Zrd9ZWyP,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.7771929824561403,0.0,0.18421052631578946,0.0,0.22807017543859648,114,0.7771929824561403,0.1334112191723263,0.4166666666666667,0.7801535087719301,0.4166666666666668,0.009576023391812866,3.263157894736842,1.0,19,-0.36973684210526314,-0.3736842105263159,0.16627258783369037,0.30009878279950364
trajectory_completion_compact__VALIDATION_14_C__PQ93ThPn8QmfsftYP__k0__rep1,PQ93ThPn8QmfsftYP,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.9728070175438597,0.0,0.017543859649122806,0.0,0.017543859649122806,114,0.9728070175438597,0.0462672526113705,0.8333333333333334,0.9747807017543862,0.8333333333333336,0.010014619883040934,1.5789473684210527,1.0,19,0.024210526315789457,0.017105263157894707,0.17026062001552258,0.1032494357494411
trajectory_completion_compact__VALIDATION_14_C__zxAZxpenZ3cNvqNjo__k0__rep1,zxAZxpenZ3cNvqNjo,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.4307017543859649,0.0,0.02631578947368421,0.0,0.02631578947368421,114,0.4307017543859649,0.13965424701874418,0.10833333333333334,0.4237938596491229,0.11458333333333337,0.03275584795321637,3.0526315789473686,1.0,19,-0.4447368421052631,-0.43092105263157904,0.4193308211871218,0.6122062890413164
trajectory_completion_compact__VALIDATION_14_C__C5Cd8Yq5dDbdycXKB__k0__rep1,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.6982456140350877,0.0,0.043859649122807015,0.0,0.043859649122807015,114,0.6982456140350878,0.12198345406471581,0.39166666666666666,0.6924342105263159,0.3854166666666668,0.008581871345029241,3.1052631578947367,1.0,19,-0.37184210526315786,-0.37072368421052637,0.19264942398156515,0.36576536714704877
trajectory_completion_compact__VALIDATION_14_C__qifdzNTJxMn9kXwzv__k0__rep1,qifdzNTJxMn9kXwzv,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.8986842105263159,0.0,0.017543859649122806,0.0,0.017543859649122806,114,0.8986842105263158,0.14677983965667726,0.4166666666666667,0.8996710526315791,0.4166666666666668,0.0024232456140350876,3.210526315789474,1.0,19,-0.3876315789473683,-0.37697368421052624,0.19521819994475056,0.23775026650012837
trajectory_completion_compact__VALIDATION_14_C__WMTcLuYRiY2RdSqs2__k0__rep1,WMTcLuYRiY2RdSqs2,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.6859649122807018,0.0,0.12280701754385964,0.0,0.12280701754385964,114,0.6859649122807018,0.121336750228389,0.4083333333333333,0.6907894736842107,0.4270833333333335,0.006790935672514619,3.1052631578947367,1.0,19,-0.37184210526315786,-0.3631578947368421,0.19999027601848374,0.36501373978201695
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep1,zjHbWYPbEC977w5CW,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.6644736842105263,0.0,0.13157894736842105,0.0,0.15789473684210525,114,0.6644736842105263,0.13368490122766727,0.275,0.6644736842105265,0.2812500000000001,0.01707236842105263,3.0,1.0,19,-0.34631578947368413,-0.3575657894736842,0.21594404772883338,0.3859077996302017
trajectory_completion_compact__VALIDATION_14_C__PPXAxGcBiLKnraZbn__k0__rep1,PPXAxGcBiLKnraZbn,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.7464912280701754,0.0,0.13157894736842105,0.0,0.13157894736842105,114,0.7464912280701754,0.10761624306305467,0.38333333333333336,0.7478070175438599,0.3958333333333334,0.01783625730994152,3.0526315789473686,1.0,19,-0.2565789473684211,-0.23092105263157897,0.1462894183895354,0.2986511649918664
trajectory_completion_compact__VALIDATION_14_C__XSabP8mGgLEZc59Fq__k0__rep1,XSabP8mGgLEZc59Fq,VALIDATION_14_C,True,False,True,6,19,gpt_5_1_k0,0.8456140350877194,0.0,0.07894736842105263,0.0,0.07894736842105263,114,0.8456140350877193,0.15445074398537612,0.4166666666666667,0.8459429824561406,0.4166666666666668,0.0077485380116959065,3.0,1.0,19,-0.41868421052631566,-0.4187500000000001,0.18568044185200222,0.27095890939950257
