text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"The player does not comment directly on specific others’ payoffs or punishment experiences, nor do they publicly sympathize or complain when deductions hit them. Their behavior suggests a tolerance for being punished without overt protest. They continue to mix cooperation and defection even after substantial deductions, implying that they weigh their own strategic considerations more than others’ visible outcomes. The only explicit social response to outcomes is an apology when they defect while others cooperate, showing that they register the social implications of their own high payoff in that situation. Beyond that, they neither praise high contributors nor call out low ones in chat, so their social feedback on others’ outcomes is muted and largely implicit through limited punishment choices.",0.8624235,0.15152232,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"They observe others’ outcomes and punishment patterns but respond in a restrained, non-reactive way. After being punished themselves, they alter their contribution behavior once, dropping cooperation, which implies that deductions successfully influence their behavior but not in a straightforwardly “disciplining” direction: the response looks more like a withdrawal of goodwill than a corrective adjustment. They do not start punishing in response to being punished and do not use chat to complain, accuse, or lobby for specific targets, suggesting they accept that deductions are part of the environment, even when they feel individually costly or unfair. They appear tolerant of noise and heterogeneity in others’ contributions and punishment spending; they adjust their own cooperation level briefly, then return to a stable cooperative pattern instead of continually chasing others’ payoffs or matching their aggressiveness. Their attitude toward heavy punishers and extreme deduction patterns is behaviorally neutral or unknown—there is no clear imitation or condemnation observable.",0.63836706,1.544263,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"The player clearly monitors others’ outcomes and actions—evidenced by how their punishment spending tracks patterns of under‑contribution—but they do not comment on these outcomes in chat. They themselves are deducted at least once despite fully cooperating, yet they do not visibly react or retaliate in a targeted way; they simply continue to cooperate and to punish under‑contributors. This implies that being punished unfairly (from their perspective) does not cause them to defect or stop enforcing norms; they absorb the cost and maintain their strategy. They also observe that some others choose not to use punishment at all, even though those others are frequent full cooperators. The focal player does not imitate this restraint; they continue to spend heavily on punishment when they see free‑riding. This pattern points to a stable internal preference for outcome-based norm enforcement, relatively independent of what others choose to do, and a low concern for aligning with the group’s punishment “culture” as expressed in chat. They appear to care more about correcting contribution behavior than about maximizing short‑term payoff or maintaining harmony. Overall, they behave as a quiet, principled high contributor who uses punishment as a primary tool to enforce their fairness norms and does not visibly adjust those norms in response to others’ outcomes or opinions.",0.44165334,1.0308874,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They acknowledge when they have been punished, expressing mild displeasure and surprise but without escalating or changing their cooperative behavior. They do not publicly question others’ motives, assign blame, or call for sanctions against those who punished them. They also do not comment on the heavy punishment spending and disparate payoffs among others, nor do they explicitly praise or criticize high contributors. Their emotional response appears soft and prosocial: they signal that being punished feels bad, but they do not seek revenge or coordination around punishing “unfair” punishers or free‑riders. Overall, they respond to adverse outcomes with resilience and continued cooperation, rather than strategic adjustment or moralistic enforcement.",1.3475798,0.74776167,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"They receive deductions multiple times, including in rounds where they fully cooperate, yet they do not verbally complain or change their punishment strategy in response. They also observe others incurring large punishment costs and suffering sizable deductions. Throughout, they remain silent about these outcomes: no expressions of sympathy, anger, blame, or calls for restraint or enforcement. Their contribution pattern after being punished does not show a straightforward “crowding out” or “revenge” response. They sometimes continue to cooperate following deductions, and they also defect in at least one situation where they could safely exploit others’ high contributions. However, that defection is not clearly tied to being punished, because they also continue to cooperate after punishment in other situations. Thus, their behavioral adaptation to others’ outcomes is ambiguous: they appear somewhat insensitive to both unfair losses (being punished while cooperating) and visible unfair gains (others free-riding), at least in terms of explicit communication and punitive action. Overall, they seem to process outcome information mainly through a payoff lens rather than a moral one. They notice that cooperation remains profitable enough to continue using it, and they notice opportunities to free-ride without social penalty, but they neither moralize nor openly react to how others are treated. Their emotional response to observed inequality and sanctions is unknown; what is observable is a calm, detached, and non-interventionist behavioral response.",0.83246535,1.2707728,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They repeatedly receive deductions yet show no observable outward reaction in chat and no clear systematic behavioral adjustment in contribution strategy attributable solely to punishment outcomes. They neither question nor protest when they lose coins, suggesting either emotional restraint, low concern for these specific payoffs, or reluctance to confront others in a public channel. They also do not express sympathy or criticism when others mention being deducted, remaining silent rather than joining complaints or calls for fairness. Their contribution shifts (from full to zero and back) do not track a simple pattern of “reward cooperators, punish defectors via contributions”; instead, they appear only loosely linked, if at all, to peers’ payoffs and spending on sanctions. Overall, they treat others’ payoff and punishment information as background noise rather than a central input into their own strategic or communicative choices.",1.3274477,0.53594154,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"They observe a noisy and sometimes heavy-handed punishment environment. They themselves are punished multiple times, including in both cooperative and defective rounds, so they experience that punishment is not strictly proportional to contribution. Despite this, they do not comment on unfairness or demand coordination on punishment norms. They continue to use punishment even after being punished themselves, suggesting they are not strongly deterred by receiving deductions. They also do not publicly commiserate with others who complain about being punished, nor do they acknowledge apologies from defectors. This non-verbal stance suggests they treat punishment flows and payoff shocks as part of the strategic environment rather than as social injuries that require discussion. Their later behavior—returning to full contribution after defecting and then defecting again at the end—indicates they update somewhat from outcomes but do not settle into a stable “always cooperate” or “always punish non-cooperators” regime. Their beliefs about others’ motives (e.g., whether punishers are fair enforcers or random attackers) are unknown; however, they act as if they expect both cooperation and punishment to coexist unpredictably and adjust their contributions and sanctions within that noisy context.",0.89223486,1.403366,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They visibly track others’ behavior at least at a coarse level: they ask what others plan to do and later verbally note when another player’s action matches their own. This shows some attention to social comparison. However, they do not comment on who gets punished or how much, and they do not react in chat when they themselves are punished, even in rounds where their net outcome is clearly affected by deductions. Their emotional response to being punished is therefore unknown. They do not use chat to comfort or criticize others who complain about deductions, nor do they acknowledge players who state they avoid punishment. This lack of verbal response contrasts with their strong behavioral use of punishment and suggests that, while they are attentive to outcomes, they prefer to keep their evaluative and sanctioning responses implicit. In practice, they adapt their own contribution pattern over time, which could reflect learning from how others behave and how outcomes fall, but the exact mapping from observed outcomes to changes in strategy is unclear. The only explicit outcome‑related statement they make is a brief note that another player’s choice is the same as theirs, indicating awareness of alignment but not elaborating any judgment. Overall, they appear outcome‑sensitive but communicatively restrained about those reactions.",1.2006317,0.17846747,14,Punishment / Group / Outcomes,"This cluster groups personas with related strategy patterns around punishment, group, outcomes, player, payoff.",108
"They are repeatedly on the receiving end of punishment while free‑riding, but they do not adjust their contribution behavior in the following stages until the final round. This indicates that being punished alone does not induce them to increase contributions in the short or medium term; they absorb deduction costs and continue to defect, suggesting either low sensitivity to social sanctions or a belief that continued free‑riding remains more profitable despite those deductions. They also see others’ heavy spending on punishment and the resulting lowered payoffs, which demonstrates that they observe the costs of norm enforcement for both punishers and punished. Nonetheless, they do not move toward cooperation immediately or progressively. Only at the end do they both cooperate and use punishment more heavily, implying that their interpretation of outcomes evolves late, possibly reflecting accumulated frustration, a revised sense of what is “deserved,” or a last‑round change in priorities. Because they remain silent in chat, their internal beliefs about specific players’ outcomes, motives, or fairness judgments are unknown; we can only infer that observed punishment patterns are not sufficient to elicit incremental, reactive cooperation from them before the final stage.",0.7108133,1.3181375,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They observe a mix of behaviors around them: some players persistently cooperate, some free ride or toggle between contributing and not, and several others spend heavily on punishment. Despite this, they show no verbal reaction to others’ earnings, to the significant punishment expenditures by third parties, or to the fact that they themselves are targeted with deductions more than once. They also do not comment on others complaining about being punished or apologizing for low contributions. This suggests emotional robustness or detachment: they do not appear to take sanctions personally or try to interpret or influence the evolving punishment dynamics. They stick to their own rule—max contribution, no punishment—without visible adjustment or social commentary on payoff distributions. Internally, they likely expect that full cooperation remains the best group outcome irrespective of how others allocate punishment, and they refrain from engaging with the emerging conflicts over who “deserves” what.",0.52725345,1.6121075,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"They pay attention to others’ behaviors and outcomes enough to identify who deviates from the agreed cooperative pattern. Their comment pointing to specific players suggests they are actively tracking contributions and probably noticing who benefits while not adhering to the norm. However, they do not publicly react to complex punishment patterns or extreme spending by some players; their observable reactions focus on contribution choices, not on who is punishing whom or how payoffs are redistributed through deductions. They express no visible emotional response (no complaints, threats, or sympathy) to others being punished or to themselves being deducted. Instead, they respond by continuing to cooperate and by mildly calling out deviations. This indicates a monitoring, norm‑aware mindset with low emotional volatility and a preference for maintaining cooperation rather than contesting or correcting payoffs through punishment.",1.6599355,0.40692878,14,Punishment / Group / Outcomes,"This cluster groups personas with related strategy patterns around punishment, group, outcomes, player, payoff.",108
"This player is highly sensitive to how their own realized payoffs compare to others’ payoffs and behavior, and they adapt quickly when they feel disadvantaged. When they experience rounds where contributing and/or punishing leaves them with markedly worse payoffs than others—especially worse than obvious free riders—they promptly change their own contribution and punishment behavior to restore a payoff advantage. This shows a strong concern for relative outcome and self-protection: they do not tolerate being on the losing end for long. They also track group-level patterns in who is getting punished and who is earning very high or very low payoffs. When contributors get hit hard by punishment or end up with negative or low payoffs, the player reduces their own contributions afterward, indicating that they infer norms or risks from the payoff structure: “contributing here is dangerous or unprofitable.” Conversely, when cooperative configurations emerge in which contributors are not heavily punished and total returns look good, they become more willing to join in by contributing themselves. They thus use others’ outcomes as information about the “state of the game” and the likely returns to different strategies. The player does not, however, appear motivated by pro-social concern for poorly performing others. They do not compensate victims of heavy punishment (no reward mechanism exists, and they do not sacrifice by contributing more in later rounds to help those individuals). Nor do they consistently attempt to protect contributors by punishing free riders. Their behavior is better described as opportunistic adaptation to the environment that others create, rather than as empathic response to suffering or strong norm-enforcement based on who “deserves” what. Psychologically, this maps onto a pragmatic, outcome-oriented type: they monitor the payoff landscape, infer which strategies are being rewarded or punished by the group, and switch tactics to secure high personal payoffs and avoid becoming a target. They are neither rigidly moralistic nor purely destructive; they are a self-focused learner who uses others’ outcomes mainly as signals about risk and opportunity rather than as moral objects in their own right.",0.060136873,-0.32963356,8,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, high, player, group.",119
"The player closely experiences the group’s punishment culture but remains behaviorally inert with respect to it. They are punished multiple times in contexts where they free-ride on others’ contributions, yet they do not meaningfully shift toward sustained cooperation afterward. This insensitivity suggests that they interpret punishment as an unavoidable cost of their profitable strategy, rather than as a normative signal to change behavior. They observe large punishment expenditures and heavy deductions imposed on both high and low contributors. Despite this, they neither contribute more consistently to align with cooperative subgroups nor exploit sanctioning patterns to target or support specific players. Instead, their contribution level and zero-punishment stance remain largely unchanged. This indicates that others’ payoffs—whether sharply reduced by punishment or inflated by cooperative contributions—do not strongly alter their own strategy. They also see that some players incur substantial punishment costs with negative or very low net payoffs. This might reinforce their view that engaging in enforcement is strategically unattractive. Their stable refusal to punish, even when others receive large gains or losses, is consistent with a belief that intervening in others’ outcomes is not worth the coins. In social terms, this player behaves as a detached, low-engagement type: they do not reciprocate cooperation, do not escalate conflict, and do not attempt to steer group norms. They react to the environment mainly by preserving their own earnings through consistent free-riding, treating the complex pattern of others’ contributions, punishments, and payoffs as background rather than as information to coordinate with.",0.5657813,1.6719407,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"This player shows a striking tolerance for both exploitation and antisocial punishment. They continue to contribute fully even when most others free-ride, and even when they themselves are singled out for deductions in multiple periods. They do not adjust their contribution policy in response to who is earning more or less, and they do not mirror others’ willingness to punish. Large payoff disparities arise where low contributors and aggressive punishers come out ahead relative to them, yet they do not move toward those strategies. They also do not appear to reward co-operators by withholding punishment from defectors, because they do not punish at all after their early experiment. Their behavior indicates that others’ realized payoffs, whether high or low, and others’ expenditures on punishment have little observable influence on their choices. The player’s main reaction to others’ outcomes is to stay on their own cooperative path, effectively ignoring both positive and negative signals about how the environment treats them. This suggests a stable, internally driven cooperative orientation rather than one guided by learning from others’ payoffs or by strategic responses to sanctions.",0.06501689,1.3106844,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"This player is observant of others’ outcomes but uses them primarily to identify profitable contribution environments rather than to enforce fairness. They experience both being heavily punished and being left untouched while free-riding, yet they do not lock into either a stable cooperative or fully spiteful response. Instead, they adapt their contributions to the prevailing contribution level and payoff distribution: they tend to cooperate more when cooperative players are still earning substantial returns and free-riding is less dramatically advantageous, and they defect when free-riding clearly dominates or when the group’s contribution effort collapses. They do not visibly reward high contributors through their own behavior (for example, by switching to sustained cooperation in response to strong group cooperation). Nor do they systematically “punish by exit” (e.g., permanently defecting in response to others’ aggression). Their reactions to being targeted by punishment are muted: having once been hit hard, they still later cooperate in some rounds and defect in others. This indicates that they interpret punishment as a factor affecting short-term payoff but not as a strong social signal they feel compelled to obey. When others’ payoffs are very high due to strong cooperation, they sometimes join in by contributing, but they are comfortable reaping high payoffs as a free-rider in that same environment, especially as the game progresses. When others incur large punishment costs on each other, they remain on the sidelines, neither intervening nor adjusting their behavior to support the punishers or shield victims. They appear to treat these conflicts as opportunities to earn more by staying uninvolved. The one time they do punish, it coincides with a situation in which cooperating players around them enjoy especially high payoffs. Their choice to defect and simultaneously sanction some of these high earners is consistent with a payoff-comparative reaction: they respond more to the relative advantage of others than to their contribution status per se. However, because this behavior appears only once, this inference is low confidence. In personality terms, they present as pragmatic, low-engagement with group norms, and largely indifferent to others’ welfare except insofar as it shapes the environment for their own earnings. They pay attention to others’ actions and outcomes enough to adapt their own contributions, but they do not invest much in shaping others’ behavior through punishment or consistent norm signaling.",0.32870293,0.21836817,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"This player pays attention to payoff patterns but responds in a way that prioritizes their own relative position rather than overall efficiency or reciprocity. They often free‑ride in rounds where some others cooperatively build the public pot, enjoying higher payoffs than contributing peers. When that singled‑out cooperator earns substantially more than typical defectors, the player is particularly likely to sanction them, suggesting sensitivity to others’ advantageous outcomes. They does not react symmetrically to all high earnings, however. They largely ignores other players who also earn high payoffs but are not the standout lone contributor; this indicates that they is not simply punishing the richest players. Instead, they responds specifically to the combination of “high contribution” and “being the one or primary investor,” which yields that player an outcome profile the focal player seems to dislike. When this player themself is punished and their payoff is cut, there is no clear, consistent shift in their own behavior toward more or less cooperation afterward. They neither launches broad retaliation against likely punishers (which they cannot identify) nor withdraws cooperation permanently. Their own contribution and punishment patterns continue according to their existing opportunistic and targeted rules. This suggests that they treats incoming punishment as noise or background cost rather than a meaningful social signal. They also does not appear to reward or protect consistent cooperators; even players who contribute regularly and receive substantial punishments from others are not shielded by this player. Instead, those same cooperators can be targets of their own sanctions, which, combined with their free‑riding while others contribute, underscores that they does not follow a norm of rewarding or supporting “good citizens.” In short, the player tracks others’ actions and outcomes enough to systematically identify a recurrent contributor and repeatedly reduce that individual’s payoff, while otherwise focusing on maximizing their own earnings through a mix of strategic cooperation and frequent defection. Their responses to others’ outcomes emphasize relative advantage and targeted leveling rather than group welfare or strict reciprocity.",0.16224638,-0.0367909,8,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, high, player, group.",119
"This player is highly responsive to others’ outcomes and to how payoffs are distributed after punishment. They clearly observe when some players earn much more or much less than others, and they adjust behavior in ways consistent with both payoff chasing and sensitivity to being targeted. When others’ contributions and resulting payoffs make free-riding especially lucrative, they often choose to defect and keep their endowment, tolerating the inequality as long as it benefits them. When others’ punishment activity makes cooperative behavior personally costly, they quickly revert to non-contribution, suggesting they learn to avoid being the “sucker” who pays to contribute and then gets punished anyway. They are thus sensitive to the risk of becoming a net loser in episodes where punishment is heavy. Their own punishment episodes often coincide with visible payoff imbalances, especially where some players appear to free-ride on cooperators. That pattern implies an underlying response to distributive unfairness: when some players’ take-home payoffs look “too good for what they did,” they sometimes step in with costly sanctions. However, they do not seek to eliminate inequality altogether; they are content to benefit from others’ effort when doing so is profitable and not too dangerous. Overall, this player tracks the evolving payoff landscape and adapts both contribution and punishment to it. They are neither purely altruistic nor purely spiteful. Their type is best characterized as a self-interested opportunist with episodic norm-enforcement: willing to punish and sometimes to cooperate, but ultimately guided by relative payoffs and personal exposure to punishment rather than by a stable commitment to group welfare.",0.6174162,0.75355375,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"This player shows a clear tolerance for asymmetry in both contributions and payoffs. They repeatedly free-ride in situations where others contribute a lot and earn less, yet they does not adjust toward fairness or reciprocity in subsequent choices. Instead, they continues to exploit the public good while other players bear both the contribution and punishment costs. This indicates that unequal payoff distributions, even when plainly visible, do not induce them to cooperate more. They is repeatedly punished for free-riding, as seen in occasional deductions from their own payoff. These sanctions do not cause a persistent behavioral shift: after being punished, they often resumes or maintains free-riding. When they does contribute, this does not line up with a stable post-punishment change; the timing and brevity of their cooperative episodes make it unclear whether punishment is interpreted as a signal to cooperate or simply as background noise. Overall, their sensitivity to punishment as feedback appears low. They also observes that high-contributing players are frequently and sometimes heavily punished, often ending with much lower or even negative payoffs. Despite seeing these outcomes, they does not change in the direction of “supporting” cooperators through contribution or punishment. Instead, they continues to reap high payoffs by staying out of both contribution and sanctioning. This suggests a belief—implicit or explicit—that engaging in cooperation or norm-enforcement is financially dangerous in this environment and best avoided. Socially, their style is detached and non-interventionist. They neither visibly rewards nor protects high contributors, nor do they escalate conflict with punishers. Their strategy is to adapt minimally: ignore most outcome variation among others, maintain their own low-cost stance, and accept that others may punish or undercut one another. Personality-wise, they presents as pragmatic, payoff-focused, and conflict-avoidant, with weak adherence to fairness or reciprocity norms when these conflict with personal earnings.",0.21501972,1.1451609,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"This player is highly responsive to the payoff consequences of others’ behaviors but only at the level of their own future contribution decisions, not via punishment. When they free-ride and are heavily punished, they switch into brief cooperative episodes, implying that they infer a credible threat of sanction against non-contributors. However, after seeing that contributing does not protect them from punishment or secure relatively high payoffs, they revert to defection, indicating an adaptive, payoff-oriented update rather than a moral commitment to cooperation. They observe that many others are willing to incur large punishment costs, both against defectors and, at times, in ways that look noisy or antisocial. Their behavior suggests they interpret the environment as volatile and dangerous for contributors: contributing can coincide with being targeted, and heavy punishers are present. In response, they increasingly settle into a quiet, low-visibility defector role—never punishing, seldom contributing, and accepting that they will sometimes be punished while often earning more than cooperators. They show no signs of strong emotional or norm-expressive reactions, such as “altruistic punishment” or revenge. Being targeted with deductions does not lead them to expand their own costly actions; instead, it leads them either to experiment briefly with contribution or to maintain defection and absorb the losses. This pattern indicates a primarily instrumental view: others’ outcomes (who gains, who loses, who gets heavily punished) inform their expectations about the relative safety and profitability of contributing versus defecting, but do not activate strong fairness enforcement motives. In a new PGG environment, this type continues to: - Default to non-contribution, especially when punishment risk is high or punishment patterns look unstable. - Avoid all punishment spending, regardless of how unfair or aggressive others’ actions appear. - Adjust contributions marginally in response to perceived punishment risk and payoff structure, but abandon cooperation quickly if it does not clearly and consistently improve personal outcomes.",0.8912606,1.1271006,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"This player tracks others’ outcomes but responds to them in a complex and somewhat opaque way. They see who contributes, who appears to earn high payoffs, and who ends up with very low or negative payoffs after punishment. Their behavior suggests that large payoff differences and episodes where certain players gain strongly from others’ cooperation sometimes trigger costly punishment, but they do not do this consistently, and they do not reliably protect high cooperators or low earners. They do not appear to reward or shield cooperative players; cooperators sometimes end up strongly punished in periods when this player spends a lot on sanctions. The player accepts being punished themselves without a visible shift toward cooperation or a clear “defensive” pattern of punishing back particular contribution profiles. Over time, their use of punishment declines relative to the early and middle phase, while their free-riding remains stable, indicating some adaptation in how much they are willing to spend to influence outcomes but no parallel adaptation in contribution behavior. This combination is consistent with a type who is primarily self-interested in contribution decisions, emotionally or reactively motivated in punishment, and not strongly guided by a simple fairness or reciprocity rule when interpreting others’ payoffs. Their beliefs about others’ intentions and strategies are unknown, but their actions suggest they do not strongly trust the group to stabilize efficient cooperation, and they do not take on the role of principled norm enforcer.",0.61283773,0.70188385,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"Since there is no punishment or reward mechanism, there is no direct behavioral evidence about how they would spend resources to influence others. In this environment, their only possible “response” is to adjust their own contribution level in light of others’ contributions and payoffs, and they do not do so. They consistently maintain full contribution even when some peers repeatedly receive higher payoffs by contributing nothing. This indicates a high tolerance for payoff inequality when it arises from others’ free‑riding. They do not appear to retaliate against high‑earning defectors by lowering their own contributions, nor do they attempt to “discipline” low contributors via strategic defection. They also do not seem to reward cooperative peers in any differential way; cooperators and defectors are treated identically in terms of their own action, because their contribution level is invariant. Thus, others’ outcomes do not translate into discernible adjustments in their behavior. From this, the safest inference is that they either (a) give little strategic weight to others’ individual payoffs when deciding their own move, or (b) maintain a principle of contributing fully that overrides any reactive impulse to respond to others’ earnings. Their internal evaluation of others’ outcomes (e.g., whether they feel resentment toward free‑riders or admiration for consistent cooperators) remains unknown.",-0.5882582,-1.6872712,4,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, player, high, group.",126
"The player observes others’ payoffs and behavior but shows only weak behavioral adjustment in response. They frequently see some players obtaining higher payoffs through defection, yet they generally keep contributing fully, which indicates that others’ short-term advantage does not reliably provoke retaliatory defection. They therefore do not act as a strong inequality-averse or norm-enforcing type; they accept payoff asymmetries without directly trying to counter them through their own contribution choices. Their occasional defections do not clearly track specific individuals’ outcomes; instead, they free-ride at points where group cooperation remains high and others are still earning substantial payoffs from the public good. This suggests that their defections are not targeted responses to particular high earners or exploiters, but rather opportunistic moments when they personally capture extra payoff while expecting that the group outcome will remain acceptable. Because punishment and reward are unavailable, their only lever to “respond” is their own contribution. They rarely use this lever to mirror others’ behavior; for example, they do not move into a pattern of systematic defection when others’ payoffs reveal repeated free-riding. This indicates relatively low sensitivity to being treated unfairly at the individual level and more attention to maintaining overall cooperation than to equalizing payoffs. In new environments, this type is likely to keep contributing even when seeing some others consistently earn more by contributing less, and is unlikely to strongly reduce contributions solely to discipline or retaliate against those high-payoff free-riders. Their primary behavioral response to the outcome structure is: continue cooperating to preserve group efficiency, with occasional personal payoff-taking that is not tightly calibrated to others’ specific outcomes.",0.4307786,-1.3807536,11,Group / Contributions / Payoffs,"This cluster groups personas with related strategy patterns around group, contributions, payoffs, payoff, outcomes.",105
"The player closely tracks that non-contributors obtain strictly higher payoffs than contributors in mixed rounds, yet they rarely respond by joining sustained defection. When others free-ride and visibly earn more than them, the player often continues to contribute fully afterward. This shows tolerance of payoff disadvantage and a relatively high threshold before they react negatively to others’ superior outcomes. They do, however, occasionally mimic the successful free-rider pattern, choosing not to contribute when the group has been reliably cooperative and when they can predict that non-contributors will again earn the highest payoff. This suggests that others’ high outcomes from defection do influence them, but only intermittently. Their reaction is not to retaliate directly against specific individuals, but to opportunistically sample the same high-payoff strategy while relying on the group’s continued cooperation. They do not display cyclical tit-for-tat behavior with specific players; there is no clear evidence of fine-grained, player-targeted conditionality, only group-level responsiveness. Even when multiple others defect and gain, the player usually returns to full contribution rather than locking into a low-contribution regime. This indicates that they treat deviations and unequal outcomes as tolerable noise rather than as signals to change equilibrium permanently. Because formal punishment and reward mechanisms are unavailable, there is no direct evidence of their willingness to incur personal costs to discipline or encourage others; this is unknown. Indirectly, their continued cooperation after being exploited suggests either a prosocial or efficiency-focused orientation, or a belief that cooperation will be preserved despite some inequality. In summary, they notice that defectors are sometimes better off and occasionally copy that behavior, but they do not strongly condition their long-run strategy on others’ superior outcomes. They are resilient in cooperation and only weakly reactive to unfair payoff differences.",0.4899501,-1.7841045,7,Payoff / Payoffs / Free,"This cluster groups personas with related strategy patterns around payoff, payoffs, free, cooperation, outcomes.",149
"The player’s contributions are invariant to others’ payoffs, so there is no evidence that they react behaviorally to who earns more or less. They repeatedly accept situations where defectors earn higher payoffs than contributors without any visible adjustment. This suggests that relative disadvantage or exploitation does not trigger retaliation, withdrawal of cooperation, or attempts to match others’ strategies. Because punishment and reward options are structurally unavailable, there is no direct data on their willingness to sanction or reward. However, their steady cooperation in the face of repeated free riding is consistent with a non-retaliatory stance: they do not use the only lever they have (changing their own contribution) to “punish” defectors. They also do not attempt “conditional rewarding” by increasing or decreasing contributions in line with how cooperative others have been; they remain at the maximum level regardless of group outcomes. The player therefore appears tolerant of payoff inequality when that inequality arises from others’ defection. They prioritize maintaining a cooperative norm over protecting their own relative earnings. How they would behave if explicit punishment or reward were available is unknown, but their observed pattern aligns more with a forgiving, norm-driven cooperator than with a payoff-sensitive, reciprocity-focused type.",-0.10461612,-2.117355,7,Payoff / Payoffs / Free,"This cluster groups personas with related strategy patterns around payoff, payoffs, free, cooperation, outcomes.",149
"This player observes that free riders consistently earn more than full contributors in mixed-contribution rounds, yet does not adjust toward defection. They show no behavioral retaliation against those who withhold, even when those players gain a clear payoff advantage. Instead, they keep contributing fully through cycles where some others defect and benefit disproportionately. This indicates a relatively high tolerance for seeing others earn more in specific rounds and a reluctance to respond spitefully or competitively. The player appears to interpret others’ payoffs and contributions more as information about the environment than as triggers for strategic retaliation. When the group is fully cooperative, they contribute; when some defect and gain, they still contribute. This suggests that they either (a) value the collective outcome and norm maintenance more than local fairness in every single round, or (b) believe that maintaining their own cooperative behavior helps stabilize or re-establish group cooperation over time. Their lack of visible response to payoff discrepancies makes it unlikely that they are strongly motivated by envy or inequality aversion in a reactive, short-term sense. Because no punishment or reward mechanisms are available in this game, the only observable “response” channel is their own contribution. They consistently refrain from using this channel to punish defectors by defecting themselves. Instead, they continue to play cooperatively even after observing others exploiting the situation for higher individual payoffs. This pattern is consistent with a player type who is norm-driven, patient, and reluctant to escalate uncooperative behavior, and who is willing to accept temporary personal disadvantage in service of sustaining a cooperative standard.",0.7094258,-1.5983245,11,Group / Contributions / Payoffs,"This cluster groups personas with related strategy patterns around group, contributions, payoffs, payoff, outcomes.",105
"This player consistently absorbs disadvantageous payoff comparisons without changing their cooperative stance. When others earn more by not contributing, the player does not counter-respond with their own defection, nor do they appear to use others’ higher payoffs as a trigger for sustained strategy change. They show no trend toward mimicking free-riders even after observing that free-riding can be individually profitable. Because the environment offers no direct punishment or reward tools, all responses are behavioral (via contribution choices). Within that constraint, the player does not engage in payoff-based retaliation: they do not “punish” high-earning defectors by reducing their own contributions in a lasting way, and they do not “reward” high cooperators with extra contributions beyond their usual full-contribution baseline (they already contribute maximally, so there is no incremental reward signal available). Their one episode of free-riding occurs when others are generally cooperating and does not target specific individuals or specific payoff events; it thus looks less like a response to others’ outcomes and more like a brief opportunistic or exploratory act. They appear relatively insensitive to short-term inequality in outcomes. Seeing others repeatedly gain higher payoffs through defection does not move them away from cooperation. This insensitivity could stem from a focus on total group earnings, a personal rule that cooperation is the right action regardless of others, or low concern for being exploited. Which of these motives dominate is unknown, but the net effect is clear: observed payoff differences do not systematically alter their pattern of play. They likely infer that the group is, on average, cooperative, and they respond by maintaining high cooperation to preserve that beneficial environment, even while tolerating some free-riding. When cooperation around them dips, they do not escalate non-cooperation or enter a spiral of mutual defection; instead, they hold their cooperative line. Overall, they behave as a robust cooperator whose response to others’ outcomes is muted, with only minimal, non-persistent experimentation.",0.25429875,-1.9187313,7,Payoff / Payoffs / Free,"This cluster groups personas with related strategy patterns around payoff, payoffs, free, cooperation, outcomes.",149
