record_id,treatment_code,case_group,game,role_slice,expected_payoff,data_source,variant,model
11,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1111,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1121,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1160,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1194,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1229,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1237,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1247,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1377,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1390,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1407,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1442,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1467,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1494,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1535,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1541,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1557,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1586,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1594,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1596,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1618,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1638,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1671,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1741,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1743,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1760,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1782,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1828,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1831,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1842,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1924,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1934,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1938,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
198,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2445,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2448,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2475,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2522,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2557,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
257,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2588,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2599,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2644,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2686,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2713,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2718,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2738,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2763,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2823,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2857,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2859,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2889,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2956,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2980,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2989,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
299,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
371,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
385,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
401,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
41,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
438,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
446,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
457,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
468,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
485,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
510,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
539,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
587,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
722,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
77,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
780,TRP,AIR,SH,both,5.428571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
797,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
82,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
935,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
941,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
942,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
947,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
966,TRU,AIR,SH,both,7.142857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
972,TRP,AIR,SH,both,6.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
999,TRU,AIR,SH,both,5.714285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1005,TRU,AIR,C,both,2.673469387755102,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1083,TRU,AIR,C,both,2.704081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1089,TRP,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
11,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1111,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1121,TRU,AIR,C,both,2.520408163265306,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1160,TRP,AIR,C,both,2.9183673469387754,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1194,TRU,AIR,C,both,2.7346938775510203,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1229,TRU,AIR,C,both,2.4591836734693877,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1237,TRU,AIR,C,both,2.795918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1247,TRP,AIR,C,both,2.704081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1377,TRU,AIR,C,both,2.5816326530612246,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1390,TRU,AIR,C,both,3.0408163265306123,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1407,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1442,TRP,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1467,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1494,TRU,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1535,TRP,AIR,C,both,2.826530612244898,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1541,TRU,AIR,C,both,2.520408163265306,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1557,TRU,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1586,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1594,TRU,AIR,C,both,2.4591836734693877,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1596,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1618,TRU,AIR,C,both,2.795918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1638,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1671,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1741,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1743,TRU,AIR,C,both,2.6122448979591835,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1760,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1782,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1828,TRU,AIR,C,both,2.306122448979592,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1831,TRU,AIR,C,both,2.9489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1842,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1924,TRU,AIR,C,both,2.7346938775510203,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1934,TRP,AIR,C,both,2.704081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1938,TRP,AIR,C,both,2.2755102040816326,human,demographic_only_row_resampled_seed_0,gpt-5-mini
198,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,AIR,C,both,2.826530612244898,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,AIR,C,both,2.520408163265306,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,AIR,C,both,2.2755102040816326,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,AIR,C,both,3.010204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,AIR,C,both,2.9489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,AIR,C,both,2.4591836734693877,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,AIR,C,both,2.704081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,AIR,C,both,2.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2445,TRP,AIR,C,both,3.622448979591837,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2448,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2475,TRU,AIR,C,both,3.2857142857142856,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2522,TRP,AIR,C,both,2.9183673469387754,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2557,TRU,AIR,C,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
257,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2588,TRU,AIR,C,both,3.13265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2599,TRU,AIR,C,both,2.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2644,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2686,TRU,AIR,C,both,2.336734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2713,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2718,TRP,AIR,C,both,2.673469387755102,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2738,TRU,AIR,C,both,2.704081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2763,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2823,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2857,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2859,TRU,AIR,C,both,2.673469387755102,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2889,TRU,AIR,C,both,2.7653061224489797,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2956,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2980,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2989,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
299,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
371,TRU,AIR,C,both,2.336734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
385,TRU,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
401,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
41,TRU,AIR,C,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
438,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
446,TRU,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
457,TRP,AIR,C,both,3.010204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
468,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
485,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
510,TRP,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
539,TRP,AIR,C,both,2.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
587,TRU,AIR,C,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
722,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
77,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
780,TRP,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
797,TRU,AIR,C,both,2.8877551020408165,human,demographic_only_row_resampled_seed_0,gpt-5-mini
82,TRP,AIR,C,both,2.122448979591837,human,demographic_only_row_resampled_seed_0,gpt-5-mini
935,TRU,AIR,C,both,2.306122448979592,human,demographic_only_row_resampled_seed_0,gpt-5-mini
941,TRU,AIR,C,both,2.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
942,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
947,TRP,AIR,C,both,2.2448979591836733,human,demographic_only_row_resampled_seed_0,gpt-5-mini
966,TRU,AIR,C,both,2.7653061224489797,human,demographic_only_row_resampled_seed_0,gpt-5-mini
972,TRP,AIR,C,both,2.9183673469387754,human,demographic_only_row_resampled_seed_0,gpt-5-mini
999,TRU,AIR,C,both,2.336734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1005,TRU,AIR,Proposer,both,4.387755102040816,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1083,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1089,TRP,AIR,Proposer,both,4.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
11,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1111,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1121,TRU,AIR,Proposer,both,4.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1160,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1194,TRU,AIR,Proposer,both,4.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1229,TRU,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1237,TRU,AIR,Proposer,both,2.316326530612245,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1247,TRP,AIR,Proposer,both,2.5306122448979593,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1377,TRU,AIR,Proposer,both,4.795918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1390,TRU,AIR,Proposer,both,2.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1407,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1442,TRP,AIR,Proposer,both,4.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1467,TRP,AIR,Proposer,both,4.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1494,TRU,AIR,Proposer,both,4.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1535,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1541,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1557,TRU,AIR,Proposer,both,2.9183673469387754,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1586,TRP,AIR,Proposer,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1594,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1596,TRU,AIR,Proposer,both,2.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1618,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1638,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1671,TRP,AIR,Proposer,both,2.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1741,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1743,TRU,AIR,Proposer,both,4.8979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1760,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1782,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1828,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1831,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1842,TRU,AIR,Proposer,both,4.846938775510204,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1924,TRU,AIR,Proposer,both,4.795918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1934,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1938,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
198,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,AIR,Proposer,both,2.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,AIR,Proposer,both,4.683673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,AIR,Proposer,both,4.908163265306122,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,AIR,Proposer,both,4.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,AIR,Proposer,both,2.2857142857142856,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,AIR,Proposer,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,AIR,Proposer,both,4.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,AIR,Proposer,both,4.908163265306122,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,AIR,Proposer,both,4.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2445,TRP,AIR,Proposer,both,2.5510204081632653,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2448,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2475,TRU,AIR,Proposer,both,4.642857142857143,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2522,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2557,TRU,AIR,Proposer,both,2.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
257,TRP,AIR,Proposer,both,0.2653061224489796,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2588,TRU,AIR,Proposer,both,4.928571428571429,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2599,TRU,AIR,Proposer,both,4.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2644,TRU,AIR,Proposer,both,4.795918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2686,TRU,AIR,Proposer,both,3.857142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2713,TRP,AIR,Proposer,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2718,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2738,TRU,AIR,Proposer,both,4.877551020408164,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2763,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2823,TRP,AIR,Proposer,both,2.489795918367347,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2857,TRP,AIR,Proposer,both,4.744897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
