custom_id,persona_pid,persona_source,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k,match_rank,player,probability,is_top1
persona_match__pid_1898__game_T8RpnDhSrnavwJQL2__p007__g005,1898,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
persona_match__pid_1898__game_T8RpnDhSrnavwJQL2__p007__g005,1898,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,DUCK,0.25,False
persona_match__pid_1898__game_T8RpnDhSrnavwJQL2__p007__g005,1898,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,CHICKEN,0.15,False
persona_match__pid_750__game_3Ce6KgbmNCQEwYBfk__p008__g001,750,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.65,True
persona_match__pid_750__game_3Ce6KgbmNCQEwYBfk__p008__g001,750,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.25,False
persona_match__pid_750__game_3Ce6KgbmNCQEwYBfk__p008__g001,750,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,CHICKEN,0.1,False
persona_match__pid_750__game_TvaK7RsiSd758hAmp__p008__g002,750,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.75,True
persona_match__pid_750__game_TvaK7RsiSd758hAmp__p008__g002,750,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_750__game_TvaK7RsiSd758hAmp__p008__g002,750,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,3,DUCK,0.05,False
persona_match__pid_750__game_6sSM4xSyZQkaxyHav__p008__g003,750,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
persona_match__pid_750__game_6sSM4xSyZQkaxyHav__p008__g003,750,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.35,False
persona_match__pid_750__game_6sSM4xSyZQkaxyHav__p008__g003,750,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.05,False
persona_match__pid_750__game_JgQY6iNGkRDTwiYTC__p008__g004,750,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_750__game_JgQY6iNGkRDTwiYTC__p008__g004,750,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,CHICKEN,0.25,False
persona_match__pid_750__game_T8RpnDhSrnavwJQL2__p008__g005,750,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,CHICKEN,0.55,True
persona_match__pid_750__game_T8RpnDhSrnavwJQL2__p008__g005,750,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,SLOTH,0.35,False
persona_match__pid_750__game_T8RpnDhSrnavwJQL2__p008__g005,750,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
