Cohort,Stage ID,Round,Turn (player number),Turn (sender ID),Turn (sender name),Turn (avatar),Offer (timestamp),Buy offer (RED),Buy offer (BLUE),Buy offer (GREEN),Sell offer (RED),Sell offer (BLUE),Sell offer (GREEN),Offer status,Offer recipient,Sender payout before turn,Sender payout after turn,Recipient payout before turn,Recipient payout after turn,player 1,player 2,player 3,player 1 (is sender),player 1 (is selected recipient),player 1 offer timestamp,player 1 offer response,player 1 RED before turn,player 1 RED after turn,player 1 BLUE before turn,player 1 BLUE after turn,player 1 GREEN before turn,player 1 GREEN after turn,player 1 RED value,player 1 BLUE value,player 1 GREEN value,player 1 payout before turn,player 1 payout after turn,player 2 (is sender),player 2 (is selected recipient),player 2 offer timestamp,player 2 offer response,player 2 RED before turn,player 2 RED after turn,player 2 BLUE before turn,player 2 BLUE after turn,player 2 GREEN before turn,player 2 GREEN after turn,player 2 RED value,player 2 BLUE value,player 2 GREEN value,player 2 payout before turn,player 2 payout after turn,player 3 (is sender),player 3 (is selected recipient),player 3 offer timestamp,player 3 offer response,player 3 RED before turn,player 3 RED after turn,player 3 BLUE before turn,player 3 BLUE after turn,player 3 GREEN before turn,player 3 GREEN after turn,player 3 RED value,player 3 BLUE value,player 3 GREEN value,player 3 payout before turn,player 3 payout after turn
g8-m5wp79,First negotiation game-negotiation1,0,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:04:04.000,5,0,0,0,0,3,ACCEPTED,owl-purple-3001,13,13.5,16.61,15.61,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:04:30.000,false,15,15,7,7,10,10,0.5,0.30000000000000004,0.5,14.61,14.61,true,false,n/a,n/a,10,15,10,10,10,7,0.4,0.4,0.5,13,13.5,false,true,2025-01-14 09:04:51.000,true,5,0,13,13,10,13,0.5,0.7000000000000001,0.5,16.61,15.61
g8-m5wp79,First negotiation game-negotiation1,0,2,owl-purple-3001,Owl,🦉,2025-01-14 09:06:00.000,6,0,0,0,3,0,ACCEPTED,mouse-green-4201,15.61,16.5,13.5,12.3,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:06:40.000,false,15,15,7,7,10,10,0.5,0.30000000000000004,0.5,14.61,14.61,false,true,2025-01-14 09:06:18.000,true,15,9,10,13,7,7,0.4,0.4,0.5,13.5,12.3,true,false,n/a,n/a,0,6,13,10,13,13,0.5,0.7000000000000001,0.5,15.61,16.5
g8-m5wp79,First negotiation game-negotiation1,1,0,dog-orange-6603,Dog,🐶,2025-01-14 09:07:17.000,4,0,0,0,0,3,ACCEPTED,mouse-green-4201,14.61,15.11,12.3,12.2,dog-orange-6603,mouse-green-4201,owl-purple-3001,true,false,n/a,n/a,15,19,7,7,10,7,0.5,0.30000000000000004,0.5,14.61,15.11,false,true,2025-01-14 09:07:42.000,true,9,5,13,13,7,10,0.4,0.4,0.5,12.3,12.2,false,false,2025-01-14 09:08:20.000,false,6,6,10,10,13,13,0.5,0.7000000000000001,0.5,16.5,16.5
g8-m5wp79,First negotiation game-negotiation1,1,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:08:44.000,0,5,0,5,0,0,ACCEPTED,dog-orange-6603,12.2,12.2,15.11,16.11,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,true,2025-01-14 09:09:02.000,true,19,24,7,2,7,7,0.5,0.30000000000000004,0.5,15.11,16.11,true,false,n/a,n/a,5,0,13,18,10,10,0.4,0.4,0.5,12.2,12.2,false,false,2025-01-14 09:09:30.000,false,6,6,10,10,13,13,0.5,0.7000000000000001,0.5,16.5,16.5
g8-m5wp79,First negotiation game-negotiation1,1,2,owl-purple-3001,Owl,🦉,2025-01-14 09:11:05.000,4,0,0,0,0,2,DECLINED,,16.5,16.5,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:11:28.000,false,24,24,2,2,7,7,0.5,0.30000000000000004,0.5,16.11,16.11,false,false,2025-01-14 09:11:13.000,false,0,0,18,18,10,10,0.4,0.4,0.5,12.2,12.2,true,false,n/a,n/a,6,6,10,10,13,13,0.5,0.7000000000000001,0.5,16.5,16.5
g8-m5wp79,First negotiation game-negotiation1,2,0,dog-orange-6603,Dog,🐶,2025-01-14 09:11:48.000,0,0,6,4,0,0,ACCEPTED,owl-purple-3001,16.11,17.11,16.5,15.5,dog-orange-6603,mouse-green-4201,owl-purple-3001,true,false,n/a,n/a,24,20,2,2,7,13,0.5,0.30000000000000004,0.5,16.11,17.11,false,false,2025-01-14 09:12:13.000,true,0,0,18,18,10,10,0.4,0.4,0.5,12.2,12.2,false,true,2025-01-14 09:12:51.000,true,6,10,10,10,13,7,0.5,0.7000000000000001,0.5,16.5,15.5
g8-m5wp79,First negotiation game-negotiation1,2,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:14:03.000,0,0,5,0,7,0,ACCEPTED,owl-purple-3001,12.2,11.9,15.5,17.9,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:14:48.000,false,20,20,2,2,13,13,0.5,0.30000000000000004,0.5,17.11,17.11,true,false,n/a,n/a,0,0,18,11,10,15,0.4,0.4,0.5,12.2,11.9,false,true,2025-01-14 09:14:46.000,true,10,10,10,17,7,2,0.5,0.7000000000000001,0.5,15.5,17.9
g8-m5wp79,First negotiation game-negotiation1,2,2,owl-purple-3001,Owl,🦉,2025-01-14 09:16:36.000,5,0,0,0,0,2,DECLINED,,17.9,17.9,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:16:46.000,false,20,20,2,2,13,13,0.5,0.30000000000000004,0.5,17.11,17.11,false,false,2025-01-14 09:16:46.000,false,0,0,11,11,15,15,0.4,0.4,0.5,11.9,11.9,true,false,n/a,n/a,10,10,17,17,2,2,0.5,0.7000000000000001,0.5,17.9,17.9
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,dog-orange-6603,Dog,🐶,2025-01-14 09:19:20.000,5,0,0,0,0,3,DECLINED,,23,23,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,true,false,n/a,n/a,10,10,10,10,10,10,0.8,1,0.5,23,23,false,false,2025-01-14 09:21:09.000,false,10,10,10,10,10,10,0.2,0.6000000000000001,0.5,13,13,false,false,2025-01-14 09:20:37.000,false,10,10,10,10,10,10,0.30000000000000004,1,0.5,18,18
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:21:29.000,0,3,0,5,0,0,ACCEPTED,dog-orange-6603,13,13.8,23,24,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,true,2025-01-14 09:21:37.000,true,10,15,10,7,10,10,0.8,1,0.5,23,24,true,false,n/a,n/a,10,5,10,13,10,10,0.2,0.6000000000000001,0.5,13,13.8,false,false,2025-01-14 09:22:02.000,false,10,10,10,10,10,10,0.30000000000000004,1,0.5,18,18
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,owl-purple-3001,Owl,🦉,2025-01-14 09:22:52.000,0,3,0,5,0,0,ACCEPTED,dog-orange-6603,18,19.5,24,25,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,true,2025-01-14 09:23:00.000,true,15,20,7,4,10,10,0.8,1,0.5,24,25,false,false,2025-01-14 09:23:28.000,false,5,5,13,13,10,10,0.2,0.6000000000000001,0.5,13.8,13.8,true,false,n/a,n/a,10,5,10,13,10,10,0.30000000000000004,1,0.5,18,19.5
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,dog-orange-6603,Dog,🐶,2025-01-14 09:24:05.000,5,0,0,0,3,0,ACCEPTED,owl-purple-3001,25,26,19.5,21,dog-orange-6603,mouse-green-4201,owl-purple-3001,true,false,n/a,n/a,20,25,4,1,10,10,0.8,1,0.5,25,26,false,false,2025-01-14 09:24:33.000,false,5,5,13,13,10,10,0.2,0.6000000000000001,0.5,13.8,13.8,false,true,2025-01-14 09:24:46.000,true,5,0,13,16,10,10,0.30000000000000004,1,0.5,19.5,21
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:25:11.000,0,0,5,0,10,0,ACCEPTED,dog-orange-6603,13.8,10.3,26,33.5,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,true,2025-01-14 09:25:18.000,true,25,25,1,11,10,5,0.8,1,0.5,26,33.5,true,false,n/a,n/a,5,5,13,3,10,15,0.2,0.6000000000000001,0.5,13.8,10.3,false,false,2025-01-14 09:26:01.000,true,0,0,16,16,10,10,0.30000000000000004,1,0.5,21,21
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,owl-purple-3001,Owl,🦉,2025-01-14 09:29:35.000,0,2,0,0,0,2,DECLINED,,21,21,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:29:50.000,false,25,25,11,11,5,5,0.8,1,0.5,33.5,33.5,false,false,2025-01-14 09:31:40.000,false,5,5,3,3,15,15,0.2,0.6000000000000001,0.5,10.3,10.3,true,false,n/a,n/a,0,0,16,16,10,10,0.30000000000000004,1,0.5,21,21
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,dog-orange-6603,Dog,🐶,2025-01-14 09:32:11.000,6,0,0,0,0,4,DECLINED,,33.5,33.5,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,true,false,n/a,n/a,25,25,11,11,5,5,0.8,1,0.5,33.5,33.5,false,false,2025-01-14 09:32:36.000,false,5,5,3,3,15,15,0.2,0.6000000000000001,0.5,10.3,10.3,false,false,2025-01-14 09:33:07.000,false,0,0,16,16,10,10,0.30000000000000004,1,0.5,21,21
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,mouse-green-4201,Mouse,🐭,2025-01-14 09:33:30.000,0,0,9,5,0,0,DECLINED,,10.3,10.3,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:33:55.000,false,25,25,11,11,5,5,0.8,1,0.5,33.5,33.5,true,false,n/a,n/a,5,5,3,3,15,15,0.2,0.6000000000000001,0.5,10.3,10.3,false,false,2025-01-14 09:33:57.000,false,0,0,16,16,10,10,0.30000000000000004,1,0.5,21,21
g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,owl-purple-3001,Owl,🦉,2025-01-14 09:34:34.000,0,2,0,0,0,2,DECLINED,,21,21,,,dog-orange-6603,mouse-green-4201,owl-purple-3001,false,false,2025-01-14 09:34:47.000,false,25,25,11,11,5,5,0.8,1,0.5,33.5,33.5,false,false,2025-01-14 09:35:29.000,false,5,5,3,3,15,15,0.2,0.6000000000000001,0.5,10.3,10.3,true,false,n/a,n/a,0,0,16,16,10,10,0.30000000000000004,1,0.5,21,21
g9-m5wp79,First negotiation game-negotiation1,0,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:01:46.000,0,4,0,0,0,3,ACCEPTED,buffalo-purple-4069,22,23.3,22,20.7,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,10,10,10,14,10,7,1,0.7000000000000001,0.5,22,23.3,false,true,2025-01-14 09:01:51.000,true,10,10,10,6,10,13,1,0.7000000000000001,0.5,22,20.7,false,false,2025-01-14 09:01:56.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,0,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:02:26.000,2,0,0,0,0,2,DECLINED,,20.7,20.7,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:02:41.000,false,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,true,false,n/a,n/a,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,false,false,2025-01-14 09:03:08.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,0,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:03:46.000,0,3,0,0,0,3,DECLINED,,20,20,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:04:04.000,false,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,false,false,2025-01-14 09:03:48.000,false,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,true,false,n/a,n/a,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,1,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:04:42.000,3,0,0,0,2,0,DECLINED,,23.3,23.3,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,false,false,2025-01-14 09:04:47.000,false,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,false,false,2025-01-14 09:04:54.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,1,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:05:11.000,0,4,0,0,0,3,DECLINED,,20.7,20.7,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:05:29.000,false,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,true,false,n/a,n/a,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,false,false,2025-01-14 09:05:16.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,1,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:06:28.000,2,0,0,0,2,0,DECLINED,,20,20,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:06:52.000,false,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,false,false,2025-01-14 09:06:31.000,false,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,true,false,n/a,n/a,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,2,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:07:16.000,0,4,0,0,0,3,DECLINED,,23.3,23.3,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,false,false,2025-01-14 09:07:20.000,false,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,false,false,2025-01-14 09:07:22.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,2,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:08:02.000,0,3,0,0,0,2,DECLINED,,20.7,20.7,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:08:16.000,false,10,10,14,14,7,7,1,0.7000000000000001,0.5,23.3,23.3,true,false,n/a,n/a,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,false,false,2025-01-14 09:08:05.000,false,10,10,10,10,10,10,0.9,0.6000000000000001,0.5,20,20
g9-m5wp79,First negotiation game-negotiation1,2,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:09:09.000,0,1,0,0,0,1,ACCEPTED,alligator-orange-6315,20,20.11,23.3,23.1,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,true,2025-01-14 09:09:51.000,true,10,10,14,13,7,8,1,0.7000000000000001,0.5,23.3,23.1,false,false,2025-01-14 09:09:13.000,false,10,10,6,6,13,13,1,0.7000000000000001,0.5,20.7,20.7,true,false,n/a,n/a,10,10,10,11,10,9,0.9,0.6000000000000001,0.5,20,20.11
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:11:13.000,2,0,0,0,0,2,ACCEPTED,buffalo-purple-4069,16,16.21,12,12,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,10,12,10,10,10,8,0.6000000000000001,0.5,0.5,16,16.21,false,true,2025-01-14 09:11:18.000,true,10,8,10,10,10,12,0.5,0.2,0.5,12,12,false,false,2025-01-14 09:11:35.000,false,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:11:45.000,2,0,0,0,0,2,DECLINED,,12,12,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:12:05.000,false,12,12,10,10,8,8,0.6000000000000001,0.5,0.5,16.21,16.21,true,false,n/a,n/a,8,8,10,10,12,12,0.5,0.2,0.5,12,12,false,false,2025-01-14 09:12:00.000,false,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:12:30.000,4,0,0,0,4,0,DECLINED,,18,18,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:12:36.000,false,12,12,10,10,8,8,0.6000000000000001,0.5,0.5,16.21,16.21,false,false,2025-01-14 09:12:33.000,false,8,8,10,10,12,12,0.5,0.2,0.5,12,12,true,false,n/a,n/a,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:12:55.000,2,0,0,0,2,0,DECLINED,,16.21,16.21,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,12,12,10,10,8,8,0.6000000000000001,0.5,0.5,16.21,16.21,false,false,2025-01-14 09:12:59.000,false,8,8,10,10,12,12,0.5,0.2,0.5,12,12,false,false,2025-01-14 09:13:17.000,false,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:13:35.000,0,0,2,2,0,0,ACCEPTED,alligator-orange-6315,12,12,16.21,16.41,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,true,2025-01-14 09:13:47.000,true,12,14,10,10,8,6,0.6000000000000001,0.5,0.5,16.21,16.41,true,false,n/a,n/a,8,6,10,10,12,14,0.5,0.2,0.5,12,12,false,false,2025-01-14 09:13:47.000,true,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:14:13.000,5,0,0,0,0,5,DECLINED,,18,18,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:15:07.000,false,14,14,10,10,6,6,0.6000000000000001,0.5,0.5,16.41,16.41,false,false,2025-01-14 09:14:15.000,false,6,6,10,10,14,14,0.5,0.2,0.5,12,12,true,false,n/a,n/a,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,alligator-orange-6315,Alligator,🐊,2025-01-14 09:15:28.000,3,0,0,0,0,3,DECLINED,,16.41,16.41,,,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,true,false,n/a,n/a,14,14,10,10,6,6,0.6000000000000001,0.5,0.5,16.41,16.41,false,false,2025-01-14 09:15:32.000,false,6,6,10,10,14,14,0.5,0.2,0.5,12,12,false,false,2025-01-14 09:15:31.000,false,10,10,10,10,10,10,1,0.30000000000000004,0.5,18,18
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,buffalo-purple-4069,Buffalo 2,🐃,2025-01-14 09:15:42.000,0,0,2,2,0,0,ACCEPTED,rabbit-yellow-6681,12,12,18,19,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,false,2025-01-14 09:15:58.000,true,14,14,10,10,6,6,0.6000000000000001,0.5,0.5,16.41,16.41,true,false,n/a,n/a,6,4,10,10,14,16,0.5,0.2,0.5,12,12,false,true,2025-01-14 09:15:44.000,true,10,12,10,10,10,8,1,0.30000000000000004,0.5,18,19
g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,rabbit-yellow-6681,Rabbit,🐰,2025-01-14 09:16:38.000,2,0,0,0,0,3,ACCEPTED,alligator-orange-6315,19,19.5,16.41,16.71,alligator-orange-6315,buffalo-purple-4069,rabbit-yellow-6681,false,true,2025-01-14 09:16:45.000,true,14,12,10,10,6,9,0.6000000000000001,0.5,0.5,16.41,16.71,false,false,2025-01-14 09:16:45.000,false,4,4,10,10,16,16,0.5,0.2,0.5,12,12,true,false,n/a,n/a,12,14,10,10,8,5,1,0.30000000000000004,0.5,19,19.5
g11-m5wp7b,First negotiation game-negotiation1,0,0,cat-green-4185,Cat 2,🐱,2025-01-14 09:04:23.000,5,0,0,0,5,0,ACCEPTED,iguana-yellow-3262,20,21.5,16,13.5,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,true,false,n/a,n/a,10,15,10,5,10,10,0.9,0.6000000000000001,0.5,20,21.5,false,true,2025-01-14 09:04:54.000,true,10,5,10,15,10,10,0.8,0.30000000000000004,0.5,16,13.5,false,false,2025-01-14 09:05:00.000,true,10,10,10,10,10,10,0.4,1,0.5,19,19
g11-m5wp7b,First negotiation game-negotiation1,0,1,iguana-yellow-3262,Iguana,🦎,2025-01-14 09:05:36.000,0,0,6,0,5,0,ACCEPTED,cat-green-4185,13.5,15,21.5,21.5,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,true,2025-01-14 09:05:50.000,true,15,15,5,10,10,4,0.9,0.6000000000000001,0.5,21.5,21.5,true,false,n/a,n/a,5,5,15,10,10,16,0.8,0.30000000000000004,0.5,13.5,15,false,false,2025-01-14 09:06:06.000,true,10,10,10,10,10,10,0.4,1,0.5,19,19
g11-m5wp7b,First negotiation game-negotiation1,0,2,zebra-pink-2457,Zebra,🦓,2025-01-14 09:07:56.000,0,5,0,5,0,0,ACCEPTED,cat-green-4185,19,22,21.5,23,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,true,2025-01-14 09:08:03.000,true,15,20,10,5,4,4,0.9,0.6000000000000001,0.5,21.5,23,false,false,2025-01-14 09:08:10.000,true,5,5,10,10,16,16,0.8,0.30000000000000004,0.5,15,15,true,false,n/a,n/a,10,5,10,15,10,10,0.4,1,0.5,19,22
g11-m5wp7b,First negotiation game-negotiation1,1,0,cat-green-4185,Cat 2,🐱,2025-01-14 09:08:40.000,5,0,0,0,0,4,ACCEPTED,iguana-yellow-3262,23,25.5,15,13,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,true,false,n/a,n/a,20,25,5,5,4,0,0.9,0.6000000000000001,0.5,23,25.5,false,true,2025-01-14 09:09:07.000,true,5,0,10,10,16,20,0.8,0.30000000000000004,0.5,15,13,false,false,2025-01-14 09:09:35.000,false,5,5,15,15,10,10,0.4,1,0.5,22,22
g11-m5wp7b,First negotiation game-negotiation1,1,1,iguana-yellow-3262,Iguana,🦎,2025-01-14 09:10:28.000,5,0,0,0,4,0,ACCEPTED,zebra-pink-2457,13,15.8,22,24,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:10:37.000,false,25,25,5,5,0,0,0.9,0.6000000000000001,0.5,25.5,25.5,true,false,n/a,n/a,0,5,10,6,20,20,0.8,0.30000000000000004,0.5,13,15.8,false,true,2025-01-14 09:10:58.000,true,5,0,15,19,10,10,0.4,1,0.5,22,24
g11-m5wp7b,First negotiation game-negotiation1,1,2,zebra-pink-2457,Zebra,🦓,2025-01-14 09:11:51.000,5,0,0,0,5,0,ACCEPTED,iguana-yellow-3262,24,21,15.8,13.3,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:11:58.000,false,25,25,5,5,0,0,0.9,0.6000000000000001,0.5,25.5,25.5,false,true,2025-01-14 09:12:08.000,true,5,0,6,11,20,20,0.8,0.30000000000000004,0.5,15.8,13.3,true,false,n/a,n/a,0,5,19,14,10,10,0.4,1,0.5,24,21
g11-m5wp7b,First negotiation game-negotiation1,2,0,cat-green-4185,Cat 2,🐱,2025-01-14 09:12:26.000,5,0,0,0,5,0,ACCEPTED,zebra-pink-2457,25.5,27,21,24,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,true,false,n/a,n/a,25,30,5,0,0,0,0.9,0.6000000000000001,0.5,25.5,27,false,false,2025-01-14 09:12:43.000,false,0,0,11,11,20,20,0.8,0.30000000000000004,0.5,13.3,13.3,false,true,2025-01-14 09:12:48.000,true,5,0,14,19,10,10,0.4,1,0.5,21,24
g11-m5wp7b,First negotiation game-negotiation1,2,1,iguana-yellow-3262,Iguana,🦎,2025-01-14 09:13:31.000,7,0,0,0,5,0,DECLINED,,13.3,13.3,,,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:13:39.000,false,30,30,0,0,0,0,0.9,0.6000000000000001,0.5,27,27,true,false,n/a,n/a,0,0,11,11,20,20,0.8,0.30000000000000004,0.5,13.3,13.3,false,false,2025-01-14 09:14:40.000,false,0,0,19,19,10,10,0.4,1,0.5,24,24
g11-m5wp7b,First negotiation game-negotiation1,2,2,zebra-pink-2457,Zebra,🦓,2025-01-14 09:15:42.000,5,0,0,0,5,0,DECLINED,,24,24,,,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:15:47.000,false,30,30,0,0,0,0,0.9,0.6000000000000001,0.5,27,27,false,false,2025-01-14 09:16:01.000,false,0,0,11,11,20,20,0.8,0.30000000000000004,0.5,13.3,13.3,true,false,n/a,n/a,0,0,19,19,10,10,0.4,1,0.5,24,24
g11-m5wp7b,Second negotiation game-negotiation2_alternate_profile,0,0,cat-green-4185,Cat 2,🐱,2025-01-14 09:17:34.000,0,6,0,5,0,0,ACCEPTED,iguana-yellow-3262,17,18.71,16,18.2,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,true,false,n/a,n/a,10,5,10,16,10,10,0.5,0.7000000000000001,0.5,17,18.71,false,true,2025-01-14 09:17:53.000,true,10,15,10,4,10,10,0.8,0.30000000000000004,0.5,16,18.2,false,false,2025-01-14 09:18:24.000,false,10,10,10,10,10,10,0.4,0.8,0.5,17,17
g11-m5wp7b,Second negotiation game-negotiation2_alternate_profile,0,1,iguana-yellow-3262,Iguana,🦎,2025-01-14 09:18:59.000,6,0,0,0,0,5,DECLINED,,18.2,18.2,,,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:19:07.000,false,5,5,16,16,10,10,0.5,0.7000000000000001,0.5,18.71,18.71,true,false,n/a,n/a,15,15,4,4,10,10,0.8,0.30000000000000004,0.5,18.2,18.2,false,false,2025-01-14 09:19:43.000,false,10,10,10,10,10,10,0.4,0.8,0.5,17,17
g11-m5wp7b,Second negotiation game-negotiation2_alternate_profile,0,2,zebra-pink-2457,Zebra,🦓,2025-01-14 09:20:48.000,0,4,0,5,0,0,ACCEPTED,iguana-yellow-3262,17,18.21,18.2,21,cat-green-4185,iguana-yellow-3262,zebra-pink-2457,false,false,2025-01-14 09:20:53.000,true,5,5,16,16,10,10,0.5,0.7000000000000001,0.5,18.71,18.71,false,true,2025-01-14 09:21:17.000,true,15,20,4,0,10,10,0.8,0.30000000000000004,0.5,18.2,21,true,false,n/a,n/a,10,5,10,14,10,10,0.4,0.8,0.5,17,18.21
