StatementID,TreatmentCode,SubjectID,personality_string,UGProposer,UGProposer_JUS,AI_UGProposer,AI_UGProposer_JUS,StatementID2,SubjectID2,personality_string2,UGResponder,UGResponder_JUS,AI_UGResponder,AI_UGResponder_JUS
112,ODP,1398,2221221,5,It's just fair to divide the amount 50/50.,5,"I want to offer a fair amount, enough to keep the responder interested in accepting the offer, but also not so much that I end up losing out. 5 ECU seems like a good balance.",113,1406,2112221,0,It is up to the proposer on how much they will give and I am okay with that. Anything above 0 is a bonus.,1,Receiving any amount is better than receiving nothing.
113,ODP,1401,2112221,5,I want to treat the other person fairly.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",114,1425,1112221,1,If I reject then I receive nothing so 1 is better than 0.,1,I believe in fairness and would not like to leave empty-handed.
114,ODP,1406,2112221,5,It is the fairest option and we get an equal amount.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",115,1461,2112221,5,This is fair and what I would expect the proposer to offer.,1,Receiving any amount is better than receiving nothing.
115,ODP,1409,2212222,5,"To be equal, thus divide it evenly.",5,"I think it's important to split the money fairly, and offering half seems like a good starting point.",116,1476,2122221,5,Fairness is key in life.,1,"I believe it is reasonable to ask for at least some compensation for participating in the exchange, even if it is a small amount."
116,ODP,1414,2212221,5,"It is fair, we both get the same.",5,"I believe it's reasonable to offer half of the endowment to the responder, as this could result in both parties getting some reward and avoiding the possibility of both getting nothing.",117,1477,2112221,3,"It is small enough that hopefully, the other person will have chosen more.",1,Receiving any amount is better than receiving nothing.
117,ODP,1425,1112221,5,I think a 50/50 split will be likely to be accepted.,5,Offering half seems fair.,118,1497,2112221,1,It's better to get 1 than nothing.,1,Receiving any amount is better than receiving nothing.
118,ODP,1461,2112221,5,This is fair we both get the same amount.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",119,1499,2112222,4,"The other person would probably want a slightly bigger share, so I’m happy taking the smaller half.",1,I am willing to accept any non-zero amount as long as both parties receive something.
119,ODP,1477,2112221,4,It is a fairer decision than not giving the other person none at all but I still want slightly more.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",120,1517,1211221,1,It's still more than 0.,2,"I want to ensure that I receive a fair share, so I will accept an offer of 2 ECU or more."
120,ODP,1497,2112221,5,It's fair that we'd just split it in half.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",121,1528,2111211,5,"I would split it evenly, so I feel like the other person should do likewise.",1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
121,ODP,1528,2111211,5,"I consider myself a person who believes in fairness, and an even split feels like the fairest offer.",5,Seems like a fair deal.,122,1544,1111221,5,I think that is a fair split.,2,"I want to ensure I receive some amount, even if small, rather than nothing."
122,ODP,1531,2211222,5,I wanted to make a fair offer to the other person which is also likely to be accepted.,5,I believe that offering half of the endowment is a fair and balanced proposal. It also shows goodwill and a willingness to share with the responder.,123,1560,1111222,4,The offer is hopefully no less than this.,3,I believe it is fair for both parties to receive a portion of the endowment.
123,ODP,1560,1111222,5,It is likely to be accepted.,5,It seems like a fair amount to offer while still keeping some for myself.,124,1592,1112222,4,Just covering my bases. Half is fair but they might be an opportunist.,3,Fair split is 5 ECU each.
124,ODP,1572,2122221,5,Share it 50/50.,5,"I believe that a fair and balanced offer would be to give half of my endowment to the responder. This will result in both parties receiving a moderate amount of ECU, which is better than receiving nothing at all if the offer is rejected.",125,1616,2111122,5,This is what they are likely to offer.,1,"I want to receive at least some money, so I would accept any positive offer."
125,ODP,1616,2111122,5,Much more likely the responder would accept a fair amount.,3,I think a fair offer would be for me to keep a little more than half and give the responder a little less than half.,126,1621,1221221,4,"I would ideally like a minimum of 5, however, it is better for me to receive a low amount than nothing. Therefore I have gone lower than 5.",1,I'll take anything.
126,ODP,1621,1221221,5,I believe that this is categorically fair and should meet the minimum requirements of the responder.,5,Sounds like a good starting point.,127,1623,2112222,6,I think the proposer would go slightly above median for their return.,1,I am willing to accept any non-zero amount as long as both parties receive something.
127,ODP,1631,2112222,5,Dividing it equally seems fair.,5,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",128,1631,2112222,5,Splitting it equally seems fair.,1,I am willing to accept any non-zero amount as long as both parties receive something.
128,ODP,1639,2112221,5,The most equitable distribution of funds.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",129,1659,1122121,5,It would be fair for us both to receive the same payout.,1,I would accept any offer greater than 0 ECU.
129,ODP,1651,2112221,5,5 is halfway. Likely to be minimum offer from responder.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",130,1664,2112221,1,It will be the minimum offered and I'd gain.,1,Receiving any amount is better than receiving nothing.
130,ODP,1661,1121222,5,I feel they would want at least half.,5,Offering 5 ECU strikes a balance between keeping some for myself and being generous towards the responder.,131,1675,2121221,4,Sometimes people can be selfish so I will not expect it to be split right down the middle.,1,I prefer a small guaranteed gain over no gain.
131,ODP,1664,2112221,2,I will not have felt I'd wasted much if it's rejected.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",132,1679,2212222,5,I'm hedging my bets.,3,"I believe that a fair distribution of resources is important, and a minimum of 3 ECU would ensure that both parties receive a fair share of the endowment."
132,ODP,1675,2121221,5,I will trust the other person not to be greedy.,5,"Offering 5 ECU balances the potential reward for both parties, with a higher chance of the offer being accepted.",133,1710,2212221,5,Splitting down the middle is fair for both.,1,"I believe that every person deserves to receive something, even if it's just a little. Rejecting the offer and getting nothing seems unfair to me."
133,ODP,1679,2212222,0,I am less likely to lose any money by choosing this option.,5,"I think it's important to split the money fairly, and offering half seems like a good starting point.",134,1754,2212212,5,Seems a fair split.,5,"I believe that dividing the endowment equally between both parties would be a fair outcome, considering the consequences of rejection for both parties."
134,ODP,1706,1211211,5,"Sounds right and mature, even.",5,Offering 5 ECU strikes a balance between being fair and not giving away too much.,135,1758,1122221,2,This seems fair to me.,0,I prefer to have something rather than nothing.
135,ODP,1754,2212212,4,I'm not greedy and happy to share some ECU with the responder.,5,I believe that making a fair and reasonable offer is the best way to ensure that both parties benefit in this situation. Offering half of my endowment seems like a good starting point.,136,1811,2111222,5,It is the lowest amount that would still be fair to both of us.,1,I want to ensure I receive some reward for participating in this exchange. 1 ECU is a reasonable minimum to accept.
136,ODP,1811,2111222,5,There is too much risk for them to not take up the proposal.,5,I believe offering half of my endowment is fair and shows mutual respect and cooperation.,137,1829,2111221,3,"I want us to both to receive money, so I am willing to set it fairly low; however, I don't want to set a precedent of accepting an amount which is unfairly low.",1,I believe in fairness and believe that everyone should get at least a fair share.
137,ODP,1818,2111222,5,It would be half.,5,I believe offering half of my endowment is fair and shows mutual respect and cooperation.,138,1866,1122121,1,"Realistically, I just want to maximise my own profit. If the person chooses to keep 9, then so be it, 1 is still better than nothing for me.",1,I would accept any offer greater than 0 ECU.
138,ODP,1825,2112221,5,Would share fairly as I believe the responder wouldn't reject the offer.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",139,1874,1211211,1,Anything above zero would be better than refusing.,1,I would accept anything because I get to have some money and not have 0 ECU.
139,ODP,1832,2122111,5,I am assuming the responder would be willing to accept at least half the endowment.,0,I want to keep all of the endowment for myself.,140,1881,2111221,5,A fair share of the rewards if agreed.,1,I believe in fairness and believe that everyone should get at least a fair share.
140,ODP,1846,2221111,5,I want to be fair.,0,"I don't feel inclined to share my endowment, I want to keep it all for myself.",141,1887,1212212,5,Less than 5 is unfair and feels like it is taking advantage.,3,I believe this is a fair amount that balances my desire for a fair outcome and the need to avoid receiving nothing.
141,ODP,1849,2222221,5,"Seems fair to split it equally, plus it needs to be a decent offer for them to accept. Better for me if they accept.",5,Offering half seems reasonable to increase chances of the responder accepting the offer and both parties receiving money.,142,1888,2212221,2,"Something is better than nothing, 1 is selfish though and I'd want to spite the other person for being so rude.",1,"I believe that every person deserves to receive something, even if it's just a little. Rejecting the offer and getting nothing seems unfair to me."
142,ODP,1855,2211211,5,It is halfway/fair.,5,"It seems like a fair and reasonable amount to offer to the responder, balancing the idea of sharing with the need to keep some for myself.",143,1889,2112221,5,This gives both of us the same amount so I am hoping that the sender will be fair.,1,Receiving any amount is better than receiving nothing.
143,ODP,1866,1122121,5,"I think most would put their cut-off minimum as half (5), I would anyway.",5,Half of the total endowment is a fair compromise.,144,1897,2221222,3,It gives the other person more than half of the amount and they are probably likely to accept.,2,"I want to ensure that I receive at least a small amount of the endowment, rather than getting nothing if the offer is rejected."
144,ODP,1881,2111221,5,"Feels a fair amount, equal share.",5,I believe this is a fair and balanced offer.,145,1905,2211221,5,I wouldn’t want to receive less than half as it wouldn’t be enough or fair to me.,5,Half is a fair and reasonable minimum offer.
145,ODP,1888,2212221,4,"Think they will accept this as although it’s not fair, it's almost fair.",5,"I believe it's reasonable to offer half of the endowment to the responder, as this could result in both parties getting some reward and avoiding the possibility of both getting nothing.",146,1913,2212221,5,Equal ECU for fairness.,1,"I believe that every person deserves to receive something, even if it's just a little. Rejecting the offer and getting nothing seems unfair to me."
146,ODP,1889,2112221,5,I am sending the amount that allows us both to have the same amount at the end (the fairest). I hope that the responder only wants a fair share and not more.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",147,1933,2112221,2,"In case the other person does not want to share equally, this would be an amount I would be okay with receiving rather than getting nothing at all.",1,Receiving any amount is better than receiving nothing.
147,ODP,1890,1212221,5,It is fair to split it.,5,"Split the difference, be fair and not greedy.",148,1964,2111221,4,Responder should give me at least 4.,1,I believe in fairness and believe that everyone should get at least a fair share.
148,ODP,1897,2221222,4,It's slightly less than half.,5,"I want to offer half of my endowment to the responder as a fair deal, hoping that they will accept the offer and both of us can benefit.",149,1972,1121221,5,Because it should be split fairly.,1,Any amount is better than nothing.
149,ODP,1905,2211221,5,"I am hoping the responder is expecting good will and chooses to accept the offer, as it will benefit us both.",5,"I want to offer a fair and reasonable amount to the responder, considering that they have nothing at the moment and I have the entire endowment. Offering half seems like a good starting point for negotiation.",150,1973,2211221,5,"If I had sent 5, then I would expect 5 back as it is even.",5,Half is a fair and reasonable minimum offer.
150,ODP,1933,2112221,5,Sharing equally is fair.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",151,1987,2212222,5,It’s half so it's fair.,3,"I believe that a fair distribution of resources is important, and a minimum of 3 ECU would ensure that both parties receive a fair share of the endowment."
151,ODP,1964,2111221,5,Might as well go equal.,5,I believe this is a fair and balanced offer.,152,1989,1112221,5,I would like an equal share.,1,I believe in fairness and would not like to leave empty-handed.
152,ODP,1965,2121121,5,"Fairness, split the ECU.",0,I keep all the money for myself.,153,2003,2112221,5,50/50 seems fair.,1,Receiving any amount is better than receiving nothing.
153,ODP,1972,1121221,5,Because it is fair to share.,5,"I want to keep 5 and offer 5 to maximize the chances of the responder accepting the offer, while also keeping some for myself.",154,2040,2122122,1,Anything is better than nothing.,1,"I would like to receive at least something, even if it's just a small amount. Any amount is better than nothing, so I would be willing to accept 1 ECU."
154,ODP,1973,2211221,5,This is an even split so I think they would accept.,5,"I want to offer a fair and reasonable amount to the responder, considering that they have nothing at the moment and I have the entire endowment. Offering half seems like a good starting point for negotiation.",155,2051,2211121,5,It's just fair to share down the middle.,1,"I would like to receive some reward for participating in this task, even if it's just a small amount."
155,ODP,1983,1211221,5,Trying to be fair.,5,I want to give half to show that I am fair and willing to share.,156,2064,1212222,5,I am a fair person and I expect to be treated fairly.,5,"I believe in fairness and a fair distribution of resources. A minimum offer of 5 ECU is half of the total endowment, which I consider a fair distribution."
156,ODP,1989,1112221,4,"I want to be fair, but keep the majority.",5,Offering half seems fair.,157,2090,2221221,4,Fair to have 60-40.,3,"I believe accepting a minimum of 3 ECU is a reasonable compromise as it still allows for some financial gain, rather than receiving nothing if the offer is rejected."
157,ODP,1992,1111221,5,I believe a 50/50 split would be accepted.,5,I think it's fair to split the endowment down the middle.,158,2092,2111221,5,Half seems fair for me to receive!,1,I believe in fairness and believe that everyone should get at least a fair share.
158,ODP,1997,2111221,5,"50/50 is fairest, and I feel they'll accept.",5,I believe this is a fair and balanced offer.,159,2107,1111212,3,"Lower than this and I would not feel the offer to be worth it, as it is too unequal.",2,Just want a fair share.
159,ODP,2040,2122122,5,I believe in fair shares.,5,I want to offer the responder 5 ECU so that both of us receive a portion of the endowment and we can both walk away with something. This seems like a reasonable balance between keeping some for myself and sharing some with the responder.,160,2108,1221211,5,I want the fair split and wish them to be punished for greed.,0,I'd rather have nothing than accept a low offer.
160,ODP,2051,2211121,5,It's just fair to share down the middle. I have no reason yet not to.,5,I think a 50-50 split is a fair and reasonable offer in this situation.,161,2110,2111122,4,"I would accept 4 or above. Since the other person might be a bit more selfish, which is fine, I will accept 4.",1,"I want to receive at least some money, so I would accept any positive offer."
161,ODP,2064,1212222,5,I am a fair person so I divide it in the middle.,5,A fair and harmonious offer.,162,2123,2112222,1,I would accept a very small amount so that we are both in the best situation no matter what their offer is.,1,I am willing to accept any non-zero amount as long as both parties receive something.
162,ODP,2089,1212221,5,I split those 10 in half.,5,"Split the difference, be fair and not greedy.",163,2130,1122221,5,"I would accept at least half, because it is fair.",0,I prefer to have something rather than nothing.
163,ODP,2090,2221221,5,It’s fair to have half each.,5,"I want to offer a fair amount, enough to keep the responder interested in accepting the offer, but also not so much that I end up losing out. 5 ECU seems like a good balance.",164,2141,1121222,4,I think they would give me nearly half in order to prevent me from rejecting their offer.,1,"Sure, it's better to have something than nothing."
164,ODP,2092,2111221,4,I think that's pretty fair.,5,I believe this is a fair and balanced offer.,165,2160,1111212,1,No matter what they choose I'll get some ECU. Unless they choose 0 in which case they also won't get any.,2,Just want a fair share.
165,ODP,2107,1111212,4,This seems high enough that the responder would not turn it down.,5,Half seems fair and the responder may be more likely to accept.,166,2185,2222121,5,I would be happy to receive half.,1,"I'd like to receive at least some money, even if it's just a small amount."
166,ODP,2108,1221211,4,"I don't expect them to ask for a fair split, I think they will be aware that I will take advantage to have more.",9,Sounds like a good deal for both.,167,2218,1111221,1,It's better than both parties receiving nothing.,2,"I want to ensure I receive some amount, even if small, rather than nothing."
167,ODP,2110,2111122,5,It’s half and only fair.,3,I think a fair offer would be for me to keep a little more than half and give the responder a little less than half.,168,2221,2112221,1,There's no point holding out for a large sum. The only way to earn is to accept in all circumstances.,1,Receiving any amount is better than receiving nothing.
168,ODP,2123,2112222,5,"I think this is the fairest, most obvious choice.",5,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",169,2234,2221221,5,I think it’s only fair I receive a similar amount.,3,"I believe accepting a minimum of 3 ECU is a reasonable compromise as it still allows for some financial gain, rather than receiving nothing if the offer is rejected."
169,ODP,2127,2211221,5,Share and share alike.,5,"I want to offer a fair and reasonable amount to the responder, considering that they have nothing at the moment and I have the entire endowment. Offering half seems like a good starting point for negotiation.",170,2253,1122221,5,This is a fair division between myself and the other person.,0,I prefer to have something rather than nothing.
170,ODP,2130,1122221,5,"5 ECU is half which is fair so we both will benefit if they accept, but both will suffer if they refuse.",5,Seems fair and a good starting point for negotiation.,171,2272,2111211,4,It's a fair amount and they keep a majority.,1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
171,ODP,2141,1121222,4,I want to maximise my own earnings but also don't want them to reject my offer.,5,Offering 5 ECU strikes a balance between keeping some for myself and being generous towards the responder.,172,2316,2112222,4,The proposer may offer less than half.,1,I am willing to accept any non-zero amount as long as both parties receive something.
172,ODP,2150,2211212,5,That is fair.,5,"I want to split the endowment equally, as it seems like a fair and just solution for both parties involved.",173,2350,1112221,5,I don't need the money and fairness matters more.,1,I believe in fairness and would not like to leave empty-handed.
173,ODP,2160,1111212,5,This splits it fairly. It is unlikely the responder will choose a number higher than 5.,5,Half seems fair and the responder may be more likely to accept.,174,2355,2221221,1,"I would be willing to accept 1, because it is better than nothing.",3,"I believe accepting a minimum of 3 ECU is a reasonable compromise as it still allows for some financial gain, rather than receiving nothing if the offer is rejected."
174,ODP,2162,2111221,5,Both get an equal amount.,5,I believe this is a fair and balanced offer.,175,2364,2111211,4,"5 would be preferable, but I imagine some people want the majority share.",1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
175,ODP,2183,2211212,5,It's fair and should be accepted.,5,"I want to split the endowment equally, as it seems like a fair and just solution for both parties involved.",176,2366,1112221,4,"Anything less than 4, then I would be willing to risk getting zero.",1,I believe in fairness and would not like to leave empty-handed.
176,ODP,2185,2222121,5,It would be a 50/50 split.,5,I want to keep half of the endowment and offer the other half to the responder to maximize my chances of a successful exchange.,177,2388,2111221,3,"I would hope for a 50/50 split, but I am willing to accept that the other person might want to keep most of the ECU. I feel that an offer under 3 credits would be pretty cheeky.",1,I believe in fairness and believe that everyone should get at least a fair share.
177,ODP,2189,2111221,5,It would be a fair outcome if the responder isn't being greedy.,5,I believe this is a fair and balanced offer.,178,2401,2111221,1,"If the proposer decides to give a very small amount that is a reflection on them, not me.",1,I believe in fairness and believe that everyone should get at least a fair share.
178,ODP,2211,2222212,0,As I am endowed 10.,5,"Half seems like a fair and balanced offer, leaving both parties with a moderate amount of money.",179,2414,1112212,4,Letting the other have a slightly larger share.,1,Getting something is better than getting nothing.
179,ODP,2253,1122221,5,"If the allocation is unfair, the person can reject.",5,Seems fair and a good starting point for negotiation.,180,2435,2122221,4,Would expect fair split.,1,"I believe it is reasonable to ask for at least some compensation for participating in the exchange, even if it is a small amount."
180,ODP,2262,1211221,5,It is a fair amount to propose.,5,I want to give half to show that I am fair and willing to share.,181,2440,2111221,5,I hope that the proposer will split the money.,1,I believe in fairness and believe that everyone should get at least a fair share.
181,ODP,2272,2111211,4,To offer a fair amount.,5,Seems like a fair deal.,182,2476,2122121,3,Hoping other will offer at least that.,1,Because receiving something is better than receiving nothing.
182,ODP,2273,2112221,5,So it is fair between the two of us.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",183,2502,1222221,5,Keeping it fair with my start.,1,I would accept any offer above zero as I would prefer to receive some money rather than receive nothing.
183,ODP,2280,2112221,0,Pure greed and if they reject anyway!,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",184,2513,2122222,1,"1 is more than I would get if we failed to agree and if the other proposes more, one still gets that greater figure.",5,"I want to make sure that both parties benefit from the exchange, so a fair split would be best."
184,ODP,2294,2111221,5,I think it's only fair to split the amount equally.,5,I believe this is a fair and balanced offer.,185,2519,2221112,5,I wish to have responsibility.,1,Any amount is better than nothing.
185,ODP,2316,2112222,5,"Hopefully, the responder will accept and we get half each.",5,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",186,2546,2212212,5,I would hope that the proposer would feel that both receiving the same amount would benefit both of us rather than risking getting zero.,5,"I believe that dividing the endowment equally between both parties would be a fair outcome, considering the consequences of rejection for both parties."
186,ODP,2350,1112221,5,I want to make the decision as one fair answer.,5,Offering half seems fair.,187,2547,2111211,5,"I think the other person would see that there's a loss to be made, if the split is not fair.",1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
187,ODP,2353,2112221,5,It is fair and we both benefit.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",188,2558,2112221,4,Seems fair based on what I would offer.,1,Receiving any amount is better than receiving nothing.
188,ODP,2361,2122122,5,"It seems like an easy decision so I’m happy to take it on my own. Surely the other person wouldn’t expect more than 5, so 5 should satisfy them.",5,I want to offer the responder 5 ECU so that both of us receive a portion of the endowment and we can both walk away with something. This seems like a reasonable balance between keeping some for myself and sharing some with the responder.,190,2598,2122121,5,It’s the fairest. If they don’t offer half then they we will both lose out.,1,Because receiving something is better than receiving nothing.
189,ODP,2364,2111211,5,So we both get the same and the receiver is more likely to accept.,5,Seems like a fair deal.,191,2602,2111221,0,"Maximising the loss to the house, means I'll accept any offer.",1,I believe in fairness and believe that everyone should get at least a fair share.
190,ODP,2377,2112121,5,"If I offer too low, both of us will receive nothing.",5,"To maintain a balance between what I keep and what I offer, while ensuring that both parties can benefit from the outcome of the offer.",192,2606,2221222,5,I would accept a minimum of 5 ECU because that is half each and is fair.,2,"I want to ensure that I receive at least a small amount of the endowment, rather than getting nothing if the offer is rejected."
191,ODP,2388,2111221,5,I am happy to split the credits evenly. I think it’s unlikely that the other person would indicate a minimal amount of greater than 5 credits.,5,I believe this is a fair and balanced offer.,193,2607,1121121,4,Balance of probabilities for acceptance.,0,I'd rather have something than nothing.
192,ODP,2401,2111221,5,We can share this to be fair to one another.,5,I believe this is a fair and balanced offer.,194,2618,1122121,3,I would expect to be offered half but want a safety net.,1,I would accept any offer greater than 0 ECU.
193,ODP,2402,1111221,10,So we have maximum payout.,5,I think it's fair to split the endowment down the middle.,195,2622,2212221,5,It is fair to both and we both benefit.,1,"I believe that every person deserves to receive something, even if it's just a little. Rejecting the offer and getting nothing seems unfair to me."
194,ODP,2414,1112212,4,A fair and reasonable offer.,5,Half of the endowment seems like a fair and balanced offer.,196,2636,2112221,4,I would accept a little greed on the other person's part but no less then 4.,1,Receiving any amount is better than receiving nothing.
195,ODP,2418,1112221,5,It's a fair split.,5,Offering half seems fair.,197,2664,2212211,5,"This then allocates 5 ECU to both parties, a fair and equal amount to be split.",2,"I believe it's reasonable to receive some compensation for my participation in this task, and 2 ECU seems like a fair starting point."
196,ODP,2440,2111221,5,Split the money fairly.,5,I believe this is a fair and balanced offer.,198,2675,2112221,5,I would hope they would be fair and share equally.,1,Receiving any amount is better than receiving nothing.
197,ODP,2472,1122222,5,"It is midway so hopefully, other will accept seeing I was being fair.",5,Half is a fair and efficient amount.,199,2703,2112221,3,I think anything below 3 is not fair.,1,Receiving any amount is better than receiving nothing.
198,ODP,2476,2122121,0,Unclear how this will play out.,0,I'm keeping all of it because I have to look out for myself.,200,2749,1111111,5,I would not accept anything less than fair.,0,I'll take what I can get.
199,ODP,2487,2211112,5,Then I will retain half my ECU.,3,"I believe offering a portion of the endowment is a fair solution, ensuring that both parties receive some reward while still keeping some for myself. A fair balance between selfishness and generosity.",201,2752,2211222,3,"Still want money, but appreciate they may not give me any.",5,"I believe it's only fair for both parties to receive an equal amount of the endowment. So, half should go to me and half should go to the proposer."
200,ODP,2512,2112221,5,"It's fair, and likely to be above the acceptance level.",5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",202,2753,2112221,4,"As a minimum, it should not be too low, nor too high.",1,Receiving any amount is better than receiving nothing.
201,ODP,2519,2221112,5,I wish to be fair.,5,"I want to offer a fair amount to maximize the chance of the responder accepting my proposal, while also keeping enough for myself.",203,2755,2112221,4,Any amount below this would be considered unfair.,1,Receiving any amount is better than receiving nothing.
202,ODP,2534,2212121,5,It's good to share.,5,I believe splitting the endowment equally down the middle is a fair compromise.,204,2764,1121211,5,Do not wish to fall below halfway.,1,Because any amount is better than none.
203,ODP,2546,2212212,5,This is the same amount each so I feel this is fair.,5,I believe that making a fair and reasonable offer is the best way to ensure that both parties benefit in this situation. Offering half of my endowment seems like a good starting point.,205,2782,2221221,2,I want to maximize the total amount of money that we both receive.,3,"I believe accepting a minimum of 3 ECU is a reasonable compromise as it still allows for some financial gain, rather than receiving nothing if the offer is rejected."
204,ODP,2547,2111211,5,"It's a fair split, best chance for a return.",5,Seems like a fair deal.,206,2787,2111211,5,Any other choice would be unfair.,1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
205,ODP,2558,2112221,6,I have the majority of ECU so I figure this is fair.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",207,2799,2211221,4,"Share more or less fairly, at least I’d get something without being taken advantage of.",5,Half is a fair and reasonable minimum offer.
206,ODP,2565,2112221,5,Splitting the ECU evenly is the fairest and most reasonable option.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",208,2804,2122121,5,Needs to be at least half to make it worthwhile.,1,Because receiving something is better than receiving nothing.
207,ODP,2571,2122221,7,There is a high probability the responder will want to split the pot equally and I have reasonable confidence my offer is better than their request.,5,"I believe that a fair and balanced offer would be to give half of my endowment to the responder. This will result in both parties receiving a moderate amount of ECU, which is better than receiving nothing at all if the offer is rejected.",209,2813,1122221,5,Fairness in sharing the amount.,0,I prefer to have something rather than nothing.
208,ODP,2573,2122121,1,I don't want the other to have money.,0,I'm keeping all of it because I have to look out for myself.,210,2833,1112221,1,I would get something from decision.,1,I believe in fairness and would not like to leave empty-handed.
209,ODP,2580,2111212,5,Equal share is the fair option.,5,A fair division would be to offer half of the endowment.,211,2841,1112221,5,I think it would only be fair for both to receive half.,1,I believe in fairness and would not like to leave empty-handed.
210,ODP,2585,1211222,5,I would hope that the responder would be happy to split the 10 ECU equally as it would mean we both benefit.,5,I'm feeling generous today.,212,2851,2111221,5,Feel it's a fair offer.,1,I believe in fairness and believe that everyone should get at least a fair share.
211,ODP,2602,2111221,5,50/50 feels right.,5,I believe this is a fair and balanced offer.,213,2867,2111211,5,"Hopefully, a sense of fairness should mean an offer of half of the 10 ECU.",1,"Because I value fairness and believe in not taking advantage of someone, even if I have the chance."
212,ODP,2607,1121121,5,Balance of probabilities for acceptance.,0,"Keep it all, no reason to share.",214,2875,1211221,3,"Not greedy, hope they give me something.",2,"I want to ensure that I receive a fair share, so I will accept an offer of 2 ECU or more."
213,ODP,2618,1122121,5,Half each is fair.,5,Half of the total endowment is a fair compromise.,215,2885,2212212,4,I believe this would be in the realms of an agreeable amount to send someone you don’t know and not risk being awarded nothing.,5,"I believe that dividing the endowment equally between both parties would be a fair outcome, considering the consequences of rejection for both parties."
214,ODP,2622,2212221,5,It will benefit us both and is fair.,5,"I believe it's reasonable to offer half of the endowment to the responder, as this could result in both parties getting some reward and avoiding the possibility of both getting nothing.",216,2895,1211112,5,5 ECU is the fair offer.,1,I'd take anything offered.
215,ODP,2627,2112222,3,"Hopefully, it was a wise decision.",5,"Split the endowment in half, so both parties receive an equal amount and the chance of rejection is minimized.",217,2903,1222211,5,5 seems to be a good compromise.,1,I'll take anything I can get!
216,ODP,2636,2112221,5,It seems the fairest option.,5,"Offering 5 ECU is a fair compromise that allows for a mutually beneficial outcome. It also ensures that both parties receive some reward, avoiding a scenario where both receive nothing.",218,2927,2112221,4,Tried to give some rather than none.,1,Receiving any amount is better than receiving nothing.
217,ODP,2652,1111221,5,It is half of the total so it is fair.,5,I think it's fair to split the endowment down the middle.,219,2955,2111222,4,Likely to not lose.,1,I want to ensure I receive some reward for participating in this exchange. 1 ECU is a reasonable minimum to accept.
218,ODP,2664,2212211,5,"This then allocates 5 ECU to the responder, a fair and equal amount to be split.",5,"I want to make an offer that is fair and reasonable, and splitting the endowment in half seems like a good starting point.",220,2967,2212211,5,I think it is fair to accept an equal share of the ECU.,2,"I believe it's reasonable to receive some compensation for my participation in this task, and 2 ECU seems like a fair starting point."
