custom_id,persona_pid,persona_source,source_key,persona_chars,persona_sha1,general_domain_top_1pct,specific_domain_top_1pct,general_domain_top_0_1pct,specific_domain_top_0_1pct,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_FAuuG8S2iw8wkGRnA__p003__g034,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_SFohXkBYvScM7Y7rC__p003__g035,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_5R7YRmti4R5GiJKpi__p003__g036,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6BxRfLcBtXYodAS8h__p003__g037,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7Y6PBvgZNqtriKzaZ__p003__g038,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_HmA52oSS75D5Z2W8a__p003__g039,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6pQRuemJv5faRcZft__p003__g040,personahub_elite_8010d129a22c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:174,594,09e83ec88a6ed760c57b24bc15e1c736514f29f4,technology,renewable energy,None,None,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_5mhtM66ewYHNxSp4q__p004__g001,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_2TquMDieEiixty8AN__p004__g002,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_65crAkEscRbHNJXbW__p004__g003,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_3EG5RaDj4z7hkT2JD__p004__g004,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_PmcxhmDRj2tN3cECC__p004__g005,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_925LF9k9CXpz8KjQm__p004__g006,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_ASQtYBWx6cGN27KxL__p004__g007,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_DYFJDsdGg8bppBJ7P__p004__g008,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_CbDvrXGkphmfGtH3G__p004__g009,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_FvbM5EM5aB5pcjLpA__p004__g010,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_C5Cd8Yq5dDbdycXKB__p004__g011,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_AyQkFs97hRTki5zWR__p004__g012,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_7oRFMBwqmesGX7t3H__p004__g013,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_fMhhGrfpZH9ign2AK__p004__g014,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_i7C4Y4NiesraiSwwb__p004__g015,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_7tfDsTHHnxsgrhE3d__p004__g016,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_r7Bk7fEwX3HSRrXMZ__p004__g017,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_7FQezekfKk3zctLN8__p004__g018,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_2khRAszouj8vP8ZfP__p004__g019,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,2khRAszouj8vP8ZfP,VALIDATION_18_C,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_CoHyYysb84APn5gDE__p004__g020,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,CoHyYysb84APn5gDE,VALIDATION_18_T,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_2KKC9nMd8nRXfgH5G__p004__g021,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_PrfKWppTZdvPhe4oN__p004__g022,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,PrfKWppTZdvPhe4oN,VALIDATION_19_T,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_6Pxb9DsQpyk22cJNr__p004__g023,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_Fm7uYc98E2b6kcoDE__p004__g024,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_9oyspxPncwXdAkruR__p004__g025,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,9oyspxPncwXdAkruR,VALIDATION_2_C,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_2TDnnb4wn9rwy3CYZ__p004__g026,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_7ywewvEuctuz4Rq8j__p004__g027,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,7ywewvEuctuz4Rq8j,VALIDATION_3_C,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_AJ4ikZuWJeJcEXhgZ__p004__g028,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_3v9ji6wNY7sXHe8cM__p004__g029,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_8GneB6qmtDLSnbcJT__p004__g030,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,8GneB6qmtDLSnbcJT,VALIDATION_4_T,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_6sSM4xSyZQkaxyHav__p004__g031,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_3EQGxadfbmAKaACgZ__p004__g032,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_Aj2G7CTuhLZ7Z2SPK__p004__g033,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_FAuuG8S2iw8wkGRnA__p004__g034,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_SFohXkBYvScM7Y7rC__p004__g035,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_5R7YRmti4R5GiJKpi__p004__g036,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_6BxRfLcBtXYodAS8h__p004__g037,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_7Y6PBvgZNqtriKzaZ__p004__g038,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_HmA52oSS75D5Z2W8a__p004__g039,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_6pQRuemJv5faRcZft__p004__g040,personahub_elite_e4df2eb4610c,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:181,506,f7adbb64ceba7bf0998579c6f053eedcd74a1eae,None,aerospace engineering,None,space tribology,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_cc2a0531e351__game_5mhtM66ewYHNxSp4q__p005__g001,personahub_elite_cc2a0531e351,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:861,812,2241dd06c55826890c318801d0f88eddafe00d78,medicine,oncology,None,None,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_cc2a0531e351__game_2TquMDieEiixty8AN__p005__g002,personahub_elite_cc2a0531e351,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:861,812,2241dd06c55826890c318801d0f88eddafe00d78,medicine,oncology,None,None,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_pgg_match__pid_personahub_elite_cc2a0531e351__game_65crAkEscRbHNJXbW__p005__g003,personahub_elite_cc2a0531e351,personahub_elite_persona,ElitePersonas/elite_personas.part2.jsonl:861,812,2241dd06c55826890c318801d0f88eddafe00d78,medicine,oncology,None,None,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
