custom_id,estimated_input_chars,estimated_input_tokens_char4
concordia_pgg_match__pid_concordia_847f9087b8d2__game_DYFJDsdGg8bppBJ7P__p007__g008,10144,2536
concordia_pgg_match__pid_concordia_847f9087b8d2__game_CbDvrXGkphmfGtH3G__p007__g009,16350,4088
concordia_pgg_match__pid_concordia_847f9087b8d2__game_FvbM5EM5aB5pcjLpA__p007__g010,13272,3318
concordia_pgg_match__pid_concordia_847f9087b8d2__game_C5Cd8Yq5dDbdycXKB__p007__g011,10905,2726
concordia_pgg_match__pid_concordia_847f9087b8d2__game_AyQkFs97hRTki5zWR__p007__g012,12012,3003
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7oRFMBwqmesGX7t3H__p007__g013,19172,4793
concordia_pgg_match__pid_concordia_847f9087b8d2__game_fMhhGrfpZH9ign2AK__p007__g014,12822,3206
concordia_pgg_match__pid_concordia_847f9087b8d2__game_i7C4Y4NiesraiSwwb__p007__g015,11106,2776
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7tfDsTHHnxsgrhE3d__p007__g016,13499,3375
concordia_pgg_match__pid_concordia_847f9087b8d2__game_r7Bk7fEwX3HSRrXMZ__p007__g017,8723,2181
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7FQezekfKk3zctLN8__p007__g018,14878,3720
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2khRAszouj8vP8ZfP__p007__g019,10250,2562
concordia_pgg_match__pid_concordia_847f9087b8d2__game_CoHyYysb84APn5gDE__p007__g020,10254,2564
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2KKC9nMd8nRXfgH5G__p007__g021,11388,2847
concordia_pgg_match__pid_concordia_847f9087b8d2__game_PrfKWppTZdvPhe4oN__p007__g022,12721,3180
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6Pxb9DsQpyk22cJNr__p007__g023,8356,2089
concordia_pgg_match__pid_concordia_847f9087b8d2__game_Fm7uYc98E2b6kcoDE__p007__g024,9197,2299
concordia_pgg_match__pid_concordia_847f9087b8d2__game_9oyspxPncwXdAkruR__p007__g025,8626,2156
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2TDnnb4wn9rwy3CYZ__p007__g026,9566,2392
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7ywewvEuctuz4Rq8j__p007__g027,11989,2997
concordia_pgg_match__pid_concordia_847f9087b8d2__game_AJ4ikZuWJeJcEXhgZ__p007__g028,11467,2867
concordia_pgg_match__pid_concordia_847f9087b8d2__game_3v9ji6wNY7sXHe8cM__p007__g029,10723,2681
concordia_pgg_match__pid_concordia_847f9087b8d2__game_8GneB6qmtDLSnbcJT__p007__g030,9610,2402
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6sSM4xSyZQkaxyHav__p007__g031,8813,2203
concordia_pgg_match__pid_concordia_847f9087b8d2__game_3EQGxadfbmAKaACgZ__p007__g032,8645,2161
concordia_pgg_match__pid_concordia_847f9087b8d2__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,9141,2285
concordia_pgg_match__pid_concordia_847f9087b8d2__game_FAuuG8S2iw8wkGRnA__p007__g034,11478,2870
concordia_pgg_match__pid_concordia_847f9087b8d2__game_SFohXkBYvScM7Y7rC__p007__g035,10606,2652
concordia_pgg_match__pid_concordia_847f9087b8d2__game_5R7YRmti4R5GiJKpi__p007__g036,11839,2960
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6BxRfLcBtXYodAS8h__p007__g037,7787,1947
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7Y6PBvgZNqtriKzaZ__p007__g038,8272,2068
concordia_pgg_match__pid_concordia_847f9087b8d2__game_HmA52oSS75D5Z2W8a__p007__g039,12014,3004
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6pQRuemJv5faRcZft__p007__g040,11960,2990
concordia_pgg_match__pid_concordia_79989821f73b__game_5mhtM66ewYHNxSp4q__p008__g001,6992,1748
concordia_pgg_match__pid_concordia_79989821f73b__game_2TquMDieEiixty8AN__p008__g002,9920,2480
concordia_pgg_match__pid_concordia_79989821f73b__game_65crAkEscRbHNJXbW__p008__g003,6700,1675
concordia_pgg_match__pid_concordia_79989821f73b__game_3EG5RaDj4z7hkT2JD__p008__g004,7333,1833
concordia_pgg_match__pid_concordia_79989821f73b__game_PmcxhmDRj2tN3cECC__p008__g005,18104,4526
concordia_pgg_match__pid_concordia_79989821f73b__game_925LF9k9CXpz8KjQm__p008__g006,23573,5893
concordia_pgg_match__pid_concordia_79989821f73b__game_ASQtYBWx6cGN27KxL__p008__g007,8560,2140
concordia_pgg_match__pid_concordia_79989821f73b__game_DYFJDsdGg8bppBJ7P__p008__g008,9389,2347
concordia_pgg_match__pid_concordia_79989821f73b__game_CbDvrXGkphmfGtH3G__p008__g009,15595,3899
concordia_pgg_match__pid_concordia_79989821f73b__game_FvbM5EM5aB5pcjLpA__p008__g010,12517,3129
concordia_pgg_match__pid_concordia_79989821f73b__game_C5Cd8Yq5dDbdycXKB__p008__g011,10150,2538
concordia_pgg_match__pid_concordia_79989821f73b__game_AyQkFs97hRTki5zWR__p008__g012,11257,2814
concordia_pgg_match__pid_concordia_79989821f73b__game_7oRFMBwqmesGX7t3H__p008__g013,18417,4604
concordia_pgg_match__pid_concordia_79989821f73b__game_fMhhGrfpZH9ign2AK__p008__g014,12067,3017
concordia_pgg_match__pid_concordia_79989821f73b__game_i7C4Y4NiesraiSwwb__p008__g015,10351,2588
concordia_pgg_match__pid_concordia_79989821f73b__game_7tfDsTHHnxsgrhE3d__p008__g016,12744,3186
concordia_pgg_match__pid_concordia_79989821f73b__game_r7Bk7fEwX3HSRrXMZ__p008__g017,7968,1992
concordia_pgg_match__pid_concordia_79989821f73b__game_7FQezekfKk3zctLN8__p008__g018,14123,3531
concordia_pgg_match__pid_concordia_79989821f73b__game_2khRAszouj8vP8ZfP__p008__g019,9495,2374
concordia_pgg_match__pid_concordia_79989821f73b__game_CoHyYysb84APn5gDE__p008__g020,9499,2375
concordia_pgg_match__pid_concordia_79989821f73b__game_2KKC9nMd8nRXfgH5G__p008__g021,10633,2658
concordia_pgg_match__pid_concordia_79989821f73b__game_PrfKWppTZdvPhe4oN__p008__g022,11966,2992
concordia_pgg_match__pid_concordia_79989821f73b__game_6Pxb9DsQpyk22cJNr__p008__g023,7601,1900
concordia_pgg_match__pid_concordia_79989821f73b__game_Fm7uYc98E2b6kcoDE__p008__g024,8442,2110
concordia_pgg_match__pid_concordia_79989821f73b__game_9oyspxPncwXdAkruR__p008__g025,7871,1968
concordia_pgg_match__pid_concordia_79989821f73b__game_2TDnnb4wn9rwy3CYZ__p008__g026,8811,2203
concordia_pgg_match__pid_concordia_79989821f73b__game_7ywewvEuctuz4Rq8j__p008__g027,11234,2808
concordia_pgg_match__pid_concordia_79989821f73b__game_AJ4ikZuWJeJcEXhgZ__p008__g028,10712,2678
concordia_pgg_match__pid_concordia_79989821f73b__game_3v9ji6wNY7sXHe8cM__p008__g029,9968,2492
concordia_pgg_match__pid_concordia_79989821f73b__game_8GneB6qmtDLSnbcJT__p008__g030,8855,2214
concordia_pgg_match__pid_concordia_79989821f73b__game_6sSM4xSyZQkaxyHav__p008__g031,8058,2014
concordia_pgg_match__pid_concordia_79989821f73b__game_3EQGxadfbmAKaACgZ__p008__g032,7890,1972
concordia_pgg_match__pid_concordia_79989821f73b__game_Aj2G7CTuhLZ7Z2SPK__p008__g033,8386,2096
concordia_pgg_match__pid_concordia_79989821f73b__game_FAuuG8S2iw8wkGRnA__p008__g034,10723,2681
concordia_pgg_match__pid_concordia_79989821f73b__game_SFohXkBYvScM7Y7rC__p008__g035,9851,2463
concordia_pgg_match__pid_concordia_79989821f73b__game_5R7YRmti4R5GiJKpi__p008__g036,11084,2771
concordia_pgg_match__pid_concordia_79989821f73b__game_6BxRfLcBtXYodAS8h__p008__g037,7032,1758
concordia_pgg_match__pid_concordia_79989821f73b__game_7Y6PBvgZNqtriKzaZ__p008__g038,7517,1879
concordia_pgg_match__pid_concordia_79989821f73b__game_HmA52oSS75D5Z2W8a__p008__g039,11259,2815
concordia_pgg_match__pid_concordia_79989821f73b__game_6pQRuemJv5faRcZft__p008__g040,11205,2801
concordia_pgg_match__pid_concordia_5388323733fb__game_5mhtM66ewYHNxSp4q__p009__g001,7499,1875
concordia_pgg_match__pid_concordia_5388323733fb__game_2TquMDieEiixty8AN__p009__g002,10427,2607
concordia_pgg_match__pid_concordia_5388323733fb__game_65crAkEscRbHNJXbW__p009__g003,7207,1802
concordia_pgg_match__pid_concordia_5388323733fb__game_3EG5RaDj4z7hkT2JD__p009__g004,7840,1960
concordia_pgg_match__pid_concordia_5388323733fb__game_PmcxhmDRj2tN3cECC__p009__g005,18611,4653
concordia_pgg_match__pid_concordia_5388323733fb__game_925LF9k9CXpz8KjQm__p009__g006,24080,6020
concordia_pgg_match__pid_concordia_5388323733fb__game_ASQtYBWx6cGN27KxL__p009__g007,9067,2267
concordia_pgg_match__pid_concordia_5388323733fb__game_DYFJDsdGg8bppBJ7P__p009__g008,9896,2474
concordia_pgg_match__pid_concordia_5388323733fb__game_CbDvrXGkphmfGtH3G__p009__g009,16102,4026
concordia_pgg_match__pid_concordia_5388323733fb__game_FvbM5EM5aB5pcjLpA__p009__g010,13024,3256
concordia_pgg_match__pid_concordia_5388323733fb__game_C5Cd8Yq5dDbdycXKB__p009__g011,10657,2664
concordia_pgg_match__pid_concordia_5388323733fb__game_AyQkFs97hRTki5zWR__p009__g012,11764,2941
concordia_pgg_match__pid_concordia_5388323733fb__game_7oRFMBwqmesGX7t3H__p009__g013,18924,4731
concordia_pgg_match__pid_concordia_5388323733fb__game_fMhhGrfpZH9ign2AK__p009__g014,12574,3144
concordia_pgg_match__pid_concordia_5388323733fb__game_i7C4Y4NiesraiSwwb__p009__g015,10858,2714
concordia_pgg_match__pid_concordia_5388323733fb__game_7tfDsTHHnxsgrhE3d__p009__g016,13251,3313
concordia_pgg_match__pid_concordia_5388323733fb__game_r7Bk7fEwX3HSRrXMZ__p009__g017,8475,2119
concordia_pgg_match__pid_concordia_5388323733fb__game_7FQezekfKk3zctLN8__p009__g018,14630,3658
concordia_pgg_match__pid_concordia_5388323733fb__game_2khRAszouj8vP8ZfP__p009__g019,10002,2500
concordia_pgg_match__pid_concordia_5388323733fb__game_CoHyYysb84APn5gDE__p009__g020,10006,2502
concordia_pgg_match__pid_concordia_5388323733fb__game_2KKC9nMd8nRXfgH5G__p009__g021,11140,2785
concordia_pgg_match__pid_concordia_5388323733fb__game_PrfKWppTZdvPhe4oN__p009__g022,12473,3118
concordia_pgg_match__pid_concordia_5388323733fb__game_6Pxb9DsQpyk22cJNr__p009__g023,8108,2027
concordia_pgg_match__pid_concordia_5388323733fb__game_Fm7uYc98E2b6kcoDE__p009__g024,8949,2237
concordia_pgg_match__pid_concordia_5388323733fb__game_9oyspxPncwXdAkruR__p009__g025,8378,2094
concordia_pgg_match__pid_concordia_5388323733fb__game_2TDnnb4wn9rwy3CYZ__p009__g026,9318,2330
concordia_pgg_match__pid_concordia_5388323733fb__game_7ywewvEuctuz4Rq8j__p009__g027,11741,2935
concordia_pgg_match__pid_concordia_5388323733fb__game_AJ4ikZuWJeJcEXhgZ__p009__g028,11219,2805
concordia_pgg_match__pid_concordia_5388323733fb__game_3v9ji6wNY7sXHe8cM__p009__g029,10475,2619
concordia_pgg_match__pid_concordia_5388323733fb__game_8GneB6qmtDLSnbcJT__p009__g030,9362,2340
concordia_pgg_match__pid_concordia_5388323733fb__game_6sSM4xSyZQkaxyHav__p009__g031,8565,2141
concordia_pgg_match__pid_concordia_5388323733fb__game_3EQGxadfbmAKaACgZ__p009__g032,8397,2099
concordia_pgg_match__pid_concordia_5388323733fb__game_Aj2G7CTuhLZ7Z2SPK__p009__g033,8893,2223
concordia_pgg_match__pid_concordia_5388323733fb__game_FAuuG8S2iw8wkGRnA__p009__g034,11230,2808
concordia_pgg_match__pid_concordia_5388323733fb__game_SFohXkBYvScM7Y7rC__p009__g035,10358,2590
concordia_pgg_match__pid_concordia_5388323733fb__game_5R7YRmti4R5GiJKpi__p009__g036,11591,2898
concordia_pgg_match__pid_concordia_5388323733fb__game_6BxRfLcBtXYodAS8h__p009__g037,7539,1885
concordia_pgg_match__pid_concordia_5388323733fb__game_7Y6PBvgZNqtriKzaZ__p009__g038,8024,2006
concordia_pgg_match__pid_concordia_5388323733fb__game_HmA52oSS75D5Z2W8a__p009__g039,11766,2942
concordia_pgg_match__pid_concordia_5388323733fb__game_6pQRuemJv5faRcZft__p009__g040,11712,2928
concordia_pgg_match__pid_concordia_bfe739c103ae__game_5mhtM66ewYHNxSp4q__p010__g001,7938,1984
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2TquMDieEiixty8AN__p010__g002,10866,2716
concordia_pgg_match__pid_concordia_bfe739c103ae__game_65crAkEscRbHNJXbW__p010__g003,7646,1912
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3EG5RaDj4z7hkT2JD__p010__g004,8279,2070
concordia_pgg_match__pid_concordia_bfe739c103ae__game_PmcxhmDRj2tN3cECC__p010__g005,19050,4762
concordia_pgg_match__pid_concordia_bfe739c103ae__game_925LF9k9CXpz8KjQm__p010__g006,24519,6130
concordia_pgg_match__pid_concordia_bfe739c103ae__game_ASQtYBWx6cGN27KxL__p010__g007,9506,2376
concordia_pgg_match__pid_concordia_bfe739c103ae__game_DYFJDsdGg8bppBJ7P__p010__g008,10335,2584
concordia_pgg_match__pid_concordia_bfe739c103ae__game_CbDvrXGkphmfGtH3G__p010__g009,16541,4135
concordia_pgg_match__pid_concordia_bfe739c103ae__game_FvbM5EM5aB5pcjLpA__p010__g010,13463,3366
concordia_pgg_match__pid_concordia_bfe739c103ae__game_C5Cd8Yq5dDbdycXKB__p010__g011,11096,2774
concordia_pgg_match__pid_concordia_bfe739c103ae__game_AyQkFs97hRTki5zWR__p010__g012,12203,3051
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7oRFMBwqmesGX7t3H__p010__g013,19363,4841
concordia_pgg_match__pid_concordia_bfe739c103ae__game_fMhhGrfpZH9ign2AK__p010__g014,13013,3253
concordia_pgg_match__pid_concordia_bfe739c103ae__game_i7C4Y4NiesraiSwwb__p010__g015,11297,2824
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7tfDsTHHnxsgrhE3d__p010__g016,13690,3422
concordia_pgg_match__pid_concordia_bfe739c103ae__game_r7Bk7fEwX3HSRrXMZ__p010__g017,8914,2228
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7FQezekfKk3zctLN8__p010__g018,15069,3767
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2khRAszouj8vP8ZfP__p010__g019,10441,2610
concordia_pgg_match__pid_concordia_bfe739c103ae__game_CoHyYysb84APn5gDE__p010__g020,10445,2611
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2KKC9nMd8nRXfgH5G__p010__g021,11579,2895
concordia_pgg_match__pid_concordia_bfe739c103ae__game_PrfKWppTZdvPhe4oN__p010__g022,12912,3228
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6Pxb9DsQpyk22cJNr__p010__g023,8547,2137
concordia_pgg_match__pid_concordia_bfe739c103ae__game_Fm7uYc98E2b6kcoDE__p010__g024,9388,2347
concordia_pgg_match__pid_concordia_bfe739c103ae__game_9oyspxPncwXdAkruR__p010__g025,8817,2204
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2TDnnb4wn9rwy3CYZ__p010__g026,9757,2439
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7ywewvEuctuz4Rq8j__p010__g027,12180,3045
concordia_pgg_match__pid_concordia_bfe739c103ae__game_AJ4ikZuWJeJcEXhgZ__p010__g028,11658,2914
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3v9ji6wNY7sXHe8cM__p010__g029,10914,2728
concordia_pgg_match__pid_concordia_bfe739c103ae__game_8GneB6qmtDLSnbcJT__p010__g030,9801,2450
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6sSM4xSyZQkaxyHav__p010__g031,9004,2251
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3EQGxadfbmAKaACgZ__p010__g032,8836,2209
concordia_pgg_match__pid_concordia_bfe739c103ae__game_Aj2G7CTuhLZ7Z2SPK__p010__g033,9332,2333
concordia_pgg_match__pid_concordia_bfe739c103ae__game_FAuuG8S2iw8wkGRnA__p010__g034,11669,2917
concordia_pgg_match__pid_concordia_bfe739c103ae__game_SFohXkBYvScM7Y7rC__p010__g035,10797,2699
concordia_pgg_match__pid_concordia_bfe739c103ae__game_5R7YRmti4R5GiJKpi__p010__g036,12030,3008
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6BxRfLcBtXYodAS8h__p010__g037,7978,1994
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7Y6PBvgZNqtriKzaZ__p010__g038,8463,2116
concordia_pgg_match__pid_concordia_bfe739c103ae__game_HmA52oSS75D5Z2W8a__p010__g039,12205,3051
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6pQRuemJv5faRcZft__p010__g040,12151,3038
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_5mhtM66ewYHNxSp4q__p011__g001,7598,1900
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2TquMDieEiixty8AN__p011__g002,10526,2632
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_65crAkEscRbHNJXbW__p011__g003,7306,1826
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3EG5RaDj4z7hkT2JD__p011__g004,7939,1985
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_PmcxhmDRj2tN3cECC__p011__g005,18710,4678
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_925LF9k9CXpz8KjQm__p011__g006,24179,6045
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_ASQtYBWx6cGN27KxL__p011__g007,9166,2292
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_DYFJDsdGg8bppBJ7P__p011__g008,9995,2499
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_CbDvrXGkphmfGtH3G__p011__g009,16201,4050
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_FvbM5EM5aB5pcjLpA__p011__g010,13123,3281
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_C5Cd8Yq5dDbdycXKB__p011__g011,10756,2689
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_AyQkFs97hRTki5zWR__p011__g012,11863,2966
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7oRFMBwqmesGX7t3H__p011__g013,19023,4756
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_fMhhGrfpZH9ign2AK__p011__g014,12673,3168
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_i7C4Y4NiesraiSwwb__p011__g015,10957,2739
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7tfDsTHHnxsgrhE3d__p011__g016,13350,3338
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_r7Bk7fEwX3HSRrXMZ__p011__g017,8574,2144
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7FQezekfKk3zctLN8__p011__g018,14729,3682
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2khRAszouj8vP8ZfP__p011__g019,10101,2525
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_CoHyYysb84APn5gDE__p011__g020,10105,2526
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2KKC9nMd8nRXfgH5G__p011__g021,11239,2810
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_PrfKWppTZdvPhe4oN__p011__g022,12572,3143
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6Pxb9DsQpyk22cJNr__p011__g023,8207,2052
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_Fm7uYc98E2b6kcoDE__p011__g024,9048,2262
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_9oyspxPncwXdAkruR__p011__g025,8477,2119
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2TDnnb4wn9rwy3CYZ__p011__g026,9417,2354
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7ywewvEuctuz4Rq8j__p011__g027,11840,2960
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_AJ4ikZuWJeJcEXhgZ__p011__g028,11318,2830
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3v9ji6wNY7sXHe8cM__p011__g029,10574,2644
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_8GneB6qmtDLSnbcJT__p011__g030,9461,2365
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6sSM4xSyZQkaxyHav__p011__g031,8664,2166
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3EQGxadfbmAKaACgZ__p011__g032,8496,2124
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_Aj2G7CTuhLZ7Z2SPK__p011__g033,8992,2248
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_FAuuG8S2iw8wkGRnA__p011__g034,11329,2832
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_SFohXkBYvScM7Y7rC__p011__g035,10457,2614
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_5R7YRmti4R5GiJKpi__p011__g036,11690,2922
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6BxRfLcBtXYodAS8h__p011__g037,7638,1910
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7Y6PBvgZNqtriKzaZ__p011__g038,8123,2031
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_HmA52oSS75D5Z2W8a__p011__g039,11865,2966
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6pQRuemJv5faRcZft__p011__g040,11811,2953
concordia_pgg_match__pid_concordia_78295b56e307__game_5mhtM66ewYHNxSp4q__p012__g001,7229,1807
concordia_pgg_match__pid_concordia_78295b56e307__game_2TquMDieEiixty8AN__p012__g002,10157,2539
concordia_pgg_match__pid_concordia_78295b56e307__game_65crAkEscRbHNJXbW__p012__g003,6937,1734
concordia_pgg_match__pid_concordia_78295b56e307__game_3EG5RaDj4z7hkT2JD__p012__g004,7570,1892
concordia_pgg_match__pid_concordia_78295b56e307__game_PmcxhmDRj2tN3cECC__p012__g005,18341,4585
concordia_pgg_match__pid_concordia_78295b56e307__game_925LF9k9CXpz8KjQm__p012__g006,23810,5952
concordia_pgg_match__pid_concordia_78295b56e307__game_ASQtYBWx6cGN27KxL__p012__g007,8797,2199
concordia_pgg_match__pid_concordia_78295b56e307__game_DYFJDsdGg8bppBJ7P__p012__g008,9626,2406
concordia_pgg_match__pid_concordia_78295b56e307__game_CbDvrXGkphmfGtH3G__p012__g009,15832,3958
concordia_pgg_match__pid_concordia_78295b56e307__game_FvbM5EM5aB5pcjLpA__p012__g010,12754,3188
concordia_pgg_match__pid_concordia_78295b56e307__game_C5Cd8Yq5dDbdycXKB__p012__g011,10387,2597
concordia_pgg_match__pid_concordia_78295b56e307__game_AyQkFs97hRTki5zWR__p012__g012,11494,2874
concordia_pgg_match__pid_concordia_78295b56e307__game_7oRFMBwqmesGX7t3H__p012__g013,18654,4664
concordia_pgg_match__pid_concordia_78295b56e307__game_fMhhGrfpZH9ign2AK__p012__g014,12304,3076
concordia_pgg_match__pid_concordia_78295b56e307__game_i7C4Y4NiesraiSwwb__p012__g015,10588,2647
concordia_pgg_match__pid_concordia_78295b56e307__game_7tfDsTHHnxsgrhE3d__p012__g016,12981,3245
concordia_pgg_match__pid_concordia_78295b56e307__game_r7Bk7fEwX3HSRrXMZ__p012__g017,8205,2051
concordia_pgg_match__pid_concordia_78295b56e307__game_7FQezekfKk3zctLN8__p012__g018,14360,3590
concordia_pgg_match__pid_concordia_78295b56e307__game_2khRAszouj8vP8ZfP__p012__g019,9732,2433
concordia_pgg_match__pid_concordia_78295b56e307__game_CoHyYysb84APn5gDE__p012__g020,9736,2434
concordia_pgg_match__pid_concordia_78295b56e307__game_2KKC9nMd8nRXfgH5G__p012__g021,10870,2718
concordia_pgg_match__pid_concordia_78295b56e307__game_PrfKWppTZdvPhe4oN__p012__g022,12203,3051
concordia_pgg_match__pid_concordia_78295b56e307__game_6Pxb9DsQpyk22cJNr__p012__g023,7838,1960
concordia_pgg_match__pid_concordia_78295b56e307__game_Fm7uYc98E2b6kcoDE__p012__g024,8679,2170
concordia_pgg_match__pid_concordia_78295b56e307__game_9oyspxPncwXdAkruR__p012__g025,8108,2027
concordia_pgg_match__pid_concordia_78295b56e307__game_2TDnnb4wn9rwy3CYZ__p012__g026,9048,2262
concordia_pgg_match__pid_concordia_78295b56e307__game_7ywewvEuctuz4Rq8j__p012__g027,11471,2868
concordia_pgg_match__pid_concordia_78295b56e307__game_AJ4ikZuWJeJcEXhgZ__p012__g028,10949,2737
concordia_pgg_match__pid_concordia_78295b56e307__game_3v9ji6wNY7sXHe8cM__p012__g029,10205,2551
concordia_pgg_match__pid_concordia_78295b56e307__game_8GneB6qmtDLSnbcJT__p012__g030,9092,2273
concordia_pgg_match__pid_concordia_78295b56e307__game_6sSM4xSyZQkaxyHav__p012__g031,8295,2074
concordia_pgg_match__pid_concordia_78295b56e307__game_3EQGxadfbmAKaACgZ__p012__g032,8127,2032
concordia_pgg_match__pid_concordia_78295b56e307__game_Aj2G7CTuhLZ7Z2SPK__p012__g033,8623,2156
concordia_pgg_match__pid_concordia_78295b56e307__game_FAuuG8S2iw8wkGRnA__p012__g034,10960,2740
concordia_pgg_match__pid_concordia_78295b56e307__game_SFohXkBYvScM7Y7rC__p012__g035,10088,2522
concordia_pgg_match__pid_concordia_78295b56e307__game_5R7YRmti4R5GiJKpi__p012__g036,11321,2830
concordia_pgg_match__pid_concordia_78295b56e307__game_6BxRfLcBtXYodAS8h__p012__g037,7269,1817
concordia_pgg_match__pid_concordia_78295b56e307__game_7Y6PBvgZNqtriKzaZ__p012__g038,7754,1938
concordia_pgg_match__pid_concordia_78295b56e307__game_HmA52oSS75D5Z2W8a__p012__g039,11496,2874
concordia_pgg_match__pid_concordia_78295b56e307__game_6pQRuemJv5faRcZft__p012__g040,11442,2860
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_5mhtM66ewYHNxSp4q__p013__g001,7402,1850
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_2TquMDieEiixty8AN__p013__g002,10330,2582
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_65crAkEscRbHNJXbW__p013__g003,7110,1778
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_3EG5RaDj4z7hkT2JD__p013__g004,7743,1936
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_PmcxhmDRj2tN3cECC__p013__g005,18514,4628
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_925LF9k9CXpz8KjQm__p013__g006,23983,5996
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_ASQtYBWx6cGN27KxL__p013__g007,8970,2242
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_DYFJDsdGg8bppBJ7P__p013__g008,9799,2450
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_CbDvrXGkphmfGtH3G__p013__g009,16005,4001
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_FvbM5EM5aB5pcjLpA__p013__g010,12927,3232
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_C5Cd8Yq5dDbdycXKB__p013__g011,10560,2640
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_AyQkFs97hRTki5zWR__p013__g012,11667,2917
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7oRFMBwqmesGX7t3H__p013__g013,18827,4707
