custom_id,input_tokens_tiktoken
concordia_pgg_match__pid_concordia_847f9087b8d2__game_PrfKWppTZdvPhe4oN__p007__g022,3798
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6Pxb9DsQpyk22cJNr__p007__g023,2047
concordia_pgg_match__pid_concordia_847f9087b8d2__game_Fm7uYc98E2b6kcoDE__p007__g024,2284
concordia_pgg_match__pid_concordia_847f9087b8d2__game_9oyspxPncwXdAkruR__p007__g025,2082
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2TDnnb4wn9rwy3CYZ__p007__g026,2502
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7ywewvEuctuz4Rq8j__p007__g027,3650
concordia_pgg_match__pid_concordia_847f9087b8d2__game_AJ4ikZuWJeJcEXhgZ__p007__g028,3203
concordia_pgg_match__pid_concordia_847f9087b8d2__game_3v9ji6wNY7sXHe8cM__p007__g029,3195
concordia_pgg_match__pid_concordia_847f9087b8d2__game_8GneB6qmtDLSnbcJT__p007__g030,2500
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6sSM4xSyZQkaxyHav__p007__g031,2232
concordia_pgg_match__pid_concordia_847f9087b8d2__game_3EQGxadfbmAKaACgZ__p007__g032,2087
concordia_pgg_match__pid_concordia_847f9087b8d2__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,2607
concordia_pgg_match__pid_concordia_847f9087b8d2__game_FAuuG8S2iw8wkGRnA__p007__g034,3647
concordia_pgg_match__pid_concordia_847f9087b8d2__game_SFohXkBYvScM7Y7rC__p007__g035,2981
concordia_pgg_match__pid_concordia_847f9087b8d2__game_5R7YRmti4R5GiJKpi__p007__g036,3408
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6BxRfLcBtXYodAS8h__p007__g037,1784
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7Y6PBvgZNqtriKzaZ__p007__g038,1913
concordia_pgg_match__pid_concordia_847f9087b8d2__game_HmA52oSS75D5Z2W8a__p007__g039,4094
concordia_pgg_match__pid_concordia_847f9087b8d2__game_6pQRuemJv5faRcZft__p007__g040,3862
concordia_pgg_match__pid_concordia_79989821f73b__game_5mhtM66ewYHNxSp4q__p008__g001,1766
concordia_pgg_match__pid_concordia_79989821f73b__game_2TquMDieEiixty8AN__p008__g002,2666
concordia_pgg_match__pid_concordia_79989821f73b__game_65crAkEscRbHNJXbW__p008__g003,1580
concordia_pgg_match__pid_concordia_79989821f73b__game_3EG5RaDj4z7hkT2JD__p008__g004,1737
concordia_pgg_match__pid_concordia_79989821f73b__game_PmcxhmDRj2tN3cECC__p008__g005,6841
concordia_pgg_match__pid_concordia_79989821f73b__game_925LF9k9CXpz8KjQm__p008__g006,8702
concordia_pgg_match__pid_concordia_79989821f73b__game_ASQtYBWx6cGN27KxL__p008__g007,2240
concordia_pgg_match__pid_concordia_79989821f73b__game_DYFJDsdGg8bppBJ7P__p008__g008,2717
concordia_pgg_match__pid_concordia_79989821f73b__game_CbDvrXGkphmfGtH3G__p008__g009,4771
concordia_pgg_match__pid_concordia_79989821f73b__game_FvbM5EM5aB5pcjLpA__p008__g010,3881
concordia_pgg_match__pid_concordia_79989821f73b__game_C5Cd8Yq5dDbdycXKB__p008__g011,2953
concordia_pgg_match__pid_concordia_79989821f73b__game_AyQkFs97hRTki5zWR__p008__g012,3419
concordia_pgg_match__pid_concordia_79989821f73b__game_7oRFMBwqmesGX7t3H__p008__g013,7926
concordia_pgg_match__pid_concordia_79989821f73b__game_fMhhGrfpZH9ign2AK__p008__g014,4159
concordia_pgg_match__pid_concordia_79989821f73b__game_i7C4Y4NiesraiSwwb__p008__g015,2927
concordia_pgg_match__pid_concordia_79989821f73b__game_7tfDsTHHnxsgrhE3d__p008__g016,3610
concordia_pgg_match__pid_concordia_79989821f73b__game_r7Bk7fEwX3HSRrXMZ__p008__g017,2335
concordia_pgg_match__pid_concordia_79989821f73b__game_7FQezekfKk3zctLN8__p008__g018,5454
concordia_pgg_match__pid_concordia_79989821f73b__game_2khRAszouj8vP8ZfP__p008__g019,2520
concordia_pgg_match__pid_concordia_79989821f73b__game_CoHyYysb84APn5gDE__p008__g020,2590
concordia_pgg_match__pid_concordia_79989821f73b__game_2KKC9nMd8nRXfgH5G__p008__g021,3088
concordia_pgg_match__pid_concordia_79989821f73b__game_PrfKWppTZdvPhe4oN__p008__g022,3665
concordia_pgg_match__pid_concordia_79989821f73b__game_6Pxb9DsQpyk22cJNr__p008__g023,1914
concordia_pgg_match__pid_concordia_79989821f73b__game_Fm7uYc98E2b6kcoDE__p008__g024,2151
concordia_pgg_match__pid_concordia_79989821f73b__game_9oyspxPncwXdAkruR__p008__g025,1949
concordia_pgg_match__pid_concordia_79989821f73b__game_2TDnnb4wn9rwy3CYZ__p008__g026,2369
concordia_pgg_match__pid_concordia_79989821f73b__game_7ywewvEuctuz4Rq8j__p008__g027,3517
concordia_pgg_match__pid_concordia_79989821f73b__game_AJ4ikZuWJeJcEXhgZ__p008__g028,3070
concordia_pgg_match__pid_concordia_79989821f73b__game_3v9ji6wNY7sXHe8cM__p008__g029,3062
concordia_pgg_match__pid_concordia_79989821f73b__game_8GneB6qmtDLSnbcJT__p008__g030,2367
concordia_pgg_match__pid_concordia_79989821f73b__game_6sSM4xSyZQkaxyHav__p008__g031,2099
concordia_pgg_match__pid_concordia_79989821f73b__game_3EQGxadfbmAKaACgZ__p008__g032,1954
concordia_pgg_match__pid_concordia_79989821f73b__game_Aj2G7CTuhLZ7Z2SPK__p008__g033,2474
concordia_pgg_match__pid_concordia_79989821f73b__game_FAuuG8S2iw8wkGRnA__p008__g034,3514
concordia_pgg_match__pid_concordia_79989821f73b__game_SFohXkBYvScM7Y7rC__p008__g035,2848
concordia_pgg_match__pid_concordia_79989821f73b__game_5R7YRmti4R5GiJKpi__p008__g036,3275
concordia_pgg_match__pid_concordia_79989821f73b__game_6BxRfLcBtXYodAS8h__p008__g037,1651
concordia_pgg_match__pid_concordia_79989821f73b__game_7Y6PBvgZNqtriKzaZ__p008__g038,1780
concordia_pgg_match__pid_concordia_79989821f73b__game_HmA52oSS75D5Z2W8a__p008__g039,3961
concordia_pgg_match__pid_concordia_79989821f73b__game_6pQRuemJv5faRcZft__p008__g040,3729
concordia_pgg_match__pid_concordia_5388323733fb__game_5mhtM66ewYHNxSp4q__p009__g001,1854
concordia_pgg_match__pid_concordia_5388323733fb__game_2TquMDieEiixty8AN__p009__g002,2754
concordia_pgg_match__pid_concordia_5388323733fb__game_65crAkEscRbHNJXbW__p009__g003,1668
concordia_pgg_match__pid_concordia_5388323733fb__game_3EG5RaDj4z7hkT2JD__p009__g004,1825
concordia_pgg_match__pid_concordia_5388323733fb__game_PmcxhmDRj2tN3cECC__p009__g005,6929
concordia_pgg_match__pid_concordia_5388323733fb__game_925LF9k9CXpz8KjQm__p009__g006,8790
concordia_pgg_match__pid_concordia_5388323733fb__game_ASQtYBWx6cGN27KxL__p009__g007,2328
concordia_pgg_match__pid_concordia_5388323733fb__game_DYFJDsdGg8bppBJ7P__p009__g008,2805
concordia_pgg_match__pid_concordia_5388323733fb__game_CbDvrXGkphmfGtH3G__p009__g009,4859
concordia_pgg_match__pid_concordia_5388323733fb__game_FvbM5EM5aB5pcjLpA__p009__g010,3969
concordia_pgg_match__pid_concordia_5388323733fb__game_C5Cd8Yq5dDbdycXKB__p009__g011,3041
concordia_pgg_match__pid_concordia_5388323733fb__game_AyQkFs97hRTki5zWR__p009__g012,3507
concordia_pgg_match__pid_concordia_5388323733fb__game_7oRFMBwqmesGX7t3H__p009__g013,8014
concordia_pgg_match__pid_concordia_5388323733fb__game_fMhhGrfpZH9ign2AK__p009__g014,4247
concordia_pgg_match__pid_concordia_5388323733fb__game_i7C4Y4NiesraiSwwb__p009__g015,3015
concordia_pgg_match__pid_concordia_5388323733fb__game_7tfDsTHHnxsgrhE3d__p009__g016,3698
concordia_pgg_match__pid_concordia_5388323733fb__game_r7Bk7fEwX3HSRrXMZ__p009__g017,2423
concordia_pgg_match__pid_concordia_5388323733fb__game_7FQezekfKk3zctLN8__p009__g018,5542
concordia_pgg_match__pid_concordia_5388323733fb__game_2khRAszouj8vP8ZfP__p009__g019,2608
concordia_pgg_match__pid_concordia_5388323733fb__game_CoHyYysb84APn5gDE__p009__g020,2678
concordia_pgg_match__pid_concordia_5388323733fb__game_2KKC9nMd8nRXfgH5G__p009__g021,3176
concordia_pgg_match__pid_concordia_5388323733fb__game_PrfKWppTZdvPhe4oN__p009__g022,3753
concordia_pgg_match__pid_concordia_5388323733fb__game_6Pxb9DsQpyk22cJNr__p009__g023,2002
concordia_pgg_match__pid_concordia_5388323733fb__game_Fm7uYc98E2b6kcoDE__p009__g024,2239
concordia_pgg_match__pid_concordia_5388323733fb__game_9oyspxPncwXdAkruR__p009__g025,2037
concordia_pgg_match__pid_concordia_5388323733fb__game_2TDnnb4wn9rwy3CYZ__p009__g026,2457
concordia_pgg_match__pid_concordia_5388323733fb__game_7ywewvEuctuz4Rq8j__p009__g027,3605
concordia_pgg_match__pid_concordia_5388323733fb__game_AJ4ikZuWJeJcEXhgZ__p009__g028,3158
concordia_pgg_match__pid_concordia_5388323733fb__game_3v9ji6wNY7sXHe8cM__p009__g029,3150
concordia_pgg_match__pid_concordia_5388323733fb__game_8GneB6qmtDLSnbcJT__p009__g030,2455
concordia_pgg_match__pid_concordia_5388323733fb__game_6sSM4xSyZQkaxyHav__p009__g031,2187
concordia_pgg_match__pid_concordia_5388323733fb__game_3EQGxadfbmAKaACgZ__p009__g032,2042
concordia_pgg_match__pid_concordia_5388323733fb__game_Aj2G7CTuhLZ7Z2SPK__p009__g033,2562
concordia_pgg_match__pid_concordia_5388323733fb__game_FAuuG8S2iw8wkGRnA__p009__g034,3602
concordia_pgg_match__pid_concordia_5388323733fb__game_SFohXkBYvScM7Y7rC__p009__g035,2936
concordia_pgg_match__pid_concordia_5388323733fb__game_5R7YRmti4R5GiJKpi__p009__g036,3363
concordia_pgg_match__pid_concordia_5388323733fb__game_6BxRfLcBtXYodAS8h__p009__g037,1739
concordia_pgg_match__pid_concordia_5388323733fb__game_7Y6PBvgZNqtriKzaZ__p009__g038,1868
concordia_pgg_match__pid_concordia_5388323733fb__game_HmA52oSS75D5Z2W8a__p009__g039,4049
concordia_pgg_match__pid_concordia_5388323733fb__game_6pQRuemJv5faRcZft__p009__g040,3817
concordia_pgg_match__pid_concordia_bfe739c103ae__game_5mhtM66ewYHNxSp4q__p010__g001,1905
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2TquMDieEiixty8AN__p010__g002,2805
concordia_pgg_match__pid_concordia_bfe739c103ae__game_65crAkEscRbHNJXbW__p010__g003,1719
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3EG5RaDj4z7hkT2JD__p010__g004,1876
concordia_pgg_match__pid_concordia_bfe739c103ae__game_PmcxhmDRj2tN3cECC__p010__g005,6980
concordia_pgg_match__pid_concordia_bfe739c103ae__game_925LF9k9CXpz8KjQm__p010__g006,8841
concordia_pgg_match__pid_concordia_bfe739c103ae__game_ASQtYBWx6cGN27KxL__p010__g007,2379
concordia_pgg_match__pid_concordia_bfe739c103ae__game_DYFJDsdGg8bppBJ7P__p010__g008,2856
concordia_pgg_match__pid_concordia_bfe739c103ae__game_CbDvrXGkphmfGtH3G__p010__g009,4910
concordia_pgg_match__pid_concordia_bfe739c103ae__game_FvbM5EM5aB5pcjLpA__p010__g010,4020
concordia_pgg_match__pid_concordia_bfe739c103ae__game_C5Cd8Yq5dDbdycXKB__p010__g011,3092
concordia_pgg_match__pid_concordia_bfe739c103ae__game_AyQkFs97hRTki5zWR__p010__g012,3558
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7oRFMBwqmesGX7t3H__p010__g013,8065
concordia_pgg_match__pid_concordia_bfe739c103ae__game_fMhhGrfpZH9ign2AK__p010__g014,4298
concordia_pgg_match__pid_concordia_bfe739c103ae__game_i7C4Y4NiesraiSwwb__p010__g015,3066
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7tfDsTHHnxsgrhE3d__p010__g016,3749
concordia_pgg_match__pid_concordia_bfe739c103ae__game_r7Bk7fEwX3HSRrXMZ__p010__g017,2474
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7FQezekfKk3zctLN8__p010__g018,5593
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2khRAszouj8vP8ZfP__p010__g019,2659
concordia_pgg_match__pid_concordia_bfe739c103ae__game_CoHyYysb84APn5gDE__p010__g020,2729
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2KKC9nMd8nRXfgH5G__p010__g021,3227
concordia_pgg_match__pid_concordia_bfe739c103ae__game_PrfKWppTZdvPhe4oN__p010__g022,3804
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6Pxb9DsQpyk22cJNr__p010__g023,2053
concordia_pgg_match__pid_concordia_bfe739c103ae__game_Fm7uYc98E2b6kcoDE__p010__g024,2290
concordia_pgg_match__pid_concordia_bfe739c103ae__game_9oyspxPncwXdAkruR__p010__g025,2088
concordia_pgg_match__pid_concordia_bfe739c103ae__game_2TDnnb4wn9rwy3CYZ__p010__g026,2508
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7ywewvEuctuz4Rq8j__p010__g027,3656
concordia_pgg_match__pid_concordia_bfe739c103ae__game_AJ4ikZuWJeJcEXhgZ__p010__g028,3209
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3v9ji6wNY7sXHe8cM__p010__g029,3201
concordia_pgg_match__pid_concordia_bfe739c103ae__game_8GneB6qmtDLSnbcJT__p010__g030,2506
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6sSM4xSyZQkaxyHav__p010__g031,2238
concordia_pgg_match__pid_concordia_bfe739c103ae__game_3EQGxadfbmAKaACgZ__p010__g032,2093
concordia_pgg_match__pid_concordia_bfe739c103ae__game_Aj2G7CTuhLZ7Z2SPK__p010__g033,2613
concordia_pgg_match__pid_concordia_bfe739c103ae__game_FAuuG8S2iw8wkGRnA__p010__g034,3653
concordia_pgg_match__pid_concordia_bfe739c103ae__game_SFohXkBYvScM7Y7rC__p010__g035,2987
concordia_pgg_match__pid_concordia_bfe739c103ae__game_5R7YRmti4R5GiJKpi__p010__g036,3414
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6BxRfLcBtXYodAS8h__p010__g037,1790
concordia_pgg_match__pid_concordia_bfe739c103ae__game_7Y6PBvgZNqtriKzaZ__p010__g038,1919
concordia_pgg_match__pid_concordia_bfe739c103ae__game_HmA52oSS75D5Z2W8a__p010__g039,4100
concordia_pgg_match__pid_concordia_bfe739c103ae__game_6pQRuemJv5faRcZft__p010__g040,3868
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_5mhtM66ewYHNxSp4q__p011__g001,1839
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2TquMDieEiixty8AN__p011__g002,2739
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_65crAkEscRbHNJXbW__p011__g003,1653
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3EG5RaDj4z7hkT2JD__p011__g004,1810
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_PmcxhmDRj2tN3cECC__p011__g005,6914
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_925LF9k9CXpz8KjQm__p011__g006,8775
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_ASQtYBWx6cGN27KxL__p011__g007,2313
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_DYFJDsdGg8bppBJ7P__p011__g008,2790
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_CbDvrXGkphmfGtH3G__p011__g009,4844
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_FvbM5EM5aB5pcjLpA__p011__g010,3954
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_C5Cd8Yq5dDbdycXKB__p011__g011,3026
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_AyQkFs97hRTki5zWR__p011__g012,3492
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7oRFMBwqmesGX7t3H__p011__g013,7999
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_fMhhGrfpZH9ign2AK__p011__g014,4232
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_i7C4Y4NiesraiSwwb__p011__g015,3000
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7tfDsTHHnxsgrhE3d__p011__g016,3683
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_r7Bk7fEwX3HSRrXMZ__p011__g017,2408
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7FQezekfKk3zctLN8__p011__g018,5527
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2khRAszouj8vP8ZfP__p011__g019,2593
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_CoHyYysb84APn5gDE__p011__g020,2663
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2KKC9nMd8nRXfgH5G__p011__g021,3161
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_PrfKWppTZdvPhe4oN__p011__g022,3738
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6Pxb9DsQpyk22cJNr__p011__g023,1987
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_Fm7uYc98E2b6kcoDE__p011__g024,2224
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_9oyspxPncwXdAkruR__p011__g025,2022
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_2TDnnb4wn9rwy3CYZ__p011__g026,2442
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7ywewvEuctuz4Rq8j__p011__g027,3590
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_AJ4ikZuWJeJcEXhgZ__p011__g028,3143
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3v9ji6wNY7sXHe8cM__p011__g029,3135
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_8GneB6qmtDLSnbcJT__p011__g030,2440
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6sSM4xSyZQkaxyHav__p011__g031,2172
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_3EQGxadfbmAKaACgZ__p011__g032,2027
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_Aj2G7CTuhLZ7Z2SPK__p011__g033,2547
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_FAuuG8S2iw8wkGRnA__p011__g034,3587
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_SFohXkBYvScM7Y7rC__p011__g035,2921
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_5R7YRmti4R5GiJKpi__p011__g036,3348
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6BxRfLcBtXYodAS8h__p011__g037,1724
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_7Y6PBvgZNqtriKzaZ__p011__g038,1853
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_HmA52oSS75D5Z2W8a__p011__g039,4034
concordia_pgg_match__pid_concordia_7d8cebfb7efb__game_6pQRuemJv5faRcZft__p011__g040,3802
concordia_pgg_match__pid_concordia_78295b56e307__game_5mhtM66ewYHNxSp4q__p012__g001,1810
concordia_pgg_match__pid_concordia_78295b56e307__game_2TquMDieEiixty8AN__p012__g002,2710
concordia_pgg_match__pid_concordia_78295b56e307__game_65crAkEscRbHNJXbW__p012__g003,1624
concordia_pgg_match__pid_concordia_78295b56e307__game_3EG5RaDj4z7hkT2JD__p012__g004,1781
concordia_pgg_match__pid_concordia_78295b56e307__game_PmcxhmDRj2tN3cECC__p012__g005,6885
concordia_pgg_match__pid_concordia_78295b56e307__game_925LF9k9CXpz8KjQm__p012__g006,8746
concordia_pgg_match__pid_concordia_78295b56e307__game_ASQtYBWx6cGN27KxL__p012__g007,2284
concordia_pgg_match__pid_concordia_78295b56e307__game_DYFJDsdGg8bppBJ7P__p012__g008,2761
concordia_pgg_match__pid_concordia_78295b56e307__game_CbDvrXGkphmfGtH3G__p012__g009,4815
concordia_pgg_match__pid_concordia_78295b56e307__game_FvbM5EM5aB5pcjLpA__p012__g010,3925
concordia_pgg_match__pid_concordia_78295b56e307__game_C5Cd8Yq5dDbdycXKB__p012__g011,2997
concordia_pgg_match__pid_concordia_78295b56e307__game_AyQkFs97hRTki5zWR__p012__g012,3463
concordia_pgg_match__pid_concordia_78295b56e307__game_7oRFMBwqmesGX7t3H__p012__g013,7970
concordia_pgg_match__pid_concordia_78295b56e307__game_fMhhGrfpZH9ign2AK__p012__g014,4203
concordia_pgg_match__pid_concordia_78295b56e307__game_i7C4Y4NiesraiSwwb__p012__g015,2971
concordia_pgg_match__pid_concordia_78295b56e307__game_7tfDsTHHnxsgrhE3d__p012__g016,3654
concordia_pgg_match__pid_concordia_78295b56e307__game_r7Bk7fEwX3HSRrXMZ__p012__g017,2379
concordia_pgg_match__pid_concordia_78295b56e307__game_7FQezekfKk3zctLN8__p012__g018,5498
concordia_pgg_match__pid_concordia_78295b56e307__game_2khRAszouj8vP8ZfP__p012__g019,2564
concordia_pgg_match__pid_concordia_78295b56e307__game_CoHyYysb84APn5gDE__p012__g020,2634
concordia_pgg_match__pid_concordia_78295b56e307__game_2KKC9nMd8nRXfgH5G__p012__g021,3132
concordia_pgg_match__pid_concordia_78295b56e307__game_PrfKWppTZdvPhe4oN__p012__g022,3709
concordia_pgg_match__pid_concordia_78295b56e307__game_6Pxb9DsQpyk22cJNr__p012__g023,1958
concordia_pgg_match__pid_concordia_78295b56e307__game_Fm7uYc98E2b6kcoDE__p012__g024,2195
concordia_pgg_match__pid_concordia_78295b56e307__game_9oyspxPncwXdAkruR__p012__g025,1993
concordia_pgg_match__pid_concordia_78295b56e307__game_2TDnnb4wn9rwy3CYZ__p012__g026,2413
concordia_pgg_match__pid_concordia_78295b56e307__game_7ywewvEuctuz4Rq8j__p012__g027,3561
concordia_pgg_match__pid_concordia_78295b56e307__game_AJ4ikZuWJeJcEXhgZ__p012__g028,3114
concordia_pgg_match__pid_concordia_78295b56e307__game_3v9ji6wNY7sXHe8cM__p012__g029,3106
concordia_pgg_match__pid_concordia_78295b56e307__game_8GneB6qmtDLSnbcJT__p012__g030,2411
concordia_pgg_match__pid_concordia_78295b56e307__game_6sSM4xSyZQkaxyHav__p012__g031,2143
concordia_pgg_match__pid_concordia_78295b56e307__game_3EQGxadfbmAKaACgZ__p012__g032,1998
concordia_pgg_match__pid_concordia_78295b56e307__game_Aj2G7CTuhLZ7Z2SPK__p012__g033,2518
concordia_pgg_match__pid_concordia_78295b56e307__game_FAuuG8S2iw8wkGRnA__p012__g034,3558
concordia_pgg_match__pid_concordia_78295b56e307__game_SFohXkBYvScM7Y7rC__p012__g035,2892
concordia_pgg_match__pid_concordia_78295b56e307__game_5R7YRmti4R5GiJKpi__p012__g036,3319
concordia_pgg_match__pid_concordia_78295b56e307__game_6BxRfLcBtXYodAS8h__p012__g037,1695
concordia_pgg_match__pid_concordia_78295b56e307__game_7Y6PBvgZNqtriKzaZ__p012__g038,1824
concordia_pgg_match__pid_concordia_78295b56e307__game_HmA52oSS75D5Z2W8a__p012__g039,4005
concordia_pgg_match__pid_concordia_78295b56e307__game_6pQRuemJv5faRcZft__p012__g040,3773
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_5mhtM66ewYHNxSp4q__p013__g001,1844
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_2TquMDieEiixty8AN__p013__g002,2744
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_65crAkEscRbHNJXbW__p013__g003,1658
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_3EG5RaDj4z7hkT2JD__p013__g004,1815
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_PmcxhmDRj2tN3cECC__p013__g005,6919
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_925LF9k9CXpz8KjQm__p013__g006,8780
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_ASQtYBWx6cGN27KxL__p013__g007,2318
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_DYFJDsdGg8bppBJ7P__p013__g008,2795
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_CbDvrXGkphmfGtH3G__p013__g009,4849
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_FvbM5EM5aB5pcjLpA__p013__g010,3959
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_C5Cd8Yq5dDbdycXKB__p013__g011,3031
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_AyQkFs97hRTki5zWR__p013__g012,3497
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7oRFMBwqmesGX7t3H__p013__g013,8004
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_fMhhGrfpZH9ign2AK__p013__g014,4237
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_i7C4Y4NiesraiSwwb__p013__g015,3005
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7tfDsTHHnxsgrhE3d__p013__g016,3688
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_r7Bk7fEwX3HSRrXMZ__p013__g017,2413
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7FQezekfKk3zctLN8__p013__g018,5532
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_2khRAszouj8vP8ZfP__p013__g019,2598
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_CoHyYysb84APn5gDE__p013__g020,2668
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_2KKC9nMd8nRXfgH5G__p013__g021,3166
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_PrfKWppTZdvPhe4oN__p013__g022,3743
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_6Pxb9DsQpyk22cJNr__p013__g023,1992
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_Fm7uYc98E2b6kcoDE__p013__g024,2229
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_9oyspxPncwXdAkruR__p013__g025,2027
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_2TDnnb4wn9rwy3CYZ__p013__g026,2447
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7ywewvEuctuz4Rq8j__p013__g027,3595
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_AJ4ikZuWJeJcEXhgZ__p013__g028,3148
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_3v9ji6wNY7sXHe8cM__p013__g029,3140
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_8GneB6qmtDLSnbcJT__p013__g030,2445
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_6sSM4xSyZQkaxyHav__p013__g031,2177
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_3EQGxadfbmAKaACgZ__p013__g032,2032
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_Aj2G7CTuhLZ7Z2SPK__p013__g033,2552
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_FAuuG8S2iw8wkGRnA__p013__g034,3592
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_SFohXkBYvScM7Y7rC__p013__g035,2926
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_5R7YRmti4R5GiJKpi__p013__g036,3353
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_6BxRfLcBtXYodAS8h__p013__g037,1729
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_7Y6PBvgZNqtriKzaZ__p013__g038,1858
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_HmA52oSS75D5Z2W8a__p013__g039,4039
concordia_pgg_match__pid_concordia_3cb970ca4cdf__game_6pQRuemJv5faRcZft__p013__g040,3807
