question_id,block_name,question_type,source,wave_1_exists,wave_2_exists,wave_3_exists,wave_presence,wave_mapping_method,question_text_full,options_json,rows_json,csv_columns_json
QID81,Cognitive tests ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Antonym: Select the word that is most nearly the opposite in meaning to CORPULENT,"[""sallow"", ""affiliated"", ""emaciated"", ""entrepreneur"", ""anemic""]",[],"[""QID81""]"
QID82,Cognitive tests ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Antonym: Select the word that is most nearly the opposite in meaning to GERMANE,"[""teutonic"", ""healthful"", ""irrelevant"", ""massive"", ""puny""]",[],"[""QID82""]"
QID83,Cognitive tests ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Antonym: Select the word that is most nearly the opposite in meaning to VACUOUS,"[""bankrupt"", ""loose"", ""livid"", ""superficial"", ""profound""]",[],"[""QID83""]"
QID11,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Which part of the United States do you currently live in?,"[""Northeast (PA, NY, NJ, RI, CT, MA, VT, NH, ME)"", ""Midwest (ND, SD, NE, KS, MN, IA, MO, WI, IL, MI, IN, OH)"", ""South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL)"", ""West (WA, OR, ID, MT, WY, CA, NV, UT, CO, AZ, NM)"", ""Pacific (HI, AK)""]",[],"[""QID11""]"
QID12,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,What is the sex that you were assigned at birth?,"[""Male"", ""Female""]",[],"[""QID12""]"
QID13,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,How old are you?,"[""18-29"", ""30-49"", ""50-64"", ""65+""]",[],"[""QID13""]"
QID14,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,What is the highest level of schooling or degree that you have completed?,"[""Less than high school"", ""High school graduate"", ""Some college, no degree"", ""Associate's degree"", ""College graduate/some postgrad"", ""Postgraduate""]",[],"[""QID14""]"
QID15,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,What is your race or origin?,"[""White"", ""Black"", ""Asian"", ""Hispanic"", ""Other""]",[],"[""QID15""]"
QID16,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Are you a citizen of the United States?,"[""Yes"", ""No""]",[],"[""QID16""]"
QID17,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Which of these best describes you?,"[""Married"", ""Living with a partner"", ""Divorced"", ""Separated"", ""Widowed"", ""Never been married""]",[],"[""QID17""]"
QID18,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"What is your present religion, if any?","[""Protestant"", ""Roman Catholic"", ""Mormon"", ""Orthodox"", ""Jewish"", ""Muslim"", ""Buddhist"", ""Hindu"", ""Atheist"", ""Agnostic"", ""Other"", ""Nothing in particular""]",[],"[""QID18""]"
QID19,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Aside from weddings and funerals, how often do you attend religious services?","[""More than once a week"", ""Once a week"", ""Once or twice a month"", ""A few times a year"", ""Seldom"", ""Never""]",[],"[""QID19""]"
QID20,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"In politics today, do you consider yourself a","[""Republican"", ""Democrat"", ""Independent"", ""Something else""]",[],"[""QID20""]"
QID21,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Last year, what was your total family income from all sources, before taxes?","[""Less than $30,000"", ""$30,000-$50,000"", ""$50,000-$75,000"", ""$75,000-$100,000"", ""$100,000 or more""]",[],"[""QID21""]"
QID22,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"In general, would you describe your political views as","[""Very conservative"", ""Conservative"", ""Moderate"", ""Liberal"", ""Very liberal""]",[],"[""QID22""]"
QID23,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Including yourself, how many people currently live in your household?","[""1"", ""2"", ""3"", ""4"", ""More than 4""]",[],"[""QID23""]"
QID24,Demographics,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,What is your current employment status?,"[""Full-time employment"", ""Part-time employment"", ""Unemployed"", ""Self-employed"", ""Home-maker"", ""Student"", ""Retired""]",[],"[""QID24""]"
QID157,Disease - gain ,MC,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimate of the consequences of the programs are as follows: If Program A is adopted, 200 people will be saved. If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved. Which of the two programs would you favor?","[""I strongly favor program A"", ""I favor program A"", ""I slightly favor program A"", ""I slightly favor program B"", ""I favor program B"", ""I strongly favor program B""]",[],"[""QID157""]"
QID158,Disease-loss,MC,wave4_Q_wave1_3_A,False,True,False,2,questionnaire_text_match,"Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimate of the consequences of the programs are as follows: If Program A is adopted, 400 people will die. If Program B is adopted, there is 1/3 probability that nobody people will die, and 2/3 probability that 600 people be die. Which of the two programs would you favor?","[""I strongly favor program A"", ""I favor program A"", ""I slightly favor program A"", ""I slightly favor program B"", ""I favor program B"", ""I strongly favor program B""]",[],"[""QID158""]"
QID117,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,"Suppose you were given $5 and had to decide how much of this money to keep for yourself and how much to send to another (anonymous) person. Any amount you send to the other person would then be tripled. That is, if you send $1, this becomes $3. If you send $2, this becomes $6, etc. Then, the other person would have to decide how much of that money to keep and how much to return to you. That is, if you send $1, this would become $3 and the other person would have to decide how much of this $3 to keep for themself and how much to send back to you. In this scenario, how much would keep for yourself and how much would you send to the other person?","[""I would keep $0 for myself and send $5 to the other person."", ""I would keep $1 for myself and send $4 to the other person."", ""I would keep $2 for myself and send $3 to the other person."", ""I would keep $3 for myself and send $2 to the other person."", ""I would keep $4 for myself and send $1 to the other person."", ""I would keep $5 for myself and send $0 to the other person.""]",[],"[""QID117""]"
QID118,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,"Suppose now that you are playing this game as the other person, i.e., the receiver. For each amount that you may receive, how much would you keep for yourself and how much would send back to the other person? If the person sends me $5 (which would become $15):","[""I would keep $0 for myself and send $15 to the other person."", ""I would keep $1 for myself and send $14 to the other person."", ""I would keep $2 for myself and send $13 to the other person."", ""I would keep $3 for myself and send $12 to the other person."", ""I would keep $4 for myself and send $11 to the other person."", ""I would keep $5 for myself and send $10 to the other person."", ""I would keep $6 for myself and send $9 to the other person."", ""I would keep $7 for myself and send $8 to the other person."", ""I would keep $8 for myself and send $7 to the other person."", ""I would keep $9 for myself and send $6 to the other person."", ""I would keep $10 for myself and send $5 to the other person."", ""I would keep $11 for myself and send $4 to the other person."", ""I would keep $12 for myself and send $3 to the other person."", ""I would keep $13 for myself and send $2 to the other person."", ""I would keep $14 for myself and send $1 to the other person."", ""I would keep $15 for myself and send $0 to the other person.""]",[],"[""QID118""]"
QID119,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,If the person sends me $4 (which would become $12):,"[""I would keep $0 for myself and send $12 to the other person."", ""I would keep $1 for myself and send $11 to the other person."", ""I would keep $2 for myself and send $10 to the other person."", ""I would keep $3 for myself and send $9 to the other person."", ""I would keep $4 for myself and send $8 to the other person."", ""I would keep $5 for myself and send $7 to the other person."", ""I would keep $6 for myself and send $6 to the other person."", ""I would keep $7 for myself and send $5 to the other person."", ""I would keep $8 for myself and send $4 to the other person."", ""I would keep $9 for myself and send $3 to the other person."", ""I would keep $10 for myself and send $2 to the other person."", ""I would keep $11 for myself and send $1 to the other person."", ""I would keep $12 for myself and send $0 to the other person.""]",[],"[""QID119""]"
QID120,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,If the person sends me $3 (which would become $9):,"[""I would keep $0 for myself and send $9 to the other person."", ""I would keep $1 for myself and send $8 to the other person."", ""I would keep $2 for myself and send $7 to the other person."", ""I would keep $3 for myself and send $6 to the other person."", ""I would keep $4 for myself and send $5 to the other person."", ""I would keep $5 for myself and send $4 to the other person."", ""I would keep $6 for myself and send $3 to the other person."", ""I would keep $7 for myself and send $2 to the other person."", ""I would keep $8 for myself and send $1 to the other person."", ""I would keep $9 for myself and send $0 to the other person.""]",[],"[""QID120""]"
QID121,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,If the person sends me $2 (which would become $6):,"[""I would keep $0 for myself and send $6 to the other person."", ""I would keep $1 for myself and send $5 to the other person."", ""I would keep $2 for myself and send $4 to the other person."", ""I would keep $3 for myself and send $3 to the other person."", ""I would keep $4 for myself and send $2 to the other person."", ""I would keep $5 for myself and send $1 to the other person."", ""I would keep $6 for myself and send $0 to the other person.""]",[],"[""QID121""]"
QID122,Economic preferences ,MC,wave1_3_persona_json,False,True,False,2,persona_block_order,If the person sends me $1 (which would become $3):,"[""I would keep $0 for myself and send $3 to the other person."", ""I would keep $1 for myself and send $2 to the other person."", ""I would keep $2 for myself and send $1 to the other person."", ""I would keep $3 for myself and send $0 to the other person.""]",[],"[""QID122""]"
QID149,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Person A was given tickets to lotteries involving the World Series. They won $50 in one lottery and $25 in the other. Person B was given a ticket to a single, larger World Series lottery. They won $75. Who was happier?","[""Person A"", ""Person B""]",[],"[""QID149""]"
QID150,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,Person A received a letter from the IRS saying that they made a minor arithmetical mistake on their tax return and owed $100. They received a similar letter the same day from their state income tax authority saying they owed $50. There were no other repercussions from either mistake. Person B received a letter from the IRS saying that they made a minor arithmetical mistake on their tax return and owed $150. There were no other repercussions from either mistake. Who was more upset?,"[""Person A"", ""Person B""]",[],"[""QID150""]"
QID151,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Person A bought their first New York State lottery ticket and won $100. Also, in a freak accident, they damaged the rug in their apartment and had to pay the landlord $80. Person B bought their first New York State lottery ticket and won $20. Who was happier?","[""Person A"", ""Person B""]",[],"[""QID151""]"
QID152,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Person A's car was damaged in a parking lot. They had to spend $200 to repair the damage. The same day the car was damaged, they won $25 in the office football pool. Person B's car was damaged in a parking lot. They had to spend $175 to repair the damage. Who was more upset?","[""Person A"", ""Person B""]",[],"[""QID152""]"
QID224,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Suppose you were given $5 and had to offer to another (anonymous) person a way to split the money. You would propose how much of this money to keep for yourself and how much to send them. Then, the other person would have to decide whether or not to accept your offer. If they accept your offer, you would each receive the amount specified in your offer. If they reject your offer, you would both receive nothing. In this scenario, how much would propose to keep for yourself and how much would you propose to send to the other person?","[""$0 for myself, $5 to the other person."", ""$1 for myself, $4 to the other person."", ""$2 for myself, $3 to the other person."", ""$3 for myself, $2 to the other person."", ""$4 for myself, $1 to the other person."", ""$5 for myself, $0 to the other person.""]",[],"[""QID224""]"
QID225,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,"Suppose now that you are playing this game as the other person, i.e., the receiver. For each offer made by the sender, would you accept or reject the offer? If the person offers to keep $0 for themselves and send me $5:","[""I would accept the offer: $0 for other, $5 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID225""]"
QID226,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,If the person offers to keep $1 for themselves and send me $4:,"[""I would accept the offer: $1 for other, $4 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID226""]"
QID227,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,If the person offers to keep $2 for themselves and send me $3:,"[""I would accept the offer: $2 for other, $3 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID227""]"
QID228,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,If the person offers to keep $3 for themselves and send me $2:,"[""I would accept the offer: $3 for other, $2 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID228""]"
QID229,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,If the person offers to keep $4 for themselves and send me $1:,"[""I would accept the offer: $4 for other, $1 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID229""]"
QID230,Economic preferences ,MC,wave1_3_persona_json,True,False,False,1,persona_block_order,If the person offers to keep $5 for themselves and send me $0:,"[""I would accept the offer: $5 for other, $0 for me"", ""I would reject the offer: $0 for both""]",[],"[""QID230""]"
QID231,Economic preferences ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,"Suppose you were given $5 and had to split the money between yourself and another (anonymous) person. You and you only would decide how to split the money, the other person would need to accept your offer. In this scenario, how much would keep for yourself and how much would you send to the other person?","[""$0 for myself, $5 to the other person."", ""$1 for myself, $4 to the other person."", ""$2 for myself, $3 to the other person."", ""$3 for myself, $2 to the other person."", ""$4 for myself, $1 to the other person."", ""$5 for myself, $0 to the other person.""]",[],"[""QID231""]"
QID243,Economic preferences ,DB,wave1_3_persona_json,False,True,False,2,persona_block_order,"The following 6 questions will concern amounts of money you may receive in the future. In particular, these questions will concern amounts of money that you may receive after some delay, for example $5 received in 10 days’ time.",[],[],[]
QID244,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$8.00 in 7 weeks:$4.00 in 6 weeks"", ""$8.00 in 7 weeks:$5.00 in 6 weeks"", ""$8.00 in 7 weeks:$6.00 in 6 weeks"", ""$8.00 in 7 weeks:$6.50 in 6 weeks"", ""$8.00 in 7 weeks:$7.00 in 6 weeks"", ""$8.00 in 7 weeks:$7.25 in 6 weeks"", ""$8.00 in 7 weeks:$7.50 in 6 weeks"", ""$8.00 in 7 weeks:$7.75 in 6 weeks"", ""$8.00 in 7 weeks:$8.00 in 6 weeks"", ""$8.00 in 7 weeks:$9.00 in 6 weeks""]","[""QID244_4"", ""QID244_5"", ""QID244_6"", ""QID244_7"", ""QID244_8"", ""QID244_9"", ""QID244_10"", ""QID244_11"", ""QID244_12"", ""QID244_13""]"
QID245,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$10.00 in 7 weeks:$5.00 in 5 weeks"", ""$10.00 in 7 weeks:$6.00 in 5 weeks"", ""$10.00 in 7 weeks:$7.00 in 5 weeks"", ""$10.00 in 7 weeks:$8.00 in 5 weeks"", ""$10.00 in 7 weeks:$8.50 in 5 weeks"", ""$10.00 in 7 weeks:$9.00 in 5 weeks"", ""$10.00 in 7 weeks:$9.25 in 5 weeks"", ""$10.00 in 7 weeks:$9.50 in 5 weeks"", ""$10.00 in 7 weeks:$9.75 in 5 weeks"", ""$10.00 in 7 weeks:$10.00 in 5 weeks"", ""$10.00 in 7 weeks:$11.00 in 5 weeks""]","[""QID245_4"", ""QID245_5"", ""QID245_6"", ""QID245_7"", ""QID245_8"", ""QID245_9"", ""QID245_10"", ""QID245_11"", ""QID245_12"", ""QID245_13"", ""QID245_14""]"
QID246,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$6.00 in 1 week:$3.00 now"", ""$6.00 in 1 week:$4.00 now"", ""$6.00 in 1 week:$4.50 now"", ""$6.00 in 1 week:$5.00 now"", ""$6.00 in 1 week:$5.25 now"", ""$6.00 in 1 week:$5.50 now"", ""$6.00 in 1 week:$5.75 now"", ""$6.00 in 1 week:$6.00 now"", ""$6.00 in 1 week:$7.00 now""]","[""QID246_4"", ""QID246_5"", ""QID246_6"", ""QID246_7"", ""QID246_8"", ""QID246_9"", ""QID246_10"", ""QID246_11"", ""QID246_12""]"
QID247,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$8.00 in 1 week:$4.00 now"", ""$8.00 in 1 week:$5.00 now"", ""$8.00 in 1 week:$6.00 now"", ""$8.00 in 1 week:$6.50 now"", ""$8.00 in 1 week:$7.00 now"", ""$8.00 in 1 week:$7.25 now"", ""$8.00 in 1 week:$7.50 now"", ""$8.00 in 1 week:$7.75 now"", ""$8.00 in 1 week:$8.00 now"", ""$8.00 in 1 week:$9.00 now""]","[""QID247_4"", ""QID247_5"", ""QID247_6"", ""QID247_7"", ""QID247_8"", ""QID247_9"", ""QID247_10"", ""QID247_11"", ""QID247_12"", ""QID247_13""]"
QID248,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""$10.00 in 2 weeks:$5.00 now"", ""$10.00 in 2 weeks:$6.00 now"", ""$10.00 in 2 weeks:$7.00 now"", ""$10.00 in 2 weeks:$8.00 now"", ""$10.00 in 2 weeks:$8.50 now"", ""$10.00 in 2 weeks:$9.00 now"", ""$10.00 in 2 weeks:$9.25 now"", ""$10.00 in 2 weeks:$9.50 now"", ""$10.00 in 2 weeks:$9.75 now"", ""$10.00 in 2 weeks:$10.00 now"", ""$10.00 in 2 weeks:$11.00 now""]","[""QID248_4"", ""QID248_5"", ""QID248_6"", ""QID248_7"", ""QID248_8"", ""QID248_9"", ""QID248_10"", ""QID248_11"", ""QID248_12"", ""QID248_13"", ""QID248_14""]"
QID249,Economic preferences ,DB,wave1_3_persona_json,False,True,False,2,persona_block_order,"In the next few questions, you will be asked to consider various lottery tickets. These lotteries will be represented in the following way: This lottery ticket has a 60% chance of winning $5 and a 40% chance of winning $3. This is just an illustration, click next to move to the next question.",[],[],[]
QID250,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of winning $6 and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for certain amounts of money. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:$0.50"", ""Lottery:$1.00"", ""Lottery:$1.25"", ""Lottery:$1.50"", ""Lottery:$1.75"", ""Lottery:$2.00"", ""Lottery:$2.25"", ""Lottery:$2.50"", ""Lottery:$2.75"", ""Lottery:$3.00"", ""Lottery:$3.25"", ""Lottery:$3.50"", ""Lottery:$4.00"", ""Lottery:$5.00""]","[""QID250_1"", ""QID250_2"", ""QID250_3"", ""QID250_4"", ""QID250_5"", ""QID250_6"", ""QID250_7"", ""QID250_8"", ""QID250_9"", ""QID250_10"", ""QID250_11"", ""QID250_12"", ""QID250_13"", ""QID250_14""]"
QID251,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of winning $8 and a 50% chance of winning $2. Suppose you are given the option to exchange this lottery for certain amounts of money. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:$2.50"", ""Lottery:$3.00"", ""Lottery:$3.25"", ""Lottery:$3.50"", ""Lottery:$3.75"", ""Lottery:$4.00"", ""Lottery:$4.25"", ""Lottery:$4.50"", ""Lottery:$4.75"", ""Lottery:$5.00"", ""Lottery:$5.25"", ""Lottery:$5.50"", ""Lottery:$6.00"", ""Lottery:$7.00""]","[""QID251_1"", ""QID251_2"", ""QID251_3"", ""QID251_4"", ""QID251_5"", ""QID251_6"", ""QID251_7"", ""QID251_8"", ""QID251_9"", ""QID251_10"", ""QID251_11"", ""QID251_12"", ""QID251_13"", ""QID251_14""]"
QID252,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of winning $10 and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for certain amounts of money. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:$2.50"", ""Lottery:$3.00"", ""Lottery:$3.25"", ""Lottery:$3.50"", ""Lottery:$3.75"", ""Lottery:$4.00"", ""Lottery:$4.25"", ""Lottery:$4.50"", ""Lottery:$4.75"", ""Lottery:$5.00"", ""Lottery:$5.25"", ""Lottery:$5.50"", ""Lottery:$6.00"", ""Lottery:$7.00""]","[""QID252_1"", ""QID252_2"", ""QID252_3"", ""QID252_4"", ""QID252_5"", ""QID252_6"", ""QID252_7"", ""QID252_8"", ""QID252_9"", ""QID252_10"", ""QID252_11"", ""QID252_12"", ""QID252_13"", ""QID252_14""]"
QID271,Economic preferences ,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"We are now interested in what you were thinking about while deciding how much of the money to keep for yourself and how much to send to another (anonymous) person, and when deciding how much would you keep for yourself and how much would send back to the other person. Any thought is fine; simply list what it was that you were thinking about while answering the questions. Below, please write down the first thought that you had in the first box, the second thought you had in the second box, etc. Please write only one idea per box. You should try to write only the thoughts that you were thinking during the task. Please state your thoughts concisely...one phrase is sufficient. Ignore spelling, grammar, and punctuation. Please be completely honest and list all of thoughts that you had. Don't worry if you don't fill every space. Just write down whatever thoughts you had while making the decision. First, please list the thoughts you had when deciding how much of the money to keep for yourself and how much to send to another (anonymous) person:",[],"[""Thought 1"", ""Thought 2"", ""Thought 3"", ""Thought 4"", ""Thought 5"", ""Thought 6""]","[""QID271_1"", ""QID271_11"", ""QID271_2"", ""QID271_3"", ""QID271_4"", ""QID271_5""]"
QID272,Economic preferences ,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"Second, please list the thoughts you had when deciding how much would you keep for yourself and how much would send back to the other person:",[],"[""Thought 1"", ""Thought 2"", ""Thought 3"", ""Thought 4"", ""Thought 5"", ""Thought 6""]","[""QID272_1"", ""QID272_2"", ""QID272_3"", ""QID272_4"", ""QID272_5"", ""QID272_6""]"
QID275,Economic preferences ,TE,wave1_3_persona_json,False,False,True,3,persona_block_order,"We are now interested in what you were thinking about while deciding how much of the money to keep for yourself and how much to send to another (anonymous) person. Any thought is fine; simply list what it was that you were thinking about while answering the questions. Below, please write down the first thought that you had in the first box, the second thought you had in the second box, etc. Please write only one idea per box. You should try to write only the thoughts that you were thinking during the task. Please state your thoughts concisely...one phrase is sufficient. Ignore spelling, grammar, and punctuation. Please be completely honest and list all of thoughts that you had. Don&#39;t worry if you don&#39;t fill every space. Just write down whatever thoughts you had while making the decision. Please list the thoughts you had when deciding how much of the money to keep for yourself and how much to send to another (anonymous) person :",[],"[""Thought 1"", ""Thought 2"", ""Thought 3"", ""Thought 4"", ""Thought 5"", ""Thought 6""]","[""QID275_1"", ""QID275_2"", ""QID275_3"", ""QID275_4"", ""QID275_5"", ""QID275_6""]"
QID276,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:-$5.50"", ""Lottery:-$5.00"", ""Lottery:-$4.75"", ""Lottery:-$4.50"", ""Lottery:-$4.25"", ""Lottery:-$4.00"", ""Lottery:-$3.75"", ""Lottery:-$3.50"", ""Lottery:-$3.25"", ""Lottery:-$3.00"", ""Lottery:-$2.75"", ""Lottery:-$2.50"", ""Lottery:-$2.00"", ""Lottery:-$1.00""]","[""QID276_1"", ""QID276_2"", ""QID276_3"", ""QID276_4"", ""QID276_5"", ""QID276_6"", ""QID276_7"", ""QID276_8"", ""QID276_9"", ""QID276_10"", ""QID276_11"", ""QID276_12"", ""QID276_13"", ""QID276_14""]"
QID277,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:-$7.50"", ""Lottery:-$7.00"", ""Lottery:-$6.75"", ""Lottery:-$6.50"", ""Lottery:-$6.25"", ""Lottery:-$6.00"", ""Lottery:-$5.75"", ""Lottery:-$5.50"", ""Lottery:-$5.25"", ""Lottery:-$5.00"", ""Lottery:-$4.75"", ""Lottery:-$4.50"", ""Lottery:-$4.00"", ""Lottery:-$3.00""]","[""QID277_1"", ""QID277_2"", ""QID277_3"", ""QID277_4"", ""QID277_5"", ""QID277_6"", ""QID277_7"", ""QID277_8"", ""QID277_9"", ""QID277_10"", ""QID277_11"", ""QID277_12"", ""QID277_13"", ""QID277_14""]"
QID278,Economic preferences ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",[],"[""Lottery:-$7.50"", ""Lottery:-$7.00"", ""Lottery:-$6.75"", ""Lottery:-$6.50"", ""Lottery:-$6.25"", ""Lottery:-$6.00"", ""Lottery:-$5.75"", ""Lottery:-$5.50"", ""Lottery:-$5.25"", ""Lottery:-$5.00"", ""Lottery:-$4.75"", ""Lottery:-$4.50"", ""Lottery:-$4.00"", ""Lottery:-$3.00""]","[""QID278_1"", ""QID278_2"", ""QID278_3"", ""QID278_4"", ""QID278_5"", ""QID278_6"", ""QID278_7"", ""QID278_8"", ""QID278_9"", ""QID278_10"", ""QID278_11"", ""QID278_12"", ""QID278_13"", ""QID278_14""]"
