sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included
134,27,4,mm_individual_demo_027_04_ab,mm_individual_demo_027_04,tLJ2reCu7cRKfhwX2,-696884400_2808927424456440.0,2808927424456440,3,0205c1ee69c9f923c1b7a1e71b3e5963,14824,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,35,graduate,female,25000,1,1,Gender,Gender,Male,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 35
Gender: Female
Education: Graduate degree
Annual income: $25,001-$35,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
135,27,5,mm_individual_demo_027_05_ab,mm_individual_demo_027_05,wbwP3JfWtzfReFWDw,-400969013_3781454661623122.0,3781454661623120,1,0205c1ee69c9f923c1b7a1e71b3e5963,14824,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,26,college,male,35000,0.41,0.46,Gender,Gender,Male,1,804,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Attended college
Annual income: $35,001-$50,000
Political views: 0.41 on a conservative (0) to progressive (1) scale
Religiosity: 0.46 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
136,28,1,mm_individual_demo_028_01_ab,mm_individual_demo_028_01,2Xtv94sQDzbNeRvBN,-157566411_7960748349356137.0,7960748349356140,4,ea2b354634993cdac66fa6f859c0068e,14807,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,26,college,female,10000,0.5,0.87,Gender,Gender,Male,1,816,204,234,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Female
Education: Attended college
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.87 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
137,28,2,mm_individual_demo_028_02_ab,mm_individual_demo_028_02,3o4ceP8D5fu6HbsRQ,1929312264_4559752888955086.0,4559752888955090,1,ea2b354634993cdac66fa6f859c0068e,14807,stay,swerve,left,right,stay,swerve,A,stay,BRA,BRA,30,graduate,male,25000,1,0.78,Gender,Gender,Male,1,813,204,233,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 30
Gender: Male
Education: Graduate degree
Annual income: $25,001-$35,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.78 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
138,28,3,mm_individual_demo_028_03_ab,mm_individual_demo_028_03,9eafRDzezL5WmXa4R,304089066_9984874728352382.0,9984874728352380,11,ea2b354634993cdac66fa6f859c0068e,14807,stay,swerve,left,right,stay,swerve,A,stay,BRA,BRA,22,college,male,under5000,0.78,0.27,Gender,Gender,Male,1,811,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.78 on a conservative (0) to progressive (1) scale
Religiosity: 0.27 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
139,28,4,mm_individual_demo_028_04_ab,mm_individual_demo_028_04,YwbQGeusZ8ERLMjHy,1546796008_1059952268902619.0,1059952268902620,8,ea2b354634993cdac66fa6f859c0068e,14807,swerve,stay,left,right,swerve,stay,B,stay,TTO,TTO,46,bachelor,male,50000,0.5,0.28,Gender,Gender,Male,1,813,204,233,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 46
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.28 on a not religious (0) to very religious (1) scale
Country: TTO

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
140,28,5,mm_individual_demo_028_05_ab,mm_individual_demo_028_05,jWN4Rsp4ixL8XsCPg,-457624045_4334010992292907.0,4334010992292910,13,ea2b354634993cdac66fa6f859c0068e,14807,stay,swerve,left,right,stay,swerve,A,stay,URY,URY,23,college,male,5000,0.5,0.34,Gender,Gender,Male,1,813,204,233,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Attended college
Annual income: $5,000-$10,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.34 on a not religious (0) to very religious (1) scale
Country: URY

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male executive.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female executive.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
141,29,1,mm_individual_demo_029_01_ab,mm_individual_demo_029_01,2sFkd9kCwd2RQRpCp,-1923514892_2543619245813511.0,2543619245813510,1,7c5eb9f0e9c6bb257050569d1264ea4a,14790,stay,swerve,left,right,stay,swerve,B,swerve,BRA,BRA,19,college,female,above100000,1,0.5,Gender,Gender,Female,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Female
Education: Attended college
Annual income: Over $100,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
142,29,2,mm_individual_demo_029_02_ab,mm_individual_demo_029_02,gHAjw89Fhqq7mtbL7,-853423647_1481731954525482.0,1481731954525480,12,7c5eb9f0e9c6bb257050569d1264ea4a,14790,swerve,stay,left,right,swerve,stay,B,stay,BRA,BRA,38,bachelor,male,80000,0.27,0,Gender,Gender,Female,1,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 38
Gender: Male
Education: Bachelor degree
Annual income: $80,001-$100,000
Political views: 0.27 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
143,29,3,mm_individual_demo_029_03_ab,mm_individual_demo_029_03,gNpf5qgjMZeRAN9EZ,-376461422_5213059189328368.0,5213059189328370,10,7c5eb9f0e9c6bb257050569d1264ea4a,14790,swerve,stay,left,right,swerve,stay,A,swerve,DNK,DNK,18,graduate,male,50000,1,0.54,Gender,Gender,Female,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: Graduate degree
Annual income: $50,001-$80,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.54 on a not religious (0) to very religious (1) scale
Country: DNK

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
144,29,4,mm_individual_demo_029_04_ab,mm_individual_demo_029_04,vMMA2h7oPt8ZWShpX,968541037_3156375007381681.0,3156375007381680,7,7c5eb9f0e9c6bb257050569d1264ea4a,14790,swerve,stay,left,right,swerve,stay,B,stay,BEL,BEL,32,vocational,male,10000,0.72,0.11,Gender,Gender,Female,1,811,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 32
Gender: Male
Education: Vocational training
Annual income: $10,001-$15,000
Political views: 0.72 on a conservative (0) to progressive (1) scale
Religiosity: 0.11 on a not religious (0) to very religious (1) scale
Country: BEL

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
145,29,5,mm_individual_demo_029_05_ab,mm_individual_demo_029_05,vZZgt2ZgJTq3sZHv8,888908536_1986757443952737.0,1986757443952740,11,7c5eb9f0e9c6bb257050569d1264ea4a,14790,stay,swerve,left,right,stay,swerve,B,swerve,BEL,BEL,27,college,male,under5000,0.5,0.69,Gender,Gender,Female,1,805,202,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.69 on a not religious (0) to very religious (1) scale
Country: BEL

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
146,30,1,mm_individual_demo_030_01_ab,mm_individual_demo_030_01,cSEFGqsKBNAh9SPJD,464467055_8559151300089709.0,8559151300089710,13,0b95430cf4c222adf9f5a842d0a6546f,14769,stay,swerve,left,right,stay,swerve,A,stay,FRA,FRA,31,graduate,female,10000,0.83,0.04,Gender,Gender,Male,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 31
Gender: Female
Education: Graduate degree
Annual income: $10,001-$15,000
Political views: 0.83 on a conservative (0) to progressive (1) scale
Religiosity: 0.04 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
147,30,2,mm_individual_demo_030_02_ab,mm_individual_demo_030_02,cppFsMJnZ6G7Qb3TE,-555587342_2530678156368247.0,2530678156368250,10,0b95430cf4c222adf9f5a842d0a6546f,14769,stay,swerve,left,right,stay,swerve,A,stay,BGR,BGR,27,bachelor,male,25000,0.5,0.5,Gender,Gender,Male,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Male
Education: Bachelor degree
Annual income: $25,001-$35,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BGR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
148,30,3,mm_individual_demo_030_03_ab,mm_individual_demo_030_03,iy29L2wQgqhLiytLh,1970609656_4545724983395842.0,4545724983395840,10,0b95430cf4c222adf9f5a842d0a6546f,14769,stay,swerve,left,right,stay,swerve,B,swerve,POL,POL,24,bachelor,male,10000,0.73,0,Gender,Gender,Male,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Male
Education: Bachelor degree
Annual income: $10,001-$15,000
Political views: 0.73 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: POL

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
149,30,4,mm_individual_demo_030_04_ab,mm_individual_demo_030_04,qbLccBLok7eFRnkYy,-1811977493_6567567353656676.0,6567567353656680,8,0b95430cf4c222adf9f5a842d0a6546f,14769,swerve,stay,left,right,swerve,stay,B,stay,CAN,CAN,22,underHigh,female,under5000,0.5,0.1,Gender,Gender,Male,1,822,206,235,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Female
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.10 on a not religious (0) to very religious (1) scale
Country: CAN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.
(B) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
150,30,5,mm_individual_demo_030_05_ab,mm_individual_demo_030_05,xLHzhJgdE8wWM8MxJ,756070515_8262330619023508.0,8262330619023510,11,0b95430cf4c222adf9f5a842d0a6546f,14769,stay,swerve,left,right,stay,swerve,A,stay,GBR,GBR,26,graduate,male,15000,0.5,1,Gender,Gender,Male,1,807,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Graduate degree
Annual income: $15,001-$25,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: GBR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 elderly man.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
151,31,1,mm_individual_demo_031_01_ab,mm_individual_demo_031_01,3hXdk4Ptpno5dERNZ,1602200907_4175260135737535.0,4175260135737540,2,3b93b24d35338bb577169344973e079e,14760,stay,swerve,left,right,stay,swerve,A,stay,AUS,AUS,27,bachelor,male,above100000,0.8,0,Gender,Gender,Female,1,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 0.80 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: AUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
152,31,2,mm_individual_demo_031_02_ab,mm_individual_demo_031_02,64juTuPNJbnAuCNGX,1876858657_8173119574061702.0,8173119574061700,6,3b93b24d35338bb577169344973e079e,14760,swerve,stay,left,right,swerve,stay,B,stay,TUR,TUR,23,bachelor,female,under5000,0.76,0.03,Gender,Gender,Female,1,802,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Female
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.03 on a not religious (0) to very religious (1) scale
Country: TUR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
153,31,3,mm_individual_demo_031_03_ab,mm_individual_demo_031_03,gqwL3pkBAFHmEy4ie,-146465517_3458715303093194.0,3458715303093190,9,3b93b24d35338bb577169344973e079e,14760,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,20,college,male,10000,0.5,0.06,Gender,Gender,Female,1,804,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Male
Education: Attended college
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.06 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
154,31,4,mm_individual_demo_031_04_ab,mm_individual_demo_031_04,iQQamRh5M5r7ymwnK,-2050344306_5941576020066758.0,5941576020066760,3,3b93b24d35338bb577169344973e079e,14760,stay,swerve,left,right,stay,swerve,B,swerve,DEU,DEU,23,graduate,male,35000,0.5,0,Gender,Gender,Female,1,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Graduate degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 large woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
155,31,5,mm_individual_demo_031_05_ab,mm_individual_demo_031_05,jxPuxgha5QWbnLPZa,282617018_6585314825118787.0,6585314825118790,6,3b93b24d35338bb577169344973e079e,14760,swerve,stay,left,right,swerve,stay,B,stay,JOR,JOR,21,bachelor,male,5000,0.5,0.5,Gender,Gender,Female,1,802,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Male
Education: Bachelor degree
Annual income: $5,000-$10,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: JOR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 large man.
(B) Continue ahead through the crossing. The following pedestrians die: 1 large woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
156,32,1,mm_individual_demo_032_01_ab,mm_individual_demo_032_01,2KCpT7wFEiB2BCR98,-1749553699_8011296422552461.0,8011296422552460,1,658ada3062c37295a6befb570d209548,14760,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,34,bachelor,male,50000,0,0.7,Gender,Gender,Male,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 34
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.70 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
157,32,2,mm_individual_demo_032_02_ab,mm_individual_demo_032_02,9RqigZbMFguW497BW,1225071777_38849188471694.0,38849188471694,6,658ada3062c37295a6befb570d209548,14760,stay,swerve,left,right,stay,swerve,A,stay,HUN,HUN,25,bachelor,female,35000,0.61,0,Gender,Gender,Male,1,811,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 25
Gender: Female
Education: Bachelor degree
Annual income: $35,001-$50,000
Political views: 0.61 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: HUN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
158,32,3,mm_individual_demo_032_03_ab,mm_individual_demo_032_03,bEeRLurMk9NZhQthm,-25460991_6069927859525645.0,6069927859525650,5,658ada3062c37295a6befb570d209548,14760,stay,swerve,left,right,stay,swerve,A,stay,ESP,ESP,43,college,male,50000,0.7,0.14,Gender,Gender,Male,1,810,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 43
Gender: Male
Education: Attended college
Annual income: $50,001-$80,000
Political views: 0.70 on a conservative (0) to progressive (1) scale
Religiosity: 0.14 on a not religious (0) to very religious (1) scale
Country: ESP

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
159,32,4,mm_individual_demo_032_04_ab,mm_individual_demo_032_04,iiZ2FZPneCPKTw3F2,1742790391_1517591602620140.0,1517591602620140,8,658ada3062c37295a6befb570d209548,14760,swerve,stay,left,right,swerve,stay,B,stay,RUS,RUS,19,vocational,male,under5000,1,0.32,Gender,Gender,Male,1,810,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Vocational training
Annual income: Under $5,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.32 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
160,32,5,mm_individual_demo_032_05_ab,mm_individual_demo_032_05,sAJJ2cAyPk6hYLrvK,-307622532_4806858849792981.0,4806858849792980,8,658ada3062c37295a6befb570d209548,14760,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,37,bachelor,male,50000,0.5,1,Gender,Gender,Male,1,809,203,232,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 37
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 1.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 female athlete.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
