record_id,unit_id,treatment_name,TreatmentCode,Treatment,PersonalizedTreatment,num_scenarios,scenario_manifest_json,gold_target_json
147,147,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Venus""}]}"
1512,1512,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 2, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
1546,1546,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
1576,1576,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
1622,1622,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 3, ""UGResponder_decision"": 3, ""TGSender_decision"": ""NO"", ""TGReceiver_decision"": 0, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 3, ""UGResponder_decision"": 3, ""TGSender_decision"": ""NO"", ""TGReceiver_decision"": 0, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
1655,1655,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
177,177,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 4, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
1775,1775,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Mars""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 2, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Mars""}]}"
1807,1807,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
1885,1885,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Mercury""}]}"
1979,1979,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2049,2049,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 3, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2120,2120,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 3, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 4, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2155,2155,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": null, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 3, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 2, ""PD_decision"": ""A"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
2239,2239,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 8, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": 2, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Venus""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 4, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Mars""}]}"
2283,2283,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": 2, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
2302,2302,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 1, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": null, ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 4, ""UGResponder_decision"": 3, ""TGSender_decision"": ""NO"", ""TGReceiver_decision"": 4, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2304,2304,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 1, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 2, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": ""B"", ""SH_decision"": null, ""C_decision"": ""Venus""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 2, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Venus""}]}"
2347,2347,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": null, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
236,236,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 0, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 0, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 2, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2540,2540,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": ""A"", ""SH_decision"": ""Y"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""NO"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""Y"", ""C_decision"": ""Mercury""}]}"
2590,2590,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 0, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""Y"", ""C_decision"": ""Earth""}]}"
2727,2727,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": null, ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 5, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2761,2761,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 1, ""UGResponder_delegated"": 1, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": null, ""UGResponder_decision"": null, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 4, ""UGResponder_decision"": 4, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 0, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2802,2802,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 0, ""PD_delegated"": 0, ""SH_delegated"": 0, ""C_delegated"": 0, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 3, ""UGResponder_decision"": 1, ""TGSender_decision"": null, ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 5, ""UGResponder_decision"": 1, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""B"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
2835,2835,ODU,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]","{""UGProposer_delegated"": 0, ""UGResponder_delegated"": 0, ""TGSender_delegated"": 1, ""TGReceiver_delegated"": 1, ""PD_delegated"": 1, ""SH_delegated"": 0, ""C_delegated"": 1, ""scenario_outputs"": [{""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""UGProposer_decision"": 10, ""UGResponder_decision"": 1, ""TGSender_decision"": null, ""TGReceiver_decision"": null, ""PD_decision"": null, ""SH_decision"": ""X"", ""C_decision"": null}, {""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""UGProposer_decision"": 10, ""UGResponder_decision"": 1, ""TGSender_decision"": ""YES"", ""TGReceiver_decision"": 3, ""PD_decision"": ""A"", ""SH_decision"": ""X"", ""C_decision"": ""Earth""}]}"
