custom_id,persona_pid,game_id,treatment_name,player,player_key,match_rank,match_probability,is_top1,mean_contribution,mean_contribution_rate,first_contribution,first_contribution_rate,final_contribution,final_contribution_rate,contribution_sd,zero_contribution_rate,full_contribution_rate,contribution_slope,message_count,messages_per_round,rounds_with_message_rate,reward_given_units,reward_given_events,reward_given_round_rate,reward_received_units,reward_received_events,reward_received_round_rate,punish_given_units,punish_given_events,punish_given_round_rate,punish_received_units,punish_received_events,punish_received_round_rate
no_persona_pgg_match__game_2KKC9nMd8nRXfgH5G__g021,no_persona,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,CHICKEN,2KKC9nMd8nRXfgH5G::CHICKEN,3,0.1,False,8.620689655172415,0.43103448275862066,10.0,0.5,20.0,1.0,9.151166175112985,0.4827586206896552,0.3448275862068966,0.24827586206896549,0,0.0,0.0,13.0,13,0.3793103448275862,9.0,9,0.3103448275862069,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_PrfKWppTZdvPhe4oN__g022,no_persona,PrfKWppTZdvPhe4oN,VALIDATION_19_T,DUCK,PrfKWppTZdvPhe4oN::DUCK,1,0.6,True,14.172413793103448,0.7086206896551724,8.0,0.4,18.0,0.9,2.7395120201186165,0.0,0.0,0.19379310344827586,0,0.0,0.0,5.0,5,0.1724137931034483,32.0,13,0.4482758620689655,13.0,13,0.4482758620689655,0.0,0,0.0
no_persona_pgg_match__game_PrfKWppTZdvPhe4oN__g022,no_persona,PrfKWppTZdvPhe4oN,VALIDATION_19_T,CHICKEN,PrfKWppTZdvPhe4oN::CHICKEN,2,0.25,False,18.448275862068964,0.9224137931034484,20.0,1.0,16.0,0.8,1.881986163918924,0.0,0.5517241379310345,-0.136551724137931,0,0.0,0.0,0.0,0,0.0,87.0,23,0.6896551724137931,0.0,0,0.0,1.0,1,0.034482758620689655
no_persona_pgg_match__game_PrfKWppTZdvPhe4oN__g022,no_persona,PrfKWppTZdvPhe4oN,VALIDATION_19_T,SLOTH,PrfKWppTZdvPhe4oN::SLOTH,3,0.15,False,15.96551724137931,0.7982758620689656,15.0,0.75,15.0,0.75,1.0850529486978193,0.0,0.0,0.047586206896551735,0,0.0,0.0,0.0,0,0.0,50.0,19,0.6206896551724138,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6Pxb9DsQpyk22cJNr__g023,no_persona,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,DUCK,6Pxb9DsQpyk22cJNr::DUCK,1,0.65,True,11.6875,0.584375,20.0,1.0,0.0,0.0,7.8885465496925775,0.25,0.3125,-1.1172794117647058,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6Pxb9DsQpyk22cJNr__g023,no_persona,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,SLOTH,6Pxb9DsQpyk22cJNr::SLOTH,2,0.25,False,16.5625,0.828125,20.0,1.0,20.0,1.0,4.992911642185016,0.0625,0.4375,-0.33419117647058827,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6Pxb9DsQpyk22cJNr__g023,no_persona,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,GORILLA,6Pxb9DsQpyk22cJNr::GORILLA,3,0.1,False,10.0625,0.5031249999999999,10.0,0.5,0.0,0.0,4.795397098607511,0.125,0.0625,-0.5018382352941176,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_Fm7uYc98E2b6kcoDE__g024,no_persona,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,GORILLA,Fm7uYc98E2b6kcoDE::GORILLA,1,0.6,True,17.5,0.875,20.0,1.0,20.0,1.0,4.47213595499958,0.0,0.75,-0.17647058823529416,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_Fm7uYc98E2b6kcoDE__g024,no_persona,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,SLOTH,Fm7uYc98E2b6kcoDE::SLOTH,2,0.3,False,18.125,0.90625,20.0,1.0,5.0,0.25,5.123475382979799,0.0,0.875,-0.1323529411764706,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_Fm7uYc98E2b6kcoDE__g024,no_persona,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,DUCK,Fm7uYc98E2b6kcoDE::DUCK,3,0.1,False,7.25,0.3625,8.0,0.4,0.0,0.0,5.360348247393385,0.1875,0.0625,-0.09705882352941181,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_9oyspxPncwXdAkruR__g025,no_persona,9oyspxPncwXdAkruR,VALIDATION_2_C,DUCK,9oyspxPncwXdAkruR::DUCK,1,0.65,True,15.0,0.75,20.0,1.0,20.0,1.0,5.270462766947299,0.0,0.4,-0.19090909090909086,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_9oyspxPncwXdAkruR__g025,no_persona,9oyspxPncwXdAkruR,VALIDATION_2_C,GORILLA,9oyspxPncwXdAkruR::GORILLA,2,0.25,False,9.4,0.47000000000000003,5.0,0.25,10.0,0.5,4.501851470969102,0.0,0.1,0.35454545454545455,0,0.0,0.0,2.0,2,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_9oyspxPncwXdAkruR__g025,no_persona,9oyspxPncwXdAkruR,VALIDATION_2_C,SLOTH,9oyspxPncwXdAkruR::SLOTH,3,0.1,False,11.6,0.58,20.0,1.0,0.0,0.0,7.763160868271807,0.1,0.3,-0.8290909090909091,0,0.0,0.0,0.0,0,0.0,1.0,1,0.1,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2TDnnb4wn9rwy3CYZ__g026,no_persona,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,DUCK,2TDnnb4wn9rwy3CYZ::DUCK,1,0.6,True,13.0,0.65,20.0,1.0,10.0,0.5,4.216370213557839,0.0,0.2,-0.49090909090909085,0,0.0,0.0,0.0,0,0.0,8.0,8,0.8,36.0,10,0.9,0.0,0,0.0
no_persona_pgg_match__game_2TDnnb4wn9rwy3CYZ__g026,no_persona,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,GORILLA,2TDnnb4wn9rwy3CYZ::GORILLA,2,0.3,False,12.9,0.6449999999999999,8.0,0.4,15.0,0.75,3.0713731999438516,0.0,0.0,0.22636363636363632,0,0.0,0.0,23.0,23,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2TDnnb4wn9rwy3CYZ__g026,no_persona,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,CHICKEN,2TDnnb4wn9rwy3CYZ::CHICKEN,3,0.1,False,10.2,0.51,10.0,0.5,20.0,1.0,6.268084945889686,0.2,0.1,0.6109090909090908,0,0.0,0.0,0.0,0,0.0,7.0,7,0.7,0.0,0,0.0,3.0,2,0.2
no_persona_pgg_match__game_7ywewvEuctuz4Rq8j__g027,no_persona,7ywewvEuctuz4Rq8j,VALIDATION_3_C,SLOTH,7ywewvEuctuz4Rq8j::SLOTH,1,0.6,True,18.26923076923077,0.9134615384615384,15.0,0.75,20.0,1.0,2.4258226201879203,0.0,0.6538461538461539,0.25000000000000006,0,0.0,0.0,9.0,9,0.19230769230769232,12.0,12,0.4230769230769231,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7ywewvEuctuz4Rq8j__g027,no_persona,7ywewvEuctuz4Rq8j,VALIDATION_3_C,GORILLA,7ywewvEuctuz4Rq8j::GORILLA,2,0.25,False,16.192307692307693,0.8096153846153846,20.0,1.0,20.0,1.0,6.241917851232782,0.038461538461538464,0.6538461538461539,0.031196581196581172,0,0.0,0.0,34.0,26,0.5384615384615384,12.0,11,0.38461538461538464,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7ywewvEuctuz4Rq8j__g027,no_persona,7ywewvEuctuz4Rq8j,VALIDATION_3_C,DUCK,7ywewvEuctuz4Rq8j::DUCK,3,0.15,False,15.846153846153847,0.7923076923076923,15.0,0.75,15.0,0.75,3.107311477046453,0.0,0.3076923076923077,-0.13076923076923075,0,0.0,0.0,4.0,4,0.07692307692307693,17.0,16,0.5384615384615384,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_AJ4ikZuWJeJcEXhgZ__g028,no_persona,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,DUCK,AJ4ikZuWJeJcEXhgZ::DUCK,1,0.6,True,19.73076923076923,0.9865384615384615,13.0,0.65,20.0,1.0,1.372812945967288,0.0,0.9615384615384616,0.07478632478632477,0,0.0,0.0,2.0,2,0.07692307692307693,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_AJ4ikZuWJeJcEXhgZ__g028,no_persona,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,GORILLA,AJ4ikZuWJeJcEXhgZ::GORILLA,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,2,0.07692307692307693,0.07692307692307693,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_AJ4ikZuWJeJcEXhgZ__g028,no_persona,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,PARROT,AJ4ikZuWJeJcEXhgZ::PARROT,3,0.1,False,19.615384615384617,0.9807692307692307,20.0,1.0,20.0,1.0,1.9611613513818402,0.0,0.9615384615384616,-0.08974358974358974,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_3v9ji6wNY7sXHe8cM__g029,no_persona,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,DUCK,3v9ji6wNY7sXHe8cM::DUCK,1,0.6,True,15.0,0.75,20.0,1.0,20.0,1.0,9.258200997725515,0.25,0.75,-0.3333333333333333,1,0.125,0.125,28.0,17,1.0,17.0,16,1.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_3v9ji6wNY7sXHe8cM__g029,no_persona,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,GORILLA,3v9ji6wNY7sXHe8cM::GORILLA,2,0.25,False,12.5,0.625,0.0,0.0,20.0,1.0,10.350983390135314,0.375,0.625,0.5833333333333333,1,0.125,0.125,22.0,22,1.0,21.0,18,0.875,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_3v9ji6wNY7sXHe8cM__g029,no_persona,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,SLOTH,3v9ji6wNY7sXHe8cM::SLOTH,3,0.15,False,17.5,0.875,20.0,1.0,20.0,1.0,7.0710678118654755,0.125,0.875,0.4166666666666667,2,0.25,0.125,0.0,0,0.0,33.0,26,1.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_8GneB6qmtDLSnbcJT__g030,no_persona,8GneB6qmtDLSnbcJT,VALIDATION_4_T,MOOSE,8GneB6qmtDLSnbcJT::MOOSE,1,0.55,True,17.5,0.875,20.0,1.0,0.0,0.0,7.0710678118654755,0.125,0.875,-0.5833333333333334,2,0.25,0.25,0.0,0,0.0,0.0,0,0.0,2.0,2,0.25,2.0,2,0.25
no_persona_pgg_match__game_8GneB6qmtDLSnbcJT__g030,no_persona,8GneB6qmtDLSnbcJT,VALIDATION_4_T,CHICKEN,8GneB6qmtDLSnbcJT::CHICKEN,2,0.3,False,15.0,0.75,20.0,1.0,20.0,1.0,9.258200997725515,0.25,0.75,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,9.0,7,0.5,2.0,2,0.25
no_persona_pgg_match__game_8GneB6qmtDLSnbcJT__g030,no_persona,8GneB6qmtDLSnbcJT,VALIDATION_4_T,DOG,8GneB6qmtDLSnbcJT::DOG,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.125,0.125,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.125
no_persona_pgg_match__game_6sSM4xSyZQkaxyHav__g031,no_persona,6sSM4xSyZQkaxyHav,VALIDATION_5_C,DUCK,6sSM4xSyZQkaxyHav::DUCK,1,0.75,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,2,0.3333333333333333,0.3333333333333333,16.0,16,1.0,7.0,7,0.8333333333333334,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6sSM4xSyZQkaxyHav__g031,no_persona,6sSM4xSyZQkaxyHav,VALIDATION_5_C,SLOTH,6sSM4xSyZQkaxyHav::SLOTH,2,0.2,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.16666666666666666,0.16666666666666666,7.0,7,0.8333333333333334,7.0,7,1.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6sSM4xSyZQkaxyHav__g031,no_persona,6sSM4xSyZQkaxyHav,VALIDATION_5_C,GORILLA,6sSM4xSyZQkaxyHav::GORILLA,3,0.05,False,16.666666666666668,0.8333333333333334,20.0,1.0,20.0,1.0,8.164965809277259,0.16666666666666666,0.8333333333333334,0.14285714285714282,0,0.0,0.0,5.0,5,0.5,6.0,6,0.8333333333333334,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_3EQGxadfbmAKaACgZ__g032,no_persona,3EQGxadfbmAKaACgZ,VALIDATION_5_T,GORILLA,3EQGxadfbmAKaACgZ::GORILLA,1,0.75,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,8.0,8,1.0,0.0,0,0.0,2.0,2,0.3333333333333333,0.0,0,0.0
no_persona_pgg_match__game_3EQGxadfbmAKaACgZ__g032,no_persona,3EQGxadfbmAKaACgZ,VALIDATION_5_T,SLOTH,3EQGxadfbmAKaACgZ::SLOTH,2,0.2,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,6.0,6,1.0,5.0,2,0.3333333333333333,0.0,0,0.0
no_persona_pgg_match__game_3EQGxadfbmAKaACgZ__g032,no_persona,3EQGxadfbmAKaACgZ,VALIDATION_5_T,CHICKEN,3EQGxadfbmAKaACgZ::CHICKEN,3,0.05,False,16.666666666666668,0.8333333333333334,20.0,1.0,20.0,1.0,8.164965809277259,0.16666666666666666,0.8333333333333334,0.14285714285714282,0,0.0,0.0,0.0,0,0.0,2.0,2,0.3333333333333333,0.0,0,0.0,3.0,2,0.16666666666666666
no_persona_pgg_match__game_Aj2G7CTuhLZ7Z2SPK__g033,no_persona,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,DUCK,Aj2G7CTuhLZ7Z2SPK::DUCK,1,0.5,True,18.75,0.9375,10.0,0.5,20.0,1.0,2.886751345948129,0.0,0.8125,0.2977941176470589,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_Aj2G7CTuhLZ7Z2SPK__g033,no_persona,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,RABBIT,Aj2G7CTuhLZ7Z2SPK::RABBIT,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_Aj2G7CTuhLZ7Z2SPK__g033,no_persona,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,DOG,Aj2G7CTuhLZ7Z2SPK::DOG,3,0.2,False,19.6875,0.984375,15.0,0.75,20.0,1.0,1.25,0.0,0.9375,0.08272058823529412,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_FAuuG8S2iw8wkGRnA__g034,no_persona,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,MOOSE,FAuuG8S2iw8wkGRnA::MOOSE,1,0.6,True,18.25,0.9125,10.0,0.5,20.0,1.0,3.5118845842842465,0.0,0.75,0.3507352941176471,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,13.0,13,0.3125,2.0,1,0.0625
no_persona_pgg_match__game_FAuuG8S2iw8wkGRnA__g034,no_persona,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,RABBIT,FAuuG8S2iw8wkGRnA::RABBIT,2,0.25,False,17.75,0.8875,10.0,0.5,20.0,1.0,3.855731664245668,0.0,0.6875,0.40147058823529413,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,12.0,10,0.375,3.0,3,0.125
no_persona_pgg_match__game_FAuuG8S2iw8wkGRnA__g034,no_persona,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,OWL,FAuuG8S2iw8wkGRnA::OWL,3,0.15,False,13.5,0.675,10.0,0.5,20.0,1.0,6.186005711819758,0.0,0.375,0.8514705882352941,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,5.0,5,0.3125,8.0,8,0.375
no_persona_pgg_match__game_SFohXkBYvScM7Y7rC__g035,no_persona,SFohXkBYvScM7Y7rC,VALIDATION_7_C,DOG,SFohXkBYvScM7Y7rC::DOG,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,6,0.3157894736842105,0.2631578947368421,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_SFohXkBYvScM7Y7rC__g035,no_persona,SFohXkBYvScM7Y7rC,VALIDATION_7_C,GORILLA,SFohXkBYvScM7Y7rC::GORILLA,2,0.3,False,19.473684210526315,0.9736842105263158,10.0,0.5,20.0,1.0,2.294157338705619,0.0,0.9473684210526315,0.1421052631578947,10,0.5263157894736842,0.47368421052631576,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_SFohXkBYvScM7Y7rC__g035,no_persona,SFohXkBYvScM7Y7rC,VALIDATION_7_C,SLOTH,SFohXkBYvScM7Y7rC::SLOTH,3,0.1,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.15789473684210525,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_5R7YRmti4R5GiJKpi__g036,no_persona,5R7YRmti4R5GiJKpi,VALIDATION_7_T,DUCK,5R7YRmti4R5GiJKpi::DUCK,1,0.5,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,6,0.3157894736842105,0.21052631578947367,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.05263157894736842
no_persona_pgg_match__game_5R7YRmti4R5GiJKpi__g036,no_persona,5R7YRmti4R5GiJKpi,VALIDATION_7_T,PARROT,5R7YRmti4R5GiJKpi::PARROT,2,0.3,False,19.473684210526315,0.9736842105263158,10.0,0.5,20.0,1.0,2.294157338705619,0.0,0.9473684210526315,0.1421052631578947,9,0.47368421052631576,0.3157894736842105,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.05263157894736842
no_persona_pgg_match__game_5R7YRmti4R5GiJKpi__g036,no_persona,5R7YRmti4R5GiJKpi,VALIDATION_7_T,GORILLA,5R7YRmti4R5GiJKpi::GORILLA,3,0.2,False,19.736842105263158,0.9868421052631579,15.0,0.75,20.0,1.0,1.1470786693528094,0.0,0.9473684210526315,0.07105263157894735,4,0.21052631578947367,0.15789473684210525,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.05263157894736842
no_persona_pgg_match__game_6BxRfLcBtXYodAS8h__g037,no_persona,6BxRfLcBtXYodAS8h,VALIDATION_8_C,GORILLA,6BxRfLcBtXYodAS8h::GORILLA,1,0.7,True,14.5,0.7250000000000001,11.0,0.55,18.0,0.9,4.949747468305833,0.0,0.0,0.35,0,0.0,0.0,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6BxRfLcBtXYodAS8h__g037,no_persona,6BxRfLcBtXYodAS8h,VALIDATION_8_C,DOG,6BxRfLcBtXYodAS8h::DOG,2,0.2,False,15.0,0.75,15.0,0.75,15.0,0.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6BxRfLcBtXYodAS8h__g037,no_persona,6BxRfLcBtXYodAS8h,VALIDATION_8_C,PARROT,6BxRfLcBtXYodAS8h::PARROT,3,0.1,False,12.0,0.6,10.0,0.5,14.0,0.7,2.8284271247461903,0.0,0.0,0.19999999999999996,0,0.0,0.0,1.0,1,0.5,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7Y6PBvgZNqtriKzaZ__g038,no_persona,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,CHICKEN,7Y6PBvgZNqtriKzaZ::CHICKEN,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,2,1.0,1.0,0.0,0,0.0,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7Y6PBvgZNqtriKzaZ__g038,no_persona,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,DUCK,7Y6PBvgZNqtriKzaZ::DUCK,2,0.25,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1,0.5,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7Y6PBvgZNqtriKzaZ__g038,no_persona,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,GORILLA,7Y6PBvgZNqtriKzaZ::GORILLA,3,0.15,False,16.0,0.8,12.0,0.6,20.0,1.0,5.656854249492381,0.0,0.5,0.4,3,1.5,1.0,2.0,2,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_HmA52oSS75D5Z2W8a__g039,no_persona,HmA52oSS75D5Z2W8a,VALIDATION_9_C,COW,HmA52oSS75D5Z2W8a::COW,1,0.75,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,30.0,24,1.0,14.0,14,0.8888888888888888,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_HmA52oSS75D5Z2W8a__g039,no_persona,HmA52oSS75D5Z2W8a,VALIDATION_9_C,GORILLA,HmA52oSS75D5Z2W8a::GORILLA,2,0.15,False,18.88888888888889,0.9444444444444444,20.0,1.0,15.0,0.75,2.204792759220492,0.0,0.7777777777777778,-0.06666666666666667,0,0.0,0.0,0.0,0,0.0,10.0,10,0.6666666666666666,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_HmA52oSS75D5Z2W8a__g039,no_persona,HmA52oSS75D5Z2W8a,VALIDATION_9_C,PARROT,HmA52oSS75D5Z2W8a::PARROT,3,0.1,False,13.444444444444445,0.6722222222222222,10.0,0.5,12.0,0.6,4.034572812303401,0.0,0.2222222222222222,0.16,0,0.0,0.0,10.0,10,0.3333333333333333,7.0,7,0.5555555555555556,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6pQRuemJv5faRcZft__g040,no_persona,6pQRuemJv5faRcZft,VALIDATION_9_T,OWL,6pQRuemJv5faRcZft::OWL,1,0.6,True,18.88888888888889,0.9444444444444444,10.0,0.5,20.0,1.0,3.333333333333334,0.0,0.8888888888888888,0.26666666666666666,0,0.0,0.0,53.0,43,0.8888888888888888,13.0,12,0.8888888888888888,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_6pQRuemJv5faRcZft__g040,no_persona,6pQRuemJv5faRcZft,VALIDATION_9_T,MONKEY,6pQRuemJv5faRcZft::MONKEY,2,0.25,False,16.666666666666668,0.8333333333333334,5.0,0.25,15.0,0.75,5.196152422706632,0.0,0.4444444444444444,0.42,0,0.0,0.0,15.0,15,0.7777777777777778,5.0,5,0.4444444444444444,8.0,7,0.3333333333333333,0.0,0,0.0
no_persona_pgg_match__game_6pQRuemJv5faRcZft__g040,no_persona,6pQRuemJv5faRcZft,VALIDATION_9_T,MOOSE,6pQRuemJv5faRcZft::MOOSE,3,0.15,False,15.0,0.7500000000000001,10.0,0.5,18.0,0.9,3.7416573867739413,0.0,0.2222222222222222,0.4533333333333334,0,0.0,0.0,8.0,7,0.6666666666666666,4.0,4,0.4444444444444444,9.0,9,0.7777777777777778,1.0,1,0.1111111111111111
