custom_id,game_id,treatment_name,config_id,k,repeat_index,repeat_count_for_treatment,num_rounds,num_players,avatars,chat_enabled,punishment_enabled,reward_enabled,all_or_nothing,valid_number_of_starting_players,has_complete_gold_trajectory,persona_variant
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep5,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,5,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep6,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,6,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep7,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,7,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep8,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,8,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep9,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,9,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep10,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,10,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep11,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,11,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep12,rMnamRP2AWhWgPZ2m,VALIDATION_12_T,12,0,12,12,12,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,False,True,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep1,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,1,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep2,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,2,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep3,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,3,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep4,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,4,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep5,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,5,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep6,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,6,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep7,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,7,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep8,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,8,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep9,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,9,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep10,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,0,10,10,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep1,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,1,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep2,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,2,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep3,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,3,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep4,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,4,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep5,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,5,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep6,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,6,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep7,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,7,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep8,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,8,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep9,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,9,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep10,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,10,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep11,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,0,11,11,17,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep1,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,1,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep2,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,2,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep3,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,3,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep4,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,4,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep5,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,5,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep6,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,6,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep7,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,7,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep8,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,8,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep9,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,9,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep10,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,10,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep11,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,11,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep12,zjHbWYPbEC977w5CW,VALIDATION_14_C,14,0,12,12,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep1,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,1,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep2,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,2,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep3,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,3,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep4,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,4,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep5,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,5,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep6,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,6,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep7,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,7,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep8,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,8,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep9,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,9,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep10,tCFnJifRgNRyrz7WY,VALIDATION_14_T,14,0,10,10,19,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,True,False,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep1,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,1,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep2,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,2,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep3,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,3,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep4,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,4,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep5,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,5,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep6,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,6,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep7,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,7,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep8,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,8,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep9,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,9,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep10,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,10,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep11,Lb5CGirJ4pRHAdHzC,VALIDATION_15_C,15,0,11,11,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,False,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep1,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,1,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep2,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,2,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep3,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,3,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep4,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,4,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep5,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,5,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep6,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,6,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep7,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,7,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep8,zXKx7QTLiHXMeeBKe,VALIDATION_15_T,15,0,8,9,14,13,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",False,True,True,True,True,True,baseline
