Private ID,Public ID,Prolific ID,Name,Avatar,Pronouns,Current status,Current stage ID,Current cohort ID,Transfer cohort ID,Start experiment timestamp,End experiment timestamp,Accepted TOS timestamp,Payout earned if stage completed - Payout from game 1 (one game was randomly selected) (f04f6394-e73e-4e5a-bc8b-d5aa5e1c26e2) - Stage random_payout,Payout earned if stage completed - Payout from game 2 (one game was randomly selected) (6e69028d-4e63-4c03-b60d-ef236e040bd7) - Stage random_payout,Total payout - Stage random_payout,Please describe your strategy in the game in a few sentences. - Survey survey,Please describe any experiences or background that may have influenced your performance in the game. - Survey survey,On a scale from 1 to 10 how would you rate your trading strategy where 1 is highly **competitive** (focused mainly on your own gains) and 10 is highly **collaborative** (focused on other players's potential gains and mutual benefits? - Survey survey,On a scale from 1 to 10 how certain are you that you made the best possible trades during the experiment? - Survey survey,On a scale from 1 to 10 how satisfied are you with your final trading outcomes? - Survey survey,On a scale of 1 to 10 how would you rate the mental effort you put into today's trading games where 1 means 'I barely engaged in any thinking' and 10 means 'I put in significant mental effort'? - Survey survey,Please provide any additional context on your answers above. - Survey survey,Please help us to improve this experiment. How was your experience today? Were there any elements of the instructions or gameplay that you found confusing? - Survey survey
126e8acc-a556-44eb-9823-3287dcc2cc1b,zebra-pink-6926,62d999e7f5f2cde114f4169e,Zebra,🦓,,SUCCESS,survey,m7xm7kfg-bgxzb8,,2025-03-06 09:19:36.000,2025-03-06 09:37:59.000,2025-03-06 09:19:50.000,0,,10.6,I wanted to get the better deal with the chips that had more money ,i dont really think anything did,6,8,9,7,N/A,i really enjoyed it and was quite a fun task
43353aa7-7ffe-4cac-b6c9-caeadee32e06,swan-green-4000,64355a0be09ac325446d0516,Swan,🦢,,SUCCESS,survey,m7xm7kfg-bgxzb8,,2025-03-06 09:07:35.000,2025-03-06 09:38:17.000,2025-03-06 09:07:51.000,,0,3.69,Trying to get the higher value coins by giving away all the less value coins and noticing who was accepting my coins of less value that means it was higher value for them.,N/a,1,7,10,10,n/a,It was great.I really enjoyed this.
586ff9a1-9ee8-4c0b-bbd4-9179ddaeee23,dolphin-green-2899,5c010b0befcd35000140e3dc,Dolphin,🐬,,SUCCESS,survey,m7xm7kfg-bgxzb8,,2025-03-06 09:04:18.000,2025-03-06 09:39:00.000,2025-03-06 09:04:44.000,,0,0.8,Trade lower price for higher of my values,None,9,3,5,9,I did better on first game,None
6df9cb5c-58aa-49c1-8234-86b70620e190,alligator-blue-4648,63e52a987451db9972a9e26e,Alligator,🐊,,SUCCESS,survey,m7xlmcag-9g7xm9,,2025-03-06 08:58:10.000,2025-03-06 09:17:19.000,2025-03-06 08:58:19.000,0,,5.99,I tried to figure out roughly what the values were others and decided to give them valuable chips (for them) ONLY if they didn't hold much value to me that way it's a win win for both of us while also increasing the likelihood of me getting the chips i want as well. ,N/A,5,7,8,8,N/a,Nope! It went smoothly and was actually pretty fun!
718e8558-3a15-4b1c-b2a0-185e8cec031a,owl-green-5917,5eaf047ed83cad05ccd9516d,Owl,🦉,,SUCCESS,survey,m7xlmcag-9g7xm9,,2025-03-06 09:00:11.000,2025-03-06 09:17:59.000,2025-03-06 09:01:06.000,,0,4.6,too trade my least worth chips in exchange for my highest worth chips,Due to previously playing video games this may have influenced my peformance,6,8,7,7,I played GTA FIFA and FM manager,there was no elements that was confusing
81125b18-ce8b-4c95-91f2-ff0d08c2d3cc,cat-blue-2956,6718324b7ff53bd114485da3,Cat,🐱,,SUCCESS,survey,m7xkozvg-a01xn7,,2025-03-06 08:38:08.000,2025-03-06 09:00:04.000,2025-03-06 08:38:29.000,,0,3.38,To get the chips with the higher value by trading the lower value ones,I watched to see what the other players were doing and tried to work out their strategy ,5,4,7,8,I am not overly good at trading but I tried to work out the best strategy ,no it was pretty easy to figure out
b57dee6b-ae67-43a5-b76b-c3f9b219a6c9,butterfly-pink-8539,63d902e1cc2be8fccc4b4aae,Butterfly,🦋,,SUCCESS,survey,m7xld558-dqy8w5,,2025-03-06 08:52:09.000,2025-03-06 09:19:48.000,2025-03-06 08:52:37.000,,0,4,looking at what other players were requesting and what they had left to trade,no particular experience,7,6,6,7,I feel I could have played in a more risky way,all straightforward
c21e0af4-05ba-4f91-adb7-cbf7e0ba1a3a,lion-blue-5564,5eab8aaadf23cb170f52e0cc,Lion,🦁,,SUCCESS,survey,m7xld558-dqy8w5,,2025-03-06 08:55:50.000,2025-03-06 09:19:17.000,2025-03-06 08:56:41.000,,0,3.39,To just be able to get the green as much as possible and to make it as fair as possible,Nothing just tried focusing on others offers ,2,4,6,6,Nothing,It was fun and different. Would do it again
c2ecfe0e-5eb3-4a1e-9afc-8e065fe5754d,ram-blue-1430,65bf99712dfa1f05ee0333c8,Ram,🐏,,SUCCESS,survey,m7xlmcag-9g7xm9,,2025-03-06 08:58:08.000,2025-03-06 09:16:33.000,2025-03-06 08:58:31.000,,0,5.7,It was easy to see who was going for the most valuable color for themselves so I leveraged that knowledge.,None,8,7,7,7,This was fun!,none at all it was well explained.
c684dd9b-9bd7-4c6d-8856-a5af3310fb7b,iguana-red-1430,673c8683b1c8a4c8a79d02d8,Iguana,🦎,,SUCCESS,survey,m7xlsd2k-z813ah,,2025-03-06 09:03:33.000,2025-03-06 09:31:13.000,2025-03-06 09:03:51.000,0,,2.8,i think the game was really was fun and love differnt ways,the background was  a differnt ways,7,6,7,8,none at all,none at all
e1d6c70f-973f-4d1e-b910-3adda6a4b819,squid-pink-8454,60abbb05288f7eeb1312c3b7,Squid,🦑,,SUCCESS,survey,m7xl5i6j-e2s899,,2025-03-06 08:51:32.000,2025-03-06 09:11:16.000,2025-03-06 08:51:39.000,,0,7,All over the place for the first game but in the second game I really tried to consider what other people might want. I did try trading my lowest value item to get a high value one. It didn't always work.,I've not really done something like this before but it's about maximising what you have got.,5,2,7,9,I don't think I did well in game 1 but I think I did well in game 2. I traded every time it provided me with something extra.,No there wasn't.
e1f14d5a-a2fe-4c3b-b63b-13113e398391,camel-orange-3210,5fb8dc3c8e8e964121c6aa4c,Camel,🐪,,SUCCESS,survey,m7xld558-dqy8w5,,2025-03-06 08:51:20.000,2025-03-06 09:22:29.000,2025-03-06 08:51:28.000,,0,1.5,trying to maximise my earning by obtaining highest value chips and looking at what others had and that I agree on trade even if the profit is not much,checking or making sure that at least one person had the necessary resources to trade when it is my turn. ,6,2,2,9,it is difficult to guess which colour of coins that  other players valued more. I can make guesses on their coins distribution but it may not necessarily be correct as the numbers may be skewed by the results of their trading. Looking at the pattern of what they would like to get is a bit hard as I had to multitask at the same time (considering my need remembering what others need etc. and constantly doing this at every round.,It was OK. But it would make it easier if my coins distribution always shown at the top and made bold so I know which row is mine.
f4ce10ce-3078-4877-8066-abc9cf95fae6,duck-red-8937,667988f92023a0c4d91b9a2b,Duck,🦆,,SUCCESS,survey,m7xlsd2k-z813ah,,2025-03-06 09:07:36.000,2025-03-06 09:29:47.000,2025-03-06 09:07:41.000,,0,1.39,try to get people to pay me more,nothing was in the study,5,5,5,5,n/a,it was good. not confusing just not sure the point
f58a9cf7-ff28-419c-aba5-433d8dcba96d,badger-pink-6314,6760543367c90a33716225be,Badger,🦡,,SUCCESS,survey,m7xkozvg-a01xn7,,2025-03-06 08:39:30.000,2025-03-06 08:59:19.000,2025-03-06 08:39:37.000,,0,3.6,Swap lowest chips for highest chips,none,7,7,8,3,none,The first rating question has incorrect labels
fdfd7e3d-7e9f-4780-b341-caded8e04a35,peacock-red-7894,667178d77f8b6ed980c256ff,Peacock,🦚,,SUCCESS,survey,m7xl5i6j-e2s899,,2025-03-06 08:47:37.000,2025-03-06 09:12:15.000,2025-03-06 08:47:56.000,,0,7,I tried to figure out what chips had the least value to other players that were valuable to me and vice versa and offered set amounts to gauge this before making higher offers.,I am usually good at making deals as I spend a lot of time observing the benefits that people are looking for in my line of study.,8,6,10,4,I didn't have to think too hard when playing today's games as it came somewhat easily to me but I did focus on them entirely.,Gameplay was good! Nothing was confusing and it was engaging I did run into a technical difficulty where it was just loading perpetually when I tried to reject an offer at one point but I managed to progress through it.
fe09073b-f0ee-4a3b-9ee0-2b1ed775935b,dog-green-9823,5f4738bfa043201203a27b4b,Dog,🐶,,SUCCESS,survey,m7xkozvg-a01xn7,,2025-03-06 08:37:22.000,2025-03-06 08:59:15.000,2025-03-06 08:37:27.000,,0,6.5,To try and throw out a trade that would be economically advantageous to both myself and at least 1 other player,Maybe prior trading experiments?,1,1,8,7,I tried to do even trades for the good of the group when necessary.  I didn't mind helping others.,No!
