StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
2021-10-14 14:50:25,2021-10-14 14:53:01,IP Address,82.26.47.6,100,156,True,2021-10-14 14:53:02,R_3G2rMxjVaGwVrlR,,,,,53.3614959716796875,-1.5070037841796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,2.333,4.198,4.28,3,7,1.247,3.394,3.463,3,2,1.401,1.826,1.886,2,2,2.9,2.9,2.979,1,Extremely,1.651,3.965,4.042,4,8,1.207,2.9,3.132,4,2,1.333,1.87,1.801,2,Not at all,2.196,2.619,2.697,2,8,1.087,3.072,3.158,3,7,1.088,2.501,2.689,3,2,2.382,2.906,2.983,2,Not at all,1.548,3.101,3.184,2,7,1.042,2.733,2.702,3,7,1.117,3.301,3.484,4,2,2.024,5.247,5.201,2,Not at all,1.415,1.78,1.719,2,59982d15d0bcd10001dd907e,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 14:51:40,2021-10-14 14:57:09,IP Address,213.205.198.182,100,329,True,2021-10-14 14:57:09,R_300ElQdmJ1jiJA7,,,,,51.4622955322265625,-2.550201416015625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,Extremely,1.18,2.68,2.757,2,Extremely,1.218,4.351,4.438,6,Extremely,1.028,2.842,2.801,3,Extremely,1.261,3.208,3.274,3,Extremely,0.933,2.554,2.633,2,Extremely,1.437,3.038,3.001,2,Extremely,1.751,3.914,3.992,4,Extremely,0.716,3.316,3.382,3,Extremely,1.036,2.483,2.552,2,8,1.514,3.096,3.167,2,Extremely,1.151,2.666,2.75,2,Extremely,0.793,3.489,3.563,4,7,1.707,3.521,3.583,4,8,0.954,2.47,2.545,2,8,1.116,2.98,3.05,3,7,1.062,2.561,2.645,2,561962ffc4a3700005d82484,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 14:56:42,2021-10-14 15:00:07,IP Address,90.255.143.163,100,205,True,2021-10-14 15:00:08,R_20OicSagqZjlMea,,,,,55.9552001953125,-3.1999969482421875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,7,0.928,3.081,3.158,2,7,0.666,2.217,2.285,2,7,0.738,2.289,2.368,2,7,0.823,2.588,2.66,2,7,0.716,3.45,3.401,3,7,0.745,4.293,4.36,2,7,0.9,3.168,3.24,2,7,1.194,3.645,3.6,3,6,0.805,5.723,5.797,2,7,0.123,8.075,8.146,2,7,1.319,3.765,3.829,2,6,0.815,2.446,2.401,2,5,0.909,3.275,3.353,3,6,1.218,9.699,9.787,5,7,1.517,5.716,5.786,2,6,1.025,2.826,2.801,2,5ce05a73ccdf040016e93662,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 14:54:01,2021-10-14 15:00:46,IP Address,80.192.163.43,100,404,True,2021-10-14 15:00:46,R_3Iaxr6jnXj92kt9,,,,,53.3527984619140625,-1.4844970703125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.845,3.246,3.201,3,Extremely,1.44,2.148,2.101,2,Extremely,1.101,2.241,2.201,2,Extremely,1.106,2.015,2.076,2,Extremely,1.516,1.516,1.571,1,Extremely,1.252,3.304,3.368,3,8,2.181,2.181,2.251,1,8,1.687,3.923,3.982,2,7,1.937,4.322,4.386,2,8,4.172,12.296,12.374,4,7,4.584,13.807,13.866,2,6,1.554,4.097,4.17,2,8,1.971,3.897,3.96,2,6,4.272,4.272,4.343,1,6,2.01,2.785,2.848,2,6,1.503,4.036,4.001,2,6160b7d85ad795c43cbd9530,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 14:59:00,2021-10-14 15:01:54,IP Address,217.137.41.207,100,173,True,2021-10-14 15:01:54,R_BPKkGXPwM3tdj8J,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,2,0.964,1.396,1.471,2,6,0.764,1.596,1.664,2,5,0.971,35.905,35.978,18,5,0.753,2.053,2.134,2,7,0.678,2.844,2.801,3,7,0.722,1.986,2.048,3,6,0.779,1.83,1.886,2,5,0.699,1.3,1.464,2,7,0.799,2.097,2.163,3,4,2.62,4.052,4.001,3,4,0.081,3.732,3.799,6,4,0.899,1.568,1.631,2,6,0.749,1.682,1.746,2,7,0.662,2.147,2.1,3,2,0.861,1.592,1.661,2,3,0.696,1.66,1.716,2,615c157bdaf8983f9035e9d2,0,0,0,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,2
2021-10-14 14:58:42,2021-10-14 15:02:23,IP Address,90.211.66.200,100,221,True,2021-10-14 15:02:24,R_6eRmwaTJicdeLAt,,,,,52.5673980712890625,-2.033294677734375,anonymous,EN,"Read, understood and approved",5,5,10,2,10,10,5,5,15,15,10,10,8,0.361,1.477,1.533,3,4,1.179,1.87,1.933,2,6,0.84,2.24,2.302,3,2,12.667,12.667,12.722,1,7,0.511,1.329,1.391,2,4,1.407,2.098,2.156,2,5,3.63,4.297,4.354,2,4,0.992,1.775,1.834,2,4,0.546,0.972,1.034,2,8,0.278,1.33,1.388,3,6,0.759,1.311,1.37,2,3,0.908,1.2,1.258,2,2,0.726,0.726,0.783,1,6,1.043,2.072,2.131,3,5,0.848,1.243,1.298,2,8,0.538,2.898,2.954,4,614828dcc4ecb7f5b3d1846d,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 14:56:40,2021-10-14 15:02:47,IP Address,86.27.234.249,100,366,True,2021-10-14 15:02:47,R_3oI4B3FDdxzVZp8,,,,,52.6719970703125,-1.3437957763671875,anonymous,EN,"Read, understood and approved",5,5,2,10,10,10,0,10,5,5,10,10,4,1.4,2.717,2.745,3,5,1.35,2.706,2.735,3,Extremely,1.59,3.078,3.001,3,Extremely,1.181,2.3,2.493,3,6,1.521,3.167,3.196,3,6,1.047,2.626,2.65,3,8,1.161,2.97,2.996,4,Extremely,1.293,3.375,3.404,4,3,1.047,2.916,2.93,3,4,0.143,3.063,3.092,5,6,1.554,2.862,2.89,3,7,2.024,3.288,3.2,3,2,2.713,4.461,4.488,3,4,1.662,3.231,3.261,3,5,0.924,2.16,2.188,3,8,4.593,7.09,7.001,4,5b2200bb38fc0c0001312c02,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,4
2021-10-14 14:59:55,2021-10-14 15:04:01,IP Address,217.181.21.101,100,245,True,2021-10-14 15:04:01,R_2uWj492Op3xG5qX,,,,,51.4647064208984375,-0.0509033203125,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,20,20,10,10,Extremely,1.75,1.75,1.758,1,Extremely,1.628,1.628,1.641,1,Extremely,2.395,2.395,2.403,1,Not at all,10.616,10.616,10.63,1,Extremely,1.235,1.235,1.243,1,5,0.953,0.953,0.961,1,Not at all,1.155,1.155,1.165,1,7,0.617,0.617,0.624,1,Extremely,2.447,2.447,2.455,1,7,6.605,6.605,6.718,1,8,1.575,1.959,1.966,2,Extremely,1.364,1.364,1.373,1,Not at all,1.099,1.931,1.941,2,Not at all,21.051,21.051,21.059,1,7,0.924,0.924,0.932,1,7,0.626,0.626,0.636,1,5b12f9d81e55760001b9f397,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:04:45,2021-10-14 15:06:55,IP Address,82.31.18.235,100,129,True,2021-10-14 15:06:56,R_3MRHD2DA9VlgQP8,,,,,53.027801513671875,-2.165802001953125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,2.09,2.09,2.098,1,7,3.748,3.748,3.76,1,7,2.091,2.091,2,1,8,3.622,3.622,3.631,1,8,1.261,1.261,1.272,1,6,1.82,1.82,1.83,1,6,1.416,1.416,1.426,1,7,1.446,1.446,1.455,1,7,1.804,1.804,1.814,1,5,1.741,1.741,1.75,1,4,1.517,1.517,1.527,1,3,2.529,2.529,2.539,1,6,1.662,1.662,1.674,1,5,1.642,1.642,1.653,1,3,3.983,3.983,3.996,1,3,1.324,1.324,1.335,1,59d6892b03203500011acdac,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 15:04:12,2021-10-14 15:08:02,IP Address,82.26.206.249,100,230,True,2021-10-14 15:08:03,R_BDQcd89JALccCwp,,,,,51.35369873046875,0.5287017822265625,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,20,10,10,7,0.534,2.825,2.888,2,7,0.672,1.469,1.539,2,7,0.721,2.097,2.163,3,5,0.942,2.043,2.006,2,7,0.605,1.887,1.952,2,6,0.538,3.039,3.099,4,6,0.936,2.934,2.996,2,7,0.832,2.081,2.145,2,5,0.654,1.78,1.84,2,4,1.584,3.1,3.166,2,5,0.66,1.934,1.995,2,4,1.47,5.111,5.175,2,4,0.889,2.881,2.943,2,3,0.681,1.377,1.437,2,3,0.733,1.791,1.853,2,3,0.932,1.549,1.501,2,5dcac55bdcc83f79286c8104,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 15:10:38,2021-10-14 15:14:14,IP Address,82.45.77.145,100,216,True,2021-10-14 15:14:14,R_3ELR4qoVqAgmZkY,,,,,51.4351043701171875,-2.541900634765625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.91,3,3.13,3,Extremely,1.94,3.452,3.473,3,6,0.944,17.25,17.275,4,5,12.373,14.477,14.501,3,Extremely,0.269,3.511,3.539,4,7,4.31,5.301,5.459,3,6,11.555,13.782,13.701,4,6,1.463,2.621,2.649,3,Extremely,0.615,7.175,7.198,4,7,1.458,3.491,3.4,3,7,0.733,3.295,3.322,4,5,2.008,2.82,2.85,2,6,1.962,3.307,3.338,3,7,3.246,6.409,6.442,3,6,0.93,5.502,5.532,5,4,2.5,3.492,3.401,2,61410d937e107d6a1b7849b0,0,1,0.1000000000000000055511151231257827021181583404541015625,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:16:09,2021-10-14 15:20:38,IP Address,213.205.241.218,100,269,True,2021-10-14 15:20:38,R_27KdS47E7FimC2n,,,,,51.587799072265625,0.0149993896484375,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,20,10,10,2,1.173,1.709,1.879,2,6,0.935,1.942,1.905,3,7,4.833,8.703,8.881,3,7,1.032,2.601,2.668,3,2,1.195,1.745,1.818,2,2,1.397,1.609,1.796,2,7,2,3.257,3.324,2,4,1.215,2.657,2.622,2,Not at all,0.973,1.797,1.864,2,2,1.046,2.721,2.782,4,4,7.75,20.406,20.467,4,3,1.36,1.849,1.92,2,Not at all,0.808,1.235,1.304,2,2,1.585,2.36,2.304,2,2,2.662,3.263,3.329,2,3,1.062,2.004,2.07,3,6147ac70b4c3e7df01f2eb72,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,2
2021-10-14 15:17:10,2021-10-14 15:21:35,IP Address,86.129.241.53,100,264,True,2021-10-14 15:21:35,R_2z86ojx9wvY9UQU,,,,,52.783905029296875,-1.6676025390625,anonymous,EN,"Read, understood and approved",5,5,5,5,10,0,5,5,0,20,10,0,3,3.303,3.303,3.326,1,3,0.483,3.123,3.138,2,Not at all,1.307,9.08,9.098,2,Not at all,1.751,4.384,4.396,2,4,2.753,2.753,2.765,1,Not at all,1.246,7.23,7.244,2,5,25.136,25.136,25.149,1,5,1.015,1.015,1.03,1,2,1.994,1.994,1.907,1,5,1.533,1.533,1.554,1,5,1.785,1.785,1.802,1,5,1.372,1.372,1.386,1,6,3.045,3.045,3.07,1,7,2.627,2.627,2.64,1,7,2.895,2.895,2.801,1,5,3.685,3.685,3.604,1,6161c5b876b7ca4193163149,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,3
2021-10-14 15:13:42,2021-10-14 15:22:38,IP Address,86.173.109.84,100,535,True,2021-10-14 15:22:38,R_3snc0DH4pnWQMyx,,,,,50.9026947021484375,-0.0124053955078125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,3.919,3.919,3.925,1,Extremely,3.285,3.285,3.293,1,7,2.99,2.99,2.997,1,8,6.486,6.486,6.492,1,7,2.091,2.091,2.096,1,6,2.996,2.996,2.901,1,5,1.752,1.752,1.759,1,6,2.777,2.777,2.785,1,7,2.641,2.641,2.649,1,6,2.169,2.169,2.176,1,5,2.169,2.169,2.175,1,5,3.89,3.89,3.895,1,6,2.086,2.086,2.092,1,5,3.928,3.928,3.934,1,5,2.1,2.1,2.106,1,3,2.084,2.084,2.09,1,615715bd0896b2b00d1f38de,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:14:07,2021-10-14 15:27:21,IP Address,213.205.242.98,100,793,True,2021-10-14 15:27:21,R_ahgledHSHI8g6tj,,,,,52.4866943359375,-1.898895263671875,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,20,10,10,Extremely,1.187,2.483,2.4,3,8,0.954,2.055,2.104,3,8,3.021,5.816,5.872,5,8,0.2,5.628,5.674,7,5,0.836,3.101,3.151,4,6,5.017,6.61,6.657,4,7,4.861,6.691,6.76,4,6,0.858,2.015,2.068,3,6,0.934,2.611,2.657,4,6,1.479,2.488,2.402,3,5,0.814,2.936,2.982,4,6,1.002,3.855,3.801,6,4,1.905,3.289,3.339,3,6,1.239,3.627,3.677,5,4,0.886,2.497,2.539,4,4,1.614,5.265,5.201,3,55ed5e8b748092000aaa9909,0,1,0.1000000000000000055511151231257827021181583404541015625,1,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:23:19,2021-10-14 15:28:03,IP Address,176.249.96.227,100,283,True,2021-10-14 15:28:03,R_VXwrjmZJGY4LEqZ,,,,,51.4351043701171875,-2.541900634765625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,Extremely,0.641,3.089,3.152,4,Extremely,0.742,2.564,2.647,3,Extremely,0.812,2.696,2.783,3,8,0.667,1.801,1.871,2,Extremely,1.147,9.123,9.101,7,8,0.642,2.369,2.455,4,8,0.745,1.968,2.049,3,Extremely,0.484,2.893,2.959,4,7,0.696,1.872,1.944,3,7,0.879,1.862,1.936,2,7,2.349,3.874,3.928,4,Extremely,0.661,2.004,2.076,2,7,0.603,2.29,2.359,3,8,0.639,1.676,1.744,3,6,1.024,3.186,3.256,4,6,0.631,2.192,2.253,3,614ac76ed392a7cd817b2170,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:23:08,2021-10-14 15:28:23,IP Address,165.120.97.10,100,315,True,2021-10-14 15:28:24,R_BzbJaWYJEpi4M9z,,,,,53.789398193359375,-2.57550048828125,anonymous,EN,"Read, understood and approved",5,1,0,20,10,10,5,5,0,20,10,10,8,3.721,3.721,3.733,1,8,3.185,3.185,3.199,1,8,2.458,2.458,2.471,1,8,2.043,2.043,2.056,1,8,3.656,3.656,3.669,1,7,1.909,1.909,1.923,1,7,5.672,5.672,5.687,1,8,3.339,3.339,3.352,1,4,2.136,2.136,2.15,1,7,3.211,3.211,3.224,1,7,3.636,3.636,3.65,1,8,2.689,2.689,2.702,1,6,2.767,2.767,2.779,1,6,2.905,2.905,2.918,1,6,6.954,6.954,6.97,1,5,7.499,7.499,7.512,1,615f2480780364350b413a66,0,10,1,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 15:23:20,2021-10-14 15:28:46,IP Address,86.143.219.102,100,325,True,2021-10-14 15:28:47,R_ywoppsyzw7HD2yl,,,,,53.047698974609375,-2.3780059814453125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,6,0.922,3.543,3.501,4,8,0.825,2.346,2.301,2,7,4.018,14.302,14.369,7,8,1.217,2.717,2.702,2,7,0.801,2.618,2.686,3,7,0.79,2.59,2.654,4,6,0.962,2.364,2.425,3,5,0.842,2.143,2.101,3,3,1.04,1.96,2.043,2,4,0.984,4.001,4.17,5,6,0.832,3.581,3.653,4,3,1.222,2.14,2.1,3,4,1.044,2.011,2.099,2,Not at all,2.305,3.406,3.473,2,Not at all,0.904,1.973,2.054,2,3,0.869,1.875,1.955,2,615f5d7dfe92069355c4d7b2,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,6
2021-10-14 15:36:26,2021-10-14 15:41:20,IP Address,82.132.226.195,100,293,True,2021-10-14 15:41:20,R_2l3SX6DvlB3swiB,,,,,51.480499267578125,-0.174102783203125,anonymous,EN,"Read, understood and approved",5,5,0,10,10,5,10,10,15,20,10,0,3,0.675,2.851,2.898,3,4,0.691,1.538,1.59,3,8,0.845,2.121,2.174,3,6,1.061,3.556,3.502,5,6,0.759,1.912,1.964,3,4,1.1,2.612,2.668,3,4,0.83,1.682,1.614,3,5,3.166,5.969,5.901,3,4,6.193,7.428,7.474,2,5,1.101,2.119,2.176,3,7,0.639,1.874,1.8,3,8,1.132,3.044,3.089,4,3,0.525,2.703,2.76,4,5,0.736,2.857,2.8,4,6,0.718,3.244,3.298,4,7,3.007,4,4.054,3,615730e930e2a471ec558454,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,3
2021-10-14 15:41:18,2021-10-14 15:44:48,IP Address,82.37.157.40,100,209,True,2021-10-14 15:44:48,R_1ffSUV95NJxp3Cn,,,,,55.8025970458984375,-4.0803985595703125,anonymous,EN,"Read, understood and approved",5,5,0,10,7,7,5,5,0,20,10,10,Not at all,1.299,1.957,1.9,2,6,1.376,2.637,2.689,3,7,0.776,2.939,2.991,4,Extremely,0.55,2.779,2.701,4,Not at all,1.195,2.271,2.201,2,4,1.468,3.937,3.994,3,4,2.072,2.788,2.701,2,3,0.193,4.032,4.084,3,Not at all,9.13,9.492,9.542,2,Not at all,2.163,2.627,2.68,2,4,5.163,6.256,6.2,3,5,1.368,2.203,2.257,2,Not at all,1.021,1.395,1.435,2,3,1.173,2.174,2.101,2,Not at all,1.795,3.304,3.364,3,Not at all,2.391,2.797,2.846,2,614c7eefc87974fd23521f13,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,1
2021-10-14 15:45:29,2021-10-14 15:47:44,IP Address,213.205.192.83,100,134,True,2021-10-14 15:47:45,R_cAqrqOPZdyJK5qN,,,,,53.552001953125,-1.4871978759765625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,1.249,2.517,2.582,2,7,0.977,2.629,2.688,3,8,1.085,3.036,3.002,4,8,1.519,2.508,2.571,2,8,0.876,1.975,2.036,2,6,0.915,2.501,2.558,2,6,1.4,2.638,2.601,2,6,1.232,2.917,2.972,2,6,1.001,2.344,2.301,2,5,1.79,3.407,3.48,2,6,1.204,2.87,2.937,2,4,3.373,5.475,5.544,2,4,1.885,3.009,3.075,3,5,1.206,2.727,2.79,2,6,1.321,2.914,2.974,3,5,1.24,3.433,3.495,3,59c177605c50560001df944c,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 15:42:06,2021-10-14 15:48:44,IP Address,86.134.47.156,100,397,True,2021-10-14 15:48:44,R_2YFCD8qKiGHCkgh,,,,,52.5308074951171875,0.3699951171875,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,20,10,10,8,0.199,3.616,3.684,2,8,0.967,3.733,3.701,2,8,0.673,3.355,3.43,3,7,0.811,2.477,2.553,2,7,0.956,2.743,2.701,2,6,0.803,2.653,2.723,2,7,0.643,4.024,4,2,8,0.236,5.02,5.098,2,5,0.038,5.091,5.168,3,4,1.756,3.17,3.253,2,7,1.305,8.952,8.9,2,3,0.998,2.647,2.604,2,8,0.243,5.076,5.145,2,3,0.726,2.141,2.101,2,2,0.123,1.772,1.846,2,2,0.67,2.15,2.101,2,5d4e4f66ffbcf800199d5d2e,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 15:47:15,2021-10-14 15:50:34,IP Address,130.88.226.24,100,198,True,2021-10-14 15:50:35,R_1hYcUMBtsY673cM,,,,,53.4701995849609375,-2.230499267578125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.159,2.36,2.442,2,8,0.763,3.444,3.403,2,8,0.807,2.522,2.587,3,7,0.79,3.105,3.178,3,8,0.793,5.992,6.067,2,8,0.791,2.339,2.401,2,4,0.886,2.766,2.831,3,7,2.145,4.923,4.991,3,Extremely,2.765,9.147,9.102,5,5,0.831,2.385,2.448,3,7,0.959,3.874,3.946,4,4,1.379,2.847,2.925,3,7,2.016,4.301,4.37,3,6,0.759,2.366,2.432,4,6,0.869,2.053,2.128,2,3,0.805,3.522,3.591,3,616179575bef26ae1c94a4ac,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:48:48,2021-10-14 15:53:10,IP Address,81.154.94.2,100,261,True,2021-10-14 15:53:10,R_1lfS8SYuWkQJTDl,,,,,51.762603759765625,0.4709930419921875,anonymous,EN,"Read, understood and approved",5,5,0,10,7,7,5,5,0,20,10,10,7,0.546,1.668,1.601,3,8,0.633,1.428,1.466,3,6,0.614,2.046,2.082,5,7,0.606,16.2,16.351,4,7,4.352,7.89,7.8,7,8,2.486,7.339,7.38,6,6,0.578,20.267,20.32,14,6,2.368,3.765,3.804,3,6,0.782,2.648,2.683,4,5,1.016,2.312,2.35,3,4,10.71,31.482,31.401,6,5,0.823,3.089,3.13,5,4,0.643,1.749,1.776,3,3,0.663,1.884,1.801,3,5,0.726,1.788,1.701,3,4,0.506,1.443,1.474,3,57f18e976c19420001438a1b,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 15:49:44,2021-10-14 15:53:24,IP Address,92.40.182.120,100,219,True,2021-10-14 15:53:24,R_3pbrWPXpXvbmYua,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,15,5,10,7,10,5,5,0,20,10,10,Extremely,0.943,2.299,2.357,2,Extremely,0.853,2.134,2.191,2,Extremely,0.873,2.319,2.378,2,Extremely,0.83,2.232,2.301,2,8,0.073,4.207,4.266,4,8,1.34,3.329,3.386,3,Extremely,0.777,2.518,2.575,2,Extremely,0.72,2.735,2.799,4,6,0.773,1.901,2.062,2,7,0.723,1.844,1.801,2,7,0.926,2.759,2.816,2,8,0.785,2.023,2.081,2,7,0.834,2.039,2.096,3,6,1.03,3.781,3.838,3,Extremely,1.361,5.292,5.357,4,8,0.88,2.819,2.878,3,5be0051d45bb8b000173f6f9,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 15:51:16,2021-10-14 15:54:38,IP Address,81.129.176.216,100,202,True,2021-10-14 15:54:39,R_2ariU3NUctIehC3,,,,,50.9871063232421875,-4.2534942626953125,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,15,5,5,4,0.717,0.717,0.773,1,2,0.967,0.967,1.063,1,4,0.887,0.887,0.964,1,6,5.522,5.522,5.601,1,2,0.884,0.884,0.948,1,5,0.936,0.936,0.9,1,4,1.819,1.819,1.895,1,5,1.087,1.087,1.167,1,2,1.133,1.133,1.1,1,2,1.492,1.492,1.561,1,3,0.826,0.826,0.9,1,5,0.788,0.788,0.866,1,Not at all,1.528,2.286,2.369,2,2,0.9,0.9,0.967,1,4,0.908,1.398,1.482,2,5,1.427,1.427,1.401,1,616049b131b4c14e2aa91023,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,4
2021-10-14 15:52:56,2021-10-14 15:57:02,IP Address,2.217.21.37,100,246,True,2021-10-14 15:57:03,R_2znJJoUh5DGSurv,,,,,53.72869873046875,-2.6558990478515625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.327,2.478,2.534,2,8,1.198,2.663,2.728,3,7,1.305,2.355,2.41,2,6,2.322,4.143,4.2,3,8,0.89,1.8,1.856,2,6,1.388,2.725,2.79,3,5,1.183,2.346,2.4,3,6,1.602,2.966,3.013,3,6,0.881,2.263,2.318,2,5,2.875,8.023,8.087,4,6,0.985,2.144,2.197,2,4,1.347,2.411,2.465,2,6,1.511,2.297,2.352,2,5,1.237,2.83,2.885,2,3,1.159,2.423,2.486,3,4,1.453,2.67,2.728,2,5c97f7ed18a759001648027a,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
