persona_id,umap_x,umap_y
FpYh3P5jAMzox9jXF|GM4GNN6EXmhXWuh9e,7.0368485,-2.080321
FpYh3P5jAMzox9jXF|QBWmmzsTaNAkHQmCB,6.3069615,0.60533243
FpYh3P5jAMzox9jXF|Sobtwx5KjbxuJijvx,6.317775,-1.8469567
FpYh3P5jAMzox9jXF|XGSGgWNf6dPCKJe7f,2.2659795,-0.7547918
FpYh3P5jAMzox9jXF|bdcpfXacXH3mi6ytT,7.4416337,-3.3846445
FpYh3P5jAMzox9jXF|fpFxtzv8KbddMwT5f,8.148578,-1.6814827
FpYh3P5jAMzox9jXF|hFRk8jHTRrTfEXerP,6.342737,-2.8312018
FpYh3P5jAMzox9jXF|noXwx5mbTAhbe2D5X,6.887036,-0.9154252
FpYh3P5jAMzox9jXF|oxzfaNFWeQTCPbfR6,10.691861,1.9184438
FpYh3P5jAMzox9jXF|r4ppXWQgvYmHmkjdr,7.151171,-3.8803294
FpYh3P5jAMzox9jXF|uEdQDGdaW6RAt6bdQ,6.806048,-1.3200108
FpYh3P5jAMzox9jXF|z8wNrGjGdvhsrtd3n,6.734694,-0.73032856
FpYh3P5jAMzox9jXF|zyeWX2rk8kRATyEpM,8.938267,-3.0317116
FvZe9PNTuF273SJxa|6b42kqQPuGMHk4yvX,8.563745,-2.9720807
FvZe9PNTuF273SJxa|QG5q8LYhqZ3K2XnrK,3.2169473,0.15400334
FvZe9PNTuF273SJxa|SCJYAJ744WXwqRcTJ,6.445026,-0.36240318
FvZe9PNTuF273SJxa|SSoNSmBR4Y7Ays38d,2.617966,-0.31703955
FvZe9PNTuF273SJxa|WbT9X5inuAJneqsq4,3.508097,-0.0014883516
FvZe9PNTuF273SJxa|adFGoqtnHrrhm2yEQ,8.375932,-0.08923042
FvZe9PNTuF273SJxa|bTr9vEumghjmvqwdb,6.7491555,-1.3354322
FvZe9PNTuF273SJxa|gimLBJdGdHJrREskJ,6.7918596,-2.238239
FvZe9PNTuF273SJxa|hKq7NB6yhmjx5xhYE,4.5921774,-2.0445297
FvZe9PNTuF273SJxa|wHiPyq8N7cJQHQfcC,5.18111,0.9152722
FvZe9PNTuF273SJxa|xYgbPP5mcWqPTkDdr,5.8371,-3.3513086
FxN4ETksRuuZDFtEm|FK4WzfCAQJ2PhsmBf,8.423098,-0.2908062
FxN4ETksRuuZDFtEm|NvTuFa62irY7vQYvP,3.7931323,-1.3145455
FxN4ETksRuuZDFtEm|e4ibC4yyh8keBWJRN,4.8734536,0.22765505
FxN4ETksRuuZDFtEm|ir7kuiDXzxBT56Mwe,4.526857,0.27720556
G6ZjvG8cmjw4tAj6T|4vjmCiFpgjrfeY32v,2.3086782,-0.344438
G6ZjvG8cmjw4tAj6T|68NhXvTiB22wQCfT5,5.824582,-3.7841768
G6ZjvG8cmjw4tAj6T|7Pe3Mzhn7y7WpApnu,6.7077775,-3.257418
G6ZjvG8cmjw4tAj6T|A8Q7dhWK42XxvygSe,3.2600253,-1.8715358
G6ZjvG8cmjw4tAj6T|CtFWzyC9AetEJKRqF,7.082463,-3.5490386
G6ZjvG8cmjw4tAj6T|HkxwRxQWSEhi6vrou,2.1942375,-0.5665277
G6ZjvG8cmjw4tAj6T|LCBpzS9WDWn3yTgyE,9.488301,-1.9610504
G6ZjvG8cmjw4tAj6T|LziC8HDex6gmfaLxA,6.5551677,-2.133247
G6ZjvG8cmjw4tAj6T|WL7naBzQSJKsecQ6W,11.123733,-0.96893924
G6ZjvG8cmjw4tAj6T|d9Q4bAGJWN7dbLZ7Z,9.005818,-2.3609807
G6ZjvG8cmjw4tAj6T|vTHF7zQCvSKCHxByb,3.2567627,-1.8743559
G6ZjvG8cmjw4tAj6T|xJSX3CD6tYhBoouuS,5.2844877,-3.487941
G6oekPH7QWW5gEh8g|EsNFMQAZe7JmtiDBF,11.336674,-0.7603052
G6oekPH7QWW5gEh8g|oKrYcAGCRCTpFy8WA,5.6236196,-2.8186126
G6oekPH7QWW5gEh8g|y9eHvkbhwijYkPHcM,7.7453117,-1.7145058
G7MK9MeuEdEmnrf8g|34XA4hdGczFSLM8A2,5.944363,-2.7368534
G7MK9MeuEdEmnrf8g|4F4iWqtTcfym6eZbu,8.096878,-0.73175097
G7MK9MeuEdEmnrf8g|6pJAT3w3b6pEeQSh2,8.619634,-1.3821949
G7MK9MeuEdEmnrf8g|9dfMmsGPWxWSam3aH,6.3229284,-2.9076202
G7MK9MeuEdEmnrf8g|9hfoX8Na8ZGdnWYRP,9.260547,-2.3592153
G7MK9MeuEdEmnrf8g|JHxEWx9sH99wYFXFN,6.0740585,-0.90406096
G7MK9MeuEdEmnrf8g|REE3nTygZekYjxGt7,6.13917,-2.9125044
G7MK9MeuEdEmnrf8g|WxsBjJWNXYAh4nGPm,6.963277,-2.23988
G7MK9MeuEdEmnrf8g|dScGksXpRCS2oFJnL,8.7540245,-3.1747117
G7MK9MeuEdEmnrf8g|hHwNZMJgvMKxnwWP9,6.3479033,-2.052173
G7MK9MeuEdEmnrf8g|nHnwfzpPYRiT6TioL,6.0346446,-2.5222378
G7MK9MeuEdEmnrf8g|oAFYn6ptaGsnyXZBZ,8.74754,-2.3444934
G7MK9MeuEdEmnrf8g|qrupxuevAM9xuKYtc,6.341133,-1.9935552
G7MK9MeuEdEmnrf8g|w4fmmfBT8nHacoYew,3.4687128,0.12244407
G7MK9MeuEdEmnrf8g|xHCgddfCRmSPiTHLx,8.475143,-0.9836323
G7MK9MeuEdEmnrf8g|zYqo6meiWzKcNpJQY,8.713885,-1.6829473
GCnCvjXC59gJ6uqDL|ASrCJ6LFhJS8haC6K,8.047348,-1.4097704
GCnCvjXC59gJ6uqDL|CoSZASfd7FXBqzGLo,9.866813,0.30469748
GCnCvjXC59gJ6uqDL|EEBKSXfYjMTgT9g45,7.0611043,-3.9413006
GCnCvjXC59gJ6uqDL|Nhds6sbXJzmpsSYeS,8.723314,-2.8910072
GCnCvjXC59gJ6uqDL|RpTErLaMBvR2NamQn,10.749136,0.8924837
GCnCvjXC59gJ6uqDL|bbrCAAiEfNHLfuquG,6.359079,-0.09290466
GCnCvjXC59gJ6uqDL|cxnxAnHeuxdux7W9k,8.4204855,-1.9425136
GCnCvjXC59gJ6uqDL|eGArEGoyTXx5Dr2ho,10.682826,1.1406898
GCnCvjXC59gJ6uqDL|en2KpTZ25qoXtQoJS,7.1287622,-2.823441
GCnCvjXC59gJ6uqDL|fzScndw6kkJXNHgMF,8.632881,-3.1815183
GCnCvjXC59gJ6uqDL|iCMjo6wZMzZ8yWYR7,10.577286,1.2567841
GCnCvjXC59gJ6uqDL|kQzMygHwyDHA9oaDW,10.484951,1.0777566
GCnCvjXC59gJ6uqDL|kYfyGmJAiLk6Hzz7q,7.350223,-1.928367
GCnCvjXC59gJ6uqDL|oHervNJRhw4ooHPx2,6.6049643,-0.9203497
GCnCvjXC59gJ6uqDL|w2SKbEq4zMSL8iqQz,8.938324,-0.89891446
GEg4HoG4betWJeQrA|2pv9wboNdcYqyeTQq,8.913745,1.4626347
GEg4HoG4betWJeQrA|63drsFH4NuTriETbT,10.559293,2.223238
GEg4HoG4betWJeQrA|68s3GbKkhuTGoe7Pi,10.284279,2.3246813
GEg4HoG4betWJeQrA|NSmrEaxYamF744o6D,10.040073,1.5411873
GEg4HoG4betWJeQrA|RSZTvhRvpKGaY6BrS,10.434995,-1.6365855
GEg4HoG4betWJeQrA|bAZhq9SppkgfKZiDC,10.068939,2.0592937
GEg4HoG4betWJeQrA|bswafpp4ysttT9qWz,4.4308233,-3.039752
GEg4HoG4betWJeQrA|buq9mK9KkRyvvCRa6,3.412866,-1.9799972
GEg4HoG4betWJeQrA|d5Jk3qqEoz4GB7EEv,9.923102,-0.99789685
GEg4HoG4betWJeQrA|gg6rFRR3Dzf3N2sH6,10.813999,-0.42278358
GEg4HoG4betWJeQrA|hrdpFTzB55zNF3cFQ,4.577169,-2.3816562
GEg4HoG4betWJeQrA|nPKF9BRec2ocdR2XF,9.532534,1.3373563
GEg4HoG4betWJeQrA|oucsRqEZJ3hgexTDE,8.538402,-0.9151318
GEg4HoG4betWJeQrA|rQy2ALbQ2jEs2YcKB,4.3901434,-1.7813016
GEg4HoG4betWJeQrA|yovmHKActQcomid9p,10.2568655,-1.6568136
GX7zLsMwHfJaT4w4m|29aspqWcFWTDJsT9o,4.0670786,-0.18097745
GX7zLsMwHfJaT4w4m|2N8cSCiZnjyvkdMHn,2.2814846,-0.6671722
GX7zLsMwHfJaT4w4m|3CQKifM8ZavBuYee4,10.175192,2.3777606
GX7zLsMwHfJaT4w4m|EruifnZnoCyYycpv7,3.5667598,-1.9004321
GX7zLsMwHfJaT4w4m|HFc2efNzXgZjMKw6W,4.547209,-2.1818285
GX7zLsMwHfJaT4w4m|NETws2TAo3ccixBRc,2.4550326,0.54876876
GX7zLsMwHfJaT4w4m|PSEubLa5xZjuMCanz,10.190423,2.2797754
GX7zLsMwHfJaT4w4m|Sk7sHJuxiPkrxRa3D,10.597111,2.357175
GX7zLsMwHfJaT4w4m|ggLdhePBG53TndR6R,10.913985,-0.13698617
GX7zLsMwHfJaT4w4m|gsemfksijfKmiGr2x,10.9284935,0.06252305
GX7zLsMwHfJaT4w4m|nDfPo8cDCtp7Ea4ox,3.5161743,-1.8291479
GX7zLsMwHfJaT4w4m|pJe4tiWnBKY8fwqYt,4.163047,-0.5681449
GX7zLsMwHfJaT4w4m|q5mJdmzFuopKpDXgb,4.083228,-2.3939285
GX7zLsMwHfJaT4w4m|umg7y7bknGBwaXXvA,10.047481,2.2622907
GbjwyJcfLQpH5cCu3|2Re5Y9t76xH255Ao4,4.4696946,-3.2374818
GbjwyJcfLQpH5cCu3|Cay9hgyJEpZW4rY6J,2.3373413,0.059033073
GbjwyJcfLQpH5cCu3|F5oYFWBZsrNpGqSeT,9.01321,0.15874086
GbjwyJcfLQpH5cCu3|XPRJntna9XtY6Ne8W,5.035064,-0.23074284
GbjwyJcfLQpH5cCu3|zaQ5CKFfbdeQjJHKb,10.127031,-1.7911139
Gp8geFeTE57EuwX8L|4nemWzHPLcnHLWHZ8,5.2340636,-0.6367663
Gp8geFeTE57EuwX8L|ZxsA7YbFAYP6Njdm7,5.1749854,-2.16432
Gp8geFeTE57EuwX8L|cZEvRJhh25Gup9DWz,3.9654284,1.1815073
Gp8geFeTE57EuwX8L|en3YNSsTsy7tHDiCw,5.3777027,-0.09002955
Gp8geFeTE57EuwX8L|fv5GBkWh5TN5BCRGp,4.5758953,-2.7341244
Gp8geFeTE57EuwX8L|orjccZFpinqgf8KRQ,9.034656,1.2924318
Gp8geFeTE57EuwX8L|p3igAuHJ6xStmnZLe,3.7235622,-1.3837961
GtzSjujsFLASFExF2|Nf9qC3doQpDSF5BAs,6.0854244,-2.6573858
GtzSjujsFLASFExF2|vFxthTKwK4xFwWTfs,6.302365,-2.673137
H3yngXww4Fk2g9Ara|FeR9pg8fF8fspwq3Q,5.106141,-1.8957132
H3yngXww4Fk2g9Ara|HetmyytmJxPuFuck3,11.153958,-0.18867598
H3yngXww4Fk2g9Ara|Jz9dodX4bQz6iWvZq,11.098391,-0.14036997
H3yngXww4Fk2g9Ara|NWAbC7N2GvyLSvPQJ,10.32355,2.3000886
H3yngXww4Fk2g9Ara|QHNQz2nefpCeSukSe,5.15191,-1.9233079
H3yngXww4Fk2g9Ara|T4wukPY2kENYydWA5,2.7460093,0.5504551
H3yngXww4Fk2g9Ara|TnpTJCgrkrxWB8qvx,10.735423,2.1660283
H3yngXww4Fk2g9Ara|eyGMExhFYBQyLX8uo,3.6926832,1.2137444
H3yngXww4Fk2g9Ara|i3KBdDQdZ6KRHntiD,10.56131,2.5173683
H3yngXww4Fk2g9Ara|mC9EE7zwRwzngNMdT,9.694588,1.4525952
H3yngXww4Fk2g9Ara|wNM4XEgzKYSsb6QFd,4.2213063,-2.8383727
HBxzHrnfDWC4phmdw|KgZDbGtMbHnwNcDAd,8.488285,0.3168163
HBxzHrnfDWC4phmdw|LRPjChpJxvY3QvqNe,8.878757,-0.26239416
HBxzHrnfDWC4phmdw|Wn2sLb7yTu2dwE8jA,10.061364,1.0952317
HBxzHrnfDWC4phmdw|s8kbRdsw825C6b9W7,2.795204,-1.2386942
HohcuivFAp5Q6BGuP|36CugKZCd4t3a9rbx,6.3974333,-3.6379697
HohcuivFAp5Q6BGuP|4qakrepGDvBWiTqAe,6.6187606,-3.4808486
HohcuivFAp5Q6BGuP|7tGAHjAt4efZCofDm,6.77645,-1.627641
HohcuivFAp5Q6BGuP|AhsusT24xwpC7LPi2,3.172916,-1.2848632
HohcuivFAp5Q6BGuP|HcJD3c6NwTnTeC6ab,11.24619,-0.9087355
HohcuivFAp5Q6BGuP|f8D2Bh3ZxsyWAMFc6,7.3359528,-2.6558962
HohcuivFAp5Q6BGuP|ohNtaznMTrDraTuTr,2.593089,-0.1764598
HohcuivFAp5Q6BGuP|utAfWfFBqmeYqEgGY,5.942682,-3.772991
HohcuivFAp5Q6BGuP|zn9uuLvSbz2gJwfs3,7.066759,-3.4293034
HrczRL6YXMbvaEsqf|6wQK76dLxAEpeFvCD,2.9801025,0.026443291
HrczRL6YXMbvaEsqf|C7ZMj7NQwbsRZoyA3,7.2921114,-3.8073068
HrczRL6YXMbvaEsqf|DrQaRBnXEfA4uwxJD,6.839803,-1.350021
HrczRL6YXMbvaEsqf|YTspzJ8dijfSSyXqa,6.7548714,-3.7710621
HrczRL6YXMbvaEsqf|vDAub3EZLuaWcz98Q,2.5494368,-0.3171639
JFERtdbEhHGdPKL5G|6LhBRY4p4pmXE9BDp,8.516119,-1.3338189
JFERtdbEhHGdPKL5G|6p4JArxbGs6vTMJrF,6.822772,-0.9664441
JFERtdbEhHGdPKL5G|BtSdupFbAuw5j7JoX,8.716237,-1.0144514
JFERtdbEhHGdPKL5G|DK4odpXgeGkdRcGqp,2.811902,-0.18919633
JFERtdbEhHGdPKL5G|MsjeDJcbWNicNSCo6,7.0243416,-1.2411109
JFERtdbEhHGdPKL5G|WJc5sQj9uZhevHKuw,6.006617,-3.9396853
JFERtdbEhHGdPKL5G|WS5DNCT2srqJMEh8i,5.999484,-2.3946214
JFERtdbEhHGdPKL5G|Ws79ibjhbmCfuQo8y,8.535787,-2.435845
JFERtdbEhHGdPKL5G|eE2rtaLzHmDCS72m5,2.6251202,-0.6452683
JFERtdbEhHGdPKL5G|hs6nqEMGJ6g5XKvr3,6.568674,-2.8659499
JFERtdbEhHGdPKL5G|kiWnFD5K9XANB2yCS,6.529265,-2.1609032
JFERtdbEhHGdPKL5G|ou62m4D5oiDJnLqpa,8.180629,-2.0155072
JFERtdbEhHGdPKL5G|p66sxKbEPoRx7t9EF,6.444112,-1.0225328
JFERtdbEhHGdPKL5G|pxjow6p8Cck2JoTbR,7.090096,-0.9906579
JFERtdbEhHGdPKL5G|rJW7h6sGmxTbfZKMo,9.677555,-0.059681017
JFERtdbEhHGdPKL5G|v2qa5iJzpnec62nSt,3.4542887,0.09070982
JFERtdbEhHGdPKL5G|whkm2oCuZce5uGuhY,9.219201,-1.9924592
JLFHg4eNsf6DvtZwo|5svdo9hvavwK3sEYY,5.0234494,-3.240453
JLFHg4eNsf6DvtZwo|5zEQ9fbiCnkdFdyKc,4.6946025,-3.4326105
JLFHg4eNsf6DvtZwo|6H97qifGX8nfB5tg7,10.167633,1.6060761
JLFHg4eNsf6DvtZwo|6kRZhpuEC9CEXSaBz,5.5523844,0.67640024
JLFHg4eNsf6DvtZwo|CKmnDozY6wKy8hLAi,3.4812074,-0.4985378
JLFHg4eNsf6DvtZwo|FGXDnkC8PYjPPzKQQ,5.403908,-1.1020578
JLFHg4eNsf6DvtZwo|FTQnmhTkS6wFrCCaD,5.0147257,-2.529968
JLFHg4eNsf6DvtZwo|FXEa9vdXvHdsf7WTZ,6.0204077,-2.1117635
JLFHg4eNsf6DvtZwo|KWB3b2RLykyyuvFXR,4.2262135,0.61662877
JLFHg4eNsf6DvtZwo|PRCBDy7tAzjGJM7k4,8.950558,1.6311129
JLFHg4eNsf6DvtZwo|PwLH3TwHPfprDqYcA,2.6785688,0.17084962
JLFHg4eNsf6DvtZwo|Ti8RpQogp7CYZWA9e,5.6110306,1.534737
JLFHg4eNsf6DvtZwo|kRvbPAsWYPF5gnFif,6.299004,-0.06545051
JLFHg4eNsf6DvtZwo|kTjv43mcQWsbzzRv7,2.5759134,0.63532907
JLFHg4eNsf6DvtZwo|oSWfYX3ePqyKRRgnW,9.4747305,1.5189396
JLFHg4eNsf6DvtZwo|t395GPuFjyYFPkLfy,10.103046,1.6878297
JLFHg4eNsf6DvtZwo|wMxpdvuWa9xCT6MJa,4.9790783,-0.46376204
JNimkKTMhv7RR3bxr|CKsLPkaGjYF4mmz9b,9.495736,-2.561135
JNimkKTMhv7RR3bxr|CoFKEEWvNba4jMqFg,8.892168,-2.4369996
JNimkKTMhv7RR3bxr|JkPfwLz4y53ikJZZo,7.4410734,-3.487426
JNimkKTMhv7RR3bxr|PHsHtbZF44XLn6b2o,9.094155,-2.330419
JNimkKTMhv7RR3bxr|TcxDsGZ8YPWgJK6rs,6.9157834,-1.431694
JNimkKTMhv7RR3bxr|Wxk8dfPmPRuJFxxC4,6.5293584,-0.64462686
JNimkKTMhv7RR3bxr|a98ubrJPr8c9paTWb,9.081879,-1.8893158
JNimkKTMhv7RR3bxr|iSzJJgqB67s3NnfcS,7.029406,-3.8125873
JNimkKTMhv7RR3bxr|mBknMuGMNeGkSiqbG,6.8976035,-2.307335
JNimkKTMhv7RR3bxr|nSYSW2ajJSZsQffBw,7.042653,-3.5194821
JNimkKTMhv7RR3bxr|oHoxLubq6TgjGuPhD,10.7603855,1.1294101
JNimkKTMhv7RR3bxr|qhQ6i2euGHckojfyY,8.684304,-1.5791088
JNimkKTMhv7RR3bxr|sLzAGh3Ev2aegPdXp,10.578422,1.7156496
JNimkKTMhv7RR3bxr|vppb8DcsgJbw2YEos,10.386161,0.8409966
JNimkKTMhv7RR3bxr|y8B82RmBbBeryevx6,8.574619,-2.381455
JNimkKTMhv7RR3bxr|zKekbHDsKpuEHHu4Q,10.496825,0.98020154
JcdTBoHFHKhHjTPrr|27eaGWyGbCBFdJ7Ji,6.4020104,-2.499589
JcdTBoHFHKhHjTPrr|2pouTWH5wpaLG6oi8,6.7355638,-1.8644814
JcdTBoHFHKhHjTPrr|37rEFdCYxj5bSBkPD,6.4745765,-0.7186223
JcdTBoHFHKhHjTPrr|B5NqxcCZbFAeW9ioe,6.620683,-2.3393245
JcdTBoHFHKhHjTPrr|Gw5p3GgNwmkHsCKJT,7.2605596,-2.130676
JcdTBoHFHKhHjTPrr|LFGN9ivDK9AL6y3th,5.9581184,-3.3734348
JcdTBoHFHKhHjTPrr|MqErwSvktFjoiNrE8,10.774821,-0.37282544
JcdTBoHFHKhHjTPrr|RRFhwb9sDPfeRejQv,2.9911418,-0.124314055
JcdTBoHFHKhHjTPrr|TqnPoJwiDm6ohydLm,6.8413363,-2.8120036
JcdTBoHFHKhHjTPrr|WS7WB6qWaJW3n8XxM,6.7571616,-2.2933402
JcdTBoHFHKhHjTPrr|bWnZkipFp5af53kwh,11.053949,-0.7811369
JcdTBoHFHKhHjTPrr|nHZZZWrWziFg6FoF5,8.718696,-1.2109202
JcdTBoHFHKhHjTPrr|s4imAosbaYgnFJy5W,9.153786,-2.5060842
JcdTBoHFHKhHjTPrr|u8c2aNRxtFN6ouWMf,6.473146,-3.025167
JcdTBoHFHKhHjTPrr|uGnoMxXthNjLHHZwx,6.6094527,-2.4958644
JcdTBoHFHKhHjTPrr|znyvfCHAztpfMovCW,8.422211,-1.9970498
JhMYTnbwHvyhTu8Ls|FLvQTLqwfitdd2krT,8.62139,1.3064086
JhMYTnbwHvyhTu8Ls|y9x2N5gdCvpEQdyPk,5.0310044,-2.5568297
Jk2TeDi3nXCYfBfYp|2MnLCDYRzZY6XWumj,6.523645,1.3854749
Jk2TeDi3nXCYfBfYp|3bMNgNRn6BiymKHMa,5.478771,-2.0389128
Jk2TeDi3nXCYfBfYp|4qR6QzTYCCLtTGQhc,8.884696,-3.1403496
Jk2TeDi3nXCYfBfYp|928ZZcdcZW3yZWus6,9.260061,-1.2486916
Jk2TeDi3nXCYfBfYp|C8aMkYELR6G7HkKDo,4.9779296,1.5062253
Jk2TeDi3nXCYfBfYp|MbRCsgonnyvBMi5sw,3.2400398,0.60465205
Jk2TeDi3nXCYfBfYp|WGDneEr6FFWbEigpA,3.908199,0.28199857
Jk2TeDi3nXCYfBfYp|WjxMBp2SoMNtNCuvt,4.721101,0.5648993
Jk2TeDi3nXCYfBfYp|XFx6aGQQPR45ZGnRj,3.9569902,-2.2050316
Jk2TeDi3nXCYfBfYp|aX7ttGhbEwsicBWYr,3.6416888,-1.854383
Jk2TeDi3nXCYfBfYp|hSgW5L7zawZZ3QzTp,4.3034573,-2.6251183
Jk2TeDi3nXCYfBfYp|hqb3pawENqEeDeKor,10.07434,-2.1194985
Jk2TeDi3nXCYfBfYp|nDAzYwNcFpBMNLXZi,4.5015187,0.78782207
Jk2TeDi3nXCYfBfYp|vi26ccixhM4rcTNjp,5.349862,-1.8838223
Jk2TeDi3nXCYfBfYp|wePYQ4TnDLw8tX2t2,10.665176,1.9370123
Jk2TeDi3nXCYfBfYp|xuAbyZySYsHZgi6LL,6.149044,0.09387215
JmYG5zXxdsfdzSnMx|5brra9cjRGRY2bsuj,8.839256,-2.4106188
JmYG5zXxdsfdzSnMx|8e7g9Ed9igkTzK2ML,6.861578,-3.32234
JmYG5zXxdsfdzSnMx|X68aqqR5n6qqnst9x,3.672688,-1.7877057
JmYG5zXxdsfdzSnMx|YPfPyeMLTizvyzf7E,2.3846421,-0.48875454
JmYG5zXxdsfdzSnMx|dkkZjAjTpZSSX6yWY,4.104607,-2.2933042
JmYG5zXxdsfdzSnMx|mhsBBXqk9eLM8xfAG,8.913142,-1.8442225
JmYG5zXxdsfdzSnMx|x7qe5Nuf46jdQaGvv,6.391907,-3.8074026
JyRS9pfe7NBuBTPwP|9Q9YC8RzLuoZEmKnY,8.894109,-2.0106714
JyRS9pfe7NBuBTPwP|CBXzdH8kTXtzg95to,6.1620054,-2.991714
JyRS9pfe7NBuBTPwP|DkyzZ3X7HKjd5LG67,6.2860255,-2.9794056
JyRS9pfe7NBuBTPwP|Fzg53xquW6rcsLDr5,2.2680733,-0.44766992
JyRS9pfe7NBuBTPwP|QxstRdqPbZR8tTwjL,6.5457935,-3.36019
JyRS9pfe7NBuBTPwP|TpSZYY5D236qFxxan,5.4263654,0.97926974
JyRS9pfe7NBuBTPwP|ZJ6mzJnHnRvPhhuQo,5.5743566,-3.726779
JyRS9pfe7NBuBTPwP|bTfjNmRWpkDJsKtmj,8.322022,0.00418133
JyRS9pfe7NBuBTPwP|gjpZLvRFdEm3BwSxv,6.6590004,-2.1230702
JyRS9pfe7NBuBTPwP|k5SmHKCTPKnvQpEj7,10.640223,1.1543581
JyRS9pfe7NBuBTPwP|ytfAMuLvgcBHZMCNE,6.547814,-3.4822013
JzBnLNCjZmuywFp5a|7TLomr58NbBaxPFve,5.417546,-1.0063527
JzBnLNCjZmuywFp5a|9aoWtw6EanzKPwZau,10.948509,-0.13788755
JzBnLNCjZmuywFp5a|E6Fxd9hZfYyCXFqNQ,4.6021338,-2.4659538
JzBnLNCjZmuywFp5a|F4b85BT8zYXe6iMQD,5.0384116,-1.4970362
JzBnLNCjZmuywFp5a|HB74TC5rwvD7ak5nc,10.679089,2.0096262
JzBnLNCjZmuywFp5a|LyJNaJjEbodaGzbTr,4.652016,-1.6073896
JzBnLNCjZmuywFp5a|ePcWoHaMCvAXFjdMe,9.978539,2.2576785
JzBnLNCjZmuywFp5a|qgq65k9mt4cgFRuem,10.996122,-0.30083644
JzBnLNCjZmuywFp5a|zbWmKAvvq2XsQk5sr,4.200727,-0.2781026
K773SGk45bYd9k8j8|4MDbpMywveobjGz7b,5.38135,-1.8928362
K773SGk45bYd9k8j8|6JZBqoo6QYQi678Lr,5.191751,-3.023495
K773SGk45bYd9k8j8|6y6Wh9LRmapnG9cN5,10.682403,1.9287864
K773SGk45bYd9k8j8|BvanyKPo9nfFStjAv,4.960955,-1.970333
K773SGk45bYd9k8j8|DncE67GiaveRGN3Tj,10.520623,2.3668003
K773SGk45bYd9k8j8|QQq52jfyE58JvGFHC,2.9375656,0.79668206
K773SGk45bYd9k8j8|YF8bXSCndcwnTayMj,4.1976333,-0.48485214
K773SGk45bYd9k8j8|Zw7viY3kmJvWF8WaT,4.112757,-2.9809616
K773SGk45bYd9k8j8|nRJEiZS4kDL39LCwv,4.9247665,-2.6161277
K773SGk45bYd9k8j8|oqRZ4brBcBYuycSeH,3.7645802,-1.3589573
K773SGk45bYd9k8j8|pyw6tDg3yAJEXG9LR,9.61029,-1.1101213
K773SGk45bYd9k8j8|qMKnYBS8pZG5sJwkC,4.662394,-1.9221933
K773SGk45bYd9k8j8|tWpSz49eFiLwHWT4X,3.6658528,-1.9389297
K773SGk45bYd9k8j8|xaTaXuzM5d4BD7Hts,9.001768,-0.2040382
K773SGk45bYd9k8j8|xaeKibbxhzeu2qLnA,3.9594066,1.200633
K773SGk45bYd9k8j8|y546pYkJMB7k34NHT,9.592446,0.15193126
KAwWsZ7sAi5tvbvaP|3R4RmvBG5iNSbj9zB,5.724059,1.6246141
KAwWsZ7sAi5tvbvaP|3at2jFnH9q4z8L9QC,3.072277,0.7618436
KAwWsZ7sAi5tvbvaP|3xvEPS86ANgf2c573,7.9738646,0.47971812
KAwWsZ7sAi5tvbvaP|LPQatsdbWJM3tsNqQ,3.4836938,0.16195512
KAwWsZ7sAi5tvbvaP|M4pLwLRPcLjfoF4P6,2.7151706,0.2513766
KAwWsZ7sAi5tvbvaP|RaGcqEWaJcP9htAS5,6.3319387,1.1272973
KAwWsZ7sAi5tvbvaP|SfGhYPabhpGNYw5kc,5.510874,1.6646701
KAwWsZ7sAi5tvbvaP|WQpBKb5wRwcSdS4rm,6.8311386,1.1166295
KAwWsZ7sAi5tvbvaP|bAsjWFzFw7AaAcf9g,6.2645903,0.87091
KAwWsZ7sAi5tvbvaP|gpvCGNdLKu9Rq3ou4,9.931473,-1.7632227
KAwWsZ7sAi5tvbvaP|jYAzivMNi4qAufvaQ,3.1407697,0.1456766
KAwWsZ7sAi5tvbvaP|quhq7KaibLJi2fxLf,4.210795,1.105222
KAwWsZ7sAi5tvbvaP|rrrsHvYP5bHDCifeM,2.6176329,0.44775772
KAwWsZ7sAi5tvbvaP|vpWHYhC9RtABPXcqL,5.3476787,1.470346
KAwWsZ7sAi5tvbvaP|wW3gG74zRPJ8SL7dp,6.1856728,1.3583133
KSbkpoF7LDj2u2BBi|8PZaBvsZeRHcSrTf7,11.112117,-0.9842716
KSbkpoF7LDj2u2BBi|ByJRdxG55tbcb295Z,7.0011263,-3.2463686
KSbkpoF7LDj2u2BBi|EaRYyrkv3sSvDm6Pj,5.812091,-3.4983687
KSbkpoF7LDj2u2BBi|GXuoiAo2vL85BReiQ,6.2908907,-3.1744852
KSbkpoF7LDj2u2BBi|JxdAMR2Bvsd3HyGbm,7.227232,-0.63693255
KSbkpoF7LDj2u2BBi|RWPdtWDcCEiTEvJgc,6.433549,-2.5031376
KSbkpoF7LDj2u2BBi|akY7wMDzFMt3pyFpT,7.0585914,-0.14876696
KSbkpoF7LDj2u2BBi|dcGDNpba2Ad9JmRaf,7.024194,-1.1604942
KSbkpoF7LDj2u2BBi|eJga9wh7xAwaywxDW,10.679168,1.0735062
KSbkpoF7LDj2u2BBi|eSkN7FnTkBHJiXhbN,7.403579,-3.160093
KSbkpoF7LDj2u2BBi|idjoiMeAgeJceaokv,6.674346,-0.52591074
