text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"Communication is absent; the player never sends chat messages. This indicates a silent, low-engagement communication style. They neither attempt to coordinate, justify, or persuade, nor do they protest or explain when norms are violated or when they themselves are punished. This suggests either low social initiative, a preference for staying unnoticed, or indifference to the social channel. They are reactive only through actions, not words, and show no evidence of directly confronting others or trying to build explicit agreements. Their avoidance of chat also means their beliefs and intentions remain opaque to others, which may protect them from direct social conflict but reduces their ability to influence group norms.",1.8421122,0.75271857,14,Silent Observers in Communication Dynamics,"This cluster highlights individuals who exhibit a non-communicative or passive communication style in social settings. They refrain from sending chat messages, opting instead to observe without engaging in discussions or coordination efforts. Their silence may indicate a preference for low social engagement or a strategic choice to remain uninvolved.",126
"The player communicates very sparsely. They send a single friendly, prosocial message that frames their rewards as a gift and signals goodwill. There is no visible attempt to coordinate explicit contribution levels, set group norms, or threaten punishment; they neither respond to others’ greetings in an extended way nor use chat to negotiate strategies. Their communication style is warm but minimal, oriented toward positive affect rather than explicit persuasion or enforcement. This suggests a preference for leading by example and by reward rather than through verbal coordination or pressure.",0.55176985,-0.31747735,11,Low-Engagement Cooperative Players,"This group of players exhibits minimal communication while maintaining a cooperative stance. They engage sparingly, often responding to others rather than initiating discussions, and their tone remains polite and non-confrontational. Their contributions are typically brief and focused on reinforcing group norms rather than leading or challenging the group dynamics.",121
"The player does not send any chat messages, even when others communicate. They ignore greetings and do not attempt to explain, justify, or negotiate around their free-riding. This indicates a non-engaging, silent style: they neither coordinate nor attempt to persuade. They also do not use chat to protest or respond when they are punished multiple times. Overall, they present as socially withdrawn or strategically mute, possibly to avoid drawing attention or to avoid being drawn into norm-building conversations. Whether they are indifferent to social impressions or simply prefer low engagement is unknown, but there is no evidence of attempts to manage relationships or influence behavior through communication.",1.7246405,0.69783694,14,Silent Observers in Communication Dynamics,"This cluster highlights individuals who exhibit a non-communicative or passive communication style in social settings. They refrain from sending chat messages, opting instead to observe without engaging in discussions or coordination efforts. Their silence may indicate a preference for low social engagement or a strategic choice to remain uninvolved.",126
"Their communication is minimal, polite, and not used as a major strategic tool. They send a brief, neutral greeting and do not otherwise attempt to coordinate strategies, persuade others, or publicly call out behavior. They also do not directly respond in chat to others’ specific actions, even when one peer expresses positive sentiment. This low‑chat pattern suggests a preference for acting through contributions and sanctioning mechanisms rather than through verbal negotiation or social pressure. They appear engaged in the game but not socially expressive; they neither rally the group nor confront defectors via messages. There is no clear attempt to build explicit agreements, set contribution targets, or explain their punishment/reward logic to others. Their engagement style is action‑oriented and somewhat reserved: they observe and respond through game moves rather than overt discussion. Any underlying beliefs about others’ intentions or fairness norms are inferred from their contribution and sanction patterns, not from verbal statements. Personality‑wise, this is consistent with a player who is cooperative and norm‑sensitive but not highly verbose or socially dominant in group communication. Whether this reflects shyness, efficiency, or disinterest in chat specifically is unknown.",0.7883248,1.1048589,10,Minimal Communicators in Group Dynamics,"This cluster represents individuals who engage in communication very sparingly, often limiting their contributions to brief greetings or neutral inquiries. They tend to avoid strategic discussions, moralizing, or attempts to influence group norms, instead maintaining a low-key presence. Their behavior suggests a preference for non-involvement in the social dynamics of the group.",86
"They do not initiate or respond in the chat, despite at least two other players speaking. This silence suggests a low-communication, task-focused style: they rely on observed behavior rather than verbal coordination. They neither encourage others nor protest against free-riders in words, indicating a preference for using the game’s formal mechanisms (contributions and sanctions) rather than social persuasion. Their lack of verbal engagement also makes their motives opaque to others; any norm enforcement they engage in occurs purely through action, not explanation or negotiation. Overall, they come across as reserved, non-confrontational in language, and uninterested in building explicit alliances or reputations via chat.",1.0754585,1.1256253,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"Their communication is brief, cooperative, and oriented toward consensus-building. They engage with others but do not dominate discussion. Initially, they respond affirmatively to another player’s push toward high contributions, aligning themselves with a pro-cooperation camp rather than initiating it. When another player later asks for clarification about the best strategy, they give a clear, direct answer favoring universal full contributions. This indicates they actively support a shared understanding of the payoff structure and encourage aligned behavior. Their tone is agreeable, succinct, and non-confrontational. They neither criticize low contributors nor single out anyone for blame. They appear comfortable following and then reinforcing an emerging cooperative norm, helping to stabilize it rather than trying to enforce it aggressively. Overall, they show a light-touch, pro-social engagement style: they participate enough to keep coordination moving in a cooperative direction but avoid argument or moralizing.",-0.78823256,0.36752817,4,Cooperative Communication in Group Dynamics,"This cluster highlights personas who engage in sparse yet effective communication, emphasizing cooperation and coordination. Their interactions are characterized by affirming tones and a focus on reinforcing group norms, promoting a collective approach to decision-making.",115
"The player does not use the chat at all; their communication style is completely non-verbal and inferred only through actions. They appear to listen to—or at least be influenced by—others’ messages: when other players verbally push for universal high contributions, this player’s subsequent behavior aligns with that emerging consensus. This suggests they are responsive to group coordination efforts even if they do not actively lead or participate in them. Their silence implies a low-engagement or reserved social style in the chat channel, preferring to express norms and preferences via contribution and punishment choices instead of persuasion or explicit negotiation. They do not attempt to correct or challenge others directly, even when they later sanction low contributors, indicating a preference for anonymous, mechanism-based enforcement over overt interpersonal confrontation. Any deeper motives for not speaking (e.g., shyness, strategic opacity) are unknown.",1.6528759,0.011150455,13,Silent Cooperators in Group Dynamics,"This persona cluster highlights individuals who exhibit minimal to no verbal communication in group settings. Their engagement is primarily action-based, relying on contributions rather than dialogue to participate in cooperative efforts. This behavior suggests a preference for observation over active participation in social interactions.",144
"The player is concise, norm-focused, and uses chat primarily to guide and coordinate group behavior rather than for social bonding. Early on, they draw attention to specific low or zero contributors, implicitly nudging them to increase their participation without overt hostility or explicit blame. Later, they publicly commit to matching a strongly cooperative plan once others announce it, signaling alignment and reducing uncertainty about their own behavior. Their tone is neutral-to-encouraging rather than confrontational; they do not escalate conflict or shame others directly. They respond to the ongoing conversation and reinforce consensus rather than initiating elaborate strategy discussions. Overall, they engage selectively, speaking when it helps shape contributions or signal cooperation, and otherwise stay quiet.",-0.42835033,-0.26942527,7,Cooperative Communication in Group Dynamics,"This cluster highlights individuals who prioritize cooperation and group norms in their communication. They engage in brief, purposeful exchanges that support collective strategies, often framing their contributions in moral or pragmatic terms. Their interactions reflect a commitment to fostering a cooperative environment while avoiding confrontational language.",131
"The player’s communication is sparse and limited to a single, clear coordination statement supporting full contributions. Their tone is cooperative and aligned with others’ emerging consensus, with no signs of sarcasm, hostility, or conflict. They echo the group’s cooperative narrative rather than initiating it, suggesting a tendency to follow rather than lead in open discussion. There is no visible attempt to persuade specific individuals or to call out past behavior, and no use of chat to justify their own actions or to threaten punishment. Their engagement style is minimal and instrumental: they participate enough in chat to signal assent to cooperation norms while privately deviating from those norms in their actual contribution and in their hidden punishment behavior. This pattern indicates a social style that separates public communication from private strategic choices, with a willingness to present as cooperative without fully backing it behaviorally.",0.52540183,-0.120464005,11,Low-Engagement Cooperative Players,"This group of players exhibits minimal communication while maintaining a cooperative stance. They engage sparingly, often responding to others rather than initiating discussions, and their tone remains polite and non-confrontational. Their contributions are typically brief and focused on reinforcing group norms rather than leading or challenging the group dynamics.",121
"They remain silent in chat despite active discussion around them. They do not initiate coordination, endorse proposals, or signal their own intended contribution level. Their social style is low-visibility and non-confrontational: they let others take the lead on norm-setting and do not seek to influence or correct anyone publicly. This suggests a preference for cooperating through actions rather than words, and possibly an avoidance of social negotiation or conflict. There is no observable responsiveness to specific peers’ messages; any adaptation to group norms occurs without explicit verbal engagement.",1.1706426,1.8483255,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"Their communication is sparse, goal-oriented, and norm-aligning rather than leading. They participate in the cooperative rally only after several others have already expressed intent to contribute fully, then briefly state that they will do the same. This suggests they are socially responsive but not a vocal initiator or strategist. The tone is cooperative and affirming, without visible sarcasm, aggression, or attempts to free-ride on group enthusiasm. They do not challenge others, question the rules, or push alternative strategies; instead, they echo the emerging consensus. This indicates a preference for harmony and coordination over debate or confrontation. They also do not engage in side conversations about optimal play or fairness, so any deeper reasoning about efficiency or equity remains unknown. Their engagement style is low-key and conforming: they are willing to join a cooperative coalition once it is clearly forming, but they do not invest heavily in persuasion or leadership.",-0.298325,0.86514837,6,Affiliative Communicators in Cooperative Settings,This group exhibits a communication style characterized by minimal yet supportive interactions. They align with cooperative norms and respond positively to group dynamics without initiating discussions or leading strategies. Their behavior reflects a preference for maintaining harmony and reinforcing group cohesion.,129
"Their communication is concise, upbeat, and oriented toward group coordination. They speak only once, and when they do, it is to affirm and join an emerging consensus toward full cooperation. The tone is positive and motivating, signaling enthusiasm for collective effort rather than skepticism or criticism. They do not initiate the cooperation idea; instead, they reinforce and echo the existing cooperative push, showing a follower or coalition-joining style rather than a leading or confrontational one. They engage selectively: they do not respond to earlier low contributions or questions about optimal play, but they step in once many others are vocally signaling high contributions. This suggests a social style that is agreeable and group-aligned, but not very chatty or directive. Persuasion is indirect and solidarity-based—by publicly committing alongside others, they help normalize high cooperation without explicitly instructing or pressuring.",-0.8735937,0.91701823,4,Cooperative Communication in Group Dynamics,"This cluster highlights personas who engage in sparse yet effective communication, emphasizing cooperation and coordination. Their interactions are characterized by affirming tones and a focus on reinforcing group norms, promoting a collective approach to decision-making.",115
"They do not send any chat messages and remain a silent observer. This indicates a low-engagement, low-visibility communication style. They neither initiate coordination nor reinforce existing norms verbally, even when a strong “all-in” cooperative convention forms in the group. They do not express support, dissent, or emotional reactions, suggesting either a preference for anonymity and low social involvement or a purely task-focused style that does not rely on verbal coordination. Their silence means their beliefs and intentions are never explicitly signaled; they instead let their actions speak, though those actions are not aligned with the dominant chat norm. Responsiveness to others’ written cues is thus unknown at the verbal level, but their behavior suggests they are aware of the emerging norm and choose not to explicitly engage with it.",1.3638299,1.9998735,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"The player communicates sparsely and in a straightforward, alignment-focused manner. They do not initiate early coordination but respond once a group narrative of “everyone contributing fully” is already forming. Their messages are short, affirming, and supportive of the emerging cooperative plan, indicating a preference for going along with a perceived majority rather than leading discussion. They do not challenge others, express doubt, or engage in complex persuasion. Their tone is neutral-to-cooperative, signaling willingness to participate in collective strategies without investing heavily in social influence or extended dialogue. Overall, they show an engagement style that is reactive and minimal but not avoidant: they speak just enough to signal that they are on board with the group’s plan.",0.23976113,0.15283397,9,Sparsely Communicative Yet Cooperative Personas,"This cluster features individuals who engage in communication with minimal frequency and volume, often aligning with cooperative norms without taking a leading role. Their interactions are characterized by brief acknowledgments and a focus on group consensus, indicating a preference for collective strategies over individual expression.",114
"Their communication is brief, direct, and coordination-oriented. They use short, rallying messages that encourage full cooperation and frame maximal contribution as a collective move. The tone is positive and inclusive, inviting others to join rather than blaming or shaming low contributors. They quickly reinforce the norm of “all in” at the next opportunity, signaling both consistency and a desire to align the group on a simple cooperative rule. They respond to the environment by amplifying cooperative consensus rather than debating or negotiating, and they do not engage in conflict or moralizing. Overall, they exhibit an engaged but low-verbosity style that focuses on norm-setting rather than back-and-forth discussion.",-1.088565,0.9454315,4,Cooperative Communication in Group Dynamics,"This cluster highlights personas who engage in sparse yet effective communication, emphasizing cooperation and coordination. Their interactions are characterized by affirming tones and a focus on reinforcing group norms, promoting a collective approach to decision-making.",115
"Their communication is brief, agreeable, and aligned with pro-cooperative norms. They explicitly state that they are following “all in” behavior and affirm others’ statements about contributing fully. They do not initiate complex strategy discussions, justification, or moralizing; instead, they reinforce emerging norms with short confirmations. They respond to others’ cooperation-oriented messages rather than driving the conversation themselves, indicating a responsive rather than leading style. Tone is positive and conformist, with no evidence of conflict, shaming, or attempts to single out low contributors. They use chat primarily to signal alignment with cooperative expectations and to maintain group consensus, not to negotiate or threaten.",-0.9000666,1.0959144,4,Cooperative Communication in Group Dynamics,"This cluster highlights personas who engage in sparse yet effective communication, emphasizing cooperation and coordination. Their interactions are characterized by affirming tones and a focus on reinforcing group norms, promoting a collective approach to decision-making.",115
"Their communication is sparse, direct, and focused on coordination. They speak only when the group is explicitly discussing strategy and then align themselves with the emerging “all-in” norm. The tone is cooperative and energetic but not emotional or moralizing. They do not admonish specific players in chat or attempt to shame low contributors; instead, they use simple self-commitment language that reinforces the group’s cooperative plan. They do not initiate complex persuasion or reasoning about the mechanism; rather, they efficiently signal agreement with the cooperative strategy. There is no observable back-and-forth argument or conflict engagement, so their response style under disagreement is unknown.",-0.47529808,0.9988188,6,Affiliative Communicators in Cooperative Settings,This group exhibits a communication style characterized by minimal yet supportive interactions. They align with cooperative norms and respond positively to group dynamics without initiating discussions or leading strategies. Their behavior reflects a preference for maintaining harmony and reinforcing group cohesion.,129
"The player is brief, instrumental, and cooperative in communication. They actively engage the group with a question aimed at clarifying the payoff structure and verifying that a particular cooperative strategy is optimal. Their tone is neutral to positive and non-confrontational, oriented toward shared understanding rather than blame or moralizing. They do not attempt to lead forcefully or to pressure others; instead, they seek confirmation from peers and appear comfortable deferring to the emerging consensus. They respond indirectly to others’ prior “all-in” talk by asking about efficiency rather than about fairness or reciprocity, suggesting a focus on mutual payoff rather than norm enforcement. Beyond this, they remain quiet; there is no evidence of strong emotional expression, conflict, or status-seeking. Overall style: low-drama, coordination-focused, and information-seeking, with minimal social display.",-0.36389446,-0.23516199,7,Cooperative Communication in Group Dynamics,"This cluster highlights individuals who prioritize cooperation and group norms in their communication. They engage in brief, purposeful exchanges that support collective strategies, often framing their contributions in moral or pragmatic terms. Their interactions reflect a commitment to fostering a cooperative environment while avoiding confrontational language.",131
"Their communication is sparse but strategically timed and aligned with coordination efforts. They do not engage in early norm-setting or persuasion and remain silent while others discuss contributions. Once a clear “all in” norm emerges and is affirmed by multiple players, they join in with an explicit public commitment to maximum cooperation. The tone is enthusiastic and cooperative, signaling alignment with the group’s plan rather than skepticism or conditionality. They do not direct messages at specific individuals, ask questions, or debate strategy; instead, they echo and reinforce the already established cooperative narrative. This suggests a follower/adapter communication style: they engage when there is a strong, clearly coordinated direction, and they prefer to display conformity and solidarity rather than lead or challenge. Responsiveness is situational—activated by strong social cues and consensus rather than by isolated comments.",-0.5939559,1.3330506,6,Affiliative Communicators in Cooperative Settings,This group exhibits a communication style characterized by minimal yet supportive interactions. They align with cooperative norms and respond positively to group dynamics without initiating discussions or leading strategies. Their behavior reflects a preference for maintaining harmony and reinforcing group cohesion.,129
"The player does not send any messages despite an active chat environment. They are a silent participant who observes rather than speaks. They seem to rely on others to propose strategies and norms, then adjust their behavior in line with the emergent consensus without verbally coordinating. This suggests a low-visibility, follower-style communication approach: they engage cognitively with the conversation (as inferred from alignment with the group’s later cooperative norm) but do not seek to persuade, lead, or challenge others. Their tone and interpersonal stance are therefore unknown; only their passive responsiveness to the group’s communicated norms can be inferred. They do not directly confront free riders or praise high cooperators through chat.",1.5334781,-0.23332055,13,Silent Cooperators in Group Dynamics,"This persona cluster highlights individuals who exhibit minimal to no verbal communication in group settings. Their engagement is primarily action-based, relying on contributions rather than dialogue to participate in cooperative efforts. This behavior suggests a preference for observation over active participation in social interactions.",144
"They do not send any chat messages. They silently observe and act. This suggests low verbal engagement and a preference to express preferences and norms through contribution, punishment, and reward choices rather than through explicit coordination or persuasion. They do not publicly endorse the “all in” norm or challenge it, indicating a non-confrontational, low-visibility communication style. Their silence makes their beliefs and intentions opaque to others and indicates either low social motivation to influence the group, discomfort with overt communication, or a belief that actions are more important than talk (confidence: low; precise motive unknown).",1.3202502,2.0431883,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"They remain completely silent in the chat despite multiple messages about going “all in” and explicit coordination prompts from others. This indicates a low-communication, observant style: they attend to others’ messages and actions but choose not to engage verbally. They do not attempt to persuade, lead, reassure, or question; instead, they free-ride on others’ efforts to coordinate. Their social style is reserved and non-expressive, with no direct signaling of intentions, norms, or emotions. They show no visible attempt to repair trust after initial defection or to justify their behavior. Overall, they rely on observation rather than dialogue, adapting to the social environment without investing in active relationship-building or norm-setting.",1.3429896,1.1933856,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"The player does not speak in the chat at all. They neither initiate coordination nor respond verbally to others’ messages. Their style is entirely action-based rather than verbal: they observe what others say and do, and they adjust behavior accordingly, but they remain silent. This indicates a low-engagement or reserved communication style, possibly preferring to avoid social signaling or negotiation. They are still attentive to the conversation (evidenced by aligning more closely with the group’s cooperative trend later), but they choose not to publicly affirm or challenge others. They avoid direct persuasion and do not attempt to shape group norms via chat.",1.7530481,0.022472488,13,Silent Cooperators in Group Dynamics,"This persona cluster highlights individuals who exhibit minimal to no verbal communication in group settings. Their engagement is primarily action-based, relying on contributions rather than dialogue to participate in cooperative efforts. This behavior suggests a preference for observation over active participation in social interactions.",144
"The player communicates very sparsely. At the outset, they attempt minimal coordination with a short directive to contribute fully, which another player immediately affirms. This shows an initial inclination to establish a simple cooperative norm rather than staying silent. Later, they comment once in a brief, somewhat exasperated remark about the defector, suggesting they notice and disapprove of deviation from the cooperative standard, but they do not follow up with negotiation, explanation, or attempts at persuasion. Their tone is concise and informal, hinting at mild frustration but not hostility or extended engagement. Overall, they engage in communication only to set an initial norm and to register disapproval, then largely retreat into silence, relying on actions rather than ongoing discussion.",0.45989642,0.20177762,9,Sparsely Communicative Yet Cooperative Personas,"This cluster features individuals who engage in communication with minimal frequency and volume, often aligning with cooperative norms without taking a leading role. Their interactions are characterized by brief acknowledgments and a focus on group consensus, indicating a preference for collective strategies over individual expression.",114
"Their communication is extremely sparse and minimal. They send a brief message at the beginning that aligns with another player’s suggestion to contribute fully, which functions as a simple coordinating acknowledgment rather than persuasion or argument. After that, they do not speak again, even when another player comments on the third player’s defection. This indicates a low-engagement or reserved communication style: they are willing to assent to a cooperative plan but do not invest in ongoing discussion, emotional expression, or attempts to correct or pressure others. They are responsive in the sense of initially signaling agreement, but once the pattern of play is established, they disengage verbally and let their actions (continued full cooperation and occasional reward) speak for themselves. Their tone appears neutral and cooperative; there is no evidence of hostility, blame, or complaint. Motivational or persuasive communication is largely absent, so whether they rely on others to infer their preferences from behavior alone or simply do not care to negotiate is unknown.",0.5447972,0.49238437,9,Sparsely Communicative Yet Cooperative Personas,"This cluster features individuals who engage in communication with minimal frequency and volume, often aligning with cooperative norms without taking a leading role. Their interactions are characterized by brief acknowledgments and a focus on group consensus, indicating a preference for collective strategies over individual expression.",114
"They never send any chat messages, despite others using the channel. This silence persists even when another player directly references them with mild confusion or complaint. This indicates low engagement with social coordination via communication, low responsiveness to social nudging, and either indifference to reputation in this environment or a belief that chat is strategically unnecessary. Their non-response suggests they prioritize action-based strategy over verbal negotiation and are comfortable being opaque to others. Personality-wise, this presents as reserved, non-confrontational, and relatively unaffected by mild social pressure; they neither apologize nor justify their choices.",1.6888636,1.0786455,14,Silent Observers in Communication Dynamics,"This cluster highlights individuals who exhibit a non-communicative or passive communication style in social settings. They refrain from sending chat messages, opting instead to observe without engaging in discussions or coordination efforts. Their silence may indicate a preference for low social engagement or a strategic choice to remain uninvolved.",126
"The player does not speak in the chat at any point (or at least, there is no recorded message from them). Their communication style is therefore best described as fully silent and non-engaging. They neither initiate coordination nor respond verbally to others’ attempts to coordinate, cajole, threaten reputational consequences, or joke about the situation. Despite being repeatedly exposed to social commentary—including both positive reinforcement for contributors and shaming of defectors—they offer no written acknowledgment, apology, justification, or argument. This silence persists even when others explicitly mention “brown” as a color associated with greed; if that refers to them, they ignore it, and if not, they still never clarify their identity or stance. Their own behavior remains cooperative, but they do not participate in the social negotiation of norms. This suggests a low-engagement, low-disclosure social style: they avoid overt interaction and do not use language as a strategic tool. They do not attempt to persuade free-riders, rally cooperators, or signal moral positions. Their cooperative stance is expressed purely through actions, not words. Whether this is due to personality (e.g., introversion), task focus, confusion about chat, or a deliberate choice to remain anonymous is unknown. Overall, they are a “silent cooperator”: behaviorally generous, socially invisible.",1.2823595,0.07694045,13,Silent Cooperators in Group Dynamics,"This persona cluster highlights individuals who exhibit minimal to no verbal communication in group settings. Their engagement is primarily action-based, relying on contributions rather than dialogue to participate in cooperative efforts. This behavior suggests a preference for observation over active participation in social interactions.",144
"The player does not send any chat messages. Their style is completely silent and nonverbal, relying solely on action choices to express preferences. They do not join in coordination attempts, do not reinforce pro-cooperation arguments, and do not confront or support any particular peer. Despite being repeatedly exposed to moralizing, joking, and light social pressure directed at free-riders, they never speak up either to endorse these norms or to challenge them. This non-engagement suggests a communication-avoidant or highly passive social style in the experimental setting. They show no overt interest in influencing others’ behavior through persuasion, shaming, or encouragement. Instead, they provide a consistent behavioral example of cooperation without framing it in words. There is no direct evidence of responsiveness to social approval or disapproval in the chat, because they are never the explicit target of criticism and they never respond on behalf of others. Their silence also means their underlying motivations, emotions, or evaluations of others remain opaque: we do not see them express frustration at defectors, solidarity with cooperators, or boredom with the task. They appear behaviorally engaged but socially withdrawn.",1.3861356,0.3405688,13,Silent Cooperators in Group Dynamics,"This persona cluster highlights individuals who exhibit minimal to no verbal communication in group settings. Their engagement is primarily action-based, relying on contributions rather than dialogue to participate in cooperative efforts. This behavior suggests a preference for observation over active participation in social interactions.",144
"This player communicates sparingly, joining the chat only a few times. When they do speak, their tone is light, somewhat playful, and occasionally teasing. They direct mild humor toward identified defectors, framing it as banter rather than moral outrage. Their messages do not attempt to persuade others to cooperate, set explicit norms, or coordinate strategy; they neither lead nor reinforce the explicit pro-cooperation messaging that other players provide. Their comments show awareness of who is defecting and some engagement with the social labeling in the group (for example, referencing another avatar’s behavior or running joke), which indicates they are paying attention to the social dynamics. However, they avoid direct confrontation or moralizing; instead, they resort to low-intensity teasing and self-referential humor. At one point they jokingly characterize themselves as not caring, which aligns with a somewhat ironic or self-deprecating persona rather than with their actual cooperative behavior. Responsiveness is limited: they do not reply to direct criticisms aimed collectively at “greedy” players, nor do they explicitly defend themselves or others. They also do not respond to calls for full cooperation with affirmations. This suggests a preference for low-profile engagement: they participate enough to signal presence and personality, but not enough to shape group norms or to get drawn into conflict. Their style is socially attuned yet emotionally detached, leaning toward amused observation rather than active norm enforcement or coalition-building. Overall, their communication style fits a “quiet, humorous cooperator” profile: they cooperate in actions, contribute lightly to chat, engage with running jokes, and avoid both leadership and open conflict.",0.140829,-0.98701906,8,Cooperative Communication in Social Settings,"This cluster highlights individuals who exhibit a friendly and cooperative communication style within group dynamics. They engage minimally but positively, often using light humor and casual tones to foster a supportive atmosphere. Their behavior reflects a preference for social harmony over confrontation, emphasizing group cohesion and collective participation.",100
"Socially, this player is assertive, coordination-oriented, and somewhat sharp-tongued, but not overtly hostile. They actively participate in chat throughout, both at the beginning and mid-game, commenting on the structure of the game and on others’ behavior. They engage quickly with other cooperators’ attempts to coordinate high contributions, affirming norms against free-riding and reinforcing the message that contributing benefits everyone. Their persuasion style is mixed: they appeal to efficiency (pointing out that free-riding yields only a small personal advantage), to group norms (“don’t be that guy”), and to mild social pressure and teasing of the main free-rider. They also use humor and sarcasm, joking about how a “real bastard” would wait until the end to defect and mocking the tiny real-world monetary gain from freeloading (“enjoy the extra quarter”). This indicates they are comfortable using social sanction via words when direct punishment is unavailable. They are responsive to others’ messages: they acknowledge boredom and pacing concerns, react to other players’ jokes, and answer claims about “turning heel” by directly questioning the motive. They show awareness of identity and accountability, referencing the platform’s ID system in relation to the free-rider, which signals a belief that social or experimental oversight could curb antisocial behavior. Their engagement style is proactive rather than avoidant; they regularly initiate comments to shape norms and expectations rather than merely reacting.",-0.5182628,-1.2468314,5,Sociable Players Embrace Lighthearted Cooperation,"This group of players thrives on social interaction, engaging in playful banter and cooperative norms. They prioritize lighthearted communication, fostering a friendly atmosphere while supporting collective contributions. Their approach blends humor with a commitment to group dynamics, making them active participants in the social fabric of the game.",105
"Their communication is sparse, light, and slightly playful. They join the chat only occasionally, rather than trying to lead or coordinate the group. When they do speak, they use humorous, character-themed comments and a gentle nudge: they reference being a dog, make a joking appeal to another player not to behave badly, and later express enthusiasm near the end. They do not explain payoff structures, lecture free‑riders, or engage in moral condemnation, even when others do so quite explicitly. They respond to the emerging social norm in a supportive but not central way: they align with the cooperative majority and humorously reinforce the call for sharing, but they do not directly confront specific low contributors or attempt to shame them. Compared to more vocal players who lobby for full contributions or complain about boredom and low stakes, they adopt a background, affiliative role—present, friendly, but not driving the discussion. They do not show signs of conflict-seeking, sarcasm, or hostility. Their style is engagement rather than avoidance, but at low intensity: they acknowledge the group and contribute to the social atmosphere without steering it. There is no clear evidence they adjust their messages in response to particular payoff events; their chat is more about social tone than instrumental coordination.",-0.16731898,-0.54049665,8,Cooperative Communication in Social Settings,"This cluster highlights individuals who exhibit a friendly and cooperative communication style within group dynamics. They engage minimally but positively, often using light humor and casual tones to foster a supportive atmosphere. Their behavior reflects a preference for social harmony over confrontation, emphasizing group cohesion and collective participation.",100
"Their communication style is active, humorous, and norm-enforcing. They participate in chat multiple times and clearly pay attention to both contributions and other players’ remarks. They directly label free-riders as greedy and align with the pro-cooperation camp, using mild insults and political framing to stigmatize non-cooperation. They also use joking references to ideology and “heel turns,” suggesting they seek entertainment and social play as much as monetary gain. They coordinate implicitly rather than proposing explicit numerical strategies; instead of detailed planning, they reinforce the existing “everyone contributes” norm with slogans and moral or political color (e.g., urging others to embrace a collective mindset “for a day”). They also echo and amplify other cooperators’ sentiments, suggesting they like being part of a cooperative in-group and enjoy the social bonding against identified defectors. Persuasion is mostly done through shaming and playful antagonism, not through calm explanation of payoffs. They call out specific avatars/colors as greedy or aligned with disliked identities, indicating they want to create social pressure and perhaps a bit of group identity against the defectors. At the same time, their tone is not hostile enough to drive them away from the group; they stay engaged, joke about the tiny payouts, and riff with others about the trivial stakes, implying a light-hearted rather than bitter orientation. They are responsive to others: they reference ongoing complaints about boredom and low pay, join in the humor about the small monetary returns, and adjust their jokes when others bring up Prolific IDs or “goodest boy” language. They do not appear avoidant; they lean into group banter, sometimes steering it toward their own small self-interested motives (“I want my 12p” or “13p”) while still aligning publicly with the cooperative norm.",-1.0319229,-1.174326,0,Engaging Social Dynamics in Cooperative Settings,"This cluster highlights personas that thrive in social environments, emphasizing light-hearted communication and cooperative norms. Participants actively engage in banter and humor while promoting group cohesion and collective goals, fostering a positive atmosphere for collaboration.",91
