custom_id,record_id,unit_id,treatment_name,variant,model,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension
two_stage_trust_punishment_y2hgu__e1_b_2599,E1__B__2599,E1__B__2599,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2617,E1__B__2617,E1__B__2617,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_32,E1__B__32,E1__B__32,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_341,E1__B__341,E1__B__341,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_364,E1__B__364,E1__B__364,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_402,E1__B__402,E1__B__402,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_515,E1__B__515,E1__B__515,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_534,E1__B__534,E1__B__534,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_559,E1__B__559,E1__B__559,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_707,E1__B__707,E1__B__707,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_747,E1__B__747,E1__B__747,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_75,E1__B__75,E1__B__75,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_754,E1__B__754,E1__B__754,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_88,E1__B__88,E1__B__88,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_930,E1__B__930,E1__B__930,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_970,E1__B__970,E1__B__970,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_976,E1__B__976,E1__B__976,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_993,E1__B__993,E1__B__993,E1_ROLE_B_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,hidden,role_b_hidden_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1050,E1__B__1050,E1__B__1050,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1175,E1__B__1175,E1__B__1175,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1237,E1__B__1237,E1__B__1237,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_128,E1__B__128,E1__B__128,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1288,E1__B__1288,E1__B__1288,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1298,E1__B__1298,E1__B__1298,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1369,E1__B__1369,E1__B__1369,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_146,E1__B__146,E1__B__146,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1579,E1__B__1579,E1__B__1579,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1610,E1__B__1610,E1__B__1610,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1631,E1__B__1631,E1__B__1631,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1698,E1__B__1698,E1__B__1698,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1736,E1__B__1736,E1__B__1736,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1737,E1__B__1737,E1__B__1737,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_189,E1__B__189,E1__B__189,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1895,E1__B__1895,E1__B__1895,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_1896,E1__B__1896,E1__B__1896,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2041,E1__B__2041,E1__B__2041,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2070,E1__B__2070,E1__B__2070,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2179,E1__B__2179,E1__B__2179,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2197,E1__B__2197,E1__B__2197,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2231,E1__B__2231,E1__B__2231,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2318,E1__B__2318,E1__B__2318,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2360,E1__B__2360,E1__B__2360,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2405,E1__B__2405,E1__B__2405,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2408,E1__B__2408,E1__B__2408,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_242,E1__B__242,E1__B__242,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2431,E1__B__2431,E1__B__2431,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2440,E1__B__2440,E1__B__2440,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2461,E1__B__2461,E1__B__2461,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2482,E1__B__2482,E1__B__2482,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2530,E1__B__2530,E1__B__2530,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_2601,E1__B__2601,E1__B__2601,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_286,E1__B__286,E1__B__286,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_338,E1__B__338,E1__B__338,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_351,E1__B__351,E1__B__351,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_38,E1__B__38,E1__B__38,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_417,E1__B__417,E1__B__417,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_536,E1__B__536,E1__B__536,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_571,E1__B__571,E1__B__571,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_590,E1__B__590,E1__B__590,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_727,E1__B__727,E1__B__727,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_756,E1__B__756,E1__B__756,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_759,E1__B__759,E1__B__759,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_76,E1__B__76,E1__B__76,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_889,E1__B__889,E1__B__889,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_93,E1__B__93,E1__B__93,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_98,E1__B__98,E1__B__98,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_982,E1__B__982,E1__B__982,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e1_b_997,E1__B__997,E1__B__997,E1_ROLE_B_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E1,B,observable,role_b_observable_check,help,cost
two_stage_trust_punishment_y2hgu__e2_a_1050,E2__A__1050,E2__A__1050,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1178,E2__A__1178,E2__A__1178,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1220,E2__A__1220,E2__A__1220,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1263,E2__A__1263,E2__A__1263,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1275,E2__A__1275,E2__A__1275,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1297,E2__A__1297,E2__A__1297,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1358,E2__A__1358,E2__A__1358,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1446,E2__A__1446,E2__A__1446,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1562,E2__A__1562,E2__A__1562,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_161,E2__A__161,E2__A__161,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1626,E2__A__1626,E2__A__1626,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1696,E2__A__1696,E2__A__1696,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1729,E2__A__1729,E2__A__1729,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1732,E2__A__1732,E2__A__1732,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1881,E2__A__1881,E2__A__1881,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1890,E2__A__1890,E2__A__1890,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1892,E2__A__1892,E2__A__1892,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2044,E2__A__2044,E2__A__2044,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2066,E2__A__2066,E2__A__2066,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2176,E2__A__2176,E2__A__2176,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2191,E2__A__2191,E2__A__2191,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2232,E2__A__2232,E2__A__2232,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2312,E2__A__2312,E2__A__2312,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2355,E2__A__2355,E2__A__2355,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2393,E2__A__2393,E2__A__2393,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2397,E2__A__2397,E2__A__2397,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2417,E2__A__2417,E2__A__2417,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2429,E2__A__2429,E2__A__2429,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2444,E2__A__2444,E2__A__2444,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2455,E2__A__2455,E2__A__2455,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2483,E2__A__2483,E2__A__2483,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2531,E2__A__2531,E2__A__2531,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_2599,E2__A__2599,E2__A__2599,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_286,E2__A__286,E2__A__286,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_330,E2__A__330,E2__A__330,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_359,E2__A__359,E2__A__359,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_378,E2__A__378,E2__A__378,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_415,E2__A__415,E2__A__415,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_528,E2__A__528,E2__A__528,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_55,E2__A__55,E2__A__55,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_567,E2__A__567,E2__A__567,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_694,E2__A__694,E2__A__694,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_731,E2__A__731,E2__A__731,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_734,E2__A__734,E2__A__734,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_741,E2__A__741,E2__A__741,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_880,E2__A__880,E2__A__880,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_936,E2__A__936,E2__A__936,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_968,E2__A__968,E2__A__968,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_978,E2__A__978,E2__A__978,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_987,E2__A__987,E2__A__987,E2_ROLE_A_HIDDEN,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,hidden,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_105,E2__A__105,E2__A__105,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1165,E2__A__1165,E2__A__1165,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1217,E2__A__1217,E2__A__1217,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_126,E2__A__126,E2__A__126,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1268,E2__A__1268,E2__A__1268,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_13,E2__A__13,E2__A__13,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1351,E2__A__1351,E2__A__1351,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1443,E2__A__1443,E2__A__1443,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1548,E2__A__1548,E2__A__1548,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1595,E2__A__1595,E2__A__1595,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1614,E2__A__1614,E2__A__1614,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1687,E2__A__1687,E2__A__1687,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1720,E2__A__1720,E2__A__1720,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
two_stage_trust_punishment_y2hgu__e2_a_1722,E2__A__1722,E2__A__1722,E2_ROLE_A_OBSERVABLE,demographic_only_row_resampled_seed_0,gpt-5.1,E2,A,observable,role_a_check,punish,cost
