custom_id,response_id,scenario_hash,scenario_index,sample_within_scenario,left_action,right_action,option_a_action,option_b_action,gold_choice,gold_action,predicted_choice,predicted_action,correct,scenario_type,scenario_type_strict,attribute_level,pedped,parse_success,parse_error,raw_content,exact_format
mm_individual_demo_066_01_ab_wvsw6covered168,ZzNwTYRzeYjEGsw4e,6f3de36a8dca725f5e5c7c821a25c2e3,66,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_066_03_ab_wvsw6covered168,iJk2e3PX6MfTEoeCn,6f3de36a8dca725f5e5c7c821a25c2e3,66,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_066_05_ab_wvsw6covered168,oxnMzQNoaJWE2YHhK,6f3de36a8dca725f5e5c7c821a25c2e3,66,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Young,0,True,,B,True
mm_individual_demo_067_01_ab_wvsw6covered168,EDAabs6DzWFEWW7Gt,af1ecc4748b89e799b89b9fc4f035175,67,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_067_02_ab_wvsw6covered168,giewJ4acSCCB2Lspx,af1ecc4748b89e799b89b9fc4f035175,67,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_067_03_ab_wvsw6covered168,ibbj5pCtoHvXeXq4Z,af1ecc4748b89e799b89b9fc4f035175,67,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_067_04_ab_wvsw6covered168,sNhmXWCTHzE8TE7Kf,af1ecc4748b89e799b89b9fc4f035175,67,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_067_05_ab_wvsw6covered168,u9KPNGnmphWReL9eq,af1ecc4748b89e799b89b9fc4f035175,67,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_068_02_ab_wvsw6covered168,dKJedrLFmaerEbtEL,e4cf7ee350c9036203166165fca9f95d,68,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_068_03_ab_wvsw6covered168,jxDJ3tL46MmLoXKT3,e4cf7ee350c9036203166165fca9f95d,68,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_01_ab_wvsw6covered168,5bncZ4T6zrJDAMRFA,42da6f052586a1bb2343fd93c2cfd098,70,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_02_ab_wvsw6covered168,6ZBmNop5cnmfd84D6,42da6f052586a1bb2343fd93c2cfd098,70,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_04_ab_wvsw6covered168,nxTCrBhXQLwkcKoZZ,42da6f052586a1bb2343fd93c2cfd098,70,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_05_ab_wvsw6covered168,wnqap24PjsjP6gFHK,42da6f052586a1bb2343fd93c2cfd098,70,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_071_03_ab_wvsw6covered168,phePEZMF6naGKgcAs,a3d54dd408bcbde97398ad443aee2d6d,71,3,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_072_05_ab_wvsw6covered168,ybowYu2xE3srzpCqk,0d7d635efcf87f111b3aedc7ae87090d,72,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_073_03_ab_wvsw6covered168,Ya24RWMcYE3LEmRLu,47ff10003e1cf5ae5bc5187cf16a53bb,73,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_073_04_ab_wvsw6covered168,d7nSJ45YodYgxonJW,47ff10003e1cf5ae5bc5187cf16a53bb,73,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_075_01_ab_wvsw6covered168,4Qphe2kKgYQHzWEL6,da0f242ac407177b23c2f03477707383,75,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_075_04_ab_wvsw6covered168,EXqE6chTAMHbvHogD,da0f242ac407177b23c2f03477707383,75,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_075_05_ab_wvsw6covered168,YQN6TdL5Y2fSWkJYt,da0f242ac407177b23c2f03477707383,75,5,swerve,stay,swerve,stay,A,swerve,B,stay,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_076_02_ab_wvsw6covered168,DRA6zCnuXT4dKeJFx,6dfd2a42768065eb9eca222c2ec78fb5,76,2,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_076_03_ab_wvsw6covered168,EqYF6xpakyjxpXnuf,6dfd2a42768065eb9eca222c2ec78fb5,76,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_076_05_ab_wvsw6covered168,cpgwAWaAXoWnJHW5k,6dfd2a42768065eb9eca222c2ec78fb5,76,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_077_01_ab_wvsw6covered168,7uunwei8gJDMzc4JF,ab459e8ad43c894a308a1d6f7c02f3bd,77,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,0,True,,B,True
mm_individual_demo_078_01_ab_wvsw6covered168,bM58eGctahyPfDRSA,6a735cb05a4f2ec78bdc8b4e7b01e498,78,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_078_04_ab_wvsw6covered168,wW9BqMCitzKLb5W7j,6a735cb05a4f2ec78bdc8b4e7b01e498,78,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,0,True,,B,True
mm_individual_demo_079_01_ab_wvsw6covered168,3275WT5tJ8PFGXYcs,f31aa671c54164721a10f47b954eb64c,79,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_079_02_ab_wvsw6covered168,3Wwb2n7zuFfGCHYT7,f31aa671c54164721a10f47b954eb64c,79,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_079_03_ab_wvsw6covered168,66GpyjW2c6mqdNbPL,f31aa671c54164721a10f47b954eb64c,79,3,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_080_01_ab_wvsw6covered168,2NDmjRhp99HRXEnbm,00c9d606a39e1c48b8ec9c414379b769,80,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_080_03_ab_wvsw6covered168,dGAeeE5tkDC4G4CPJ,00c9d606a39e1c48b8ec9c414379b769,80,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Old,1,True,,B,True
mm_individual_demo_081_01_ab_wvsw6covered168,BeaiwfQs9MYTX5dye,7a5fc84e4231ff78a0db5cdc5654ba3c,81,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_02_ab_wvsw6covered168,E9zYQcLAjBHgvErGm,7a5fc84e4231ff78a0db5cdc5654ba3c,81,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_081_03_ab_wvsw6covered168,dxsWQSsKwQRLKREf4,7a5fc84e4231ff78a0db5cdc5654ba3c,81,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_04_ab_wvsw6covered168,fgpLAW3A9jjds3AHY,7a5fc84e4231ff78a0db5cdc5654ba3c,81,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_05_ab_wvsw6covered168,xtr973dW2Jb8y34Yd,7a5fc84e4231ff78a0db5cdc5654ba3c,81,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_082_01_ab_wvsw6covered168,5W2cMkYZZmDgJpp2D,7b098f9e80b9ec88bbdb8f82acb29856,82,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_082_04_ab_wvsw6covered168,cyMPW6xC9AmTxd9F7,7b098f9e80b9ec88bbdb8f82acb29856,82,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_083_02_ab_wvsw6covered168,FQCG6rzLyWzkmoDfF,331172c6ff413e6093566be253c90f07,83,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_083_03_ab_wvsw6covered168,qebP2WsNMZb99FpSE,331172c6ff413e6093566be253c90f07,83,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_084_01_ab_wvsw6covered168,3YkP7y47Qt3mTBdMs,7895fe3e515a5e8039638505065b2da9,84,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_084_02_ab_wvsw6covered168,egxwunJJfpzdvbeMK,7895fe3e515a5e8039638505065b2da9,84,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_085_01_ab_wvsw6covered168,5NudMyBcLSfwRCrF7,787f9b6cf19df72165738c9c7ac9155a,85,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_085_05_ab_wvsw6covered168,zkC4atvwjFZ6EPoAe,787f9b6cf19df72165738c9c7ac9155a,85,5,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_086_02_ab_wvsw6covered168,DYPszzPNhXv2rRftb,332ed3412c6dde783cfc00def8484ea0,86,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_086_05_ab_wvsw6covered168,zXACti4WDW3wiiiQM,332ed3412c6dde783cfc00def8484ea0,86,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_087_01_ab_wvsw6covered168,D5SaJCciAqgowss6u,3077bec3306bbea342f1a5d836156aea,87,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,0,True,,B,True
mm_individual_demo_088_02_ab_wvsw6covered168,aH4vbvHb4eNtuwWws,5a29c560a249d39a2c0b6af8bbe9bdca,88,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,0,True,,B,True
