question_id,block_name,question_type,n_csv_columns,is_wave4_target,is_wave1_3_match_for_wave4_target,family,candidate_role,exclusion_group,question_text_short
QID260,Personality ,DB,0,False,False,personality,profile_input_candidate,,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few se..."
QID262,Personality ,DB,0,False,False,personality,profile_input_candidate,,This completes this section. You will now move on to the next section.
QID268,Personality ,TE,1,False,False,personality,profile_input_candidate,,In this task we would like you to write about the type of person you aspire to be vs. the person you ought to be vs. the person you actually are. 1. Please d...
QID269,Personality ,TE,1,False,False,personality,profile_input_candidate,,"2. Please describe the type of person you ought to be . That is, write about the traits and behaviors attributes that you should or ought to possess, based o..."
QID27,Personality ,Matrix,13,False,False,personality,profile_input_candidate,,Listed below are a number of statements concerning personal attributes and traits. Read each item and decide whether the statement is true or false as it per...
QID270,Personality ,TE,1,False,False,personality,profile_input_candidate,,"3. Please describe the type of person you actually are . That is, write about the traits and behaviors you actually possess. Please write at least 3 sentences."
QID28,Personality ,Matrix,10,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which it is true or untrue.
QID285,Personality ,DB,0,False,False,personality,profile_input_candidate,,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few se..."
QID29,Personality ,Matrix,24,False,False,personality,profile_input_candidate,,Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the value...
QID30,Personality ,Matrix,8,False,False,personality,profile_input_candidate,,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurat...
QID31,Personality ,MC,1,False,False,personality,profile_input_candidate,,Which of the following best describes your spending habits?
QID32,Personality ,MC,1,False,False,personality,profile_input_candidate,,"Some people have trouble limiting their spending: they often spend money - for example on clothes, meals, vacations - when they would do better not to. How w..."
QID33,Personality ,MC,1,False,False,personality,profile_input_candidate,,"Other people have trouble spending money. Perhaps because spending money makes them anxious, they often don't spend money on things they should spend it on. ..."
QID34,Personality ,MC,1,False,False,personality,profile_input_candidate,,"Following is a scenario describing the behavior of two shoppers. After reading about each shopper, please answer the question that follows. Mr. A is accompan..."
QID35,Personality ,Matrix,12,False,False,personality,profile_input_candidate,,Please indicate your agreement with each of the following statements about yourself.
QID198,Probability matching vs. maximizing - Problem 1,Matrix,10,True,True,other,digital_twin_sim_target,,Consider the following hypothetical situation: A deck with 10 cards is randomly shuffled 10 separate times. The 10 cards are composed of 7 cards with the num...
QID203,Probability matching vs. maximizing - Problem 2,Matrix,6,False,False,other,other,,Consider the following situation: A die with 4 red faces and 2 green faces will be rolled 6 times. Before each roll you will be asked to predict which color ...
QID8,Product Preferences - Pricing,DB,0,True,True,pricing,digital_twin_sim_target,,"You will now be asked a series of 40 questions. In each question, you will given information about a product that you may or may not decide to purchase in a ..."
QID9_1,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Dairy Products. Suppose you are in a grocery store, and you see the following product in that category: Land ..."
QID9_10,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Lunchmeat - Sliced - Refrigerated. Suppose you are in a grocery store, and you see the following product in t..."
QID9_11,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Refrigerated Entrees. Suppose you are in a grocery store, and you see the following product in that category:..."
QID9_12,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Beer. Suppose you are in a grocery store, and you see the following product in that category: Stella Artois L..."
QID9_13,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cereal - Ready to Eat. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_14,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cleaning Supplies. Suppose you are in a grocery store, and you see the following product in that category: AR..."
QID9_15,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frozen Novelties. Suppose you are in a grocery store, and you see the following product in that category: Pop..."
QID9_16,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Soft Drinks - Carbonated. Suppose you are in a grocery store, and you see the following product in that categ..."
QID9_17,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Toilet Tissue. Suppose you are in a grocery store, and you see the following product in that category: Angel ..."
QID9_18,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Baby Milk and Milk Flavoring. Suppose you are in a grocery store, and you see the following product in that c..."
QID9_19,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Ground and Whole Bean Coffee. Suppose you are in a grocery store, and you see the following product in that c..."
QID9_2,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Pain Remedies - Headache. Suppose you are in a grocery store, and you see the following product in that categ..."
QID9_20,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frozen Foods. Suppose you are in a grocery store, and you see the following product in that category: Great V..."
QID9_21,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Yogurt - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_22,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Dairy - Milk - Refrigerated. Suppose you are in a grocery store, and you see the following product in that ca..."
QID9_23,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Soft Drinks - Low Calorie. Suppose you are in a grocery store, and you see the following product in that cate..."
QID9_24,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Paper Towels. Suppose you are in a grocery store, and you see the following product in that category: Bounty ..."
QID9_25,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Candy - Non-Chocolate. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_26,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Bakery - Fresh Cakes. Suppose you are in a grocery store, and you see the following product in that category:..."
QID9_27,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fruit Drinks. Suppose you are in a grocery store, and you see the following product in that category: Kool Ai..."
QID9_28,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Snacks - Tortilla Chips. Suppose you are in a grocery store, and you see the following product in that catego..."
QID9_29,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Refrigerated Bacon. Suppose you are in a grocery store, and you see the following product in that category: O..."
QID9_3,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cat Food - Wet Type. Suppose you are in a grocery store, and you see the following product in that category: ..."
QID9_30,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Soup. Suppose you are in a grocery store, and you see the following product in that category: Maruchan Ramen ..."
QID9_31,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Light Beer (Low Calorie/Alcohol). Suppose you are in a grocery store, and you see the following product in th..."
QID9_32,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Candy - Chocolate. Suppose you are in a grocery store, and you see the following product in that category: He..."
QID9_33,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Batteries. Suppose you are in a grocery store, and you see the following product in that category: Duracell C..."
QID9_34,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fresh Eggs. Suppose you are in a grocery store, and you see the following product in that category: Eggland's..."
QID9_35,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fruit Juice. Suppose you are in a grocery store, and you see the following product in that category: Capri Su..."
QID9_36,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cold Remedies - Adult. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_37,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cookies. Suppose you are in a grocery store, and you see the following product in that category: Little Debbi..."
QID9_38,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frankfurters - Refrigerated. Suppose you are in a grocery store, and you see the following product in that ca..."
QID9_39,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Ice Cream. Suppose you are in a grocery store, and you see the following product in that category: Haagen Daz..."
QID9_4,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frozen Italian Entrees. Suppose you are in a grocery store, and you see the following product in that categor..."
QID9_40,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Detergents - Heavy Duty - Liquid. Suppose you are in a grocery store, and you see the following product in th..."
QID9_5,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Refrigerated Deli Meats. Suppose you are in a grocery store, and you see the following product in that catego..."
QID9_6,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Snacks - Potato Chips. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_7,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Bottled Water. Suppose you are in a grocery store, and you see the following product in that category: OZARKA..."
QID9_8,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Pet Supplies - Dog Food. Suppose you are in a grocery store, and you see the following product in that catego..."
QID9_9,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fresh Fruit. Suppose you are in a grocery store, and you see the following product in that category: Fresh Ra..."
QID174,Proportion dominance 1A ,MC,1,False,False,other,other,,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that...
QID175,Proportion dominance 1B,MC,1,False,False,other,other,,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that...
QID176,Proportion dominance 1C,MC,1,True,True,other,digital_twin_sim_target,,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that...
QID177,Proportion dominance 2A,MC,1,False,False,other,other,,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would sa..."
QID178,Proportion dominance 2B ,MC,1,False,False,other,other,,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would sa..."
QID179,Proportion dominance 2C,MC,1,True,True,other,digital_twin_sim_target,,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would sa..."
QID181,Sunk cost - no,TE,1,False,False,other,other,,"Imagine that Coffee Connection sells coffee for $1.50 per cup. Java Coffee, a competitor, sells coffee for just $2.00 per cup. Although the Coffee Connection..."
QID182,Sunk cost - yes,TE,1,True,True,other,digital_twin_sim_target,,"Imagine that you just paid $50 for a Coffee Connection discount card that allows you to buy coffee for 50% off the regular price of $3.00 (i.e., you pay $1.5..."
QID191,WTA/WTP Thaler - WTP noncertainty,MC,1,False,False,other,other,,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the dis..."
QID190,WTA/WTP Thaler problem - WTA certainty,MC,1,True,True,other,digital_twin_sim_target,,Imagine that a group of research scientists in the School of Medicine are running a laboratory experiment on a vaccine for a rare and fatal virus. The possib...
QID189,WTA/WTP Thaler problem - WTP certainty,MC,1,False,False,other,other,,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the dis..."
